## 1
## 동봉된 120mm 냉각팬 2개를 라디에이터에 달고, 사용자의 CPU 규격에 맞는 블래킷만 워터블록에 결합하면 시스템에 수냉 쿨러를 달 준비가 끝난다.
## 동봉된 <120mm:NOH> 냉각팬 <2개:NOH>를 라디에이터에 달고, 사용자의 CPU 규격에 맞는 블래킷만 워터블록에 결합하면 시스템에 수냉 쿨러를 달 준비가 끝난다.
동봉	동봉	NNG	O
"	"	SS	O
사우나	사우나	NNG	O
서	서	JKB	O
_	_	_	O
자	자	EC	O
고	고	EC	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
틈	틈	NNG	O
을	을	JKO	O
_	_	_	O
타	타+아	VV+EF	O
.	.	SF	O
.	.	SF	O
.	.	SF	O
"	"	SS	O

## 4
## 그는 김한길-안철수 갈등설에 대해선 “언론에서 조금 과장해서 보도하는 측면도 있는 것 같다”면서도 “부부사이에도 갈등이 있고 그런 갈등을 대화로 풀어나가지 않나? 두 분이 어떻든지 간에 총선, 대선에 대한 철학과 방향이 완벽하게 같을 수는 없기에 그런 부분을 계속 조율하는 과정에 있다”고 말해 사실상 두 사람이 갈등설을 시인했다.
## 그는 <김한길:PER>-<안철수:PER> 갈등설에 대해선 “언론에서 조금 과장해서 보도하는 측면도 있는 것 같다”면서도 “부부사이에도 갈등이 있고 그런 갈등을 대화로 풀어나가지 않나? <두 분:NOH>이 어떻든지 간에 총선, 대선에 대한 철학과 방향이 완벽하게 같을 수는 없기에 그런 부분을 계속 조율하는 과정에 있다”고 말해 사실상 <두 사람:NOH>이 갈등설을 시인했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
김	김	NNP	B-PER
한길	한길	NNG	I-PER
-	-	SO	O
안철수	안철수	NNP	B-PER
_	_	_	O
갈등	갈등	NNG	O
설	설	XSN	O
에	에	JKB	O
_	_	_	O
대해선	대하+여서+ㄴ	VV+EC+JX	O
_	_	_	O
“	“	SS	O
언론	언론	NNG	O
에서	에서	JKB	O
_	_	_	O
조금	조금	MAG	O
_	_	_	O
과장해서	과장하+여서	VV+EC	O
_	_	_	O
보도하	보도하	VV	O
는	는	ETM	O
_	_	_	O
측면	측면	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
도	도	JX	O
_	_	_	O
“	“	SS	O
부부	부부	NNG	O
사이	사이	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
갈등	갈등	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
고	고	EC	O
_	_	_	O
그런	그런	MM	O
_	_	_	O
갈등	갈등	NNG	O
을	을	JKO	O
_	_	_	O
대화	대화	NNG	O
로	로	JKB	O
_	_	_	O
풀	풀	VV	O
어	어	EC	O
나가	나가	VX	O
지	지	EC	O
_	_	_	O
않	않	VX	O
나	나	EF	O
?	?	SF	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
분	분	NNB	I-NOH
이	이	JKS	O
_	_	_	O
어떻	어떻	VA	O
든지	든지	EC	O
_	_	_	O
간	간	NNB	O
에	에	JKB	O
_	_	_	O
총선	총선	NNG	O
,	,	SP	O
_	_	_	O
대선	대선	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
철학	철학	NNG	O
과	과	JC	O
_	_	_	O
방향	방향	NNG	O
이	이	JKS	O
_	_	_	O
완벽하	완벽하	VA	O
게	게	EC	O
_	_	_	O
같	같	VA	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
는	는	JX	O
_	_	_	O
없	없	VA	O
기에	기에	EC	O
_	_	_	O
그런	그런	MM	O
_	_	_	O
부분	부분	NNG	O
을	을	JKO	O
_	_	_	O
계속	계속	MAG	O
_	_	_	O
조율하	조율하	VV	O
는	는	ETM	O
_	_	_	O
과정	과정	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말해	말하+여	VV+EC	O
_	_	_	O
사실상	사실상	NNG	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
이	이	JKS	O
_	_	_	O
갈등	갈등	NNG	O
설	설	XSN	O
을	을	JKO	O
_	_	_	O
시인	시인하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 서울대 의대 법의학연구소는 연세대와 이화여대, 성균관대, 신라문화유산연구원 등과 함께 신라시대의 여성 유골을 토대로 최첨단 컴퓨터 기법을 활용해 당시 얼굴 모습을 처음으로 복원했다고 8일 밝혔다.
## <서울대 의대 법의학연구소:ORG>는 <연세대:ORG>와 <이화여대:ORG>, <성균관대:ORG>, <신라문화유산연구원:ORG> 등과 함께 <신라시대:DUR>의 여성 유골을 토대로 최첨단 컴퓨터 기법을 활용해 당시 얼굴 모습을 처음으로 복원했다고 <8일:DAT> 밝혔다.
서울대	서울대	NNP	B-ORG
_	_	_	I-ORG
의대	의대	NNG	I-ORG
_	_	_	I-ORG
법의학	법의학	NNG	I-ORG
연구소	연구소	NNG	I-ORG
는	는	JX	O
_	_	_	O
연세대	연세대	NNP	B-ORG
와	와	JC	O
_	_	_	O
이화여대	이화여대	NNP	B-ORG
,	,	SP	O
_	_	_	O
성균관대	성균관대	NNP	B-ORG
,	,	SP	O
_	_	_	O
신라	신라	NNP	B-ORG
문화유산	문화유산	NNG	I-ORG
연구원	연구원	NNG	I-ORG
_	_	_	O
등	등	NNB	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
신라	신라	NNP	B-DUR
시대	시대	NNG	I-DUR
의	의	JKG	O
_	_	_	O
여성	여성	NNG	O
_	_	_	O
유골	유골	NNG	O
을	을	JKO	O
_	_	_	O
토대	토대	NNG	O
로	로	JKB	O
_	_	_	O
최첨단	최첨단	NNG	O
_	_	_	O
컴퓨터	컴퓨터	NNG	O
_	_	_	O
기법	기법	NNG	O
을	을	JKO	O
_	_	_	O
활용해	활용하+여	VV+EC	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
얼굴	얼굴	NNG	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
처음	처음	NNG	O
으로	으로	JKB	O
_	_	_	O
복원	복원하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
8	8	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 77년 첫 번째 에피소드 개봉 당시에는 베트남전 패전 등으로 우울했던 미국 사회에 희망을 던져주기도 했다.
## <77년:DAT> <첫 번째:NOH> 에피소드 개봉 당시에는 <베트남:ORG>전 패전 등으로 우울했던 <미국:ORG> 사회에 희망을 던져주기도 했다.
77	77	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
첫	첫	MM	B-NOH
_	_	_	I-NOH
번째	번째	NNB	I-NOH
_	_	_	O
에피소드	에피소드	NNG	O
_	_	_	O
개봉	개봉	NNG	O
_	_	_	O
당시	당시	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
베트남	베트남	NNP	B-ORG
전	전	XSN	O
_	_	_	O
패전	패전	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
우울	우울하	VA	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
사회	사회	NNG	O
에	에	JKB	O
_	_	_	O
희망	희망	NNG	O
을	을	JKO	O
_	_	_	O
던져	던지+어	VV+EC	O
주	주	VX	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 이동국은 또 “아이들을 키울 땐 힘들지만 쑥쑥 크는 모습을 보면 ‘다섯 명을 낳길 참 잘했다’는 생각이 든다.
## <이동국:PER>은 또 “아이들을 키울 땐 힘들지만 쑥쑥 크는 모습을 보면 ‘<다섯 명:NOH>을 낳길 참 잘했다’는 생각이 든다.
이동국	이동국	NNP	B-PER
은	은	JX	O
_	_	_	O
또	또	MAG	O
_	_	_	O
“	“	SS	O
아이	아이	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
키울	키우+ㄹ	VV+ETM	O
_	_	_	O
땐	때+ㄴ	NNG+JX	O
_	_	_	O
힘들	힘들	VA	O
지만	지만	EC	O
_	_	_	O
쑥쑥	쑥쑥	MAG	O
_	_	_	O
크	크	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
보	보	VV	O
면	면	EC	O
_	_	_	O
‘	‘	SS	O
다섯	다섯	NR	B-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
낳	낳	VV	O
길	기+ㄹ	ETN+JKO	O
_	_	_	O
참	참	MAG	O
_	_	_	O
잘	잘하	VV	O
했	였	EP	O
다	다	EF	O
’	’	SS	O
는	는	JX	O
_	_	_	O
생각	생각	NNG	O
이	이	JKS	O
_	_	_	O
든다	들+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 최홍만, 억대 사기혐의 체포영장…“돈 마련하고 있다”
## <최홍만:PER>, <억대:MNY> 사기혐의 체포영장…“돈 마련하고 있다”
최홍만	최홍만	NNP	B-PER
,	,	SP	O
_	_	_	O
억	억	NR	B-MNY
대	대	XSN	I-MNY
_	_	_	O
사기	사기	NNG	O
혐의	혐의	NNG	O
_	_	_	O
체포	체포	NNG	O
영장	영장	NNG	O
…	…	SE	O
“	“	SS	O
돈	돈	NNG	O
_	_	_	O
마련하	마련하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O

## 9
## 특히 19세기 민주주의의 핵심 주체로 동학농민전쟁을 이끈 민중과 개화파 엘리트를 꼽았다.
## 특히 <19세기:DUR> 민주주의의 핵심 주체로 <동학농민전쟁:POH>을 이끈 민중과 개화파 엘리트를 꼽았다.
특히	특히	MAG	O
_	_	_	O
19	19	SN	B-DUR
세기	세기	NNG	I-DUR
_	_	_	O
민주주의	민주주의	NNG	O
의	의	JKG	O
_	_	_	O
핵심	핵심	NNG	O
_	_	_	O
주체	주체	NNG	O
로	로	JKB	O
_	_	_	O
동학	동학	NNG	B-POH
농민	농민	NNG	I-POH
전쟁	전쟁	NNG	I-POH
을	을	JKO	O
_	_	_	O
이끈	이끌+ㄴ	VV+ETM	O
_	_	_	O
민중	민중	NNG	O
과	과	JC	O
_	_	_	O
개화파	개화파	NNG	O
_	_	_	O
엘리트	엘리트	NNG	O
를	를	JKO	O
_	_	_	O
꼽	꼽	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 서울 시청과 잠실을 비롯해 경기, 천안, 오산, 평택 등에서 새벽부터 5개 노선의 셔틀버스를 운행하고 교통체증 없는 고속도로를 따라 묵호항이나 강릉항에 도착해 울릉도 여행을 시작하게 된다.
## <서울 시청:LOC>과 <잠실:LOC>을 비롯해 <경기:LOC>, <천안:LOC>, <오산:LOC>, <평택:LOC> 등에서 새벽부터 <5개:NOH> 노선의 셔틀버스를 운행하고 교통체증 없는 고속도로를 따라 <묵호항:LOC>이나 <강릉항:LOC>에 도착해 <울릉도:LOC> 여행을 시작하게 된다.
서울	서울	NNP	B-LOC
_	_	_	I-LOC
시청	시청	NNG	I-LOC
과	과	JC	O
_	_	_	O
잠실	잠실	NNP	B-LOC
을	을	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
경기	경기	NNP	B-LOC
,	,	SP	O
_	_	_	O
천안	천안	NNP	B-LOC
,	,	SP	O
_	_	_	O
오산	오산	NNP	B-LOC
,	,	SP	O
_	_	_	O
평택	평택	NNP	B-LOC
_	_	_	O
등	등	NNB	O
에서	에서	JKB	O
_	_	_	O
새벽	새벽	NNG	O
부터	부터	JX	O
_	_	_	O
5	5	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
노선	노선	NNG	O
의	의	JKG	O
_	_	_	O
셔틀버스	셔틀버스	NNG	O
를	를	JKO	O
_	_	_	O
운행하	운행하	VV	O
고	고	EC	O
_	_	_	O
교통	교통	NNG	O
체증	체증	NNG	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
고속도로	고속도로	NNG	O
를	를	JKO	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
묵호	묵호	NNP	B-LOC
항	항	NNG	I-LOC
이나	이나	JC	O
_	_	_	O
강릉	강릉	NNP	B-LOC
항	항	NNG	I-LOC
에	에	JKB	O
_	_	_	O
도착해	도착하+여	VV+EC	O
_	_	_	O
울릉도	울릉도	NNP	B-LOC
_	_	_	O
여행	여행	NNG	O
을	을	JKO	O
_	_	_	O
시작하	시작하	VV	O
게	게	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 1945년 제2차 세계대전의 종전으로 막을 내린 제국주의 시대의 성격과, 특히 일본 군국주의가 자아낸 한·일 관계의 파탄에 대한 인식이나 반성 없이 손쉽게 양국 관계를 ‘정상화’한다고 생각했다면 이는 역사의 엄중함을 간과한 처사였다고 지적될 수밖에 없다.
## <1945년:DAT> <제2차 세계대전:POH>의 종전으로 막을 내린 제국주의 시대의 성격과, 특히 <일본:ORG> 군국주의가 자아낸 <한:ORG>·<일:ORG> 관계의 파탄에 대한 인식이나 반성 없이 손쉽게 <양:NOH>국 관계를 ‘정상화’한다고 생각했다면 이는 역사의 엄중함을 간과한 처사였다고 지적될 수밖에 없다.
1945	1945	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
제	제	XPN	B-POH
2	2	SN	I-POH
차	차	NNB	I-POH
_	_	_	I-POH
세계	세계	NNG	I-POH
대전	대전	NNG	I-POH
의	의	JKG	O
_	_	_	O
종전	종전	NNG	O
으로	으로	JKB	O
_	_	_	O
막	막	NNG	O
을	을	JKO	O
_	_	_	O
내린	내리+ㄴ	VV+ETM	O
_	_	_	O
제국주의	제국주의	NNG	O
_	_	_	O
시대	시대	NNG	O
의	의	JKG	O
_	_	_	O
성격	성격	NNG	O
과	과	JC	O
,	,	SP	O
_	_	_	O
특히	특히	MAG	O
_	_	_	O
일본	일본	NNP	B-ORG
_	_	_	O
군국주의	군국주의	NNG	O
가	가	JKS	O
_	_	_	O
자아낸	자아내+ㄴ	VV+ETM	O
_	_	_	O
한	한	NNP	B-ORG
·	·	SP	O
일	일	NNP	B-ORG
_	_	_	O
관계	관계	NNG	O
의	의	JKG	O
_	_	_	O
파탄	파탄	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
인식	인식	NNG	O
이나	이나	JC	O
_	_	_	O
반성	반성	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
손쉽	손쉽	VA	O
게	게	EC	O
_	_	_	O
양국	양국	NNG	O
_	_	_	O
관계	관계	NNG	O
를	를	JKO	O
_	_	_	O
‘	‘	SS	O
정상화	정상화	NNG	O
’	’	SS	O
한다고	하+ㄴ다고	XSV+EC	O
_	_	_	O
생각	생각하	VV	O
했	였	EP	O
다면	다면	EC	O
_	_	_	O
이	이	NP	O
는	는	JX	O
_	_	_	O
역사	역사	NNG	O
의	의	JKG	O
_	_	_	O
엄중함	엄중하+ㅁ	VA+ETN	O
을	을	JKO	O
_	_	_	O
간과한	간과하+ㄴ	VV+ETM	O
_	_	_	O
처사	처사+이	NNG+VCP	O
였	었	EP	O
다고	다고	EC	O
_	_	_	O
지적될	지적되+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
밖에	밖에	JX	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

