## 1
## 문 후보는 “암기 위주의 교육은 4차 산업혁명에 맞지 않다”며 교육 체계 개편을 강조했다.
## <문:PER> 후보는 “암기 위주의 교육은 <4차 산업혁명:POH>에 맞지 않다”며 교육 체계 개편을 강조했다.
문	문	NNP	B-PER
_	_	_	O
후	후	NNG	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
연예계	연예계	NNG	O
_	_	_	O
활동	활동	NNG	O
을	을	JKO	O
_	_	_	O
잠정	잠정	NNG	O
_	_	_	O
중단한	중단하+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 5
## 앞서 다오 측 변호인단은 시카고 쿡 카운티의 지방법원에 이번 사건과 관련한 영상과 승객·승무원 목록 등 증거 보존을 요청했다.
## 앞서 <다오:PER> 측 변호인단은 <시카고:LOC> <쿡 카운티:LOC>의 지방법원에 이번 사건과 관련한 영상과 승객·승무원 목록 등 증거 보존을 요청했다.
앞서	앞서+어	VV+EC	O
_	_	_	O
다	달	VX	B-PER
오	오	EC	I-PER
_	_	_	O
측	측	NNB	O
_	_	_	O
변호인	변호인	NNG	O
단	단	XSN	O
은	은	JX	O
_	_	_	O
시카고	시카고	NNP	B-LOC
_	_	_	O
쿡	쿡	MAG	B-LOC
_	_	_	I-LOC
카운티	카운티	NNG	I-LOC
의	의	JKG	O
_	_	_	O
지방	지방	NNG	O
법원	법원	NNG	O
에	에	JKB	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
사건	사건	NNG	O
과	과	JKB	O
_	_	_	O
관련한	관련하+ㄴ	VV+ETM	O
_	_	_	O
영상	영상	NNG	O
과	과	JC	O
_	_	_	O
승객	승객	NNG	O
·	·	SP	O
승무원	승무원	NNG	O
_	_	_	O
목록	목록	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
증거	증거	NNG	O
_	_	_	O
보존	보존	NNG	O
을	을	JKO	O
_	_	_	O
요청	요청하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## (서울=뉴스1)
## (<서울:LOC>=<뉴스1:POH>)
(	(	SS	O
서울	서울	NNP	B-LOC
=	=	SW	O
뉴스	뉴스	NNG	B-POH
1	1	SN	I-POH
)	)	SS	O

## 7
## 오토바이가 도난당했다는 112 신고가 23일 오후 4시 46분경 접수됐다.
## 오토바이가 도난당했다는 <112:ORG> 신고가 <23일:DAT> <오후 4시 46분:TIM>경 접수됐다.
오토바이	오토바이	NNG	O
가	가	JKS	O
_	_	_	O
도난	도난	NNG	O
당	당하	XSV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
112	112	SN	B-ORG
_	_	_	O
신고	신고	NNG	O
가	가	JKS	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
4	4	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	I-TIM
46	46	SN	I-TIM
분	분	NNB	I-TIM
경	경	XSN	O
_	_	_	O
접수	접수되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 오늘 우리가 70만년전까지 거슬러 올라가는 구석기 문화를 자랑하고 「선사시대」라는 어엿한 이름이 교과서의 한부분을 차지하기까지에는 많은 학자들이 산과 들에서 보낸 오랜 시간이 필요했다.
## 오늘 우리가 <70만년:NOH>전까지 거슬러 올라가는 구석기 문화를 자랑하고 「선사시대」라는 어엿한 이름이 교과서의 한부분을 차지하기까지에는 많은 학자들이 산과 들에서 보낸 오랜 시간이 필요했다.
오늘	오늘	NNG	O
_	_	_	O
우리	우리	NP	O
가	가	JKS	O
_	_	_	O
70	70	SN	B-NOH
만	만	MM	I-NOH
년	년	NNB	I-NOH
전	전	NNG	O
까지	까지	JX	O
_	_	_	O
거슬	거스르	VV	O
러	어	EC	O
_	_	_	O
올라가	올라가	VV	O
는	는	ETM	O
_	_	_	O
구석기	구석기	NNG	O
_	_	_	O
문화	문화	NNG	O
를	를	JKO	O
_	_	_	O
자랑하	자랑하	VV	O
고	고	EC	O
_	_	_	O
「	「	SS	O
선사	선사	NNG	O
시대	시대	NNG	O
」	」+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
어엿한	어엿하+ㄴ	VA+ETM	O
_	_	_	O
이름	이름	NNG	O
이	이	JKS	O
_	_	_	O
교과서	교과서	NNG	O
의	의	JKG	O
_	_	_	O
한	한	MM	O
부분	부분	NNG	O
을	을	JKO	O
_	_	_	O
차지하	차지하	VV	O
기	기	ETN	O
까지	까지	JX	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
학자	학자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
산	산	NNG	O
과	과	JC	O
_	_	_	O
들	들	NNG	O
에서	에서	JKB	O
_	_	_	O
보낸	보내+ㄴ	VV+ETM	O
_	_	_	O
오랜	오랜	MM	O
_	_	_	O
시간	시간	NNG	O
이	이	JKS	O
_	_	_	O
필요	필요하	VA	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 종목별세계선수권대회를 앞두고는 “잘 해야 한다는 부담을 버리고 내 스케이팅을 하는 게 과제”라고 신체보다 정신적인 부분에 중점을 뒀다.
## 종목별<세계선수권대회:POH>를 앞두고는 “잘 해야 한다는 부담을 버리고 내 스케이팅을 하는 게 과제”라고 신체보다 정신적인 부분에 중점을 뒀다.
종목별	종목별	NNG	O
세계	세계	NNG	B-POH
선수권	선수권	NNG	I-POH
대회	대회	NNG	I-POH
를	를	JKO	O
_	_	_	O
앞두	앞두	VV	O
고는	고는	EC	O
_	_	_	O
“	“	SS	O
잘	잘	MAG	O
_	_	_	O
해야	하+여야	VV+EC	O
_	_	_	O
한다는	하+ㄴ다는	VX+ETM	O
_	_	_	O
부담	부담	NNG	O
을	을	JKO	O
_	_	_	O
버리	버리	VV	O
고	고	EC	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
스케이팅	스케이팅	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
과제	과제	NNG	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
신체	신체	NNG	O
보다	보다	JKB	O
_	_	_	O
정신적	정신적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
부분	부분	NNG	O
에	에	JKB	O
_	_	_	O
중점	중점	NNG	O
을	을	JKO	O
_	_	_	O
뒀	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 10
## 아직 충청, 영남, 수도권 등 80% 정도의 선거인단이 남아있다는 것이다.
## 아직 <충청:LOC>, <영남:LOC>, <수도권:LOC> 등 <80%:PNT> 정도의 선거인단이 남아있다는 것이다.
아직	아직	MAG	O
_	_	_	O
충청	충청	NNP	B-LOC
,	,	SP	O
_	_	_	O
영남	영남	NNP	B-LOC
,	,	SP	O
_	_	_	O
수도권	수도권	NNG	B-LOC
_	_	_	O
등	등	NNB	O
_	_	_	O
80	80	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
정도	정도	NNG	O
의	의	JKG	O
_	_	_	O
선거인단	선거인단	NNG	O
이	이	JKS	O
_	_	_	O
남	남	VV	O
아	아	EC	O
있	있	VX	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 21일 KDB산업은행경제연구소는 ’사드배치와 한중관계 악화에 따른 산업별 영향‘ 보고서를 통해 이같이 밝혔다.
## <21일:DAT> <KDB산업은행경제연구소:ORG>는 ’사드배치와 한중관계 악화에 따른 산업별 영향‘ 보고서를 통해 이같이 밝혔다.
21	21	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
KDB	KDB	SL	B-ORG
산업은행	산업은행	NNP	I-ORG
경제	경제	NNG	I-ORG
연구소	연구소	NNG	I-ORG
는	는	JX	O
_	_	_	O
’	’	SS	O
사드	사드	NNP	O
배치	배치	NNG	O
와	와	JC	O
_	_	_	O
한중	한중	NNP	O
관계	관계	NNG	O
_	_	_	O
악화	악화	NNG	O
에	에	JKB	O
_	_	_	O
따른	따르+ㄴ	VV+ETM	O
_	_	_	O
산업	산업	NNG	O
별	별	XSN	O
_	_	_	O
영향	영향	NNG	O
‘	‘	SS	O
_	_	_	O
보고서	보고서	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
이같이	이같이	MAG	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 중국인의 지역별 특징과 새로운 부유층의 대두, 외국인의 입장, 불안한 치안상황 등은 중국에 관심을 갖고 있는 경제인이라면 누구나 알아야 할 것들이다.
## 중국인의 지역별 특징과 새로운 부유층의 대두, 외국인의 입장, 불안한 치안상황 등은 <중국:ORG>에 관심을 갖고 있는 경제인이라면 누구나 알아야 할 것들이다.
중국인	중국인	NNG	O
의	의	JKG	O
_	_	_	O
지역	지역	NNG	O
별	별	XSN	O
_	_	_	O
특징	특징	NNG	O
과	과	JKB	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
부유층	부유층	NNG	O
의	의	JKG	O
_	_	_	O
대두	대두	NNG	O
,	,	SP	O
_	_	_	O
외국인	외국인	NNG	O
의	의	JKG	O
_	_	_	O
입장	입장	NNG	O
,	,	SP	O
_	_	_	O
불안한	불안하+ㄴ	VA+ETM	O
_	_	_	O
치안	치안	NNG	O
상황	상황	NNG	O
_	_	_	O
등	등	NNB	O
은	은	JX	O
_	_	_	O
중국	중국	NNP	B-ORG
에	에	JKB	O
_	_	_	O
관심	관심	NNG	O
을	을	JKO	O
_	_	_	O
갖	갖	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
경제인	경제인	NNG	O
이	이	VCP	O
라면	라면	EC	O
_	_	_	O
누구	누구	NP	O
나	나	JX	O
_	_	_	O
알	알	VV	O
아야	아야	EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
들	들	XSN	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 市 “항속거리 800km 등 요건 미달” vs KAI “과도한 기준… 안전 문제없어”
## 市 “항속거리 <800km:NOH> 등 요건 미달” vs <KAI:ORG> “과도한 기준… 안전 문제없어”
市	市	SH	O
_	_	_	O
“	“	SS	O
항속거리	항속거리	NNG	O
_	_	_	O
800	800	SN	B-NOH
km	km	SL	I-NOH
_	_	_	O
등	등	NNB	O
_	_	_	O
요건	요건	NNG	O
_	_	_	O
미달	미달	NNG	O
”	”	SS	O
_	_	_	O
vs	vs	SL	O
_	_	_	O
KAI	KAI	SL	B-ORG
_	_	_	O
“	“	SS	O
과도한	과도하+ㄴ	VA+ETM	O
_	_	_	O
기준	기준	NNG	O
…	…	SE	O
_	_	_	O
안전	안전	NNG	O
_	_	_	O
문제	문제	NNG	O
없	없	VA	O
어	어	EF	O
”	”	SS	O

