## 1
## 김 교수는 “차병원에서 하던 면역세포치료를 병용하면 항암 효능을 증진시킬 수 있을 것”이라며 “치료·연구의 개선점을 찾아 효율성을 극대화하는 게 목표”라고 말했다.
## <김:PER> 교수는 “<차병원:ORG>에서 하던 면역세포치료를 병용하면 항암 효능을 증진시킬 수 있을 것”이라며 “치료·연구의 개선점을 찾아 효율성을 극대화하는 게 목표”라고 말했다.
김	김	NNP	B-PER
## 지난 <2월:DAT> <중소기업중앙회:ORG>가 <109개:NOH> 중소기업을 대상으로 실시한 ‘중소기업 브랜드 인식조사’에 따르면 중소기업의 <98%:PNT>는 기업을 성장시키는데 브랜드가 필요하지만 <83%:PNT>가 브랜드가 알려지지 않아 영업활동에 제약·한계를 느꼈다고 답했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
중소기업중앙회	중소기업중앙회	NNP	B-ORG
가	가	JKS	O
_	_	_	O
109	109	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
중소기업	중소기업	NNG	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
실시한	실시하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
중소기업	중소기업	NNG	O
_	_	_	O
브랜드	브랜드	NNG	O
_	_	_	O
인식	인식	NNG	O
조사	조사	NNG	O
’	’	SS	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
중소기업	중소기업	NNG	O
의	의	JKG	O
_	_	_	O
98	98	SN	B-PNT
%	%	SW	I-PNT
는	는	JX	O
_	_	_	O
기업	기업	NNG	O
을	을	JKO	O
_	_	_	O
성장	성장	NNG	O
시키	시키	XSV	O
는데	는데	EC	O
_	_	_	O
브랜드	브랜드	NNG	O
가	가	JKS	O
_	_	_	O
필요하	필요하	VA	O
지만	지만	EC	O
_	_	_	O
83	83	SN	B-PNT
%	%	SW	I-PNT
가	가	JKS	O
_	_	_	O
브랜드	브랜드	NNG	O
가	가	JKS	O
_	_	_	O
알려지	알려지	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아	아	EC	O
_	_	_	O
영업	영업	NNG	O
활동	활동	NNG	O
에	에	JKB	O
_	_	_	O
제약	제약	NNG	O
·	·	SP	O
한계	한계	NNG	O
를	를	JKO	O
_	_	_	O
느	느끼	VV	O
꼈	었	EP	O
다고	다고	EC	O
_	_	_	O
답	답하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 한편 린다김은 최근 카지노 도박자금으로 쓰기 위해 빌린 5000만 원을 갚지 않고 채권자를 폭행한 혐의(사기 및 폭행 등)로 고소를 당했다.
## 한편 <린다김:PER>은 최근 카지노 도박자금으로 쓰기 위해 빌린 <5000만 원:MNY>을 갚지 않고 채권자를 폭행한 혐의(사기 및 폭행 등)로 고소를 당했다.
한편	한편	MAG	O
_	_	_	O
린다김	린다김	NNP	B-PER
은	은	JX	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
카지노	카지노	NNG	O
_	_	_	O
도박	도박	NNG	O
자금	자금	NNG	O
으로	으로	JKB	O
_	_	_	O
쓰	쓰	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
빌린	빌리+ㄴ	VV+ETM	O
_	_	_	O
5000	5000	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
갚	갚	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
채권자	채권자	NNG	O
를	를	JKO	O
_	_	_	O
폭행한	폭행하+ㄴ	VV+ETM	O
_	_	_	O
혐의	혐의	NNG	O
(	(	SS	O
사기	사기	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
폭행	폭행	NNG	O
_	_	_	O
등	등	NNB	O
)	)	SS	O
로	로	JKB	O
_	_	_	O
고소	고소	NNG	O
를	를	JKO	O
_	_	_	O
당	당하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 국민의당 정동영 의원(63·4선)이 국회 미래일자리특별위원회 위원장직에 내정됐다.
## <국민의당:ORG> <정동영:PER> 의원(<63:NOH>·<4선:NOH>)이 <국회 미래일자리특별위원회:ORG> 위원장직에 내정됐다.
국민	국민	NNG	B-ORG
의당	의당	MAG	I-ORG
_	_	_	O
정동영	정동영	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
(	(	SS	O
63	63	SN	B-NOH
·	·	SP	O
4	4	SN	B-NOH
선	선	NNG	I-NOH
)	)	SS	O
이	이	JKS	O
_	_	_	O
국회	국회	NNG	B-ORG
_	_	_	I-ORG
미래	미래	NNG	I-ORG
일자리	일자리	NNG	I-ORG
특별	특별	NNG	I-ORG
위원회	위원회	NNG	I-ORG
_	_	_	O
위원장	위원장	NNG	O
직	직	NNG	O
에	에	JKB	O
_	_	_	O
내정	내정되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 지역에서는 90여 개 렌터카 업체가 가격 인하 경쟁을 벌이고 있는데 대형 렌터카 3개사는 자체 가격을 고수하고 있다.
## 지역에서는 <90여 개:NOH> 렌터카 업체가 가격 인하 경쟁을 벌이고 있는데 대형 렌터카 <3개:NOH>사는 자체 가격을 고수하고 있다.
지역	지역	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
90	90	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
개	개	NNB	I-NOH
_	_	_	O
렌터카	렌터카	NNG	O
_	_	_	O
업체	업체	NNG	O
가	가	JKS	O
_	_	_	O
가격	가격	NNG	O
_	_	_	O
인하	인하	NNG	O
_	_	_	O
경쟁	경쟁	NNG	O
을	을	JKO	O
_	_	_	O
벌이	벌이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는데	는데	EC	O
_	_	_	O
대형	대형	NNG	O
_	_	_	O
렌터카	렌터카	NNG	O
_	_	_	O
3	3	SN	B-NOH
개	개	NNB	I-NOH
사	사	NNG	O
는	는	JX	O
_	_	_	O
자체	자체	NNG	O
_	_	_	O
가격	가격	NNG	O
을	을	JKO	O
_	_	_	O
고수하	고수하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 하지만 이런 경우가 3번 이상 지속됐다고 하네요.그러면서 효영은 "(내가) 고백을 거절하면 꼭 화영에게 가서 고백한다"라는 황당한 에피소드도 전했다.
## 하지만 이런 경우가 <3번:NOH> 이상 지속됐다고 하네요.그러면서 <효영:PER>은 "(내가) 고백을 거절하면 꼭 <화영:PER>에게 가서 고백한다"라는 황당한 에피소드도 전했다.
하지만	하지만	MAJ	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
경우	경우	NNG	O
가	가	JKS	O
_	_	_	O
3	3	SN	B-NOH
번	번	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
_	_	_	O
지속	지속되	VV	O
됐	었	EP	O
다고	다고	EC	O
_	_	_	O
하	하	VV	O
네요	네요	EF	O
.	.	SF	O
그러	그러	VV	O
면서	면서	EC	O
_	_	_	O
효영	효영	NNP	B-PER
은	은	JX	O
_	_	_	O
"	"	SS	O
(	(	SS	O
내	내	NP	O
가	가	JKS	O
)	)	SS	O
_	_	_	O
고백	고백	NNG	O
을	을	JKO	O
_	_	_	O
거절하	거절하	VV	O
면	면	EC	O
_	_	_	O
꼭	꼭	MAG	O
_	_	_	O
화영	화영	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
가서	가+아서	VV+EC	O
_	_	_	O
고백한다	고백하+ㄴ다	VV+EF	O
"	"+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
황당한	황당하+ㄴ	VA+ETM	O
_	_	_	O
에피소드	에피소드	NNG	O
도	도	JX	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 한편 원외정당 민주당은 지난해 3월 27일 새정치민주연합의 등장으로 ‘민주당’ 당명이 사라지면서 같은해 9월 21일 정치개혁을 표방하며 새로 창당된 정당이다.
## 한편 원외정당 <민주당:ORG>은 지난해 <3월 27일:DAT> <새정치민주연합:ORG>의 등장으로 ‘<민주당:ORG>’ 당명이 사라지면서 같은해 <9월 21일:DAT> 정치개혁을 표방하며 새로 창당된 정당이다.
한편	한편	MAG	O
_	_	_	O
원외	원외	NNG	O
정당	정당	NNG	O
_	_	_	O
민주당	민주당	NNP	B-ORG
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
27	27	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
새정치민주연합	새정치민주연합	NNP	B-ORG
의	의	JKG	O
_	_	_	O
등장	등장	NNG	O
으로	으로	JKB	O
_	_	_	O
‘	‘	SS	O
민주당	민주당	NNP	B-ORG
’	’	SS	O
_	_	_	O
당명	당명	NNG	O
이	이	JKS	O
_	_	_	O
사라지	사라지	VV	O
면서	면서	EC	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
해	해	NNG	O
_	_	_	O
9	9	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
21	21	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
정치	정치	NNG	O
개혁	개혁	NNG	O
을	을	JKO	O
_	_	_	O
표방하	표방하	VV	O
며	며	EC	O
_	_	_	O
새로	새로	MAG	O
_	_	_	O
창당	창당	NNG	O
된	되+ㄴ	XSV+ETM	O
_	_	_	O
정당	정당	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 이와 함께 민주당의 지도급 인사인 대니얼 모이니헌 상원의원 조차 9일 특별검사 임명을 요구하고 나서는 등 클린턴 대통령의 아칸소주지사 시절에 있었던 투자의혹 사건의 파장은 가라앉지 않고있다.
## 이와 함께 <민주당:ORG>의 지도급 인사인 <대니얼 모이니헌:PER> 상원의원 조차 <9일:DAT> 특별검사 임명을 요구하고 나서는 등 <클린턴:PER> 대통령의 아칸소주지사 시절에 있었던 투자의혹 사건의 파장은 가라앉지 않고있다.
이	이	NP	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
민주당	민주당	NNP	B-ORG
의	의	JKG	O
_	_	_	O
지도급	지도급	NNG	O
_	_	_	O
인사	인사	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
대니얼	대니얼	NNP	B-PER
_	_	_	I-PER
모이	모이	VV	I-PER
니	니	EC	I-PER
헌	헌	MM	I-PER
_	_	_	O
상원	상원	NNG	O
의원	의원	NNG	O
_	_	_	O
조차	조차	JX	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
특별	특별	NNG	O
검사	검사	NNG	O
_	_	_	O
임명	임명	NNG	O
을	을	JKO	O
_	_	_	O
요구하	요구하	VV	O
고	고	EC	O
_	_	_	O
나서	나서	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
클린턴	클린턴	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
아칸소주	아칸소주	NNP	O
지사	지사	NNG	O
_	_	_	O
시절	시절	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
투자	투자	NNG	O
의혹	의혹	NNG	O
_	_	_	O
사건	사건	NNG	O
의	의	JKG	O
_	_	_	O
파장	파장	NNG	O
은	은	JX	O
_	_	_	O
가라앉	가라앉	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 9
## 각국 미녀들이 전통의상을 선보이는 무대였는데 이날 유씨가 입은 궁중한복에는 만국기 문양이 그려져 있었다.
## 각국 미녀들이 전통의상을 선보이는 무대였는데 이날 <유:PER>씨가 입은 궁중한복에는 만국기 문양이 그려져 있었다.
각국	각국	NNG	O
_	_	_	O
미녀	미녀	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
전통	전통	NNG	O
의상	의상	NNG	O
을	을	JKO	O
_	_	_	O
선보이	선보이	VV	O
는	는	ETM	O
_	_	_	O
무대	무대+이	NNG+VCP	O
였	었	EP	O
는데	는데	EC	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
유	유	NNP	B-PER
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
입	입	VV	O
은	은	ETM	O
_	_	_	O
궁중	궁중	NNG	O
한복	한복	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
만국기	만국기	NNG	O
_	_	_	O
문양	문양	NNG	O
이	이	JKS	O
_	_	_	O
그려	그리+어	VV+EC	O
져	지+어	VX+EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 이 아파트는 전주 재개발 1호의 상징성을 갖고 있다.
## 이 아파트는 <전주:LOC> 재개발 <1호:NOH>의 상징성을 갖고 있다.
이	이	MM	O
_	_	_	O
아파트	아파트	NNG	O
는	는	JX	O
_	_	_	O
전주	전주	NNP	B-LOC
_	_	_	O
재개발	재개발	NNG	O
_	_	_	O
1	1	SN	B-NOH
호	호	NNB	I-NOH
의	의	JKG	O
_	_	_	O
상징성	상징성	NNG	O
을	을	JKO	O
_	_	_	O
갖	갖	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## [비하인드 베이스볼] 대타성공률…한화·롯데는 꼴찌 경쟁 중
## [<비하인드 베이스볼:POH>] 대타성공률…<한화:ORG>·<롯데:ORG>는 꼴찌 경쟁 중
[	[	SS	O
비하인드	비하인드	NNG	B-POH
_	_	_	I-POH
베이스볼	베이스볼	NNG	I-POH
]	]	SS	O
_	_	_	O
대타	대타	NNG	O
성공률	성공률	NNG	O
…	…	SE	O
한화	한화	NNP	B-ORG
·	·	SP	O
롯데	롯데	NNP	B-ORG
는	는	JX	O
_	_	_	O
꼴찌	꼴찌	NNG	O
_	_	_	O
경쟁	경쟁	NNG	O
_	_	_	O
중	중	NNP	O

## 12
## 무한도전, 천사같은 하율이에 시청자들 "감동했어"…유재석도 푹 빠진 하율이의 매력 무한도전 유재석이 어린이집 미션을 하율이의 도움을 받아 무사히 마쳤다.
## <무한도전:POH>, 천사같은 <하율:PER>이에 시청자들 "감동했어"…<유재석:PER>도 푹 빠진 <하율:PER>이의 매력 <무한도전:POH> <유재석:PER>이 어린이집 미션을 <하율:PER>이의 도움을 받아 무사히 마쳤다.
무한도전	무한도전	NNP	B-POH
,	,	SP	O
_	_	_	O
천사	천사	NNG	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
하율	하율	NNP	B-PER
이	이	NP	O
에	에	JKB	O
_	_	_	O
시청자	시청자	NNG	O
들	들	XSN	O
_	_	_	O
"	"	SS	O
감동	감동하	VV	O
했	였	EP	O
어	어	EF	O
"	"	SS	O
…	…	SE	O
유재석	유재석	NNP	B-PER
도	도	JX	O
_	_	_	O
푹	푹	MAG	O
_	_	_	O
빠진	빠지+ㄴ	VV+ETM	O
_	_	_	O
하율	하율	NNP	B-PER
이	이	NNB	O
의	의	JKG	O
_	_	_	O
매력	매력	NNG	O
_	_	_	O
무한도전	무한도전	NNP	B-POH
_	_	_	O
유재석	유재석	NNP	B-PER
이	이	JKS	O
_	_	_	O
어린이집	어린이집	NNG	O
_	_	_	O
미션	미션	NNG	O
을	을	JKO	O
_	_	_	O
하율	하율	NNP	B-PER
이	이	NNB	O
의	의	JKG	O
_	_	_	O
도움	도움	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
아	아	EC	O
_	_	_	O
무사히	무사히	MAG	O
_	_	_	O
마	마치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 박석민 본인도 경기 전 말을 아끼며 컨디션 향상에 애를 쓰는 모습이었다.
## <박석민:PER> 본인도 경기 전 말을 아끼며 컨디션 향상에 애를 쓰는 모습이었다.
박석민	박석민	NNP	B-PER
_	_	_	O
본인	본인	NNG	O
도	도	JX	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
전	전	NNG	O
_	_	_	O
말	말	NNG	O
을	을	JKO	O
_	_	_	O
아끼	아끼	VV	O
며	며	EC	O
_	_	_	O
컨디션	컨디션	NNG	O
_	_	_	O
향상	향상	NNG	O
에	에	JKB	O
_	_	_	O
애	애	NNG	O
를	를	JKO	O
_	_	_	O
쓰	쓰	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

