## 1
## 일본 이와쿠니에 배치된 10대의 수직 이착륙 스텔스 전투기 F-35B는 6월이 돼야 16대로 늘어난다고 한다.
## <일본 이와쿠니:LOC>에 배치된 <10대:NOH>의 수직 이착륙 스텔스 전투기 <F-35B:POH>는 <6월:DAT>이 돼야 <16대:NOH>로 늘어난다고 한다.
일본	일본	NNP	B-LOC
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## ‘아이’는 태연이 데뷔 후 처음으로 작사에 참여한 곡이며, 힙합 뮤지션 버벌진트가 랩 피처링에 참여했다.
## ‘<아이:POH>’는 <태연:PER>이 데뷔 후 처음으로 작사에 참여한 곡이며, 힙합 뮤지션 <버벌진트:PER>가 랩 피처링에 참여했다.
‘	‘	SS	O
아이	아이	IC	B-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
태연이	태연이	NNP	O
_	_	_	O
데뷔	데뷔	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
처음	처음	NNG	O
으로	으로	JKB	O
_	_	_	O
작사	작사	NNG	O
에	에	JKB	O
_	_	_	O
참여한	참여하+ㄴ	VV+ETM	O
_	_	_	O
곡	곡	NNG	O
이	이	VCP	O
며	며	EC	O
,	,	SP	O
_	_	_	O
힙합	힙합	NNG	O
_	_	_	O
뮤지션	뮤지션	NNG	O
_	_	_	O
버벌진트	버벌진트	NNP	B-PER
가	가	JKS	O
_	_	_	O
랩	랩	NNG	O
_	_	_	O
피처링	피처링	NNG	O
에	에	JKB	O
_	_	_	O
참여	참여하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 태연의 이번 앨범은 개인 첫 솔로앨범이자 소녀시대 멤버 중 처음으로 발매한 솔로앨범이다.
## <태연:PER>의 이번 앨범은 개인 첫 솔로앨범이자 <소녀시대:ORG> 멤버 중 처음으로 발매한 솔로앨범이다.
태연	태연	NNG	B-PER
의	의	JKG	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
앨범	앨범	NNG	O
은	은	JX	O
_	_	_	O
개인	개인	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
솔로	솔로	NNG	O
앨범	앨범	NNG	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
소녀	소녀	NNG	B-ORG
시대	시대	NNG	I-ORG
_	_	_	O
멤버	멤버	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
처음	처음	NNG	O
으로	으로	JKB	O
_	_	_	O
발매한	발매하+ㄴ	VV+ETM	O
_	_	_	O
솔로	솔로	NNG	O
앨범	앨범	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 15
## 태연은 8일 Mnet ‘엠카운트다운’을 시작으로 9일 KBS ‘뮤직뱅크’, 10일 MBC ‘쇼! 음악중심’ 등 각종 음악 프로그램에서 신곡 무대를 선보이며 본격적인 활동을 이어갈 예정이다.
## <태연:PER>은 <8일:DAT> <Mnet:ORG> ‘<엠카운트다운:POH>’을 시작으로 <9일:DAT> <KBS:ORG> ‘<뮤직뱅크:POH>’, <10일:DAT> <MBC:ORG> ‘<쇼! 음악중심:POH>’ 등 각종 음악 프로그램에서 신곡 무대를 선보이며 본격적인 활동을 이어갈 예정이다.
태연	태연	NNG	B-PER
은	은	JX	O
_	_	_	O
8	8	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
Mnet	Mnet	SL	B-ORG
_	_	_	O
‘	‘	SS	O
엠	엠	NNG	B-POH
카운트다운	카운트다운	NNG	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
시작	시작	NNG	O
으로	으로	JKB	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
KBS	KBS	SL	B-ORG
_	_	_	O
‘	‘	SS	O
뮤직	뮤직	NNG	B-POH
뱅크	뱅크	NNG	I-POH
’	’	SS	O
,	,	SP	O
_	_	_	O
10	10	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
MBC	MBC	SL	B-ORG
_	_	_	O
‘	‘	SS	O
쇼	쇼	NNG	B-POH
!	!	SF	I-POH
_	_	_	I-POH
음악	음악	NNG	I-POH
중심	중심	NNG	I-POH
’	’	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
각종	각종	NNG	O
_	_	_	O
음악	음악	NNG	O
_	_	_	O
프로그램	프로그램	NNG	O
에서	에서	JKB	O
_	_	_	O
신곡	신곡	NNG	O
_	_	_	O
무대	무대	NNG	O
를	를	JKO	O
_	_	_	O
선보이	선보이	VV	O
며	며	EC	O
_	_	_	O
본격적	본격적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
활동	활동	NNG	O
을	을	JKO	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
갈	가+ㄹ	VX+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 16
## 출시 첫날인 24일부터 누적액은 6조7430억 원(5만8393건)이다.
## 출시 첫날인 <24일:DAT>부터 누적액은 <6조7430억 원:MNY>(<5만8393건:NOH>)이다.
출시	출시	NNG	O
_	_	_	O
첫날	첫날	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
24	24	SN	B-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
누적	누적	NNG	O
액	액	XSN	O
은	은	JX	O
_	_	_	O
6	6	SN	B-MNY
조	조	NNG	I-MNY
7430	7430	SN	I-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
(	(	SS	O
5	5	SN	B-NOH
만	만	NR	I-NOH
8393	8393	SN	I-NOH
건	건	NNB	I-NOH
)	)	SS	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 17
## 지금까지 나이스평가정보와 코리아크레딧뷰로 등 신용조회회사(CB)는 개인의 신용등급을 산정할 때 신용카드 현금서비스 한도 소진율을 평가요소로 활용해 왔다.
## 지금까지 <나이스평가정보:ORG>와 <코리아크레딧뷰로:ORG> 등 신용조회회사(CB)는 개인의 신용등급을 산정할 때 신용카드 현금서비스 한도 소진율을 평가요소로 활용해 왔다.
지금	지금	NNG	O
까지	까지	JX	O
_	_	_	O
나이스	나이스	NNG	B-ORG
평가	평가	NNG	I-ORG
정보	정보	NNG	I-ORG
와	와	JC	O
_	_	_	O
코리아크레딧뷰로	코리아크레딧뷰로	NNP	B-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
신용	신용	NNG	O
조회	조회	NNG	O
회사	회사	NNG	O
(	(	SS	O
CB	CB	SL	O
)	)	SS	O
는	는	JX	O
_	_	_	O
개인	개인	NNG	O
의	의	JKG	O
_	_	_	O
신용	신용	NNG	O
등급	등급	NNG	O
을	을	JKO	O
_	_	_	O
산정할	산정하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
신용카드	신용카드	NNG	O
_	_	_	O
현금	현금	NNG	O
서비스	서비스	NNG	O
_	_	_	O
한도	한도	NNG	O
_	_	_	O
소진율	소진율	NNP	O
을	을	JKO	O
_	_	_	O
평가	평가	NNG	O
요소	요소	NNG	O
로	로	JKB	O
_	_	_	O
활용해	활용하+여	VV+EC	O
_	_	_	O
왔	+았	+EP	O
다	다	EF	O
.	.	SF	O

