## 1
## 앞서 이 여사도 자서전에 “광주에서 (계엄군이 소지한) M16에 의한 희생자는 몇 명 안 되고 자기들끼리 싸워 희생된 자가 많다”는 노태우 전 대통령의 논쟁적인 발언을 실었다.
## 앞서 <이:PER> 여사도 자서전에 “<광주:LOC>에서 (계엄군이 소지한) <M16:POH>에 의한 희생자는 몇 명 안 되고 자기들끼리 싸워 희생된 자가 많다”는 <노태우:PER> 전 대통령의 논쟁적인 발언을 실었다.
앞서	앞서+어	VV+EC	O
## <새누리당:ORG> <8·9 전당대회:POH> 당 대표 경선에 나선 <정병국:PER> 의원은 당내 원조 쇄신파 그룹이던 ‘<남원정:ORG>(<남경필:PER> 경기도지사, <원희룡:PER> 제주도지사, <정:PER> 의원)’ 중 <한 명:NOH>이다.
새누리당	새누리당	NNP	B-ORG
_	_	_	O
8	8	SN	B-POH
·	·	SP	I-POH
9	9	SN	I-POH
_	_	_	I-POH
전당대회	전당대회	NNG	I-POH
_	_	_	O
당	당	NNG	O
_	_	_	O
대표	대표	NNG	O
_	_	_	O
경선	경선	NNG	O
에	에	JKB	O
_	_	_	O
나선	나서+ㄴ	VV+ETM	O
_	_	_	O
정병국	정병국	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
당내	당내	NNG	O
_	_	_	O
원조	원조	NNG	O
_	_	_	O
쇄신	쇄신	NNG	O
파	파	NNG	O
_	_	_	O
그룹	그룹	NNG	O
이	이	VCP	O
던	던	ETM	O
_	_	_	O
‘	‘	SS	O
남원정	남원정	NNP	B-ORG
(	(	SS	O
남경필	남경필	NNP	B-PER
_	_	_	O
경기도	경기도	NNP	O
지사	지사	NNG	O
,	,	SP	O
_	_	_	O
원희룡	원희룡	NNP	B-PER
_	_	_	O
제주	제주	NNP	O
도지사	도지사	NNG	O
,	,	SP	O
_	_	_	O
정	정	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
)	)	SS	O
’	’	SS	O
_	_	_	O
중	중	NNB	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 흑은 113으로 3·3 자리에 둬 귀를 지켰다.
## 흑은 <113:POH>으로 <3·3:NOH> 자리에 둬 귀를 지켰다.
흑	흑	NNG	O
은	은	JX	O
_	_	_	O
113	113	SN	B-POH
으로	으로	JKB	O
_	_	_	O
3	3	SN	B-NOH
·	·	SP	I-NOH
3	3	SN	I-NOH
_	_	_	O
자리	자리	NNG	O
에	에	JKB	O
_	_	_	O
둬	두+어	VV+EC	O
_	_	_	O
귀	귀	NNG	O
를	를	JKO	O
_	_	_	O
지	지키	VV	O
켰	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## ‘1톤 자이언트 호박’1톤이 넘는 자이언트 호박이 화제다.
## ‘<1톤:NOH> 자이언트 호박’<1톤:NOH>이 넘는 자이언트 호박이 화제다.
‘	‘	SS	O
1	1	SN	B-NOH
톤	톤	NNB	I-NOH
_	_	_	O
자이언트	자이언트	NNP	O
_	_	_	O
호박	호박	NNG	O
’	’	SS	O
1	1	SN	B-NOH
톤	톤	NNB	I-NOH
이	이	JKS	O
_	_	_	O
넘	넘	VV	O
는	는	ETM	O
_	_	_	O
자이언트	자이언트	NNP	O
_	_	_	O
호박	호박	NNG	O
이	이	JKS	O
_	_	_	O
화제	화제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 영국 BBC방송은 “1톤이 넘는 초대형 호박은 주로 ‘하버드 스쿼시’라는 품종이 여러차례 개량된 것이다”고 지난 14일(현지시각) 전했다.
## <영국 BBC방송:ORG>은 “<1톤:NOH>이 넘는 초대형 호박은 주로 ‘<하버드 스쿼시:POH>’라는 품종이 여러차례 개량된 것이다”고 지난 <14일:DAT>(현지시각) 전했다.
영국	영국	NNP	B-ORG
_	_	_	I-ORG
BBC	BBC	SL	I-ORG
방송	방송	NNG	I-ORG
은	은	JX	O
_	_	_	O
“	“	SS	O
1	1	SN	B-NOH
톤	톤	NNB	I-NOH
이	이	JKS	O
_	_	_	O
넘	넘	VV	O
는	는	ETM	O
_	_	_	O
초대형	초대형	NNG	O
_	_	_	O
호박	호박	NNG	O
은	은	JX	O
_	_	_	O
주로	주로	MAG	O
_	_	_	O
‘	‘	SS	O
하버드	하버드	NNP	B-POH
_	_	_	I-POH
스쿼시	스쿼시	NNG	I-POH
’	’+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
품종	품종	NNG	O
이	이	JKS	O
_	_	_	O
여러	여러	MM	O
차례	차례	NNG	O
_	_	_	O
개량된	개량되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
14	14	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
현지	현지	NNG	O
시각	시각	NNG	O
)	)	SS	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 역사 교과서 국정화가 사실상 발표 절차만을 남겨 놓은 가운데 교육부는 이르면 12일 국정화 방침을 발표하고, 곧바로 중고교 역사 교과서를 국정으로 바꾸는 작업에 착수할 예정이다.
## 역사 교과서 국정화가 사실상 발표 절차만을 남겨 놓은 가운데 <교육부:ORG>는 이르면 <12일:DAT> 국정화 방침을 발표하고, 곧바로 중고교 역사 교과서를 국정으로 바꾸는 작업에 착수할 예정이다.
역사	역사	NNG	O
_	_	_	O
교과서	교과서	NNG	O
_	_	_	O
국정	국정	NNG	O
화	화	XSN	O
가	가	JKS	O
_	_	_	O
사실상	사실상	NNG	O
_	_	_	O
발표	발표	NNG	O
_	_	_	O
절차	절차	NNG	O
만	만	JX	O
을	을	JKO	O
_	_	_	O
남겨	남기+어	VV+EC	O
_	_	_	O
놓	놓	VX	O
은	은	ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
교육부	교육부	NNG	B-ORG
는	는	JX	O
_	_	_	O
이르	이르	VA	O
면	면	EC	O
_	_	_	O
12	12	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
국정	국정	NNG	O
화	화	XSN	O
_	_	_	O
방침	방침	NNG	O
을	을	JKO	O
_	_	_	O
발표하	발표하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
곧바로	곧바로	MAG	O
_	_	_	O
중	중	NNG	O
고교	고교	NNG	O
_	_	_	O
역사	역사	NNG	O
_	_	_	O
교과서	교과서	NNG	O
를	를	JKO	O
_	_	_	O
국정	국정	NNG	O
으로	으로	JKB	O
_	_	_	O
바꾸	바꾸	VV	O
는	는	ETM	O
_	_	_	O
작업	작업	NNG	O
에	에	JKB	O
_	_	_	O
착수할	착수하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 미원그룹서 분가 8개사/「세원그룹」으로 출범
## <미원그룹:ORG>서 분가 <8개:NOH>사/「<세원그룹:ORG>」으로 출범
미원그룹	미원그룹	NNP	B-ORG
서	서	JKB	O
_	_	_	O
분가	분가	NNG	O
_	_	_	O
8	8	SN	B-NOH
개	개	NNB	I-NOH
사	사	NNG	O
/	/	SP	O
「	「	SS	O
세	세	NNB	B-ORG
원	원	NNG	I-ORG
그룹	그룹	NNG	I-ORG
」	」	SS	O
으로	으로	JKB	O
_	_	_	O
출범	출범	NNG	O

## 10
## 페루서 30대 한인 남성 추락사, 다리에는 의문의 상처?페루에서 한국인 남성이 추락사해 현지 경찰이 조사에 나섰다.
## <페루:LOC>서 <30대:NOH> 한인 남성 추락사, 다리에는 의문의 상처?<페루:LOC>에서 한국인 남성이 추락사해 현지 경찰이 조사에 나섰다.
페루	페루	NNP	B-LOC
서	서	JKB	O
_	_	_	O
30	30	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
한인	한인	NNG	O
_	_	_	O
남성	남성	NNG	O
_	_	_	O
추락사	추락사	NNG	O
,	,	SP	O
_	_	_	O
다리	다리	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
의문	의문	NNG	O
의	의	JKG	O
_	_	_	O
상처	상처	NNG	O
?	?	SF	O
페루	페루	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
한국인	한국인	NNG	O
_	_	_	O
남성	남성	NNG	O
이	이	JKS	O
_	_	_	O
추락사해	추락사하+여	VV+EC	O
_	_	_	O
현지	현지	NNG	O
_	_	_	O
경찰	경찰	NNG	O
이	이	JKS	O
_	_	_	O
조사	조사	NNG	O
에	에	JKB	O
_	_	_	O
나섰	나서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 11
## 22일(현지시간) 페루 한국 대사관에 따르면 지난 16일 오전 페루 수도인 리마에 위치한 한 아파트 1층 화단에서 한국인 A(34)씨가 숨진 채 발견됐다.
## <22일:DAT>(현지시간) <페루 한국 대사관:ORG>에 따르면 지난 <16일:DAT> 오전 <페루:LOC> 수도인 <리마:LOC>에 위치한 <한 아파트:NOH> <1층:NOH> 화단에서 한국인 <A:PER>(<34:NOH>)씨가 숨진 채 발견됐다.
22	22	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
현지	현지	NNG	O
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
페루	페루	NNP	B-ORG
_	_	_	I-ORG
한국	한국	NNP	I-ORG
_	_	_	I-ORG
대사관	대사관	NNG	I-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
16	16	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	O
_	_	_	O
페루	페루	NNP	B-LOC
_	_	_	O
수도	수도	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
리마	리마	NNP	B-LOC
에	에	JKB	O
_	_	_	O
위치한	위치하+ㄴ	VV+ETM	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
아파트	아파트	NNG	I-NOH
_	_	_	O
1	1	SN	B-NOH
층	층	NNG	I-NOH
_	_	_	O
화단	화단	NNG	O
에서	에서	JKB	O
_	_	_	O
한국인	한국인	NNG	O
_	_	_	O
A	A	SL	B-PER
(	(	SS	O
34	34	SN	B-NOH
)	)	SS	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
숨진	숨지+ㄴ	VV+ETM	O
_	_	_	O
채	채	NNB	O
_	_	_	O
발견	발견되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## A 씨는 한국에서 출장을 온 것으로 알려졌으며, 사고당시 A씨는 해당 아파트 11층에서 한국인 2명과 술을 마신 것으로 알려졌다.
## <A:PER> 씨는 <한국:LOC>에서 출장을 온 것으로 알려졌으며, 사고당시 <A:PER>씨는 해당 아파트 <11층:NOH>에서 한국인 <2명:NOH>과 술을 마신 것으로 알려졌다.
A	A	SL	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
한국	한국	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
출장	출장	NNG	O
을	을	JKO	O
_	_	_	O
온	오+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
사고	사고	NNG	O
당시	당시	NNG	O
_	_	_	O
A	A	SL	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
해당	해당	NNG	O
_	_	_	O
아파트	아파트	NNG	O
_	_	_	O
11	11	SN	B-NOH
층	층	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
한국인	한국인	NNG	O
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
과	과	JC	O
_	_	_	O
술	술	NNG	O
을	을	JKO	O
_	_	_	O
마신	마시+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 사고당시 A씨는 사각팬티와 반소매 티셔츠를 입고 있었으며, 왼쪽 다리 두 곳에 추락하기 전에 생긴 것으로 추정되는 총상이나 자상 비슷한 상처가 있었던 것으로 알려졌다.
## 사고당시 <A:PER>씨는 사각팬티와 반소매 티셔츠를 입고 있었으며, 왼쪽 다리 <두 곳:NOH>에 추락하기 전에 생긴 것으로 추정되는 총상이나 자상 비슷한 상처가 있었던 것으로 알려졌다.
사고	사고	NNG	O
당시	당시	NNG	O
_	_	_	O
A	A	SL	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
사각팬티	사각팬티	NNG	O
와	와	JC	O
_	_	_	O
반소매	반소매	NNG	O
_	_	_	O
티셔츠	티셔츠	NNG	O
를	를	JKO	O
_	_	_	O
입	입	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
왼쪽	왼쪽	NNG	O
_	_	_	O
다리	다리	NNG	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
곳	곳	NNG	I-NOH
에	에	JKB	O
_	_	_	O
추락하	추락하	VV	O
기	기	ETN	O
_	_	_	O
전	전	NNG	O
에	에	JKB	O
_	_	_	O
생긴	생기+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
추정되	추정되	VV	O
는	는	ETM	O
_	_	_	O
총상	총상	NNG	O
이나	이나	JC	O
_	_	_	O
자상	자상	NNP	O
_	_	_	O
비슷한	비슷하+ㄴ	VA+ETM	O
_	_	_	O
상처	상처	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 숨진 A씨는 사고 전날 밤부터 당일 새벽까지 페루에 있는 비디오 게임 회사 통합 등을 주제로 회의를 진행한 것으로 언론은 전했다.
## 숨진 <A:PER>씨는 사고 전날 밤부터 당일 새벽까지 <페루:LOC>에 있는 비디오 게임 회사 통합 등을 주제로 회의를 진행한 것으로 언론은 전했다.
숨진	숨지+ㄴ	VV+ETM	O
_	_	_	O
A	A	SL	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
사고	사고	NNG	O
_	_	_	O
전날	전날	NNG	O
_	_	_	O
밤	밤	NNG	O
부터	부터	JX	O
_	_	_	O
당일	당일	NNG	O
_	_	_	O
새벽	새벽	NNG	O
까지	까지	JX	O
_	_	_	O
페루	페루	NNP	B-LOC
에	에	JKB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
비디오	비디오	NNG	O
_	_	_	O
게임	게임	NNG	O
_	_	_	O
회사	회사	NNG	O
_	_	_	O
통합	통합	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
주제	주제	NNG	O
로	로	JKB	O
_	_	_	O
회의	회의	NNG	O
를	를	JKO	O
_	_	_	O
진행한	진행하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
언론	언론	NNG	O
은	은	JX	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

