## 1
## 영화에도 출연하며 여러 방면에서 활동한 위키리는 1992년 미국으로 건너가 교포방송 KATV에서 ‘굿 이브닝 코리안’을 진행하는 등 미국에서 거주했다.
## 영화에도 출연하며 여러 방면에서 활동한 위키리는 <1992년:DAT> <미국:LOC>으로 건너가 교포방송 <KATV:ORG>에서 ‘<굿 이브닝 코리안:POH>’을 진행하는 등 <미국:LOC>에서 거주했다.
영화	영화	NNG	O
를	를	JKO	O
_	_	_	O
지켜보	지켜보	VV	O
던	던	ETM	O
_	_	_	O
공화당	공화당	NNP	B-ORG
_	_	_	O
대선	대선	NNG	O
_	_	_	O
주자	주자	NNG	O
_	_	_	O
테드	테드	NNP	B-PER
_	_	_	I-PER
크루즈	크루즈	NNP	I-PER
_	_	_	O
상원	상원	NNG	O
의원	의원	NNG	O
(	(	SS	O
46	46	SN	B-NOH
)	)	SS	O
은	은	JX	O
_	_	_	O
1	1	SN	B-NOH
등	등	NNB	I-NOH
이	이	JKS	O
_	_	_	O
확실해	확실하+여	VA+EC	O
지	지	VX	O
자	자	EC	O
_	_	_	O
이렇	이렇	VA	O
게	게	EC	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 최 회장은 당시 CEO들에게 “관습의 틀을 깨는 발상의 전환으로 각사 비즈니스 환경에 맞는 최적의 사업·조직·문화의 구체적인 변화와 실천 계획을 CEO 세미나 때까지 정하고 실행하라”고 주문했다.
## <최:PER> 회장은 당시 CEO들에게 “관습의 틀을 깨는 발상의 전환으로 각사 비즈니스 환경에 맞는 최적의 사업·조직·문화의 구체적인 변화와 실천 계획을 CEO 세미나 때까지 정하고 실행하라”고 주문했다.
최	최	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
은	은	JX	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
CEO	CEO	SL	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
“	“	SS	O
관습	관습	NNG	O
의	의	JKG	O
_	_	_	O
틀	틀	NNG	O
을	을	JKO	O
_	_	_	O
깨	깨	VV	O
는	는	ETM	O
_	_	_	O
발상	발상	NNG	O
의	의	JKG	O
_	_	_	O
전환	전환	NNG	O
으로	으로	JKB	O
_	_	_	O
각	각	MM	O
사	사	NNG	O
_	_	_	O
비즈니스	비즈니스	NNG	O
_	_	_	O
환경	환경	NNG	O
에	에	JKB	O
_	_	_	O
맞	맞	VV	O
는	는	ETM	O
_	_	_	O
최적	최적	NNG	O
의	의	JKG	O
_	_	_	O
사업	사업	NNG	O
·	·	SP	O
조직	조직	NNG	O
·	·	SP	O
문화	문화	NNG	O
의	의	JKG	O
_	_	_	O
구체적	구체적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
변화	변화	NNG	O
와	와	JC	O
_	_	_	O
실천	실천	NNG	O
_	_	_	O
계획	계획	NNG	O
을	을	JKO	O
_	_	_	O
CEO	CEO	SL	O
_	_	_	O
세미나	세미나	NNG	O
_	_	_	O
때	때	NNG	O
까지	까지	JX	O
_	_	_	O
정하	정하	VV	O
고	고	EC	O
_	_	_	O
실행하	실행하	VV	O
라	라	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
주문	주문하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 신씨 역시 TV 시청간에 이러한 자세를 유지했고 결국 목 관절 건강이 악화되어 디스크 탈출로 이어진 사례다.
## <신:PER>씨 역시 TV 시청간에 이러한 자세를 유지했고 결국 목 관절 건강이 악화되어 디스크 탈출로 이어진 사례다.
신	신	NNP	B-PER
씨	씨	NNB	O
_	_	_	O
역시	역시	MAG	O
_	_	_	O
TV	TV	SL	O
_	_	_	O
시청	시청	NNG	O
간	간	NNB	O
에	에	JKB	O
_	_	_	O
이러한	이러하+ㄴ	VA+ETM	O
_	_	_	O
자세	자세	NNG	O
를	를	JKO	O
_	_	_	O
유지	유지하	VV	O
했	었	EP	O
고	고	EC	O
_	_	_	O
결국	결국	NNG	O
_	_	_	O
목	목	NNG	O
_	_	_	O
관절	관절	NNG	O
_	_	_	O
건강	건강	NNG	O
이	이	JKS	O
_	_	_	O
악화되	악화되	VV	O
어	어	EC	O
_	_	_	O
디스크	디스크	NNG	O
_	_	_	O
탈출	탈출	NNG	O
로	로	JKB	O
_	_	_	O
이어진	이어지+ㄴ	VV+ETM	O
_	_	_	O
사례	사례+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 최한석 목포대 기획처장은 “등록금 수입과 정부 지원의 감소로 인해 필수적인 대학 운영비를 내기에도 버거운 게 현실”이라며 “사립대에 유리한 정부재정지원사업 선정 기준을 개편하고 ‘국립대학 지원 특별법’(가칭)과 같은 제도 개선이 필요하다”고 말했다.
## <최한석:PER> <목포대:ORG> 기획처장은 “등록금 수입과 정부 지원의 감소로 인해 필수적인 대학 운영비를 내기에도 버거운 게 현실”이라며 “사립대에 유리한 정부재정지원사업 선정 기준을 개편하고 ‘<국립대학 지원 특별법:POH>’(가칭)과 같은 제도 개선이 필요하다”고 말했다.
최한석	최한석	NNP	B-PER
_	_	_	O
목포대	목포대	NNP	B-ORG
_	_	_	O
기획	기획	NNG	O
처장	처장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
등록금	등록금	NNG	O
_	_	_	O
수입	수입	NNG	O
과	과	JC	O
_	_	_	O
정부	정부	NNG	O
_	_	_	O
지원	지원	NNG	O
의	의	JKG	O
_	_	_	O
감소	감소	NNG	O
로	로	JKB	O
_	_	_	O
인해	인하+여	VV+EC	O
_	_	_	O
필수적	필수적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
대학	대학	NNG	O
_	_	_	O
운영비	운영비	NNG	O
를	를	JKO	O
_	_	_	O
내기	내기	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
버거	버겁	VA	O
운	ㄴ	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
현실	현실	NNG	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
사립대	사립대	NNG	O
에	에	JKB	O
_	_	_	O
유리한	유리하+ㄴ	VA+ETM	O
_	_	_	O
정부	정부	NNG	O
재정	재정	NNG	O
지원	지원	NNG	O
사업	사업	NNG	O
_	_	_	O
선정	선정	NNG	O
_	_	_	O
기준	기준	NNG	O
을	을	JKO	O
_	_	_	O
개편하	개편하	VV	O
고	고	EC	O
_	_	_	O
‘	‘	SS	O
국립	국립	NNG	B-POH
대학	대학	NNG	I-POH
_	_	_	I-POH
지원	지원	NNG	I-POH
_	_	_	I-POH
특별법	특별법	NNG	I-POH
’	’	SS	O
(	(	SS	O
가칭	가칭	NNG	O
)	)	SS	O
과	과	JKB	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
제도	제도	NNG	O
_	_	_	O
개선	개선	NNG	O
이	이	JKS	O
_	_	_	O
필요하	필요하	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 본인 명의 재산 1511억3500만원 대부분이 웹젠 주식(1410억5300만원)이다.
## 본인 명의 재산 <1511억3500만원:MNY> 대부분이 <웹젠:ORG> 주식(<1410억5300만원:MNY>)이다.
본인	본인	NNG	O
_	_	_	O
명의	명의	NNG	O
_	_	_	O
재산	재산	NNG	O
_	_	_	O
1511	1511	SN	B-MNY
억	억	NR	I-MNY
3500	3500	SN	I-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
대부분	대부분	NNG	O
이	이	JKS	O
_	_	_	O
웹젠	웹젠	NNP	B-ORG
_	_	_	O
주식	주식	NNG	O
(	(	SS	O
1410	1410	SN	B-MNY
억	억	NR	I-MNY
5300	5300	SN	I-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 이 그림은 흑이 크게 망한 꼴. 그러나 실전 흑 83으로 두는 것도 마음에 들지 않는다.
## 이 그림은 흑이 크게 망한 꼴. 그러나 실전 <흑 83:NOH>으로 두는 것도 마음에 들지 않는다.
이	이	MM	O
_	_	_	O
그림	그림	NNG	O
은	은	JX	O
_	_	_	O
흑	흑	NNG	O
이	이	JKS	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
망한	망하+ㄴ	VV+ETM	O
_	_	_	O
꼴	꼴	NNG	O
.	.	SF	O
_	_	_	O
그러나	그러나	MAJ	O
_	_	_	O
실전	실전	NNG	O
_	_	_	O
흑	흑	NNG	B-NOH
_	_	_	I-NOH
83	83	SN	I-NOH
으로	으로	JKB	O
_	_	_	O
두	두	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
마음	마음	NNG	O
에	에	JKB	O
_	_	_	O
들	들	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
.	.	SF	O

## 11
## 택시 강소라, "변요한 해병대 출신인줄...지금까지 속고 있었다"택시 강소라 변요한강소라가 변요한의 거짓말에 속았다.
## <택시:POH> <강소라:PER>, "<변요한:PER> <해병대:ORG> 출신인줄...지금까지 속고 있었다"<택시:POH> <강소라:PER> <변요한:PER><강소라:PER>가 <변요한:PER>의 거짓말에 속았다.
택시	택시	NNG	B-POH
_	_	_	O
강소라	강소라	NNP	B-PER
,	,	SP	O
_	_	_	O
"	"	SS	O
변요한	변요한	NNP	B-PER
_	_	_	O
해병대	해병대	NNG	B-ORG
_	_	_	O
출신	출신	NNG	O
인	이+ㄴ	VCP+ETM	O
줄	줄	NNB	O
.	.	SF	O
.	.	SF	O
.	.	SF	O
지금	지금	NNG	O
까지	까지	JX	O
_	_	_	O
속	속	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
"	"	SS	O
택시	택시	NNG	B-POH
_	_	_	O
강소라	강소라	NNP	B-PER
_	_	_	O
변요한	변요한	NNP	B-PER
강소라	강소라	NNP	B-PER
가	가	JKS	O
_	_	_	O
변요한	변요한	NNP	B-PER
의	의	JKG	O
_	_	_	O
거짓말	거짓말	NNG	O
에	에	JKB	O
_	_	_	O
속	속	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 지난 2일 방송된 tvN ‘현장토크쇼 택시’ 에는 신년회 특집으로 강소라와 변요한을 비롯한 드라마 `미생` 주역들이 출연해 입담을 벌였다.
## 지난 <2일:DAT> 방송된 <tvN:ORG> ‘<현장토크쇼 택시:POH>’ 에는 신년회 특집으로 <강소라:PER>와 <변요한:PER>을 비롯한 드라마 `<미생:POH>` 주역들이 출연해 입담을 벌였다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
tvN	tvN	SL	B-ORG
_	_	_	O
‘	‘	SS	O
현장	현장	NNG	B-POH
토크쇼	토크쇼	NNG	I-POH
_	_	_	I-POH
택시	택시	NNG	I-POH
’	’	SS	O
_	_	_	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
신년	신년	NNG	O
회	회	NNB	O
_	_	_	O
특집	특집	NNG	O
으로	으로	JKB	O
_	_	_	O
강소라	강소라	NNP	B-PER
와	와	JC	O
_	_	_	O
변요한	변요한	NNP	B-PER
을	을	JKO	O
_	_	_	O
비롯한	비롯하+ㄴ	VV+ETM	O
_	_	_	O
드라마	드라마	NNG	O
_	_	_	O
`	`	SW	O
미생	미생	NNG	B-POH
`	`	SW	O
_	_	_	O
주역	주역	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
입담	입담	NNG	O
을	을	JKO	O
_	_	_	O
벌	벌이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이날 방송에서 강소라는 변요한이 해병대 출신임을 언급했다.
## 이날 방송에서 <강소라:PER>는 <변요한:PER>이 <해병대:ORG> 출신임을 언급했다.
이날	이날	NNG	O
_	_	_	O
방송	방송	NNG	O
에서	에서	JKB	O
_	_	_	O
강소라	강소라	NNP	B-PER
는	는	JX	O
_	_	_	O
변요한	변요한	NNP	B-PER
이	이	JKS	O
_	_	_	O
해병대	해병대	NNG	B-ORG
_	_	_	O
출신	출신	NNG	O
임	이+ㅁ	VCP+ETN	O
을	을	JKO	O
_	_	_	O
언급	언급하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 물 부족 국가에 전한 물 규모는 총 1250만 L로, 1700여 명의 어린이가 한 해 동안 마실 수 있는 양이다.
## 물 부족 국가에 전한 물 규모는 총 <1250만 L:NOH>로, <1700여 명:NOH>의 어린이가 <한 해:NOH> 동안 마실 수 있는 양이다.
물	물	NNG	O
_	_	_	O
부족	부족	NNG	O
_	_	_	O
국가	국가	NNG	O
에	에	JKB	O
_	_	_	O
전한	전하+ㄴ	VV+ETM	O
_	_	_	O
물	물	NNG	O
_	_	_	O
규모	규모	NNG	O
는	는	JX	O
_	_	_	O
총	총	MM	O
_	_	_	O
1250	1250	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
L	L	SL	I-NOH
로	로	JKB	O
,	,	SP	O
_	_	_	O
1700	1700	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
어린이	어린이	NNG	O
가	가	JKS	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
해	해	NNB	I-NOH
_	_	_	O
동안	동안	NNG	O
_	_	_	O
마실	마시+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
양	양	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 15
## 사드 방어 범위 안에 2000만여 명이 살고 있다는 것. ③서울 등 수도권 방어는 어떻게? 북한이 가장 많이 보유한 스커드 미사일(사거리 300∼1000km)은 서울과 수도권에서 100∼200km 떨어진 곳에 집중적으로 배치돼 있다.
## 사드 방어 범위 안에 <2000만여 명:NOH>이 살고 있다는 것. <③:NOH><서울:LOC> 등 <수도권:LOC> 방어는 어떻게? <북한:ORG>이 가장 많이 보유한 스커드 미사일(사거리 <300:NOH>∼<1000km:NOH>)은 <서울:LOC>과 <수도권:LOC>에서 <100:NOH>∼<200km:NOH> 떨어진 곳에 집중적으로 배치돼 있다.
사드	사드	NNP	O
_	_	_	O
방어	방어	NNG	O
_	_	_	O
범위	범위	NNG	O
_	_	_	O
안	안	NNG	O
에	에	JKB	O
_	_	_	O
2000	2000	SN	B-NOH
만	만	NR	I-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
살	살	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
.	.	SF	O
_	_	_	O
③	③	SW	B-NOH
서울	서울	NNP	B-LOC
_	_	_	O
등	등	NNB	O
_	_	_	O
수도권	수도권	NNG	B-LOC
_	_	_	O
방어	방어	NNG	O
는	는	JX	O
_	_	_	O
어떻	어떻	VA	O
게	게	EF	O
?	?	SF	O
_	_	_	O
북한	북한	NNP	B-ORG
이	이	JKS	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
보유한	보유하+ㄴ	VV+ETM	O
_	_	_	O
스커드	스커드	NNP	O
_	_	_	O
미사일	미사일	NNG	O
(	(	SS	O
사거리	사거리	NNG	O
_	_	_	O
300	300	SN	B-NOH
∼	∼	SO	O
1000	1000	SN	B-NOH
km	km	SL	I-NOH
)	)	SS	O
은	은	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
과	과	JC	O
_	_	_	O
수도권	수도권	NNG	B-LOC
에서	에서	JKB	O
_	_	_	O
100	100	SN	B-NOH
∼	∼	SO	O
200	200	SN	B-NOH
km	km	SL	I-NOH
_	_	_	O
떨어진	떨어지+ㄴ	VV+ETM	O
_	_	_	O
곳	곳	NNG	O
에	에	JKB	O
_	_	_	O
집중적	집중적	NNG	O
으로	으로	JKB	O
_	_	_	O
배치돼	배치되+어	VV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

