## 1
## 김윤진은 “나이 든 미희는 건강한 상태가 아니었기에 목소리나 걸음걸이를 더 효과적으로 표현하려고 많은 고민했다”며 “단지 미스터리한 이야기로만 머물지 않고 가족의 의미를 되돌아볼 수 있는 작품”이라고 밝혔다.
## <김윤진:PER>은 “나이 든 <미희:PER>는 건강한 상태가 아니었기에 목소리나 걸음걸이를 더 효과적으로 표현하려고 많은 고민했다”며 “단지 미스터리한 이야기로만 머물지 않고 가족의 의미를 되돌아볼 수 있는 작품”이라고 밝혔다.
김윤진	김윤진	NNP	B-PER
## <최순실:PER> 정국에 시대를 다시 읽는다
최순실	최순실	NNP	B-PER
_	_	_	O
정국	정국	NNG	O
에	에	JKB	O
_	_	_	O
시대	시대	NNG	O
를	를	JKO	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
읽	읽	VV	O
는다	는다	EF	O

## 4
## 당시 요르단 정부는 협상을 거부했다.
## 당시 <요르단 정부:ORG>는 협상을 거부했다.
당시	당시	NNG	O
_	_	_	O
요르단	요르단	NNP	B-ORG
_	_	_	I-ORG
정부	정부	NNG	I-ORG
는	는	JX	O
_	_	_	O
협상	협상	NNG	O
을	을	JKO	O
_	_	_	O
거부	거부하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 2분기에도 서울(2046실), 경기(3735실), 부산(1384실) 등 전국에 총 7455실이 공급될 예정이어서 공급 과잉 우려도 있어 ‘옥석 가리기’를 해야 한다는 지적이 나온다.
## <2분기:NOH>에도 <서울:LOC>(<2046실:NOH>), <경기:LOC>(<3735실:NOH>), <부산:LOC>(<1384실:NOH>) 등 전국에 총 <7455실:NOH>이 공급될 예정이어서 공급 과잉 우려도 있어 ‘옥석 가리기’를 해야 한다는 지적이 나온다.
2	2	SN	B-NOH
분기	분기	NNG	I-NOH
에	에	JKB	O
도	도	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
(	(	SS	O
2046	2046	SN	B-NOH
실	실	NNB	I-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
경기	경기	NNP	B-LOC
(	(	SS	O
3735	3735	SN	B-NOH
실	실	NNB	I-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
부산	부산	NNP	B-LOC
(	(	SS	O
1384	1384	SN	B-NOH
실	실	NNB	I-NOH
)	)	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
전국	전국	NNG	O
에	에	JKB	O
_	_	_	O
총	총	MM	O
_	_	_	O
7455	7455	SN	B-NOH
실	실	NNB	I-NOH
이	이	JKS	O
_	_	_	O
공급될	공급되+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
어서	어서	EC	O
_	_	_	O
공급	공급	NNG	O
_	_	_	O
과잉	과잉	NNG	O
_	_	_	O
우려	우려	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
어	어	EC	O
_	_	_	O
‘	‘	SS	O
옥석	옥석	NNG	O
_	_	_	O
가리	가리	VV	O
기	기	ETN	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
해야	하+여야	VV+EC	O
_	_	_	O
한다는	하+ㄴ다는	VX+ETM	O
_	_	_	O
지적	지적	NNG	O
이	이	JKS	O
_	_	_	O
나온다	나오+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 연암대, 2주기 전문대학 기관평가인증에서 ‘교육품질 인증대학’ 재선정
## <연암대:ORG>, <2주기:NOH> 전문대학 기관평가인증에서 ‘교육품질 인증대학’ 재선정
연암	연암	NNP	B-ORG
대	대	XSN	I-ORG
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
주기	주기	NNB	I-NOH
_	_	_	O
전문대학	전문대학	NNG	O
_	_	_	O
기관	기관	NNG	O
평가	평가	NNG	O
인증	인증	NNG	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
교육	교육	NNG	O
품질	품질	NNG	O
_	_	_	O
인증	인증	NNG	O
대학	대학	NNG	O
’	’	SS	O
_	_	_	O
재	재	XPN	O
선정	선정	NNG	O

## 7
## 신용카드 발급 수가 1억장 밑으로 떨어진 것은 2008년 말(9624만매) 이후 처음이다.
## 신용카드 발급 수가 <1억장:NOH> 밑으로 떨어진 것은 <2008년:DAT> 말(<9624만매:NOH>) 이후 처음이다.
신용카드	신용카드	NNG	O
_	_	_	O
발급	발급	NNG	O
_	_	_	O
수	수	NNB	O
가	가	JKS	O
_	_	_	O
1	1	SN	B-NOH
억	억	NR	I-NOH
장	장	NNB	I-NOH
_	_	_	O
밑	밑	NNG	O
으로	으로	JKB	O
_	_	_	O
떨어진	떨어지+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
2008	2008	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
말	말	NNG	O
(	(	SS	O
9624	9624	SN	B-NOH
만	만	NR	I-NOH
매	매	NNB	I-NOH
)	)	SS	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
처음	처음	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 실제 삼성 계열사 인수, 한화솔라원과 한화큐셀 간 합병 등 굵직한 의사결정은 지난해 김 회장이 경영에 복귀한 시점에 이뤄졌다.
## 실제 <삼성:ORG> 계열사 인수, <한화솔라원:ORG>과 <한화큐셀:ORG> 간 합병 등 굵직한 의사결정은 지난해 <김:PER> 회장이 경영에 복귀한 시점에 이뤄졌다.
실제	실제	NNG	O
_	_	_	O
삼성	삼성	NNP	B-ORG
_	_	_	O
계열사	계열사	NNG	O
_	_	_	O
인수	인수	NNG	O
,	,	SP	O
_	_	_	O
한화	한화	NNP	B-ORG
솔라	솔라	NNP	I-ORG
원	원	XSN	I-ORG
과	과	JC	O
_	_	_	O
한화	한화	NNP	B-ORG
큐셀	큐셀	NNP	I-ORG
_	_	_	O
간	간	NNB	O
_	_	_	O
합병	합병	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
굵직한	굵직하+ㄴ	VA+ETM	O
_	_	_	O
의사	의사	NNG	O
결정	결정	NNG	O
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
김	김	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
이	이	JKS	O
_	_	_	O
경영	경영	NNG	O
에	에	JKB	O
_	_	_	O
복귀한	복귀하+ㄴ	VV+ETM	O
_	_	_	O
시점	시점	NNG	O
에	에	JKB	O
_	_	_	O
이뤄졌	이루어지+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 분기별 수치를 보더라도 2분기 이익 전망치가 35조2000억원, 3분기 37조8000억원, 4분기 34조1000억원으로 1분기를 제외한 3개 분기 모두 이익이 작년보다 15% 이상 늘어날 걸로 전망하고 있다.
## 분기별 수치를 보더라도 <2분기:NOH> 이익 전망치가 <35조2000억원:MNY>, <3분기:NOH> <37조8000억원:MNY>, <4분기:NOH> <34조1000억원:MNY>으로 <1분기:NOH>를 제외한 <3개:NOH> 분기 모두 이익이 작년보다 <15%:PNT> 이상 늘어날 걸로 전망하고 있다.
분기	분기	NNG	O
별	별	XSN	O
_	_	_	O
수치	수치	NNG	O
를	를	JKO	O
_	_	_	O
보	보	VV	O
더라도	더라도	EC	O
_	_	_	O
2	2	SN	B-NOH
분기	분기	NNG	I-NOH
_	_	_	O
이익	이익	NNG	O
_	_	_	O
전망	전망	NNG	O
치	치	XSN	O
가	가	JKS	O
_	_	_	O
35	35	SN	B-MNY
조	조	NNG	I-MNY
2000	2000	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
,	,	SP	O
_	_	_	O
3	3	SN	B-NOH
분기	분기	NNG	I-NOH
_	_	_	O
37	37	SN	B-MNY
조	조	NNG	I-MNY
8000	8000	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
,	,	SP	O
_	_	_	O
4	4	SN	B-NOH
분기	분기	NNG	I-NOH
_	_	_	O
34	34	SN	B-MNY
조	조	NNG	I-MNY
1000	1000	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
으로	으로	JKB	O
_	_	_	O
1	1	SN	B-NOH
분기	분기	NNG	I-NOH
를	를	JKO	O
_	_	_	O
제외한	제외하+ㄴ	VV+ETM	O
_	_	_	O
3	3	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
분기	분기	NNG	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
이익	이익	NNG	O
이	이	JKS	O
_	_	_	O
작년	작년	NNG	O
보다	보다	JKB	O
_	_	_	O
15	15	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
이상	이상	NNG	O
_	_	_	O
늘어날	늘어나+ㄹ	VV+ETM	O
_	_	_	O
걸	것	NNB	O
로	로	JKB	O
_	_	_	O
전망하	전망하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 이익이 늘어나면 주가도 그만큼 오를까? 삼성전자와 LG전자의 실적 예상치가 나오던 4월 말부터 상장기업 전체 실적이 생각보다 괜찮을 거란 전망이 있었지만 종합주가지수가 오르지 못했다.
## 이익이 늘어나면 주가도 그만큼 오를까? <삼성전자:ORG>와 <LG전자:ORG>의 실적 예상치가 나오던 <4월:DAT> 말부터 상장기업 전체 실적이 생각보다 괜찮을 거란 전망이 있었지만 종합주가지수가 오르지 못했다.
이익	이익	NNG	O
이	이	JKS	O
_	_	_	O
늘어나	늘어나	VV	O
면	면	EC	O
_	_	_	O
주가	주가	NNG	O
도	도	JX	O
_	_	_	O
그만큼	그만큼	MAG	O
_	_	_	O
오를까	오르+ㄹ까	VV+EF	O
?	?	SF	O
_	_	_	O
삼성전자	삼성전자	NNP	B-ORG
와	와	JC	O
_	_	_	O
LG	LG	SL	B-ORG
전자	전자	NNG	I-ORG
의	의	JKG	O
_	_	_	O
실적	실적	NNG	O
_	_	_	O
예상	예상	NNG	O
치	치	XSN	O
가	가	JKS	O
_	_	_	O
나오	나오	VV	O
던	던	ETM	O
_	_	_	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
말	말	NNB	O
부터	부터	JX	O
_	_	_	O
상장	상장	NNG	O
기업	기업	NNG	O
_	_	_	O
전체	전체	NNG	O
_	_	_	O
실적	실적	NNG	O
이	이	JKS	O
_	_	_	O
생각	생각	NNG	O
보다	보다	JKB	O
_	_	_	O
괜찮	괜찮	VA	O
을	을	ETM	O
_	_	_	O
거	것+이	NNB+VCP	O
란	란	ETM	O
_	_	_	O
전망	전망	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
지만	지만	EC	O
_	_	_	O
종합	종합	NNG	O
주가	주가	NNG	O
지수	지수	NNG	O
가	가	JKS	O
_	_	_	O
오르	오르	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이 밖에도 단체 관광을 통한 북한 방문이 아닐 경우 반드시 평양 주재 영국대사관에 북한 여행 사실을 공지해야 한다고 주의를 당부하기도 했다.
## 이 밖에도 단체 관광을 통한 <북한:LOC> 방문이 아닐 경우 반드시 <평양 주재 영국대사관:ORG>에 <북한:LOC> 여행 사실을 공지해야 한다고 주의를 당부하기도 했다.
이	이	MM	O
_	_	_	O
밖	밖	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
단체	단체	NNG	O
_	_	_	O
관광	관광	NNG	O
을	을	JKO	O
_	_	_	O
통한	통하+ㄴ	VV+ETM	O
_	_	_	O
북한	북한	NNP	B-LOC
_	_	_	O
방문	방문	NNG	O
이	이	JKC	O
_	_	_	O
아닐	아니+ㄹ	VCN+ETM	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
반드시	반드시	MAG	O
_	_	_	O
평양	평양	NNP	B-ORG
_	_	_	I-ORG
주재	주재	NNG	I-ORG
_	_	_	I-ORG
영국	영국	NNP	I-ORG
대사관	대사관	NNG	I-ORG
에	에	JKB	O
_	_	_	O
북한	북한	NNP	B-LOC
_	_	_	O
여행	여행	NNG	O
_	_	_	O
사실	사실	NNG	O
을	을	JKO	O
_	_	_	O
공지해야	공지하+여야	VV+EC	O
_	_	_	O
한다고	하+ㄴ다고	VX+EC	O
_	_	_	O
주의	주의	NNG	O
를	를	JKO	O
_	_	_	O
당부하	당부하	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 버락 오바마 미국 대통령은 “역사의 진정한 거인, 싱가포르의 아버지, 아시아의 위대한 전략가의 한 사람으로 기억될 것”이라고 평가했고, 토니 애벗 호주 총리는 “그의 지도력 때문에 싱가포르는 세계의 가장 번영된 국가, 금융 강국이 됐다”고 전했다.
## <버락 오바마:PER> <미국:ORG> 대통령은 “역사의 진정한 거인, <싱가포르:ORG>의 아버지, <아시아:LOC>의 위대한 전략가의 한 사람으로 기억될 것”이라고 평가했고, <토니 애벗:PER> <호주:ORG> 총리는 “그의 지도력 때문에 <싱가포르:LOC>는 세계의 가장 번영된 국가, 금융 강국이 됐다”고 전했다.
버락	버락	NNP	B-PER
_	_	_	I-PER
오바마	오바마	NNP	I-PER
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
대통령	대통령	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
역사	역사	NNG	O
의	의	JKG	O
_	_	_	O
진정한	진정하+ㄴ	VA+ETM	O
_	_	_	O
거인	거인	NNG	O
,	,	SP	O
_	_	_	O
싱가포르	싱가포르	NNP	B-ORG
의	의	JKG	O
_	_	_	O
아버지	아버지	NNG	O
,	,	SP	O
_	_	_	O
아시아	아시아	NNP	B-LOC
의	의	JKG	O
_	_	_	O
위대한	위대하+ㄴ	VA+ETM	O
_	_	_	O
전략가	전략가	NNG	O
의	의	JKG	O
_	_	_	O
한	한	MM	O
_	_	_	O
사람	사람	NNG	O
으로	으로	JKB	O
_	_	_	O
기억될	기억되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
평가	평가하	VV	O
했	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
토니	토니	NNP	B-PER
_	_	_	I-PER
애벗	애벗	NNP	I-PER
_	_	_	O
호주	호주	NNP	B-ORG
_	_	_	O
총리	총리	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
지도력	지도력	NNG	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
싱가포르	싱가포르	NNP	B-LOC
는	는	JX	O
_	_	_	O
세계	세계	NNG	O
의	의	JKG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
번영	번영	NNG	O
된	되+ㄴ	XSA+ETM	O
_	_	_	O
국가	국가	NNG	O
,	,	SP	O
_	_	_	O
금융	금융	NNG	O
_	_	_	O
강국	강국	NNG	O
이	이	JKC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 리콴유 전 총리는 현대 싱가포르의 원형을 만든 사람으로 평가받는다.
## <리콴유:PER> 전 총리는 <현대:ORG> <싱가포르:ORG>의 원형을 만든 사람으로 평가받는다.
리콴유	리콴유	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
총리	총리	NNG	O
는	는	JX	O
_	_	_	O
현대	현대	NNP	B-ORG
_	_	_	O
싱가포르	싱가포르	NNP	B-ORG
의	의	JKG	O
_	_	_	O
원형	원형	NNG	O
을	을	JKO	O
_	_	_	O
만든	만들+ㄴ	VV+ETM	O
_	_	_	O
사람	사람	NNG	O
으로	으로	JKB	O
_	_	_	O
평가	평가	NNG	O
받	받	XSV	O
는다	는다	EF	O
.	.	SF	O

