## 1
## 해수부, 이르면 5월말 지급… 위로금은 배분방식 결정후 지원
## <해수부:ORG>, 이르면 <5월말:DAT> 지급… 위로금은 배분방식 결정후 지원
해수	해수	NNG	B-ORG
_	_	_	O
Ra	Ra	SL	O
­	­	SS	O
te	te	SL	O
_	_	_	O
Band	Band	SL	O
)	)	SS	O
」	」	SS	O
라고	라고	JX	O
도	도	JX	O
_	_	_	O
불리	불리	VV	O
는	는	ETM	O
_	_	_	O
신	신	XPN	O
국제	국제	NNG	O
통화	통화	NNG	O
체제	체제	NNG	O
는	는	JX	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	B-DAT
7	7	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
민간	민간	NNG	O
기구	기구	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
브레튼우즈	브레튼우즈	NNG	B-ORG
특별	특별	NNG	I-ORG
위원회	위원회	NNG	I-ORG
에서	에서	JKB	O
_	_	_	O
제안된	제안되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
이번	이번	NNG	O
에	에	JKB	O
_	_	_	O
IMF	IMF	SL	B-ORG
가	가	JKS	O
_	_	_	O
주최하	주최하	VV	O
는	는	ETM	O
_	_	_	O
공식	공식	NNG	O
세미나	세미나	NNG	O
에서	에서	JKB	O
_	_	_	O
보다	보다	MAG	O
_	_	_	O
발전된	발전되+ㄴ	VV+ETM	O
_	_	_	O
아이디어	아이디어	NNG	O
로	로	JKB	O
_	_	_	O
떠올	떠오르	VV	O
랐	았	EP	O
다는	다는	ETM	O
_	_	_	O
점	점	NNG	O
에서	에서	JKB	O
_	_	_	O
한층	한층	MAG	O
_	_	_	O
의미	의미	NNG	O
를	를	JKO	O
_	_	_	O
갖	갖	VV	O
는다	는다	EF	O
.	.	SF	O

## 11
## 1965년 군부대 주둔 이후 출입이 금지됐던 인천 문학산(해발 217m) 정상이 50년 만에 시민들에게 개방됐다.
## <1965년:DAT> 군부대 주둔 이후 출입이 금지됐던 <인천 문학산:LOC>(해발 <217m:NOH>) 정상이 <50년:DUR> 만에 시민들에게 개방됐다.
1965	1965	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
군부대	군부대	NNG	O
_	_	_	O
주둔	주둔	NNG	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
출입	출입	NNG	O
이	이	JKS	O
_	_	_	O
금지	금지되	VV	O
됐	었	EP	O
던	던	ETM	O
_	_	_	O
인천	인천	NNP	B-LOC
_	_	_	I-LOC
문학산	문학산	NNP	I-LOC
(	(	SS	O
해발	해발	NNG	O
_	_	_	O
217	217	SN	B-NOH
m	m	SL	I-NOH
)	)	SS	O
_	_	_	O
정상	정상	NNG	O
이	이	JKC	O
_	_	_	O
50	50	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
시민	시민	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
개방	개방되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 설날 연휴(2월 6∼10일) 방문지 1위는 인천국제공항, 2위는 이케아 광명점이 차지했다.
## <설날:DAT> 연휴(<2월 6∼10일:DUR>) 방문지 <1위:NOH>는 <인천국제공항:ORG>, <2위:NOH>는 <이케아 광명점:ORG>이 차지했다.
설날	설날	NNG	B-DAT
_	_	_	O
연휴	연휴	NNG	O
(	(	SS	O
2	2	SN	B-DUR
월	월	NNB	I-DUR
_	_	_	I-DUR
6	6	SN	I-DUR
∼	∼	SO	I-DUR
10	10	SN	I-DUR
일	일	NNB	I-DUR
)	)	SS	O
_	_	_	O
방문	방문	NNG	O
지	지	XSN	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
는	는	JX	O
_	_	_	O
인천국제공항	인천국제공항	NNP	B-ORG
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
는	는	JX	O
_	_	_	O
이케아	이케아	NNP	B-ORG
_	_	_	I-ORG
광명	광명	NNP	I-ORG
점	점	XSN	I-ORG
이	이	JKS	O
_	_	_	O
차지	차지하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 다른 전직 외교관은 “화법은 현란하지만 평양의 지시만 충실히 이행할 뿐”이라고 말했다.
## 다른 전직 외교관은 “화법은 현란하지만 <평양:ORG>의 지시만 충실히 이행할 뿐”이라고 말했다.
다른	다른	MM	O
_	_	_	O
전직	전직	NNG	O
_	_	_	O
외교관	외교관	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
화법	화법	NNG	O
은	은	JX	O
_	_	_	O
현란하	현란하	VA	O
지만	지만	EC	O
_	_	_	O
평양	평양	NNP	B-ORG
의	의	JKG	O
_	_	_	O
지시	지시	NNG	O
만	만	JX	O
_	_	_	O
충실히	충실히	MAG	O
_	_	_	O
이행할	이행하+ㄹ	VV+ETM	O
_	_	_	O
뿐	뿐	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 김재두 국민의당 대변인은 문 후보측이 준용시의 취입비리 의혹에 대한 고발방침을 밝힌 데 대해 “문 후보는 고소고발로 언론과 국민에게 재갈을 물리겠다는 것이냐, 아니면 고소고발로 시간을 끌면서 대선 때까지 버티려고 하는 것이냐”며 “하필이면 거짓해명이 드러난 상황에서 왜 고발방침을 천명한 것인지 문 후보 측의 의도를 의심하지 않을 수 없다”고 꼬집었다.
## <김재두:PER> <국민의당:ORG> 대변인은 <문:PER> 후보측이 <준용:PER>시의 취입비리 의혹에 대한 고발방침을 밝힌 데 대해 “<문:PER> 후보는 고소고발로 언론과 국민에게 재갈을 물리겠다는 것이냐, 아니면 고소고발로 시간을 끌면서 대선 때까지 버티려고 하는 것이냐”며 “하필이면 거짓해명이 드러난 상황에서 왜 고발방침을 천명한 것인지 <문:PER> 후보 측의 의도를 의심하지 않을 수 없다”고 꼬집었다.
김재두	김재두	NNP	B-PER
_	_	_	O
국민	국민	NNG	B-ORG
의당	의당	MAG	I-ORG
_	_	_	O
대변인	대변인	NNG	O
은	은	JX	O
_	_	_	O
문	문	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
측	측	NNB	O
이	이	JKS	O
_	_	_	O
준용	준용	NNG	B-PER
시	시	NNB	O
의	의	JKG	O
_	_	_	O
취입	취입	NNG	O
비리	비리	NNG	O
_	_	_	O
의혹	의혹	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
고발	고발	NNG	O
방침	방침	NNG	O
을	을	JKO	O
_	_	_	O
밝힌	밝히+ㄴ	VV+ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
“	“	SS	O
문	문	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
는	는	JX	O
_	_	_	O
고소	고소	NNG	O
고발	고발	NNG	O
로	로	JKB	O
_	_	_	O
언론	언론	NNG	O
과	과	JC	O
_	_	_	O
국민	국민	NNG	O
에게	에게	JKB	O
_	_	_	O
재갈	재갈	NNG	O
을	을	JKO	O
_	_	_	O
물리	물리	VV	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
냐	냐	EC	O
,	,	SP	O
_	_	_	O
아니	아니	VCN	O
면	면	EC	O
_	_	_	O
고소	고소	NNG	O
고발	고발	NNG	O
로	로	JKB	O
_	_	_	O
시간	시간	NNG	O
을	을	JKO	O
_	_	_	O
끌	끌	VV	O
면서	면서	EC	O
_	_	_	O
대선	대선	NNG	O
_	_	_	O
때	때	NNG	O
까지	까지	JX	O
_	_	_	O
버티	버티	VV	O
려고	려고	EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
냐	냐	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
하필	하필	MAG	O
이	이	VCP	O
면	면	EC	O
_	_	_	O
거짓	거짓	NNG	O
해명	해명	NNG	O
이	이	JKS	O
_	_	_	O
드러난	드러나+ㄴ	VV+ETM	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
_	_	_	O
왜	왜	MAG	O
_	_	_	O
고발	고발	NNG	O
방침	방침	NNG	O
을	을	JKO	O
_	_	_	O
천명한	천명하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
인지	이+ㄴ지	VCP+EC	O
_	_	_	O
문	문	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
_	_	_	O
측	측	NNB	O
의	의	JKG	O
_	_	_	O
의도	의도	NNG	O
를	를	JKO	O
_	_	_	O
의심하	의심하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
꼬집	꼬집	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 세계 최고의 FPS 게임 개발사로 손꼽히고 있는 스마일게이트가 국내 모바일 게임 시장 장악에 나선다.
## 세계 최고의 FPS 게임 개발사로 손꼽히고 있는 <스마일게이트:ORG>가 국내 모바일 게임 시장 장악에 나선다.
세계	세계	NNG	O
_	_	_	O
최고	최고	NNG	O
의	의	JKG	O
_	_	_	O
FPS	FPS	SL	O
_	_	_	O
게임	게임	NNG	O
_	_	_	O
개발	개발	NNG	O
사	사	XSN	O
로	로	JKB	O
_	_	_	O
손꼽히	손꼽히	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
스마일	스마일	NNG	B-ORG
게이트	게이트	NNG	I-ORG
가	가	JKS	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
모바일	모바일	NNG	O
_	_	_	O
게임	게임	NNG	O
_	_	_	O
시장	시장	NNG	O
_	_	_	O
장악	장악	NNG	O
에	에	JKB	O
_	_	_	O
나선다	나서+ㄴ다	VV+EF	O
.	.	SF	O

## 16
## 스마일게이트는 오는 18일 블록버스터급 모바일 FPS 게임 신작 '탄: 끝없는 전장(이하 탄)'을 구글 플레이 스토어를 통해 정식으로 선보인다고 최근 발표했다.
## <스마일게이트:ORG>는 오는 <18일:DAT> 블록버스터급 모바일 FPS 게임 신작 '<탄: 끝없는 전장:POH>(이하 <탄:POH>)'을 <구글 플레이 스토어:POH>를 통해 정식으로 선보인다고 최근 발표했다.
스마일	스마일	NNG	B-ORG
게이트	게이트	NNG	I-ORG
는	는	JX	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
18	18	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
블록버스터	블록버스터	NNG	O
급	급	NNG	O
_	_	_	O
모바일	모바일	NNG	O
_	_	_	O
FPS	FPS	SL	O
_	_	_	O
게임	게임	NNG	O
_	_	_	O
신작	신작	NNG	O
_	_	_	O
'	'	SS	O
탄	탄	NNG	B-POH
:	:	SP	I-POH
_	_	_	I-POH
끝없	끝없	VA	I-POH
는	는	ETM	I-POH
_	_	_	I-POH
전장	전장	NNG	I-POH
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
탄	타+ㄴ	VV+ETM	B-POH
)	)	SS	O
'	'	SS	O
을	을	JKO	O
_	_	_	O
구글	구글	NNP	B-POH
_	_	_	I-POH
플레이	플레이	NNG	I-POH
_	_	_	I-POH
스토어	스토어	NNG	I-POH
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
정식	정식	NNG	O
으로	으로	JKB	O
_	_	_	O
선보인다고	선보이+ㄴ다고	VV+EC	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
발표	발표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

