## 1
## 서정원 감독 “선수들에 강한 정신력 요구”수원삼성과 FC서울은 19일 오후 3시5분 수원월드컵경기장에서 시즌 3번째 슈퍼매치를 치른다.
## <서정원:PER> 감독 “선수들에 강한 정신력 요구”<수원삼성:ORG>과 <FC서울:ORG>은 <19일:DAT> <오후 3시5분:TIM> <수원월드컵경기장:LOC>에서 시즌 <3번:NOH>째 슈퍼매치를 치른다.
서정원	서정원	NNP	B-PER
투어	투어	NNG	O
가	가	JKS	O
_	_	_	O
막	막	NNG	O
을	을	JKO	O
_	_	_	O
내	내리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 미국 플로리다주 네이플스에서 23일 막을 내린 CME그룹 투어 챔피언십에서는 미국의 크리스티 커가 시즌 두 번째 우승(271타)을 달성하며 가족과 함께 기쁨을 누렸다.
## <미국:LOC> <플로리다주:LOC> <네이플스:LOC>에서 <23일:DAT> 막을 내린 <CME그룹 투어 챔피언십:POH>에서는 <미국:ORG>의 <크리스티 커:PER>가 시즌 <두 번:NOH>째 우승(<271타:NOH>)을 달성하며 가족과 함께 기쁨을 누렸다.
미국	미국	NNP	B-LOC
_	_	_	O
플로리다	플로리다	NNP	B-LOC
주	주	NNG	I-LOC
_	_	_	O
네이플스	네이플스	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
막	막	NNG	O
을	을	JKO	O
_	_	_	O
내린	내리+ㄴ	VV+ETM	O
_	_	_	O
CME	CME	SL	B-POH
그룹	그룹	NNG	I-POH
_	_	_	I-POH
투어	투어	NNG	I-POH
_	_	_	I-POH
챔피언십	챔피언십	NNG	I-POH
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
미국	미국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
크리스티	크리스티	NNP	B-PER
_	_	_	I-PER
커	커	NNP	I-PER
가	가	JKS	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
번째	번째	NNB	O
_	_	_	O
우승	우승	NNG	O
(	(	SS	O
271	271	SN	B-NOH
타	타	NNG	I-NOH
)	)	SS	O
을	을	JKO	O
_	_	_	O
달성하	달성하	VV	O
며	며	EC	O
_	_	_	O
가족	가족	NNG	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
기쁨	기쁨	NNG	O
을	을	JKO	O
_	_	_	O
누	누리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 특히 뉴질랜드 교포 리디아고(18)가 이번 대회 성적을 반영 올해의 선수에 선정됐다.
## 특히 <뉴질랜드:ORG> 교포 <리디아고:PER>(<18:NOH>)가 이번 대회 성적을 반영 올해의 선수에 선정됐다.
특히	특히	MAG	O
_	_	_	O
뉴질랜드	뉴질랜드	NNP	B-ORG
_	_	_	O
교포	교포	NNG	O
_	_	_	O
리디아	리디아	NNP	B-PER
고	고	JKQ	I-PER
(	(	SS	O
18	18	SN	B-NOH
)	)	SS	O
가	가	JKS	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
대회	대회	NNG	O
_	_	_	O
성적	성적	NNG	O
을	을	JKO	O
_	_	_	O
반영	반영	NNG	O
_	_	_	O
올해	올해	NNG	O
의	의	JKG	O
_	_	_	O
선수	선수	NNG	O
에	에	JKB	O
_	_	_	O
선정	선정되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 리디아고는 상금 부문에서도 총 280만802달러로 1위를 차지하는 영광을 누렸다.
## <리디아고:PER>는 상금 부문에서도 총 <280만802달러:MNY>로 <1위:NOH>를 차지하는 영광을 누렸다.
리디아	리디아	NNP	B-PER
고	고	NNP	I-PER
는	는	JX	O
_	_	_	O
상금	상금	NNG	O
_	_	_	O
부문	부문	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
총	총	MM	O
_	_	_	O
280	280	SN	B-MNY
만	만	NR	I-MNY
802	802	SN	I-MNY
달러	달러	NNB	I-MNY
로	로	JKB	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
를	를	JKO	O
_	_	_	O
차지하	차지하	VV	O
는	는	ETM	O
_	_	_	O
영광	영광	NNG	O
을	을	JKO	O
_	_	_	O
누	누리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 아쉽게 리디아고에게 올해의 선수를 뺏긴 박인비(27·KB금융그룹)는 시즌 평균 타수 69.415타로 평균 타수 부문에서 1위(대회 6위 총276타)를 차지했다.
## 아쉽게 <리디아고:PER>에게 올해의 선수를 뺏긴 <박인비:PER>(<27:NOH>·<KB금융그룹:ORG>)는 시즌 평균 타수 <69.415타:NOH>로 평균 타수 부문에서 <1위:NOH>(대회 <6위:NOH> 총<276타:NOH>)를 차지했다.
아쉽	아쉽	VA	O
게	게	EC	O
_	_	_	O
리디아	리디아	NNP	B-PER
고	고	NNP	I-PER
에게	에게	JKB	O
_	_	_	O
올해	올해	NNG	O
의	의	JKG	O
_	_	_	O
선수	선수	NNG	O
를	를	JKO	O
_	_	_	O
뺏긴	뺏기+ㄴ	VV+ETM	O
_	_	_	O
박인비	박인비	NNP	B-PER
(	(	SS	O
27	27	SN	B-NOH
·	·	SP	O
KB	KB	SL	B-ORG
금융	금융	NNG	I-ORG
그룹	그룹	NNG	I-ORG
)	)	SS	O
는	는	JX	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
타수	타수	NNG	O
_	_	_	O
69.415	69.415	SN	B-NOH
타	타	NNG	I-NOH
로	로	JKB	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
타수	타수	NNG	O
_	_	_	O
부문	부문	NNG	O
에서	에서	JKB	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
(	(	SS	O
대회	대회	NNG	O
_	_	_	O
6	6	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
총	총	MM	O
276	276	SN	B-NOH
타	타	NNG	I-NOH
)	)	SS	O
를	를	JKO	O
_	_	_	O
차지	차지하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 이로써 박인비는 LPGA 투어 명예의 전당 포인트 27점을 채우게 됐다.
## 이로써 <박인비:PER>는 <LPGA 투어 명예의 전당:POH> 포인트 <27점:NOH>을 채우게 됐다.
이	이	NP	O
로써	로써	JKB	O
_	_	_	O
박인비	박인비	NNP	B-PER
는	는	JX	O
_	_	_	O
LPGA	LPGA	SL	B-POH
_	_	_	I-POH
투어	투어	NNG	I-POH
_	_	_	I-POH
명예	명예	NNG	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
전당	전당	NNG	I-POH
_	_	_	O
포인트	포인트	NNG	O
_	_	_	O
27	27	SN	B-NOH
점	점	NNB	I-NOH
을	을	JKO	O
_	_	_	O
채우	채우	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 10
## 한국 선수로는 앞서 2007년 박세리(38·하나금융그룹)가 명예의 전당에 오른 것이 유일하다.
## <한국:ORG> 선수로는 앞서 <2007년:DAT> <박세리:PER>(<38:NOH>·<하나금융그룹:ORG>)가 명예의 전당에 오른 것이 유일하다.
한국	한국	NNP	B-ORG
_	_	_	O
선수	선수	NNG	O
로	로	JKB	O
는	는	JX	O
_	_	_	O
앞서	앞서+어	VV+EC	O
_	_	_	O
2007	2007	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
박세리	박세리	NNP	B-PER
(	(	SS	O
38	38	SN	B-NOH
·	·	SP	O
하나금융	하나금융	NNP	B-ORG
그룹	그룹	NNG	I-ORG
)	)	SS	O
가	가	JKS	O
_	_	_	O
명예	명예	NNG	O
의	의	JKG	O
_	_	_	O
전당	전당	NNG	O
에	에	JKB	O
_	_	_	O
오른	오르+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
유일하	유일하	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 한편 우승을 기대했던 장하나(23·비씨카드) 선수는 16언더파 272타로 제리나 필러(미국)과 함께 공동 2위에 이름을 올렸다.
## 한편 우승을 기대했던 <장하나:PER>(<23:NOH>·<비씨카드:ORG>) 선수는 <16언더파:NOH> <272타:NOH>로 <제리나 필러:PER>(<미국:ORG>)과 함께 공동 <2위:NOH>에 이름을 올렸다.
한편	한편	MAG	O
_	_	_	O
우승	우승	NNG	O
을	을	JKO	O
_	_	_	O
기대	기대하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
장하나	장하나	NNP	B-PER
(	(	SS	O
23	23	SN	B-NOH
·	·	SP	O
비씨카드	비씨카드	NNP	B-ORG
)	)	SS	O
_	_	_	O
선수	선수	NNG	O
는	는	JX	O
_	_	_	O
16	16	SN	B-NOH
언더파	언더파	NNG	I-NOH
_	_	_	O
272	272	SN	B-NOH
타	타	NNG	I-NOH
로	로	JKB	O
_	_	_	O
제리	제리	NNP	B-PER
나	나	JC	I-PER
_	_	_	I-PER
필러	필러	NNG	I-PER
(	(	SS	O
미국	미국	NNP	B-ORG
)	)	SS	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
공동	공동	NNG	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
에	에	JKB	O
_	_	_	O
이름	이름	NNG	O
을	을	JKO	O
_	_	_	O
올	올리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 마치 영화 ‘위플래쉬’에 나오는 혹독한 대머리 선생님 같은 존재다.
## 마치 영화 ‘<위플래쉬:POH>’에 나오는 혹독한 대머리 선생님 같은 존재다.
마치	마치	MAG	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
‘	‘	SS	O
위	위	NNG	B-POH
플래쉬	플래쉬	NNG	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
나오	나오	VV	O
는	는	ETM	O
_	_	_	O
혹독한	혹독하+ㄴ	VA+ETM	O
_	_	_	O
대머리	대머리	NNG	O
_	_	_	O
선생님	선생님	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
존재	존재+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 최민우 문화부 차장
## <최민우:PER> <문화부:ORG> 차장
최민우	최민우	NNP	B-PER
_	_	_	O
문화부	문화부	NNG	B-ORG
_	_	_	O
차장	차장	NNG	O

## 14
## 하태균의 표정은 아주 밝았다.
## <하태균:PER>의 표정은 아주 밝았다.
하태균	하태균	NNP	B-PER
의	의	JKG	O
_	_	_	O
표정	표정	NNG	O
은	은	JX	O
_	_	_	O
아주	아주	MAG	O
_	_	_	O
밝	밝	VA	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 임기는 2019년 2월까지 2년이다.
## 임기는 <2019년 2월:DAT>까지 <2년:NOH>이다.
임기	임기	NNG	O
는	는	JX	O
_	_	_	O
2019	2019	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
2	2	SN	I-DAT
월	월	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
2	2	SN	B-NOH
년	년	NNB	I-NOH
이	이	VCP	O
다	다	EF	O
.	.	SF	O

