## 1
## 문 전 대표는 '박근혜 대통령 탄핵' 야권 공조 균열 논란으로 50대 이상과 새누리당 지지층 등 여권 성향에서 지지율이 일부 이탈했다.
## <문:PER> 전 대표는 '<박근혜:PER> 대통령 탄핵' 야권 공조 균열 논란으로 <50대:NOH> 이상과 <새누리당:ORG> 지지층 등 여권 성향에서 지지율이 일부 이탈했다.
문	문	NNG	B-PER
항상	항상	MAG	O
_	_	_	O
긴장하	긴장하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
어요	어요	EF	O
.	.	SF	O
_	_	_	O
수업	수업	NNG	O
_	_	_	O
하나	하나	NR	B-NOH
만	만	JX	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
나	나	NP	O
도	도	JX	O
_	_	_	O
기진맥진하	기진맥진하	VV	O
고	고	EF	O
.	.	SF	O
_	_	_	O
그런데	그런데	MAJ	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
수업	수업	NNG	O
_	_	_	O
끝나	끝나	VV	O
면	면	EC	O
_	_	_	O
사진	사진	NNG	O
도	도	JX	O
_	_	_	O
찍	찍	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
자기	자기	NP	O
_	_	_	O
얘기	얘기	NNG	O
도	도	JX	O
_	_	_	O
하	하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
질문	질문	NNG	O
도	도	JX	O
_	_	_	O
하	하+지	VV+EC	O
잖	않	VX	O
아요	아요	EF	O
.	.	SF	O
_	_	_	O
힘들	힘들	VA	O
지만	지만	EC	O
_	_	_	O
또	또	MAG	O
_	_	_	O
응해야죠	응하+여야죠	VV+EF	O
.	.	SF	O
_	_	_	O
그래서	그래서	MAJ	O
_	_	_	O
저	저	NP	O
는	는	JX	O
_	_	_	O
수업	수업	NNG	O
_	_	_	O
시작	시작	NNG	O
_	_	_	O
전	전	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
절대로	절대로	MAG	O
_	_	_	O
교무실	교무실	NNG	O
이나	이나	JC	O
_	_	_	O
교실	교실	NNG	O
에	에	JKB	O
_	_	_	O
올라가	올라가	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
습니다	습니다	EF	O
.	.	SF	O

## 3
## 남 씨는 “도둑에게 들킬까봐 가스레인지 밑에 돈을 숨겨뒀다.
## <남:PER> 씨는 “도둑에게 들킬까봐 가스레인지 밑에 돈을 숨겨뒀다.
남	남	NNG	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
도둑	도둑	NNG	O
에게	에게	JKB	O
_	_	_	O
들킬까	들키+ㄹ까	VV+EC	O
봐	보+아	VX+EC	O
_	_	_	O
가스레인지	가스레인지	NNG	O
_	_	_	O
밑	밑	NNG	O
에	에	JKB	O
_	_	_	O
돈	돈	NNG	O
을	을	JKO	O
_	_	_	O
숨겨	숨기+어+두	VV+EC+VX	O
뒀	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 4-4로 팽팽한 상황에서 맞이한 3회전은 그야말로 난타전이었다.
## <4-4:NOH>로 팽팽한 상황에서 맞이한 <3회전:NOH>은 그야말로 난타전이었다.
4	4	SN	B-NOH
-	-	SO	I-NOH
4	4	SN	I-NOH
로	로	JKB	O
_	_	_	O
팽팽한	팽팽하+ㄴ	VA+ETM	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
_	_	_	O
맞이한	맞이하+ㄴ	VV+ETM	O
_	_	_	O
3	3	SN	B-NOH
회전	회전	NNG	I-NOH
은	은	JX	O
_	_	_	O
그야말로	그야말로	MAG	O
_	_	_	O
난타	난타	NNG	O
전	전	XSN	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 2주 먼저 개봉해 누적관객수가 더 많은 ‘암살’과 격차가 14일 기준 약 15만명으로 좁혀졌다.
## <2주:NOH> 먼저 개봉해 누적관객수가 더 많은 ‘<암살:POH>’과 격차가 <14일:DAT> 기준 약 <15만명:NOH>으로 좁혀졌다.
2	2	SN	B-NOH
주	주	NNB	I-NOH
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
개봉해	개봉하+여	VV+EC	O
_	_	_	O
누적	누적	NNG	O
관객	관객	NNG	O
수	수	NNG	O
가	가	JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
‘	‘	SS	O
암살	암살	NNG	B-POH
’	’	SS	O
과	과	JKB	O
_	_	_	O
격차	격차	NNG	O
가	가	JKS	O
_	_	_	O
14	14	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
기준	기준	NNG	O
_	_	_	O
약	약	MM	O
_	_	_	O
15	15	SN	B-NOH
만	만	NR	I-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
좁혀	좁히+어+지	VV+EC+VX	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 맞춤형 교육을 제공하고 협력사 채용까지 지원하는 SK텔레콤의 동반성장 프로그램이다.
## 맞춤형 교육을 제공하고 협력사 채용까지 지원하는 <SK텔레콤:ORG>의 동반성장 프로그램이다.
맞춤	맞춤	NNG	O
형	형	XSN	O
_	_	_	O
교육	교육	NNG	O
을	을	JKO	O
_	_	_	O
제공하	제공하	VV	O
고	고	EC	O
_	_	_	O
협력	협력	NNG	O
사	사	XSN	O
_	_	_	O
채용	채용	NNG	O
까지	까지	JX	O
_	_	_	O
지원하	지원하	VV	O
는	는	ETM	O
_	_	_	O
SK	SK	SL	B-ORG
텔레콤	텔레콤	NNG	I-ORG
의	의	JKG	O
_	_	_	O
동반	동반	NNG	O
성장	성장	NNG	O
_	_	_	O
프로그램	프로그램	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 또 일부회사에서는 수백개의 주유소를 네트워크로 연결, 주유소 VAN을 구축할 계획도 세우고 있다.
## 또 일부회사에서는 <수백개:NOH>의 주유소를 네트워크로 연결, 주유소 VAN을 구축할 계획도 세우고 있다.
또	또	MAG	O
_	_	_	O
일부	일부	NNG	O
회사	회사	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
수백	수백	NR	B-NOH
개	개	NNB	I-NOH
의	의	JKG	O
_	_	_	O
주유소	주유소	NNG	O
를	를	JKO	O
_	_	_	O
네트워크	네트워크	NNG	O
로	로	JKB	O
_	_	_	O
연결	연결	NNG	O
,	,	SP	O
_	_	_	O
주유소	주유소	NNG	O
_	_	_	O
VAN	VAN	SL	O
을	을	JKO	O
_	_	_	O
구축할	구축하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
도	도	JX	O
_	_	_	O
세우	세우	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 그 즈음 김기수 씨가 니노 벤베누티(이탈리아)를 꺾고 세계복싱협회(WBA) 주니어 미들급 챔피언이 됐습니다.
## 그 즈음 <김기수:PER> 씨가 <니노 벤베누티:PER>(<이탈리아:ORG>)를 꺾고 <세계복싱협회:ORG>(<WBA:ORG>) 주니어 미들급 챔피언이 됐습니다.
그	그	MM	O
_	_	_	O
즈음	즈음	NNB	O
_	_	_	O
김기수	김기수	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
니노	니노	NNP	B-PER
_	_	_	I-PER
벤베누티	벤베누티	NNP	I-PER
(	(	SS	O
이탈리아	이탈리아	NNP	B-ORG
)	)	SS	O
를	를	JKO	O
_	_	_	O
꺾	꺾	VV	O
고	고	EC	O
_	_	_	O
세계복싱협회	세계복싱협회	NNP	B-ORG
(	(	SS	O
WBA	WBA	SL	B-ORG
)	)	SS	O
_	_	_	O
주니어	주니어	NNG	O
_	_	_	O
미들급	미들급	NNG	O
_	_	_	O
챔피언	챔피언	NNG	O
이	이	JKC	O
_	_	_	O
됐	+었	+EP	O
습니다	습니다	EF	O
.	.	SF	O

## 9
## 담비는 야행성 동물이지만 봄, 여름에는 밤낮을 가리지 않고 활동하며 행동반경은 2∼4km다.
## 담비는 야행성 동물이지만 봄, 여름에는 밤낮을 가리지 않고 활동하며 행동반경은 <2:NOH>∼<4km:NOH>다.
담비	담비	NNG	O
는	는	JX	O
_	_	_	O
야행성	야행성	NNG	O
_	_	_	O
동물	동물	NNG	O
이	이	VCP	O
지만	지만	EC	O
_	_	_	O
봄	봄	NNG	O
,	,	SP	O
_	_	_	O
여름	여름	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
밤낮	밤낮	NNG	O
을	을	JKO	O
_	_	_	O
가리	가리	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
활동하	활동하	VV	O
며	며	EC	O
_	_	_	O
행동반경	행동반경	NNG	O
은	은	JX	O
_	_	_	O
2	2	SN	B-NOH
∼	∼	SO	O
4	4	SN	B-NOH
km	km+이	SL+VCP	I-NOH
다	다	EF	O
.	.	SF	O

## 10
## ‘섹션’ 성유리, “다음엔 유부남 아닌 배우와 연기하고 싶다”…이유가?
## ‘<섹션:POH>’ <성유리:PER>, “다음엔 유부남 아닌 배우와 연기하고 싶다”…이유가?
‘	‘	SS	O
섹션	섹션	NNG	B-POH
’	’	SS	O
_	_	_	O
성유리	성유리	NNP	B-PER
,	,	SP	O
_	_	_	O
“	“	SS	O
다음	다음	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
유부남	유부남	NNG	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
배우	배우	NNG	O
와	와	JC	O
_	_	_	O
연기하	연기하	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
다	다	EF	O
”	”	SS	O
…	…	SE	O
이유	이유	NNG	O
가	가	JKS	O
?	?	SF	O

## 11
## 강희맹의 「목멱상화」시에 「종남산 푸른 기운 구름 위에 높은데, 서울 장안 24개의 다리를 굽어본다」는 말이 있다.
## <강희맹:PER>의 「<목멱상화:POH>」시에 「<종남산:LOC> 푸른 기운 구름 위에 높은데, <서울:LOC> 장안 <24개:NOH>의 다리를 굽어본다」는 말이 있다.
강희맹	강희맹	NNP	B-PER
의	의	JKG	O
_	_	_	O
「	「	SS	O
목멱	목멱	NNP	B-POH
상화	상화	NNP	I-POH
」	」	SS	O
시	시	NNG	O
에	에	JKB	O
_	_	_	O
「	「	SS	O
종남산	종남산	NNP	B-LOC
_	_	_	O
푸른	푸르+ㄴ	VA+ETM	O
_	_	_	O
기운	기운	NNG	O
_	_	_	O
구름	구름	NNG	O
_	_	_	O
위	위	NNG	O
에	에	JKB	O
_	_	_	O
높	높	VA	O
은데	은데	EC	O
,	,	SP	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
장안	장안	NNG	O
_	_	_	O
24	24	SN	B-NOH
개	개	NNB	I-NOH
의	의	JKG	O
_	_	_	O
다리	다리	NNG	O
를	를	JKO	O
_	_	_	O
굽어본다	굽어보+ㄴ다	VV+EF	O
」	」	SS	O
는	는	JX	O
_	_	_	O
말	말	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 12
## 김홍희 미술관장은 그림에 문제가 있는 줄은 알았지만 전시감독의 작가 선정 권한을 침해할 수 없었다고 말했다.
## <김홍희:PER> 미술관장은 그림에 문제가 있는 줄은 알았지만 전시감독의 작가 선정 권한을 침해할 수 없었다고 말했다.
김홍희	김홍희	NNP	B-PER
_	_	_	O
미술관	미술관	NNG	O
장	장	XSN	O
은	은	JX	O
_	_	_	O
그림	그림	NNG	O
에	에	JKB	O
_	_	_	O
문제	문제	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
줄	줄	NNB	O
은	은	JX	O
_	_	_	O
알	알	VV	O
았	았	EP	O
지만	지만	EC	O
_	_	_	O
전시	전시	NNG	O
감독	감독	NNG	O
의	의	JKG	O
_	_	_	O
작가	작가	NNG	O
_	_	_	O
선정	선정	NNG	O
_	_	_	O
권한	권한	NNG	O
을	을	JKO	O
_	_	_	O
침해할	침해하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
었	었	EP	O
다고	다고	EC	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## ‘정승환 잠수교’‘K팝스타’ 출신 가수 정승환이 박진영과 함께 찍은 ‘잠수교’ 티저 영상이 화제다.
## ‘<정승환:PER> <잠수교:POH>’‘<K팝스타:POH>’ 출신 가수 <정승환:PER>이 <박진영:PER>과 함께 찍은 ‘<잠수교:POH>’ 티저 <영상이:LOC> 화제다.
‘	‘	SS	O
정승환	정승환	NNP	B-PER
_	_	_	O
잠수교	잠수교	NNG	B-POH
’	’	SS	O
‘	‘	SS	O
K	K	SL	B-POH
팝	팝	NNG	I-POH
스타	스타	NNG	I-POH
’	’	SS	O
_	_	_	O
출신	출신	NNG	O
_	_	_	O
가수	가수	NNG	O
_	_	_	O
정승환	정승환	NNP	B-PER
이	이	JKS	O
_	_	_	O
박진영	박진영	NNP	B-PER
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
찍	찍	VV	O
은	은	ETM	O
_	_	_	O
‘	‘	SS	O
잠수교	잠수교	NNG	B-POH
’	’	SS	O
_	_	_	O
티저	티저	NNG	O
_	_	_	O
영상	영상	NNG	B-LOC
이	이	JKS	I-LOC
_	_	_	O
화제	화제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 지난 8월 31일 JYP 엔터테인먼트는 네이버 티비캐스트를 통해 정승환의 ‘잠수교’ 티저 영상을 공개했다.
## 지난 <8월 31일:DAT> <JYP 엔터테인먼트:ORG>는 <네이버 티비캐스트:ORG>를 통해 <정승환:PER>의 ‘<잠수교:POH>’ 티저 영상을 공개했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
31	31	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
JYP	JYP	SL	B-ORG
_	_	_	I-ORG
엔터테인먼트	엔터테인먼트	NNG	I-ORG
는	는	JX	O
_	_	_	O
네이버	네이버	NNP	B-ORG
_	_	_	I-ORG
티비	티비	NNG	I-ORG
캐스트	캐스트	NNG	I-ORG
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
정승환	정승환	NNP	B-PER
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
잠수교	잠수교	NNG	B-POH
’	’	SS	O
_	_	_	O
티저	티저	NNG	O
_	_	_	O
영상	영상	NNG	O
을	을	JKO	O
_	_	_	O
공개	공개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 공개된 ‘잠수교’ 영상 속에서 박진영은 잠수교에서 한강을 바라보며 정승환에게 “반포대교와 잠수교 중 뭐가 먼저 생긴지 알아?”라는 질문을 던졌다.
## 공개된 ‘<잠수교:POH>’ 영상 속에서 <박진영:PER>은 <잠수교:POH>에서 <한강:LOC>을 바라보며 <정승환:PER>에게 “<반포대교:POH>와 <잠수교:POH> 중 뭐가 먼저 생긴지 알아?”라는 질문을 던졌다.
공개된	공개되+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
잠수교	잠수교	NNG	B-POH
’	’	SS	O
_	_	_	O
영상	영상	NNG	O
_	_	_	O
속	속	NNG	O
에서	에서	JKB	O
_	_	_	O
박진영	박진영	NNP	B-PER
은	은	JX	O
_	_	_	O
잠수교	잠수교	NNP	B-POH
에서	에서	JKB	O
_	_	_	O
한강	한강	NNP	B-LOC
을	을	JKO	O
_	_	_	O
바라보	바라보	VV	O
며	며	EC	O
_	_	_	O
정승환	정승환	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
“	“	SS	O
반포대교	반포대교	NNP	B-POH
와	와	JC	O
_	_	_	O
잠수교	잠수교	NNG	B-POH
_	_	_	O
중	중	NNB	O
_	_	_	O
뭐	뭐	NP	O
가	가	JKS	O
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
생긴지	생기+ㄴ지	VV+EC	O
_	_	_	O
알	알	VV	O
아	아	EF	O
?	?	SF	O
”	”+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
질문	질문	NNG	O
을	을	JKO	O
_	_	_	O
던	던지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 티틀리스 등정권을 가진 내일투어 상품 이용객은 무료로 이용 가능하고, 내일투어 상품을 구매하지 않은 여행자도 홈페이지에서 티틀리스 등정권을 구매하고 ‘노쇼’ 방지를 위한 1만원의 신청비를 내면 참여할 수 있다.
## <티틀리스:LOC> 등정권을 가진 <내일투어:ORG> 상품 이용객은 무료로 이용 가능하고, <내일투어:ORG> 상품을 구매하지 않은 여행자도 홈페이지에서 <티틀리스:LOC> 등정권을 구매하고 ‘노쇼’ 방지를 위한 <1만원:MNY>의 신청비를 내면 참여할 수 있다.
티	티	NNG	B-LOC
틀	틀	NNG	I-LOC
리스	리스	NNG	I-LOC
_	_	_	O
등	등	NNB	O
정권	정권	NNG	O
을	을	JKO	O
_	_	_	O
가진	가지+ㄴ	VV+ETM	O
_	_	_	O
내일	내일	NNG	B-ORG
투어	투어	NNG	I-ORG
_	_	_	O
상품	상품	NNG	O
_	_	_	O
이용객	이용객	NNG	O
은	은	JX	O
_	_	_	O
무료	무료	NNG	O
로	로	JKB	O
_	_	_	O
이용	이용	NNG	O
_	_	_	O
가능하	가능하	VA	O
고	고	EC	O
,	,	SP	O
_	_	_	O
내일	내일	NNG	B-ORG
투어	투어	NNG	I-ORG
_	_	_	O
상품	상품	NNG	O
을	을	JKO	O
_	_	_	O
구매하	구매하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
여행	여행	NNG	O
자	자	XSN	O
도	도	JX	O
_	_	_	O
홈페이지	홈페이지	NNG	O
에서	에서	JKB	O
_	_	_	O
티	티	NNG	B-LOC
틀	틀	NNG	I-LOC
리스	리스	NNG	I-LOC
_	_	_	O
등	등	NNB	O
정권	정권	NNG	O
을	을	JKO	O
_	_	_	O
구매하	구매하	VV	O
고	고	EC	O
_	_	_	O
‘	‘	SS	O
노	노	NNP	O
쇼	쇼	NNG	O
’	’	SS	O
_	_	_	O
방지	방지	NNG	O
를	를	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
1	1	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
의	의	JKG	O
_	_	_	O
신청	신청	NNG	O
비	비	XSN	O
를	를	JKO	O
_	_	_	O
내	내	VV	O
면	면	EC	O
_	_	_	O
참여할	참여하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

