## 1
## 금감원은 다른 계좌로부터 입금된 돈을 찾을 경우 30분 정도 기다려야 인출할 수 있도록 하는 방안, 현금자동입출금기(ATM) 인출 한도를 축소하는 방안 등을 검토하고 있다.
## <금감원:ORG>은 다른 계좌로부터 입금된 돈을 찾을 경우 <30분:NOH> 정도 기다려야 인출할 수 있도록 하는 방안, 현금자동입출금기(ATM) 인출 한도를 축소하는 방안 등을 검토하고 있다.
금감원	금감원	NNG	B-ORG
## 현재 국내에서 공부하는 외국인 유학생들은 <한국:ORG> 유학이 비용이 많이 드는 반면 교육적으로 얻을 것이 별로 없다고 지적한다.
현재	현재	MAG	O
_	_	_	O
국내	국내	NNG	O
에서	에서	JKB	O
_	_	_	O
공부하	공부하	VV	O
는	는	ETM	O
_	_	_	O
외국인	외국인	NNG	O
_	_	_	O
유학생	유학생	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
한국	한국	NNP	B-ORG
_	_	_	O
유학	유학	NNG	O
이	이	JKS	O
_	_	_	O
비용	비용	NNG	O
이	이	JKS	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
드	들	VV	O
는	는	ETM	O
_	_	_	O
반면	반면	NNG	O
_	_	_	O
교육적	교육적	NNG	O
으로	으로	JKB	O
_	_	_	O
얻	얻	VV	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
별로	별로	MAG	O
_	_	_	O
없	없	VA	O
다고	다고	EC	O
_	_	_	O
지적한다	지적하+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## “작년 20여곳서 선물 보내왔는데 올핸 2∼3곳”
## “작년 <20여곳:NOH>서 선물 보내왔는데 올핸 <2:NOH>∼<3곳:NOH>”
“	“	SS	O
작년	작년	NNG	O
_	_	_	O
20	20	SN	B-NOH
여	여	XSN	I-NOH
곳	곳	NNG	I-NOH
서	서	JKB	O
_	_	_	O
선물	선물	NNG	O
_	_	_	O
보내	보내오	VV	O
왔	았	EP	O
는데	는데	EC	O
_	_	_	O
올핸	올해+ㄴ	NNG+JX	O
_	_	_	O
2	2	SN	B-NOH
∼	∼	SO	O
3	3	SN	B-NOH
곳	곳	NNG	I-NOH
”	”	SS	O

## 5
## 삼시세끼 어촌편 만재도, 배타고 얼마나 걸리나 보니...삼시세끼 어촌편 만재도 위치‘삼시세끼’ 어촌편 첫 공식 포스터가 공개된 가운데, 촬영지 만재도에 관심이 쏠리고 있다.
## <삼시세끼 어촌편:POH> <만재도:LOC>, 배타고 얼마나 걸리나 보니...<삼시세끼 어촌편:POH> <만재도:LOC> 위치‘<삼시세끼:POH>’ 어촌편 첫 공식 포스터가 공개된 가운데, 촬영지 <만재도:LOC>에 관심이 쏠리고 있다.
삼시	삼시	NNG	B-POH
세끼	세끼	NNG	I-POH
_	_	_	I-POH
어촌	어촌	NNG	I-POH
편	편	NNG	I-POH
_	_	_	O
만재도	만재도	NNP	B-LOC
,	,	SP	O
_	_	_	O
배	배	NNG	O
타고	타고	NNG	O
_	_	_	O
얼마나	얼마나	MAG	O
_	_	_	O
걸리	걸리	VV	O
나	나	EC	O
_	_	_	O
보	보	VX	O
니	니	EF	O
.	.	SF	O
.	.	SF	O
.	.	SF	O
삼시	삼시	NNG	B-POH
세끼	세끼	NNG	I-POH
_	_	_	I-POH
어촌	어촌	NNG	I-POH
편	편	NNG	I-POH
_	_	_	O
만재도	만재도	NNP	B-LOC
_	_	_	O
위치	위치	NNG	O
‘	‘	SS	O
삼시세끼	삼시세끼	NNP	B-POH
’	’	SS	O
_	_	_	O
어촌	어촌	NNG	O
편	편	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
포스터	포스터	NNG	O
가	가	JKS	O
_	_	_	O
공개된	공개되+ㄴ	VV+ETM	O
_	_	_	O
가운데	가운데	NNG	O
,	,	SP	O
_	_	_	O
촬영	촬영	NNG	O
지	지	XSN	O
_	_	_	O
만재도	만재도	NNP	B-LOC
에	에	JKB	O
_	_	_	O
관심	관심	NNG	O
이	이	JKS	O
_	_	_	O
쏠리	쏠리	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 케이블채널 tvN 예능프로그램 ‘삼시세끼’ 공식 페이스북에는 2일 “자급자족 어부 라이프 ‘삼시세끼 어촌편’ 대표 이미지를 공개합니다”라는 글이 올라왔다.
## 케이블채널 <tvN:POH> 예능프로그램 ‘<삼시세끼:POH>’ 공식 <페이스북:POH>에는 <2일:DAT> “자급자족 어부 라이프 ‘<삼시세끼 어촌편:POH>’ 대표 이미지를 공개합니다”라는 글이 올라왔다.
케이블	케이블	NNG	O
채널	채널	NNG	O
_	_	_	O
tvN	tvN	SL	B-POH
_	_	_	O
예능	예능	NNG	O
프로그램	프로그램	NNG	O
_	_	_	O
‘	‘	SS	O
삼시세끼	삼시세끼	NNP	B-POH
’	’	SS	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
페이스북	페이스북	NNP	B-POH
에	에	JKB	O
는	는	JX	O
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
“	“	SS	O
자급자족	자급자족	NNG	O
_	_	_	O
어부	어부	NNG	O
_	_	_	O
라이프	라이프	NNG	O
_	_	_	O
‘	‘	SS	O
삼시세끼	삼시세끼	NNP	B-POH
_	_	_	I-POH
어촌	어촌	NNG	I-POH
편	편	NNG	I-POH
’	’	SS	O
_	_	_	O
대표	대표	NNG	O
_	_	_	O
이미지	이미지	NNG	O
를	를	JKO	O
_	_	_	O
공개합니다	공개하+ㅂ니다	VV+EF	O
”	”+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
글	글	NNG	O
이	이	JKS	O
_	_	_	O
올라	올라오	VV	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 이어 “바다가 나인지 내가 바다인지 모를 이곳은… 대한민국에서 뱃길로 가장 먼 섬 ‘만재도’ 입니다.
## 이어 “바다가 나인지 내가 바다인지 모를 이곳은… <대한민국:LOC>에서 뱃길로 가장 먼 섬 ‘<만재도:LOC>’ 입니다.
이어	이어	MAG	O
_	_	_	O
“	“	SS	O
바다	바다	NNG	O
가	가	JKS	O
_	_	_	O
나	나	NP	O
인지	이+ㄴ지	VCP+EC	O
_	_	_	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
바다	바다	NNG	O
인지	이+ㄴ지	VCP+EC	O
_	_	_	O
모를	모르+ㄹ	VV+ETM	O
_	_	_	O
이곳	이곳	NP	O
은	은	JX	O
…	…	SE	O
_	_	_	O
대한민국	대한민국	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
뱃길	뱃길	NNG	O
로	로	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
먼	멀+ㄴ	VA+ETM	O
_	_	_	O
섬	섬	NNG	O
_	_	_	O
‘	‘	SS	O
만재도	만재도	NNP	B-LOC
’	’	SS	O
_	_	_	O
입니다	이+ㅂ니다	VCP+EF	O
.	.	SF	O

## 8
## [전문]심상정 의원, 장관에 호통 “도대체 양심이 있어야 될 거 아니에요!”
## [전문]<심상정:PER> 의원, 장관에 호통 “도대체 양심이 있어야 될 거 아니에요!”
[	[	SS	O
전문	전문	NNG	O
]	]	SS	O
심상정	심상정	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
,	,	SP	O
_	_	_	O
장관	장관	NNG	O
에	에	JKB	O
_	_	_	O
호통	호통	NNG	O
_	_	_	O
“	“	SS	O
도대체	도대체	MAG	O
_	_	_	O
양심	양심	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
어야	어야	EC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
거	거	NNB	O
_	_	_	O
아니	아니	VCN	O
에요	에요	EF	O
!	!	SF	O
”	”	SS	O

## 9
## 불필요하게 사용되는 시간을 과감히 없애 1초라도 더 일찍 알림을 제공한다.
## 불필요하게 사용되는 시간을 과감히 없애 <1초:NOH>라도 더 일찍 알림을 제공한다.
불필요하	불필요하	VA	O
게	게	EC	O
_	_	_	O
사용되	사용되	VV	O
는	는	ETM	O
_	_	_	O
시간	시간	NNG	O
을	을	JKO	O
_	_	_	O
과감히	과감히	MAG	O
_	_	_	O
없애	없애+어	VV+EC	O
_	_	_	O
1	1	SN	B-NOH
초	초	NNB	I-NOH
라도	라도	JX	O
_	_	_	O
더	더	MAG	O
_	_	_	O
일찍	일찍	MAG	O
_	_	_	O
알림	알리+ㅁ	VV+ETN	O
을	을	JKO	O
_	_	_	O
제공한다	제공하+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 지역별로는 경기도가 439곳으로 가장 많았고 충북 40곳, 충남 31곳, 대전 16곳, 세종 10곳, 서울 7곳, 강원 1곳이다.
## 지역별로는 <경기도:LOC>가 <439곳:NOH>으로 가장 많았고 <충북:LOC> <40곳:NOH>, <충남:LOC> <31곳:NOH>, <대전:LOC> <16곳:NOH>, <세종:LOC> <10곳:NOH>, <서울:LOC> <7곳:NOH>, <강원:LOC> <1곳:NOH>이다.
지역	지역	NNG	O
별	별	XSN	O
로	로	JKB	O
는	는	JX	O
_	_	_	O
경기도	경기도	NNP	B-LOC
가	가	JKS	O
_	_	_	O
439	439	SN	B-NOH
곳	곳	NNG	I-NOH
으로	으로	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
많	많	VA	O
았	았	EP	O
고	고	EC	O
_	_	_	O
충북	충북	NNP	B-LOC
_	_	_	O
40	40	SN	B-NOH
곳	곳	NNG	I-NOH
,	,	SP	O
_	_	_	O
충남	충남	NNP	B-LOC
_	_	_	O
31	31	SN	B-NOH
곳	곳	NNG	I-NOH
,	,	SP	O
_	_	_	O
대전	대전	NNG	B-LOC
_	_	_	O
16	16	SN	B-NOH
곳	곳	NNG	I-NOH
,	,	SP	O
_	_	_	O
세종	세종	NNP	B-LOC
_	_	_	O
10	10	SN	B-NOH
곳	곳	NNG	I-NOH
,	,	SP	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
7	7	SN	B-NOH
곳	곳	NNG	I-NOH
,	,	SP	O
_	_	_	O
강원	강원	NNG	B-LOC
_	_	_	O
1	1	SN	B-NOH
곳	곳	NNG	I-NOH
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 국회 법사위는 25일 밤 상무대 정치자금 의혹사건 국정조사 계획서 작성소위(위원장 함석재)를 열어 조사방식, 증인채택 등 미결현안에 대해 논의를 계속, 여­야간 견해차를 상당히 좁혔다.
## <국회 법사위:ORG>는 <25일:DAT> 밤 <상무대:ORG> 정치자금 의혹사건 국정조사 계획서 작성소위(위원장 <함석재:PER>)를 열어 조사방식, 증인채택 등 미결현안에 대해 논의를 계속, 여­야간 견해차를 상당히 좁혔다.
국회	국회	NNG	B-ORG
_	_	_	I-ORG
법사위	법사위	NNG	I-ORG
는	는	JX	O
_	_	_	O
25	25	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밤	밤	NNG	O
_	_	_	O
상무대	상무대	NNP	B-ORG
_	_	_	O
정치	정치	NNG	O
자금	자금	NNG	O
_	_	_	O
의혹	의혹	NNG	O
사건	사건	NNG	O
_	_	_	O
국정	국정	NNG	O
조사	조사	NNG	O
_	_	_	O
계획서	계획서	NNG	O
_	_	_	O
작성	작성	NNG	O
소위	소위	NNG	O
(	(	SS	O
위원장	위원장	NNG	O
_	_	_	O
함석재	함석재	NNP	B-PER
)	)	SS	O
를	를	JKO	O
_	_	_	O
열	열	VV	O
어	어	EC	O
_	_	_	O
조사	조사	NNG	O
방식	방식	NNG	O
,	,	SP	O
_	_	_	O
증인	증인	NNG	O
채택	채택	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
미결	미결	NNG	O
현안	현안	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
논의	논의	NNG	O
를	를	JKO	O
_	_	_	O
계속	계속	MAG	O
,	,	SP	O
_	_	_	O
여	여	NNG	O
­	­	SS	O
야간	야간	NNG	O
_	_	_	O
견해차	견해차	NNG	O
를	를	JKO	O
_	_	_	O
상당히	상당히	MAG	O
_	_	_	O
좁	좁히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 그의 몸엔 핸드건과 총알이 가득했다고 올랜도 경찰은 밝혔다.
## 그의 몸엔 핸드건과 총알이 가득했다고 <올랜도 경찰:ORG>은 밝혔다.
그	그	NP	O
의	의	JKG	O
_	_	_	O
몸	몸	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
핸드건	핸드건	NNP	O
과	과	JC	O
_	_	_	O
총알	총알	NNG	O
이	이	JKS	O
_	_	_	O
가득	가득하	VA	O
했	었	EP	O
다고	다고	EC	O
_	_	_	O
올랜도	올랜도	NNP	B-ORG
_	_	_	I-ORG
경찰	경찰	NNG	I-ORG
은	은	JX	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

