## 1
## 지금도 한양대 사이버대 상담심리학과에 다니고 있어요.
## 지금도 <한양대 사이버대 상담심리학과:ORG>에 다니고 있어요.
지금	지금	NNG	O
## <미국:ORG>의 <ABC방송:ORG>이 건강에는 좋은 식품으로 알려져 있지만 만 치아에는 악영향을 끼치는 의외의 식품 <4가지:NOH>를 소개했다.
미국	미국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
ABC	ABC	SL	B-ORG
방송	방송	NNG	I-ORG
이	이	JKS	O
_	_	_	O
건강	건강	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
식품	식품	NNG	O
으로	으로	JKB	O
_	_	_	O
알려져	알려지+어	VV+EC	O
_	_	_	O
있	있	VX	O
지만	지만	EC	O
_	_	_	O
만	만	JX	O
_	_	_	O
치아	치아	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
악영향	악영향	NNG	O
을	을	JKO	O
_	_	_	O
끼치	끼치	VV	O
는	는	ETM	O
_	_	_	O
의외	의외	NNG	O
의	의	JKG	O
_	_	_	O
식품	식품	NNG	O
_	_	_	O
4	4	SN	B-NOH
가지	가지	NNB	I-NOH
를	를	JKO	O
_	_	_	O
소개	소개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 그러면서 “(일본은) 대한민국을 수 십 년 침공 지배했던 또 하나의 실질적인 적국인데 과거사 문제 하나도 정리 안 되고 한 상태에서 일본에다가 군사정보를 팔아먹으려고 저렇게 허둥지둥하는 걸 보면 저게 미쳐도 정말 단단히 미쳤다”고 질타한 바 있다.
## 그러면서 “(<일본:ORG>은) <대한민국:ORG>을 <수 십 년:NOH> 침공 지배했던 또 <하나:NOH>의 실질적인 적국인데 과거사 문제 <하나:NOH>도 정리 안 되고 한 상태에서 <일본:ORG>에다가 군사정보를 팔아먹으려고 저렇게 허둥지둥하는 걸 보면 저게 미쳐도 정말 단단히 미쳤다”고 질타한 바 있다.
그러	그러	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
(	(	SS	O
일본	일본	NNP	B-ORG
은	은	JX	O
)	)	SS	O
_	_	_	O
대한민국	대한민국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
수	수	MM	B-NOH
_	_	_	I-NOH
십	십	NR	I-NOH
_	_	_	I-NOH
년	년	NNB	I-NOH
_	_	_	O
침공	침공	NNG	O
_	_	_	O
지배	지배하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
또	또	MAG	O
_	_	_	O
하나	하나	NR	B-NOH
의	의	JKG	O
_	_	_	O
실질	실질	NNG	O
적	적	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
적국	적국	NNG	O
인데	이+ㄴ데	VCP+EC	O
_	_	_	O
과거사	과거사	NNG	O
_	_	_	O
문제	문제	NNG	O
_	_	_	O
하나	하나	NR	B-NOH
도	도	JX	O
_	_	_	O
정리	정리	NNG	O
_	_	_	O
안	안	MAG	O
_	_	_	O
되	되	VV	O
고	고	EC	O
_	_	_	O
한	한	MM	O
_	_	_	O
상태	상태	NNG	O
에서	에서	JKB	O
_	_	_	O
일본	일본	NNP	B-ORG
에다	에다	NNP	O
가	가	JKS	O
_	_	_	O
군사	군사	NNG	O
정보	정보	NNG	O
를	를	JKO	O
_	_	_	O
팔아먹	팔아먹	VV	O
으려고	으려고	EC	O
_	_	_	O
저렇	저렇	VA	O
게	게	EC	O
_	_	_	O
허둥지둥하	허둥지둥하	VV	O
는	는	ETM	O
_	_	_	O
걸	것+ㄹ	NNB+JKO	O
_	_	_	O
보	보	VV	O
면	면	EC	O
_	_	_	O
저게	저것+이	NP+JKS	O
_	_	_	O
미쳐도	미치+어도	VV+EC	O
_	_	_	O
정말	정말	MAG	O
_	_	_	O
단단히	단단히	MAG	O
_	_	_	O
미	미치	VV	O
쳤	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
질타한	질타하+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 8
## 2004년 미국 간호사건강연구회는 육류 섭취가 대장암과 어느 정도 연관성이 있으나 육류 섭취량이 는다고 해서 대장암 발병률이 증가하는 것은 아니라는 연구 결과를 발표했다.
## <2004년:DAT> <미국 간호사건강연구회:ORG>는 육류 섭취가 대장암과 어느 정도 연관성이 있으나 육류 섭취량이 는다고 해서 대장암 발병률이 증가하는 것은 아니라는 연구 결과를 발표했다.
2004	2004	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	I-ORG
간호사	간호사	NNG	I-ORG
건강	건강	NNG	I-ORG
연구회	연구회	NNG	I-ORG
는	는	JX	O
_	_	_	O
육류	육류	NNG	O
_	_	_	O
섭취	섭취	NNG	O
가	가	JKS	O
_	_	_	O
대장암	대장암	NNG	O
과	과	JC	O
_	_	_	O
어느	어느	MM	O
_	_	_	O
정도	정도	NNG	O
_	_	_	O
연관성	연관성	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
으나	으나	EC	O
_	_	_	O
육류	육류	NNG	O
_	_	_	O
섭취	섭취	NNG	O
량	량	NNG	O
이	이	JKS	O
_	_	_	O
는다고	늘+ㄴ다고	VV+EC	O
_	_	_	O
해서	하+여서	VV+EC	O
_	_	_	O
대장암	대장암	NNG	O
_	_	_	O
발병률	발병률	NNG	O
이	이	JKS	O
_	_	_	O
증가하	증가하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
아니	아니	VCN	O
라는	라는	ETM	O
_	_	_	O
연구	연구	NNG	O
_	_	_	O
결과	결과	NNG	O
를	를	JKO	O
_	_	_	O
발표	발표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 아이유야 마틸다야? 아이유가 단발로 변신한 이유
## <아이유:PER>야 <마틸다:PER>야? <아이유:PER>가 단발로 변신한 이유
아이유	아이유	NNP	B-PER
야	야	JX	O
_	_	_	O
마틸다	마틸다	NNP	B-PER
야	야	JKV	O
?	?	SF	O
_	_	_	O
아이유	아이유	NNP	B-PER
가	가	JKS	O
_	_	_	O
단발	단발	NNG	O
로	로	JKB	O
_	_	_	O
변신한	변신하+ㄴ	VV+ETM	O
_	_	_	O
이유	이유	NNG	O

## 10
## 강원도 환동해본부 어업 지도선과 해경 경비정 등 2척이 동행해 기상 이변과 안전사고에 대비한다.
## <강원도 환동해본부:ORG> 어업 지도선과 해경 경비정 등 <2척:NOH>이 동행해 기상 이변과 안전사고에 대비한다.
강원도	강원도	NNP	B-ORG
_	_	_	I-ORG
환	환	NNG	I-ORG
동해	동해	NNP	I-ORG
본부	본부	NNG	I-ORG
_	_	_	O
어업	어업	NNG	O
_	_	_	O
지도선	지도선	NNG	O
과	과	JC	O
_	_	_	O
해경	해경	NNG	O
_	_	_	O
경비정	경비정	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
2	2	SN	B-NOH
척	척	NNB	I-NOH
이	이	JKS	O
_	_	_	O
동행해	동행하+여	VV+EC	O
_	_	_	O
기상	기상	NNG	O
_	_	_	O
이변	이변	NNG	O
과	과	JC	O
_	_	_	O
안전사고	안전사고	NNG	O
에	에	JKB	O
_	_	_	O
대비한다	대비하+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 왕이(王毅) 중국 외교부장은 북한의 장거리 미사일 발사 움직임에 대해 우다웨이(武大偉) 외교부 한반도사무특별대표의 방북을 통해 반대 입장을 명확히 전달했다고 말했다.
## <왕이:PER>(<王毅:PER>) <중국:ORG> 외교부장은 <북한:ORG>의 장거리 미사일 발사 움직임에 대해 <우다웨이:PER>(<武大偉:PER>) 외교부 한반도사무특별대표의 방북을 통해 반대 입장을 명확히 전달했다고 말했다.
왕이	왕이	NNP	B-PER
(	(	SS	O
王毅	王毅	SH	B-PER
)	)	SS	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
외교	외교	NNG	O
부장	부장	NNG	O
은	은	JX	O
_	_	_	O
북한	북한	NNP	B-ORG
의	의	JKG	O
_	_	_	O
장거리	장거리	NNG	O
_	_	_	O
미사일	미사일	NNG	O
_	_	_	O
발사	발사	NNG	O
_	_	_	O
움직임	움직임	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
우다웨이	우다웨이	NNP	B-PER
(	(	SS	O
武大偉	武大偉	SH	B-PER
)	)	SS	O
_	_	_	O
외교부	외교부	NNG	O
_	_	_	O
한반도	한반도	NNP	O
사무	사무	NNG	O
특별	특별	NNG	O
대표	대표	NNG	O
의	의	JKG	O
_	_	_	O
방북	방북	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
반대	반대	NNG	O
_	_	_	O
입장	입장	NNG	O
을	을	JKO	O
_	_	_	O
명확히	명확히	MAG	O
_	_	_	O
전달	전달하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 이날 방송에서는 ‘문 닫기 전에 가봐야 할 가게’로 총 네 곳의 장면 식당을 소개했다.
## 이날 방송에서는 ‘문 닫기 전에 가봐야 할 가게’로 총 <네 곳:NOH>의 장면 식당을 소개했다.
이날	이날	NNG	O
_	_	_	O
방송	방송	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
문	문	NNG	O
_	_	_	O
닫	닫	VV	O
기	기	ETN	O
_	_	_	O
전	전	NNG	O
에	에	JKB	O
_	_	_	O
가	가+아	VV+EC	O
봐야	보+아야	VX+EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
가게	가게	NNG	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
총	총	MM	O
_	_	_	O
네	네	MM	B-NOH
_	_	_	I-NOH
곳	곳	NNG	I-NOH
의	의	JKG	O
_	_	_	O
장면	장면	NNG	O
_	_	_	O
식당	식당	NNG	O
을	을	JKO	O
_	_	_	O
소개	소개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

