## 1
## 이태훈 원장
## <이태훈:PER> 원장
이태훈	이태훈	NNP	B-PER
보류	보류하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 아시아나항공 현직 기내승무원 4명도 함께 참여한 와인 선정회는 프랑스, 이탈리아, 미국, 오스트레일리아 등 다양한 산지의 와인 292종을 대상으로 블라인드 테이스팅(와인 이름과 레이블을 가리고 시음)으로 진행했다.
## <아시아나항공:ORG> 현직 기내승무원 <4명:NOH>도 함께 참여한 와인 선정회는 <프랑스:LOC>, <이탈리아:LOC>, <미국:LOC>, <오스트레일리아:LOC> 등 다양한 산지의 와인 <292종:NOH>을 대상으로 블라인드 테이스팅(와인 이름과 레이블을 가리고 시음)으로 진행했다.
아시아나항공	아시아나항공	NNP	B-ORG
_	_	_	O
현직	현직	NNG	O
_	_	_	O
기내	기내	NNG	O
승무원	승무원	NNG	O
_	_	_	O
4	4	SN	B-NOH
명	명	NNB	I-NOH
도	도	JX	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
참여한	참여하+ㄴ	VV+ETM	O
_	_	_	O
와인	와인	NNG	O
_	_	_	O
선정회	선정회	NNP	O
는	는	JX	O
_	_	_	O
프랑스	프랑스	NNP	B-LOC
,	,	SP	O
_	_	_	O
이탈리아	이탈리아	NNP	B-LOC
,	,	SP	O
_	_	_	O
미국	미국	NNP	B-LOC
,	,	SP	O
_	_	_	O
오스트레일리아	오스트레일리아	NNP	B-LOC
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
산지	산지	NNG	O
의	의	JKG	O
_	_	_	O
와인	와인	NNG	O
_	_	_	O
292	292	SN	B-NOH
종	종	NNG	I-NOH
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
블라인드	블라인드	NNG	O
_	_	_	O
테이	테이	NNP	O
스팅	스팅	NNG	O
(	(	SS	O
와인	와인	NNG	O
_	_	_	O
이름	이름	NNG	O
과	과	JC	O
_	_	_	O
레이블	레이블	NNG	O
을	을	JKO	O
_	_	_	O
가리	가리	VV	O
고	고	EC	O
_	_	_	O
시음	시음	NNG	O
)	)	SS	O
으로	으로	JKB	O
_	_	_	O
진행	진행하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 함윤경 대표, 깐깐한 소비자에서 디자이너 CEO로 파스텔톤의 다양한 색상과 독특한 소재도 길리 백팩이 센세이션을 일으키는 데 한몫했다.
## <함윤경:PER> 대표, 깐깐한 소비자에서 디자이너 CEO로 파스텔톤의 다양한 색상과 독특한 소재도 길리 백팩이 센세이션을 일으키는 데 한몫했다.
함윤경	함윤경	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
,	,	SP	O
_	_	_	O
깐깐한	깐깐하+ㄴ	VA+ETM	O
_	_	_	O
소비자	소비자	NNG	O
에서	에서	JKB	O
_	_	_	O
디자이너	디자이너	NNG	O
_	_	_	O
CEO	CEO	SL	O
로	로	JKB	O
_	_	_	O
파스텔	파스텔	NNG	O
톤	톤	NNG	O
의	의	JKG	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
색상	색상	NNG	O
과	과	JC	O
_	_	_	O
독특한	독특하+ㄴ	VA+ETM	O
_	_	_	O
소재	소재	NNG	O
도	도	JX	O
_	_	_	O
길리	길리	NNP	O
_	_	_	O
백팩	백팩	NNG	O
이	이	JKS	O
_	_	_	O
센세이션	센세이션	NNG	O
을	을	JKO	O
_	_	_	O
일으키	일으키	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
한몫	한몫+하	NNG+VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 매년 로봇 수요는 30% 가까이 증가하고 있다.
## 매년 로봇 수요는 <30%:PNT> 가까이 증가하고 있다.
매년	매년	MAG	O
_	_	_	O
로봇	로봇	NNG	O
_	_	_	O
수요	수요	NNG	O
는	는	JX	O
_	_	_	O
30	30	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
가까이	가까이	MAG	O
_	_	_	O
증가하	증가하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 24일 선보인 뒤 어제 오후 6시까지의 승인액이 12조 원을 넘었다.
## <24일:DAT> 선보인 뒤 어제 <오후 6시:TIM>까지의 승인액이 <12조 원:MNY>을 넘었다.
24	24	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
선보인	선보이+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
어제	어제	NNG	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
6	6	SN	I-TIM
시	시	NNB	I-TIM
까지	까지	JX	O
의	의	JKG	O
_	_	_	O
승인	승인	NNG	O
액	액	XSN	O
이	이	JKS	O
_	_	_	O
12	12	SN	B-MNY
조	조	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
넘	넘	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 입학본부는 전국의 군 지역을 대상으로 ‘찾아가는 전형안내’도 실시하고 있다.
## <입학본부:ORG>는 전국의 군 지역을 대상으로 ‘찾아가는 전형안내’도 실시하고 있다.
입학	입학	NNG	B-ORG
본부	본부	NNG	I-ORG
는	는	JX	O
_	_	_	O
전국	전국	NNG	O
의	의	JKG	O
_	_	_	O
군	군	NNG	O
_	_	_	O
지역	지역	NNG	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
‘	‘	SS	O
찾아가	찾아가	VV	O
는	는	ETM	O
_	_	_	O
전형	전형	NNG	O
안내	안내	NNG	O
’	’	SS	O
도	도	JX	O
_	_	_	O
실시하	실시하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 2-0으로 앞선 제주는 이 때까지 성남 원정에서 0-0으로 맞선 인천과 골 득실차를 1골(인천 +3, 제주 +2)까지 좁혔다.
## <2-0:NOH>으로 앞선 <제주:ORG>는 이 때까지 <성남:LOC> 원정에서 <0-0:NOH>으로 맞선 <인천:ORG>과 골 득실차를 <1골:NOH>(<인천:ORG> +<3:NOH>, <제주:ORG> +<2:NOH>)까지 좁혔다.
2	2	SN	B-NOH
-	-	SO	I-NOH
0	0	SN	I-NOH
으로	으로	JKB	O
_	_	_	O
앞선	앞서+ㄴ	VV+ETM	O
_	_	_	O
제주	제주	NNG	B-ORG
는	는	JX	O
_	_	_	O
이	이	MM	O
_	_	_	O
때	때	NNG	O
까지	까지	JX	O
_	_	_	O
성남	성남	NNP	B-LOC
_	_	_	O
원정	원정	NNG	O
에서	에서	JKB	O
_	_	_	O
0	0	SN	B-NOH
-	-	SO	I-NOH
0	0	SN	I-NOH
으로	으로	JKB	O
_	_	_	O
맞선	맞서+ㄴ	VV+ETM	O
_	_	_	O
인천	인천	NNP	B-ORG
과	과	JC	O
_	_	_	O
골	골	NNG	O
_	_	_	O
득실	득실	NNG	O
차	차	NNG	O
를	를	JKO	O
_	_	_	O
1	1	SN	B-NOH
골	골	NNG	I-NOH
(	(	SS	O
인천	인천	NNP	B-ORG
_	_	_	O
+	+	SW	O
3	3	SN	B-NOH
,	,	SP	O
_	_	_	O
제주	제주	NNP	B-ORG
_	_	_	O
+	+	SW	O
2	2	SN	B-NOH
)	)	SS	O
까지	까지	JX	O
_	_	_	O
좁	좁히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## ▲오후 2시33분&2시47분서울 원정에 나선 전남 이종호가 득점에 성공했고, 전국 6개 경기장이 하프타임에 돌입했다.
## ▲<오후 2시33분:TIM>&<2시47분:TIM><서울:LOC> 원정에 나선 <전남:ORG> <이종호:PER>가 득점에 성공했고, 전국 <6개:NOH> 경기장이 하프타임에 돌입했다.
▲	▲	SW	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
2	2	SN	I-TIM
시	시	NNB	I-TIM
33	33	SN	I-TIM
분	분	NNB	I-TIM
&	&	SW	O
2	2	SN	B-TIM
시	시	NNB	I-TIM
47	47	SN	I-TIM
분	분	XSN	I-TIM
서울	서울	NNP	B-LOC
_	_	_	O
원정	원정	NNG	O
에	에	JKB	O
_	_	_	O
나선	나서+ㄴ	VV+ETM	O
_	_	_	O
전남	전남	NNP	B-ORG
_	_	_	O
이종호	이종호	NNP	B-PER
가	가	JKS	O
_	_	_	O
득점	득점	NNG	O
에	에	JKB	O
_	_	_	O
성공	성공하	VV	O
했	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
전국	전국	NNG	O
_	_	_	O
6	6	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
경기장	경기장	NNG	O
이	이	JKS	O
_	_	_	O
하프타임	하프타임	NNG	O
에	에	JKB	O
_	_	_	O
돌입	돌입하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 견본주택은 오늘(21일) 문 연다.
## 견본주택은 오늘(<21일:DAT>) 문 연다.
견본	견본	NNG	O
주택	주택	NNG	O
은	은	JX	O
_	_	_	O
오늘	오늘	NNG	O
(	(	SS	O
21	21	SN	B-DAT
일	일	NNB	I-DAT
)	)	SS	O
_	_	_	O
문	문	NNG	O
_	_	_	O
연다	열+ㄴ다	VV+EF	O
.	.	SF	O

## 15
## 1981년 연세대 경영학과를 졸업하고 미국 워싱턴대 세인트루이스 경영대학원에 입학, MBA에 도전했다.
## <1981년:DAT> <연세대 경영학과:ORG>를 졸업하고 <미국:LOC> <워싱턴대 세인트루이스 경영대학원:ORG>에 입학, <MBA:ORG>에 도전했다.
1981	1981	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
연세대	연세대	NNP	B-ORG
_	_	_	I-ORG
경영학	경영학	NNG	I-ORG
과	과	NNG	I-ORG
를	를	JKO	O
_	_	_	O
졸업하	졸업하	VV	O
고	고	EC	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
워싱턴	워싱턴	NNP	B-ORG
대	대	NNB	I-ORG
_	_	_	I-ORG
세인트루이스	세인트루이스	NNP	I-ORG
_	_	_	I-ORG
경영	경영	NNG	I-ORG
대학원	대학원	NNG	I-ORG
에	에	JKB	O
_	_	_	O
입학	입학	NNG	O
,	,	SP	O
_	_	_	O
MBA	MBA	SL	B-ORG
에	에	JKB	O
_	_	_	O
도전	도전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 당초 토트넘은 ‘손흥민이 발을 다쳤고 의료진이 상태를 확인하고 있다’며 자세한 부상 정도를 밝히지 않았다.
## 당초 <토트넘:ORG>은 ‘<손흥민:PER>이 발을 다쳤고 의료진이 상태를 확인하고 있다’며 자세한 부상 정도를 밝히지 않았다.
당초	당초	NNG	O
_	_	_	O
토트넘	토트넘	NNP	B-ORG
은	은	JX	O
_	_	_	O
‘	‘	SS	O
손흥민	손흥민	NNP	B-PER
이	이	JKS	O
_	_	_	O
발	발	NNG	O
을	을	JKO	O
_	_	_	O
다	다치	VV	O
쳤	었	EP	O
고	고	EC	O
_	_	_	O
의료진	의료진	NNG	O
이	이	JKS	O
_	_	_	O
상태	상태	NNG	O
를	를	JKO	O
_	_	_	O
확인하	확인하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
’	’	SS	O
며	며	EC	O
_	_	_	O
자세한	자세하+ㄴ	VA+ETM	O
_	_	_	O
부상	부상	NNG	O
_	_	_	O
정도	정도	NNG	O
를	를	JKO	O
_	_	_	O
밝히	밝히	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

