## 1
## 국민생활체육회는 2012년부터 매년 새로운 대학생 명예기자단을 선발해 운영하고 있다.
## <국민생활체육회:ORG>는 <2012년:DAT>부터 매년 새로운 대학생 명예기자단을 선발해 운영하고 있다.
국민	국민	NNG	B-ORG
받	받	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 다만 미국이 먼저 대화를 제의하기는 어렵고 북한이 창구로 나올 것으로 믿고 있다.
## 다만 <미국:ORG>이 먼저 대화를 제의하기는 어렵고 <북한:ORG>이 창구로 나올 것으로 믿고 있다.
다만	다만	MAG	O
_	_	_	O
미국	미국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
대화	대화	NNG	O
를	를	JKO	O
_	_	_	O
제의하	제의하	VV	O
기	기	ETN	O
는	는	JX	O
_	_	_	O
어렵	어렵	VA	O
고	고	EC	O
_	_	_	O
북한	북한	NNP	B-ORG
이	이	JKS	O
_	_	_	O
창구	창구	NNG	O
로	로	JKB	O
_	_	_	O
나올	나오+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
믿	믿	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## iOS9 업데이트, 운영체제 용량 줄어...더 많은 ‘저장공간’ 확보iOS9 업데이트애플은 운영체제 iOS의 최신 업데이트 버전인 'iOS9'를 17일(한국시각) 2시에 배포했다애플은 지난 9일(현지시간) 미국 샌프란시스코에서 열린 미디어 행사에서 iOS9을 기존 애플 디바이스 사용자들을 대상으로 16일 제공한다고 밝혔다.
## <iOS9:POH> 업데이트, 운영체제 용량 줄어...더 많은 ‘저장공간’ 확보<iOS9:POH> 업데이트<애플:ORG>은 운영체제 <iOS:POH>의 최신 업데이트 버전인 '<iOS9:POH>'를 <17일:DAT>(<한국:LOC>시각) <2시:TIM>에 배포했다<애플:ORG>은 지난 <9일:DAT>(현지시간) <미국:LOC> <샌프란시스코:LOC>에서 열린 미디어 행사에서 <iOS9:POH>을 기존 <애플:ORG> 디바이스 사용자들을 대상으로 <16일:DAT> 제공한다고 밝혔다.
iOS	iOS	SL	B-POH
9	9	SN	I-POH
_	_	_	O
업데이트	업데이트	NNG	O
,	,	SP	O
_	_	_	O
운영	운영	NNG	O
체제	체제	NNG	O
_	_	_	O
용량	용량	NNG	O
_	_	_	O
줄	줄	VV	O
어	어	EF	O
.	.	SF	O
.	.	SF	O
.	.	SF	O
더	더	MAG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
‘	‘	SS	O
저장	저장	NNG	O
공간	공간	NNG	O
’	’	SS	O
_	_	_	O
확보	확보	NNG	O
iOS	iOS	SL	B-POH
9	9	SN	I-POH
_	_	_	O
업데이트	업데이트	NNG	O
애플	애플	NNP	B-ORG
은	은	JX	O
_	_	_	O
운영	운영	NNG	O
체제	체제	NNG	O
_	_	_	O
iOS	iOS	SL	B-POH
의	의	JKG	O
_	_	_	O
최신	최신	NNG	O
_	_	_	O
업데이트	업데이트	NNG	O
_	_	_	O
버전	버전	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
'	'	SS	O
iOS	iOS	SL	B-POH
9	9	SN	I-POH
'	'	SS	O
를	를	JKO	O
_	_	_	O
17	17	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
한국	한국	NNP	B-LOC
시각	시각	NNG	O
)	)	SS	O
_	_	_	O
2	2	SN	B-TIM
시	시	NNB	I-TIM
에	에	JKB	O
_	_	_	O
배포	배포하	VV	O
했	였	EP	O
다	다	EC	O
애플	애플	NNP	B-ORG
은	은	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
현지	현지	NNG	O
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
샌프란시스코	샌프란시스코	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
미디어	미디어	NNG	O
_	_	_	O
행사	행사	NNG	O
에서	에서	JKB	O
_	_	_	O
iOS	iOS	SL	B-POH
9	9	SN	I-POH
을	을	JKO	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
애플	애플	NNP	B-ORG
_	_	_	O
디바이스	디바이스	NNG	O
_	_	_	O
사용자	사용자	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
16	16	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
제공한다고	제공하+ㄴ다고	VV+EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 애플 측에 따르면 iOS9은 아이폰4S부터 이후 모든 모델의 아이폰과 호환되고 아이팟 5세대 이후 모든 모델, 아이패드2, 아이패드 에어, 아이패드 미니 이후 모든 아이패드 모델에서 업데이트를 진행 할 수 있다.
## <애플:ORG> 측에 따르면 <iOS9:POH>은 <아이폰4S:POH>부터 이후 모든 모델의 아이폰과 호환되고 아이팟 <5세대:NOH> 이후 모든 모델, <아이패드2:POH>, <아이패드 에어:POH>, <아이패드 미니:POH> 이후 모든 <아이패드:POH> 모델에서 업데이트를 진행 할 수 있다.
애플	애플	NNP	B-ORG
_	_	_	O
측	측	NNB	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
iOS	iOS	SL	B-POH
9	9	SN	I-POH
은	은	JX	O
_	_	_	O
아이폰	아이폰	NNG	B-POH
4	4	SN	I-POH
S	S	SL	I-POH
부터	부터	JX	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
모델	모델	NNG	O
의	의	JKG	O
_	_	_	O
아이폰	아이폰	NNG	O
과	과	JKB	O
_	_	_	O
호환	호환	NNG	O
되	되	XSV	O
고	고	EC	O
_	_	_	O
아이팟	아이팟	NNG	O
_	_	_	O
5	5	SN	B-NOH
세대	세대	NNG	I-NOH
_	_	_	O
이후	이후	NNG	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
모델	모델	NNG	O
,	,	SP	O
_	_	_	O
아이패드	아이패드	NNG	B-POH
2	2	SN	I-POH
,	,	SP	O
_	_	_	O
아이패드	아이패드	NNG	B-POH
_	_	_	I-POH
에어	에어	NNG	I-POH
,	,	SP	O
_	_	_	O
아이패드	아이패드	NNG	B-POH
_	_	_	I-POH
미니	미니	NNG	I-POH
_	_	_	O
이후	이후	NNG	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
아이패드	아이패드	NNG	B-POH
_	_	_	O
모델	모델	NNG	O
에서	에서	JKB	O
_	_	_	O
업데이트	업데이트	NNG	O
를	를	JKO	O
_	_	_	O
진행	진행	NNG	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 10
## iOS9의 가장 큰 특징은 운영체제의 용량 자체가 줄어 사용자들이 저장공간을 더 많이 활용할 수 있도록 했다는 점이다.
## <iOS9:POH>의 가장 큰 특징은 운영체제의 용량 자체가 줄어 사용자들이 저장공간을 더 많이 활용할 수 있도록 했다는 점이다.
iOS	iOS	SL	B-POH
9	9	SN	I-POH
의	의	JKG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
특징	특징	NNG	O
은	은	JX	O
_	_	_	O
운영	운영	NNG	O
체제	체제	NNG	O
의	의	JKG	O
_	_	_	O
용량	용량	NNG	O
_	_	_	O
자체	자체	NNG	O
가	가	JKS	O
_	_	_	O
줄	줄	VV	O
어	어	EC	O
_	_	_	O
사용자	사용자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
저장	저장	NNG	O
공간	공간	NNG	O
을	을	JKO	O
_	_	_	O
더	더	MAG	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
활용할	활용하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
했	+였	+EP	O
다는	다는	ETM	O
_	_	_	O
점	점	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 남이 쳐다보지 않는 기술, 연관기술을 촉발할 수 있는 기술을 찾는 것이 실리콘밸리의 특징이기도 하다.
## 남이 쳐다보지 않는 기술, 연관기술을 촉발할 수 있는 기술을 찾는 것이 <실리콘밸리:ORG>의 특징이기도 하다.
남	남	NNG	O
이	이	JKS	O
_	_	_	O
쳐다보	쳐다보	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
기술	기술	NNG	O
,	,	SP	O
_	_	_	O
연관	연관	NNG	O
기술	기술	NNG	O
을	을	JKO	O
_	_	_	O
촉발할	촉발하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
기술	기술	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
실리콘밸리	실리콘밸리	NNP	B-ORG
의	의	JKG	O
_	_	_	O
특징	특징	NNG	O
이	이	VCP	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
하	하	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 김상곤 혁신위원장은 “지금 판단으로는 당 대표도 포함돼야 한다고 본다”고 말했다.
## <김상곤:PER> 혁신위원장은 “지금 판단으로는 당 대표도 포함돼야 한다고 본다”고 말했다.
김상곤	김상곤	NNP	B-PER
_	_	_	O
혁신	혁신	NNG	O
위원장	위원장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
지금	지금	MAG	O
_	_	_	O
판단	판단	NNG	O
으로	으로	JKB	O
는	는	JX	O
_	_	_	O
당	당	NNG	O
_	_	_	O
대표	대표	NNG	O
도	도	JX	O
_	_	_	O
포함돼야	포함되+어야	VV+EC	O
_	_	_	O
한다고	하+ㄴ다고	VX+EC	O
_	_	_	O
본다	보+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 구직단념자는 취업의사와 능력은 있고 지난 1년 내 구직 경험도 있으나 노동시장적 사유로 일자리를 구하지 못한 사람을 일컫는다.
## 구직단념자는 취업의사와 능력은 있고 지난 <1년 내:DUR> 구직 경험도 있으나 노동시장적 사유로 일자리를 구하지 못한 사람을 일컫는다.
구직	구직	NNG	O
단념	단념	NNG	O
자	자	XSN	O
는	는	JX	O
_	_	_	O
취업	취업	NNG	O
의사	의사	NNG	O
와	와	JC	O
_	_	_	O
능력	능력	NNG	O
은	은	JX	O
_	_	_	O
있	있	VA	O
고	고	EC	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
1	1	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	I-DUR
내	나+의	NP+JKG	I-DUR
_	_	_	O
구직	구직	NNG	O
_	_	_	O
경험	경험	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
으나	으나	EC	O
_	_	_	O
노동시장	노동시장	NNG	O
적	적	XSN	O
_	_	_	O
사유	사유	NNG	O
로	로	JKB	O
_	_	_	O
일자리	일자리	NNG	O
를	를	JKO	O
_	_	_	O
구하	구하	VV	O
지	지	EC	O
_	_	_	O
못한	못하+ㄴ	VX+ETM	O
_	_	_	O
사람	사람	NNG	O
을	을	JKO	O
_	_	_	O
일컫	일컫	VV	O
는다	는다	EF	O
.	.	SF	O

## 14
## 2000년 사명을 캐리마로 바꾼 후 디지털 광학 기술을 활용한 3차원(3D) 프린터 제조에 뛰어들었다.
## <2000년:DAT> 사명을 캐리마로 바꾼 후 디지털 광학 기술을 활용한 <3차원:NOH>(<3D:NOH>) 프린터 제조에 뛰어들었다.
2000	2000	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
사명	사명	NNG	O
을	을	JKO	O
_	_	_	O
캐리	캐리	NNP	O
마	마	NNG	O
로	로	JKB	O
_	_	_	O
바꾼	바꾸+ㄴ	VV+ETM	O
_	_	_	O
후	후	NNG	O
_	_	_	O
디지털	디지털	NNG	O
_	_	_	O
광학	광학	NNG	O
_	_	_	O
기술	기술	NNG	O
을	을	JKO	O
_	_	_	O
활용한	활용하+ㄴ	VV+ETM	O
_	_	_	O
3	3	SN	B-NOH
차원	차원	NNG	I-NOH
(	(	SS	O
3	3	SN	B-NOH
D	D	SL	I-NOH
)	)	SS	O
_	_	_	O
프린터	프린터	NNG	O
_	_	_	O
제조	제조	NNG	O
에	에	JKB	O
_	_	_	O
뛰어들	뛰어들	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

