## 1
## 동계 훈련은 어떻게 하고 있나.“집이 인천이라 오전에 팔당팀 선수들과 스피돔에서 트랙훈련을 하고 오후에는 아라뱃길 도로훈련을 한다.
## 동계 훈련은 어떻게 하고 있나.“집이 <인천:LOC>이라 오전에 <팔당팀:ORG> 선수들과 <스피돔:LOC>에서 트랙훈련을 하고 오후에는 아라뱃길 도로훈련을 한다.
동계	동계	NNG	O
는	는	ETM	O
_	_	_	O
고객	고객	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
영국	영국	NNP	B-LOC
의	의	JKG	O
_	_	_	O
멋	멋	NNG	O
을	을	JKO	O
_	_	_	O
알	알+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
공간	공간	NNG	O
으로	으로	JKB	O
_	_	_	O
구성	구성	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 총 13명의 구성된 마운드를 선발 4명, 제2선발 5명, 구원 4명으로 운용한다는 뜻이다.
## 총 <13명:NOH>의 구성된 마운드를 선발 <4명:NOH>, <제2:NOH>선발 <5명:NOH>, 구원 <4명:NOH>으로 운용한다는 뜻이다.
총	총	MM	O
_	_	_	O
13	13	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
구성된	구성되+ㄴ	VV+ETM	O
_	_	_	O
마운드	마운드	NNG	O
를	를	JKO	O
_	_	_	O
선발	선발	NNG	O
_	_	_	O
4	4	SN	B-NOH
명	명	NNB	I-NOH
,	,	SP	O
_	_	_	O
제	제	XPN	B-NOH
2	2	SN	I-NOH
선발	선발	NNG	O
_	_	_	O
5	5	SN	B-NOH
명	명	NNB	I-NOH
,	,	SP	O
_	_	_	O
구원	구원	NNG	O
_	_	_	O
4	4	SN	B-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
운용한다는	운용하+ㄴ다는	VV+ETM	O
_	_	_	O
뜻	뜻	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 이 밖에 저우샤오촨은 “위안화 가치가 거의 안정되고 있다”고 말했다.
## 이 밖에 <저우샤오촨:PER>은 “위안화 가치가 거의 안정되고 있다”고 말했다.
이	이	MM	O
_	_	_	O
밖	밖	NNG	O
에	에	JKB	O
_	_	_	O
저우샤오촨	저우샤오촨	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
위안	위안	NNB	O
화	화	XSN	O
_	_	_	O
가치	가치	NNG	O
가	가	JKS	O
_	_	_	O
거의	거의	MAG	O
_	_	_	O
안정되	안정되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 중국은 이미 세계 최대의 로봇 시장이다.
## <중국:LOC>은 이미 세계 최대의 로봇 시장이다.
중국	중국	NNP	B-LOC
은	은	JX	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
최대	최대	NNG	O
의	의	JKG	O
_	_	_	O
로봇	로봇	NNG	O
_	_	_	O
시장	시장	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 올림픽으로 성장한 대한민국의 모습을 알린 그 여세로 세계 시장을 공략하자는 전략이었다.
## 올림픽으로 성장한 <대한민국:ORG>의 모습을 알린 그 여세로 세계 시장을 공략하자는 전략이었다.
올림픽	올림픽	NNG	O
으로	으로	JKB	O
_	_	_	O
성장한	성장하+ㄴ	VV+ETM	O
_	_	_	O
대한민국	대한민국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
알린	알리+ㄴ	VV+ETM	O
_	_	_	O
그	그	MM	O
_	_	_	O
여세	여세	NNG	O
로	로	JKB	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
시장	시장	NNG	O
을	을	JKO	O
_	_	_	O
공략하	공략하	VV	O
자는	자는	ETM	O
_	_	_	O
전략	전략	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 한국공항공사 청주지사 측은 이 같은 청주공항의 성장 배경을 △2008년 시작된 24시간 공항 운영 △지난해 4월부터 시행한 120시간 무비자 환승공항 지정에 따른 중국인 관광객 지속 증가 △중국 정기노선 3개에서 7개로 확대 △홍콩 노선 정기노선화 △진에어 제주 노선 신규 취항 등을 꼽고 있다.
## <한국공항공사 청주지사:ORG> 측은 이 같은 <청주공항:ORG>의 성장 배경을 △<2008년:DAT> 시작된 <24시간:DUR> 공항 운영 △지난해 <4월:DAT>부터 시행한 <120시간:DUR> 무비자 환승공항 지정에 따른 중국인 관광객 지속 증가 △<중국:LOC> 정기노선 <3개:NOH>에서 <7개:NOH>로 확대 △<홍콩:LOC> 노선 정기노선화 △<진에어:ORG> <제주:LOC> 노선 신규 취항 등을 꼽고 있다.
한국공항공사	한국공항공사	NNP	B-ORG
_	_	_	I-ORG
청주	청주	NNP	I-ORG
지사	지사	NNG	I-ORG
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
이	이	MM	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
청주	청주	NNP	B-ORG
공항	공항	NNG	I-ORG
의	의	JKG	O
_	_	_	O
성장	성장	NNG	O
_	_	_	O
배경	배경	NNG	O
을	을	JKO	O
_	_	_	O
△	△	SW	O
2008	2008	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
시작된	시작되+ㄴ	VV+ETM	O
_	_	_	O
24	24	SN	B-DUR
시간	시간	NNB	I-DUR
_	_	_	O
공항	공항	NNG	O
_	_	_	O
운영	운영	NNG	O
_	_	_	O
△	△	SW	O
지난해	지난해	NNG	O
_	_	_	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
시행한	시행하+ㄴ	VV+ETM	O
_	_	_	O
120	120	SN	B-DUR
시간	시간	NNB	I-DUR
_	_	_	O
무	무	XPN	O
비자	비자	NNG	O
_	_	_	O
환승	환승	NNG	O
공항	공항	NNG	O
_	_	_	O
지정	지정	NNG	O
에	에	JKB	O
_	_	_	O
따른	따르+ㄴ	VV+ETM	O
_	_	_	O
중국인	중국인	NNG	O
_	_	_	O
관광객	관광객	NNG	O
_	_	_	O
지속	지속	NNG	O
_	_	_	O
증가	증가	NNG	O
_	_	_	O
△	△	SW	O
중국	중국	NNP	B-LOC
_	_	_	O
정기	정기	NNG	O
노선	노선	NNG	O
_	_	_	O
3	3	SN	B-NOH
개	개	NNB	I-NOH
에서	에서	JKB	O
_	_	_	O
7	7	SN	B-NOH
개	개	NNB	I-NOH
로	로	JKB	O
_	_	_	O
확대	확대	NNG	O
_	_	_	O
△	△	SW	O
홍콩	홍콩	NNP	B-LOC
_	_	_	O
노선	노선	NNG	O
_	_	_	O
정기	정기	NNG	O
노선	노선	NNG	O
화	화	XSN	O
_	_	_	O
△	△	SW	O
진	진	NNG	B-ORG
에어	에어	NNG	I-ORG
_	_	_	O
제주	제주	NNP	B-LOC
_	_	_	O
노선	노선	NNG	O
_	_	_	O
신규	신규	NNG	O
_	_	_	O
취항	취항	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
꼽	꼽	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 새 시스템에 대한 호기심이 크다. 브라질에서 온 2명의 코치가 훈련을 리드한다.
## 새 시스템에 대한 호기심이 크다. <브라질:LOC>에서 온 <2명:NOH>의 코치가 훈련을 리드한다.
새	새	MM	O
_	_	_	O
시스템	시스템	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
호기심	호기심	NNG	O
이	이	JKS	O
_	_	_	O
크	크	VA	O
다	다	EF	O
.	.	SF	O
_	_	_	O
브라질	브라질	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
온	오+ㄴ	VV+ETM	O
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
코치	코치	NNG	O
가	가	JKS	O
_	_	_	O
훈련	훈련	NNG	O
을	을	JKO	O
_	_	_	O
리드한다	리드하+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 당시 러시아의 중앙은행은 개혁군주 알렉산드르 2세의 사재로 설립된 내각의 부속기구였으며, 국고금 관리에 초점이 맞추어져 있었다.
## 당시 <러시아:LOC>의 <중앙은행:ORG>은 개혁군주 <알렉산드르 2세:PER>의 사재로 설립된 내각의 부속기구였으며, 국고금 관리에 초점이 맞추어져 있었다.
당시	당시	NNG	O
_	_	_	O
러시아	러시아	NNP	B-LOC
의	의	JKG	O
_	_	_	O
중앙은행	중앙은행	NNG	B-ORG
은	은	JX	O
_	_	_	O
개혁	개혁	NNG	O
군주	군주	NNG	O
_	_	_	O
알렉산드르	알렉산드르	NNP	B-PER
_	_	_	I-PER
2	2	SN	I-PER
세	세	NNB	I-PER
의	의	JKG	O
_	_	_	O
사재	사재	NNG	O
로	로	JKB	O
_	_	_	O
설립된	설립되+ㄴ	VV+ETM	O
_	_	_	O
내각	내각	NNG	O
의	의	JKG	O
_	_	_	O
부속	부속	NNG	O
기구	기구+이	NNG+VCP	O
였	었	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
국고금	국고금	NNG	O
_	_	_	O
관리	관리	NNG	O
에	에	JKB	O
_	_	_	O
초점	초점	NNG	O
이	이	JKS	O
_	_	_	O
맞추	맞추	VV	O
어	어	EC	O
져	지+어	VX+EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## ‘리멤버’ 남궁민, 도로 위에서 골프채 난동 ‘섬뜩’
## ‘<리멤버:POH>’ <남궁민:PER>, 도로 위에서 골프채 난동 ‘섬뜩’
‘	‘	SS	O
리멤버	리멤버	NNG	B-POH
’	’	SS	O
_	_	_	O
남궁민	남궁민	NNP	B-PER
,	,	SP	O
_	_	_	O
도로	도로	NNG	O
_	_	_	O
위	위	NNG	O
에서	에서	JKB	O
_	_	_	O
골프채	골프채	NNG	O
_	_	_	O
난동	난동	NNG	O
_	_	_	O
‘	‘	SS	O
섬뜩	섬뜩	MAG	O
’	’	SS	O

## 13
## 신한은행 본점 앞은 지난번 보도에서 승객 대기 행렬이 길어 보행자 불편이 심한 곳으로 지적된 곳이다.
## <신한은행:ORG> 본점 앞은 지난번 보도에서 승객 대기 행렬이 길어 보행자 불편이 심한 곳으로 지적된 곳이다.
신한은행	신한은행	NNP	B-ORG
_	_	_	O
본점	본점	NNG	O
_	_	_	O
앞	앞	NNG	O
은	은	JX	O
_	_	_	O
지난번	지난번	NNG	O
_	_	_	O
보도	보도	NNG	O
에서	에서	JKB	O
_	_	_	O
승객	승객	NNG	O
_	_	_	O
대기	대기	NNG	O
_	_	_	O
행렬	행렬	NNG	O
이	이	JKS	O
_	_	_	O
길	길	VA	O
어	어	EC	O
_	_	_	O
보행자	보행자	NNG	O
_	_	_	O
불편	불편	NNG	O
이	이	JKS	O
_	_	_	O
심한	심하+ㄴ	VA+ETM	O
_	_	_	O
곳	곳	NNG	O
으로	으로	JKB	O
_	_	_	O
지적된	지적되+ㄴ	VV+ETM	O
_	_	_	O
곳	곳	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 정부가 EU와 최종 합의 전 반드시 의회 승인을 받아야 한다는 얘기다.
## 정부가 <EU:ORG>와 최종 합의 전 반드시 의회 승인을 받아야 한다는 얘기다.
정부	정부	NNG	O
가	가	JKS	O
_	_	_	O
EU	EU	SL	B-ORG
와	와	JC	O
_	_	_	O
최종	최종	NNG	O
_	_	_	O
합의	합의	NNG	O
_	_	_	O
전	전	NNG	O
_	_	_	O
반드시	반드시	MAG	O
_	_	_	O
의회	의회	NNG	O
_	_	_	O
승인	승인	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
아야	아야	EC	O
_	_	_	O
한다는	하+ㄴ다는	VX+ETM	O
_	_	_	O
얘기	얘기+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 15
## 대한민국은 지금 과잉복지와 증세 논쟁으로 전쟁 중이다.
## <대한민국:ORG>은 지금 과잉복지와 증세 논쟁으로 전쟁 중이다.
대한민국	대한민국	NNP	B-ORG
은	은	JX	O
_	_	_	O
지금	지금	MAG	O
_	_	_	O
과잉	과잉	NNG	O
복지	복지	NNG	O
와	와	JC	O
_	_	_	O
증세	증세	NNG	O
_	_	_	O
논쟁	논쟁	NNG	O
으로	으로	JKB	O
_	_	_	O
전쟁	전쟁	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 16
## 김 전 대표는 반문(反文) 기치를 분명히 하면서 “이번 대선은 힘을 합쳐보겠다는 유능(有能)과 혼자 하겠다는 무능(無能)의 대결이라고 말해 자강론자인 안철수 국민의당 후보도 에둘러 비판했다.
## <김:PER> 전 대표는 반문(反文) 기치를 분명히 하면서 “이번 대선은 힘을 합쳐보겠다는 유능(有能)과 혼자 하겠다는 무능(無能)의 대결이라고 말해 자강론자인 <안철수:PER> <국민의당:ORG> 후보도 에둘러 비판했다.
김	김	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
반	반	XPN	O
문	문	NNP	O
(	(	SS	O
反文	反文	SH	O
)	)	SS	O
_	_	_	O
기치	기치	NNG	O
를	를	JKO	O
_	_	_	O
분명히	분명히	MAG	O
_	_	_	O
하	하	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
이번	이번	NNG	O
_	_	_	O
대선	대선	NNG	O
은	은	JX	O
_	_	_	O
힘	힘	NNG	O
을	을	JKO	O
_	_	_	O
합쳐	합치+어	VV+EC	O
보	보	VX	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
유능	유능	NNG	O
(	(	SS	O
有能	有能	SH	O
)	)	SS	O
과	과	JKB	O
_	_	_	O
혼자	혼자	NNG	O
_	_	_	O
하	하	VV	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
무능	무능	NNG	O
(	(	SS	O
無能	無能	SH	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
대결	대결	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
말해	말하+여	VV+EC	O
_	_	_	O
자강	자강	NNG	O
론	론	NNG	O
자	자	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
안철수	안철수	NNP	B-PER
_	_	_	O
국민	국민	NNG	B-ORG
의당	의당	MAG	I-ORG
_	_	_	O
후보	후보	NNG	O
도	도	JX	O
_	_	_	O
에둘	에두르	VV	O
러	어	EC	O
_	_	_	O
비판	비판하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

