## 1
## 파트너 박신혜도 “이종석 씨가 애교가 많아서 촬영하면서 비타민 같은 존재다.
## 파트너 <박신혜:PER>도 “<이종석:PER> 씨가 애교가 많아서 촬영하면서 비타민 같은 존재다.
파트너	파트너	NNG	O
## 그는 극적인 실화를 소재로 한 이번 영화에서 존과 마크 두 인물의 심리를 촘촘히 묘사하는 데 주력했다.
## 그는 극적인 실화를 소재로 한 이번 영화에서 <존:PER>과 <마크:PER> 두 인물의 심리를 촘촘히 묘사하는 데 주력했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
극적	극적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
실화	실화	NNG	O
를	를	JKO	O
_	_	_	O
소재	소재	NNG	O
로	로	JKB	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
영화	영화	NNG	O
에서	에서	JKB	O
_	_	_	O
존	존	NNP	B-PER
과	과	JC	O
_	_	_	O
마크	마크	NNP	B-PER
_	_	_	O
두	두	MM	O
_	_	_	O
인물	인물	NNG	O
의	의	JKG	O
_	_	_	O
심리	심리	NNG	O
를	를	JKO	O
_	_	_	O
촘촘히	촘촘히	MAG	O
_	_	_	O
묘사하	묘사하	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
주력	주력하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이번에 T-50을 수입하는 태국 공군은 예산 문제로 4대만 우선 구입했으나 앞으로 체코산 노후 훈련기(L-39)를 T-50으로 교체할 것이라고 KAI가 밝혔다.
## 이번에 <T-50:POH>을 수입하는 <태국 공군:ORG>은 예산 문제로 <4대:NOH>만 우선 구입했으나 앞으로 체코산 노후 훈련기(<L-39:POH>)를 <T-50:POH>으로 교체할 것이라고 <KAI:ORG>가 밝혔다.
이번	이번	NNG	O
에	에	JKB	O
_	_	_	O
T	T	SL	B-POH
-	-	SO	I-POH
50	50	SN	I-POH
을	을	JKO	O
_	_	_	O
수입하	수입하	VV	O
는	는	ETM	O
_	_	_	O
태국	태국	NNP	B-ORG
_	_	_	I-ORG
공군	공군	NNG	I-ORG
은	은	JX	O
_	_	_	O
예산	예산	NNG	O
_	_	_	O
문제	문제	NNG	O
로	로	JKB	O
_	_	_	O
4	4	SN	B-NOH
대	대	NNB	I-NOH
만	만	JX	O
_	_	_	O
우선	우선	MAG	O
_	_	_	O
구입	구입하	VV	O
했	였	EP	O
으나	으나	EC	O
_	_	_	O
앞	앞	NNG	O
으로	으로	JKB	O
_	_	_	O
체코	체코	NNP	O
산	산	XSN	O
_	_	_	O
노후	노후	NNG	O
_	_	_	O
훈련기	훈련기	NNG	O
(	(	SS	O
L	L	SL	B-POH
-	-	SO	I-POH
39	39	SN	I-POH
)	)	SS	O
를	를	JKO	O
_	_	_	O
T	T	SL	B-POH
-	-	SO	I-POH
50	50	SN	I-POH
으로	으로	JKB	O
_	_	_	O
교체할	교체하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
KAI	KAI	SL	B-ORG
가	가	JKS	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 새누리당 정책위원회 산하 일자리특별위원회는 이날 오전 국회에서 최상목 기획재정부 제1차관 등 정부 당국자들과 당정 회의를 열어 최근 부실기업 구조조정에 따른 실업 문제와 관련, 추경 편성 의견을 전달했다고 추경호 특위 부위원장이 브리핑에서 밝혔다.
## <새누리당:ORG> 정책위원회 산하 일자리특별위원회는 이날 오전 국회에서 <최상목:PER> <기획재정부:ORG> <제1차관:NOH> 등 정부 당국자들과 당정 회의를 열어 최근 부실기업 구조조정에 따른 실업 문제와 관련, 추경 편성 의견을 전달했다고 <추경호:PER> 특위 부위원장이 브리핑에서 밝혔다.
새누리당	새누리당	NNP	B-ORG
_	_	_	O
정책	정책	NNG	O
위원회	위원회	NNG	O
_	_	_	O
산하	산하	NNG	O
_	_	_	O
일자리	일자리	NNG	O
특별	특별	NNG	O
위원회	위원회	NNG	O
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
오전	오전	NNG	O
_	_	_	O
국회	국회	NNG	O
에서	에서	JKB	O
_	_	_	O
최상목	최상목	NNP	B-PER
_	_	_	O
기획	기획	NNG	B-ORG
재정부	재정부	NNG	I-ORG
_	_	_	O
제	제	XPN	B-NOH
1	1	SN	I-NOH
차관	차관	NNG	I-NOH
_	_	_	O
등	등	NNB	O
_	_	_	O
정부	정부	NNG	O
_	_	_	O
당국자	당국자	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
당정	당정	NNG	O
_	_	_	O
회의	회의	NNG	O
를	를	JKO	O
_	_	_	O
열	열	VV	O
어	어	EC	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
부실	부실	NNG	O
기업	기업	NNG	O
_	_	_	O
구조	구조	NNG	O
조정	조정	NNG	O
에	에	JKB	O
_	_	_	O
따른	따르+ㄴ	VV+ETM	O
_	_	_	O
실업	실업	NNG	O
_	_	_	O
문제	문제	NNG	O
와	와	JKB	O
_	_	_	O
관련	관련	NNG	O
,	,	SP	O
_	_	_	O
추경	추경	NNG	O
_	_	_	O
편성	편성	NNG	O
_	_	_	O
의견	의견	NNG	O
을	을	JKO	O
_	_	_	O
전달	전달하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
추경호	추경호	NNP	B-PER
_	_	_	O
특위	특위	NNG	O
_	_	_	O
부위원장	부위원장	NNG	O
이	이	JKS	O
_	_	_	O
브리핑	브리핑	NNG	O
에서	에서	JKB	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 회의에 참석한 최상목 기획재정부 제1차관은 추경 편성 요구에 직접적으로 언급하지는 않았지만 “여러 필요성을 느끼고 있고, 재정의 역할에 관해서 현재 검토를 하고 있다”고 답했다고 추 부위원장은 전했다.
## 회의에 참석한 <최상목:PER> <기획재정부:ORG> <제1차관:NOH>은 추경 편성 요구에 직접적으로 언급하지는 않았지만 “여러 필요성을 느끼고 있고, 재정의 역할에 관해서 현재 검토를 하고 있다”고 답했다고 <추:PER> 부위원장은 전했다.
회의	회의	NNG	O
에	에	JKB	O
_	_	_	O
참석한	참석하+ㄴ	VV+ETM	O
_	_	_	O
최상목	최상목	NNP	B-PER
_	_	_	O
기획	기획	NNG	B-ORG
재정부	재정부	NNG	I-ORG
_	_	_	O
제	제	XPN	B-NOH
1	1	SN	I-NOH
차관	차관	NNG	I-NOH
은	은	JX	O
_	_	_	O
추경	추경	NNG	O
_	_	_	O
편성	편성	NNG	O
_	_	_	O
요구	요구	NNG	O
에	에	JKB	O
_	_	_	O
직접적	직접적	NNG	O
으로	으로	JKB	O
_	_	_	O
언급하	언급하	VV	O
지	지	EC	O
는	는	JX	O
_	_	_	O
않	않	VX	O
았	았	EP	O
지만	지만	EC	O
_	_	_	O
“	“	SS	O
여러	여러	MM	O
_	_	_	O
필요성	필요성	NNG	O
을	을	JKO	O
_	_	_	O
느끼	느끼	VV	O
고	고	EC	O
_	_	_	O
있	있	VA	O
고	고	EC	O
,	,	SP	O
_	_	_	O
재정	재정	NNG	O
의	의	JKG	O
_	_	_	O
역할	역할	NNG	O
에	에	JKB	O
_	_	_	O
관해서	관하+여서	VV+EC	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
검토	검토	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
답	답하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
추	추	NNG	B-PER
_	_	_	O
부위원장	부위원장	NNG	O
은	은	JX	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

