## 1
## 한미약품이 5조원대 기술 수출에 이어 또다시 1조원 규모 기술 수출에 성공했다.
## <한미약품:ORG>이 <5조원:MNY>대 기술 수출에 이어 또다시 <1조원:MNY> 규모 기술 수출에 성공했다.
한미약품	한미약품	NNP	B-ORG
## 지난 21일 안보리이관 이후 10일간의 협상에서 가장 쟁점이 됐던 부분은 제재조치를 시사하는 「추가조치」라는 표현과 다음번 대응의 시한명기 여부였다.
## 지난 <21일:DAT> 안보리이관 이후 <10일간:DUR>의 협상에서 가장 쟁점이 됐던 부분은 제재조치를 시사하는 「추가조치」라는 표현과 다음번 대응의 시한명기 여부였다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
21	21	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
안보리	안보리	NNG	O
이관	이관	NNG	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
10	10	SN	B-DUR
일	일	NNB	I-DUR
간	간	XSN	I-DUR
의	의	JKG	O
_	_	_	O
협상	협상	NNG	O
에서	에서	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
쟁점	쟁점	NNG	O
이	이	JKC	O
_	_	_	O
됐	+었	+EP	O
던	던	ETM	O
_	_	_	O
부분	부분	NNG	O
은	은	JX	O
_	_	_	O
제재	제재	NNG	O
조치	조치	NNG	O
를	를	JKO	O
_	_	_	O
시사하	시사하	VV	O
는	는	ETM	O
_	_	_	O
「	「	SS	O
추가	추가	NNG	O
조치	조치	NNG	O
」	」+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
표현	표현	NNG	O
과	과	JC	O
_	_	_	O
다음번	다음번	NNG	O
_	_	_	O
대응	대응	NNG	O
의	의	JKG	O
_	_	_	O
시	시	NNG	O
한명기	한명기	NNP	O
_	_	_	O
여부	여부+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 검찰개혁추진단(단장 김주현 대검찰청 차장)이 31일 발표한 ‘법조 비리 근절 및 내부 청렴 강화 방안’이 그것이다.
## <검찰개혁추진단:ORG>(단장 <김주현:PER> <대검찰청:ORG> 차장)이 <31일:DAT> 발표한 ‘법조 비리 근절 및 내부 청렴 강화 방안’이 그것이다.
검찰	검찰	NNG	B-ORG
개혁	개혁	NNG	I-ORG
추진	추진	NNG	I-ORG
단	단	XSN	I-ORG
(	(	SS	O
단장	단장	NNG	O
_	_	_	O
김주현	김주현	NNP	B-PER
_	_	_	O
대검찰청	대검찰청	NNG	B-ORG
_	_	_	O
차장	차장	NNG	O
)	)	SS	O
이	이	JKS	O
_	_	_	O
31	31	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
발표한	발표하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
법조	법조	NNG	O
_	_	_	O
비리	비리	NNG	O
_	_	_	O
근절	근절	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
내부	내부	NNG	O
_	_	_	O
청렴	청렴	NNG	O
_	_	_	O
강화	강화	NNG	O
_	_	_	O
방안	방안	NNG	O
’	’	SS	O
이	이	JKS	O
_	_	_	O
그것	그것	NP	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 포스코건설은 내달 ‘서동탄역 더샵 파크시티’를 분양한다.
## <포스코건설:ORG>은 내달 ‘<서동탄역 더샵 파크시티:LOC>’를 분양한다.
포스코건설	포스코건설	NNP	B-ORG
은	은	JX	O
_	_	_	O
내달	내달	NNG	O
_	_	_	O
‘	‘	SS	O
서	서	NNG	B-LOC
동탄역	동탄역	NNP	I-LOC
_	_	_	I-LOC
더샵	더샵	NNP	I-LOC
_	_	_	I-LOC
파크시티	파크시티	NNP	I-LOC
’	’	SS	O
를	를	JKO	O
_	_	_	O
분양한다	분양하+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 일본(1989년 출산율 1.57명)이나 싱가포르(87년 1.62명)처럼 저출산 문제를 국가 존망을 좌우할 어젠다로 인식하고 지난해까지 102조4000억원을 썼는데도 출산율이 나아지지 않고 있다.
## <일본:ORG>(<1989년:DAT> 출산율 <1.57명:NOH>)이나 <싱가포르:LOC>(<87년:DAT> <1.62명:NOH>)처럼 저출산 문제를 국가 존망을 좌우할 어젠다로 인식하고 지난해까지 <102조4000억원:MNY>을 썼는데도 출산율이 나아지지 않고 있다.
일본	일본	NNP	B-ORG
(	(	SS	O
1989	1989	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
출산율	출산율	NNG	O
_	_	_	O
1.57	1.57	SN	B-NOH
명	명	NNB	I-NOH
)	)	SS	O
이나	이나	JC	O
_	_	_	O
싱가포르	싱가포르	NNP	B-LOC
(	(	SS	O
87	87	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
1.62	1.62	SN	B-NOH
명	명	NNB	I-NOH
)	)	SS	O
처럼	처럼	JKB	O
_	_	_	O
저	저	XPN	O
출산	출산	NNG	O
_	_	_	O
문제	문제	NNG	O
를	를	JKO	O
_	_	_	O
국가	국가	NNG	O
_	_	_	O
존망	존망	NNG	O
을	을	JKO	O
_	_	_	O
좌우할	좌우하+ㄹ	VV+ETM	O
_	_	_	O
어젠다	어젠다	NNG	O
로	로	JKB	O
_	_	_	O
인식하	인식하	VV	O
고	고	EC	O
_	_	_	O
지난해	지난해	NNG	O
까지	까지	JX	O
_	_	_	O
102	102	SN	B-MNY
조	조	NNG	I-MNY
4000	4000	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
썼	+었	+EP	O
는데	는데	EC	O
도	도	JX	O
_	_	_	O
출산율	출산율	NNG	O
이	이	JKS	O
_	_	_	O
나아지	나아지	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 북한이 이 대회를 유치했는데 한국이 같은 조에 속하면서 지난 1990년 남북통일축구 이후 27년 만에 양측 대표팀이 평양에서 대결을 펼치게 됐다.
## <북한:ORG>이 이 대회를 유치했는데 <한국:ORG>이 같은 조에 속하면서 지난 <1990년:DAT> <남북통일축구:ORG> 이후 <27년 만:DUR>에 양측 대표팀이 <평양:LOC>에서 대결을 펼치게 됐다.
북한	북한	NNP	B-ORG
이	이	JKS	O
_	_	_	O
이	이	MM	O
_	_	_	O
대회	대회	NNG	O
를	를	JKO	O
_	_	_	O
유치	유치하	VV	O
했	였	EP	O
는데	는데	EC	O
_	_	_	O
한국	한국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
조	조	NNG	O
에	에	JKB	O
_	_	_	O
속하	속하	VV	O
면서	면서	EC	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
1990	1990	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
남북통일	남북통일	NNG	B-ORG
축구	축구	NNG	I-ORG
_	_	_	O
이후	이후	NNG	O
_	_	_	O
27	27	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	I-DUR
만	만	NNB	I-DUR
에	에	JKB	O
_	_	_	O
양측	양측	NNG	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
이	이	JKS	O
_	_	_	O
평양	평양	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
대결	대결	NNG	O
을	을	JKO	O
_	_	_	O
펼치	펼치	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 임 당선자는 해기사(海技士)로 시작해 바다의 대통령이 됐습니다.
## <임:PER> 당선자는 해기사(海技士)로 시작해 바다의 대통령이 됐습니다.
임	임	NNP	B-PER
_	_	_	O
당선자	당선자	NNG	O
는	는	JX	O
_	_	_	O
해기사	해기사	NNG	O
(	(	SS	O
海技士	海技士	SH	O
)	)	SS	O
로	로	JKB	O
_	_	_	O
시작해	시작하+여	VV+EC	O
_	_	_	O
바다	바다	NNG	O
의	의	JKG	O
_	_	_	O
대통령	대통령	NNG	O
이	이	JKC	O
_	_	_	O
됐	+었	+EP	O
습니다	습니다	EF	O
.	.	SF	O

## 9
## 하지만 진보 진영은 인 위원장의 사퇴를 놓고 “친박 청산이 실패한 것”이라며 공세에 나섰다.
## 하지만 진보 진영은 <인:PER> 위원장의 사퇴를 놓고 “친박 청산이 실패한 것”이라며 공세에 나섰다.
하지만	하지만	MAJ	O
_	_	_	O
진보	진보	NNG	O
_	_	_	O
진영	진영	NNG	O
은	은	JX	O
_	_	_	O
인	이+ㄴ	VCP+ETM	B-PER
_	_	_	O
위원장	위원장	NNG	O
의	의	JKG	O
_	_	_	O
사퇴	사퇴	NNG	O
를	를	JKO	O
_	_	_	O
놓	놓	VV	O
고	고	EC	O
_	_	_	O
“	“	SS	O
친	친	XPN	O
박	박	NNP	O
_	_	_	O
청산	청산	NNG	O
이	이	JKS	O
_	_	_	O
실패한	실패하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
공세	공세	NNG	O
에	에	JKB	O
_	_	_	O
나섰	나서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 10
## 30대 노안 환자 급증, 지나친 당분섭취는 노화 촉진 …이것 먹으면 OK?30대 노안 환자 급증 소식이 전해지고 있는 가운데 눈 건강에 도움을 주는 음식에 관한 관심이 높아지고 있다.
## <30대:NOH> 노안 환자 급증, 지나친 당분섭취는 노화 촉진 …이것 먹으면 OK?<30대:NOH> 노안 환자 급증 소식이 전해지고 있는 가운데 눈 건강에 도움을 주는 음식에 관한 관심이 높아지고 있다.
30	30	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
노안	노안	NNG	O
_	_	_	O
환자	환자	NNG	O
_	_	_	O
급증	급증	NNG	O
,	,	SP	O
_	_	_	O
지나친	지나치+ㄴ	VA+ETM	O
_	_	_	O
당분	당분	NNG	O
섭취	섭취	NNG	O
는	는	JX	O
_	_	_	O
노화	노화	NNG	O
_	_	_	O
촉진	촉진	NNG	O
_	_	_	O
…	…	SE	O
이것	이것	NP	O
_	_	_	O
먹	먹	VV	O
으면	으면	EC	O
_	_	_	O
OK	OK	SL	O
?	?	SF	O
30	30	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
노안	노안	NNG	O
_	_	_	O
환자	환자	NNG	O
_	_	_	O
급증	급증	NNG	O
_	_	_	O
소식	소식	NNG	O
이	이	JKS	O
_	_	_	O
전해	전하+여	VV+EC	O
지	지	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
눈	눈	NNG	O
_	_	_	O
건강	건강	NNG	O
에	에	JKB	O
_	_	_	O
도움	도움	NNG	O
을	을	JKO	O
_	_	_	O
주	주	VV	O
는	는	ETM	O
_	_	_	O
음식	음식	NNG	O
에	에	JKB	O
_	_	_	O
관한	관하+ㄴ	VV+ETM	O
_	_	_	O
관심	관심	NNG	O
이	이	JKS	O
_	_	_	O
높아지	높아지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 영국의 눈 전문가 롭 허건 교수는 눈에 좋은 음식으로 녹황색 채소와 밝은 채소, 오메가-3 지방산, 비타민 A를 꼽았다.
## <영국:ORG>의 눈 전문가 <롭 허건:PER> 교수는 눈에 좋은 음식으로 녹황색 채소와 밝은 채소, <오메가-3:POH> 지방산, 비타민 A를 꼽았다.
영국	영국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
눈	눈	NNG	O
_	_	_	O
전문가	전문가	NNG	O
_	_	_	O
롭	롭	NNP	B-PER
_	_	_	I-PER
허건	허건	NNP	I-PER
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
눈	눈	NNG	O
에	에	JKB	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
음식	음식	NNG	O
으로	으로	JKB	O
_	_	_	O
녹황색	녹황색	NNG	O
_	_	_	O
채소	채소	NNG	O
와	와	JC	O
_	_	_	O
밝	밝	VA	O
은	은	ETM	O
_	_	_	O
채소	채소	NNG	O
,	,	SP	O
_	_	_	O
오메가	오메가	NNG	B-POH
-	-	SO	I-POH
3	3	SN	I-POH
_	_	_	O
지방산	지방산	NNG	O
,	,	SP	O
_	_	_	O
비타민	비타민	NNG	O
_	_	_	O
A	A	SL	O
를	를	JKO	O
_	_	_	O
꼽	꼽	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 또한 오메가 3 지방산이 풍부한 연어, 참치, 고등어는 노인성 황반변성 같은 눈 질병을 막아주고, 안구 질병의 진행 속도를 늦추는 것으로 나타났다.
## 또한 <오메가 3:POH> 지방산이 풍부한 연어, 참치, 고등어는 노인성 황반변성 같은 눈 질병을 막아주고, 안구 질병의 진행 속도를 늦추는 것으로 나타났다.
또한	또한	MAG	O
_	_	_	O
오메가	오메가	NNG	B-POH
_	_	_	I-POH
3	3	SN	I-POH
_	_	_	O
지방산	지방산	NNG	O
이	이	JKS	O
_	_	_	O
풍부한	풍부하+ㄴ	VA+ETM	O
_	_	_	O
연어	연어	NNG	O
,	,	SP	O
_	_	_	O
참치	참치	NNG	O
,	,	SP	O
_	_	_	O
고등어	고등어	NNG	O
는	는	JX	O
_	_	_	O
노인성	노인성	NNG	O
_	_	_	O
황반	황반	NNG	O
변성	변성	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
눈	눈	NNG	O
_	_	_	O
질병	질병	NNG	O
을	을	JKO	O
_	_	_	O
막	막	VV	O
아	아	EC	O
주	주	VX	O
고	고	EC	O
,	,	SP	O
_	_	_	O
안구	안구	NNG	O
_	_	_	O
질병	질병	NNG	O
의	의	JKG	O
_	_	_	O
진행	진행	NNG	O
_	_	_	O
속도	속도	NNG	O
를	를	JKO	O
_	_	_	O
늦추	늦추	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
나타났	나타나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

