## 1
## 오늘날에 와서 에르메스의 오렌지색은 유행에 휩쓸리지 않는 클래식하고 고급스러운 색으로 바뀌었죠. 주얼리 브랜드 '티파니'의 에메랄드 그린색 상자는 상자만으로도 청혼을 떠올리게 할 정도입니다.
## 오늘날에 와서 <에르메스:ORG>의 오렌지색은 유행에 휩쓸리지 않는 클래식하고 고급스러운 색으로 바뀌었죠. 주얼리 브랜드 '<티파니:ORG>'의 에메랄드 그린색 상자는 상자만으로도 청혼을 떠올리게 할 정도입니다.
오늘날	오늘날	NNG	O
.	.	SF	O

## 5
## 마오의 잘못이 부각되면 자연히 당의 위상이 떨어지기 때문이다.
## <마오:PER>의 잘못이 부각되면 자연히 당의 위상이 떨어지기 때문이다.
마오	마오	NNP	B-PER
의	의	JKG	O
_	_	_	O
잘못	잘못	NNG	O
이	이	JKS	O
_	_	_	O
부각되	부각되	VV	O
면	면	EC	O
_	_	_	O
자연히	자연히	MAG	O
_	_	_	O
당	당	NNG	O
의	의	JKG	O
_	_	_	O
위상	위상	NNG	O
이	이	JKS	O
_	_	_	O
떨어지	떨어지	VV	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 홍석천 “정창욱은 전형적인 나쁜남자 스타일…男女 인기 많아”힐링캠프 홍석천 냉장고를 부탁해 정창욱방송인이자 요식업자인 홍석천이 절친인 요리사 정창욱에 대해 여자뿐만 아니라 게이들에게도 인기가 있다고 밝혔다.
## <홍석천:PER> “<정창욱:PER>은 전형적인 나쁜남자 스타일…男女 인기 많아”<힐링캠프:POH> <홍석천:PER> <냉장고를 부탁해:POH> <정창욱:PER>방송인이자 요식업자인 <홍석천:PER>이 절친인 요리사 <정창욱:PER>에 대해 여자뿐만 아니라 게이들에게도 인기가 있다고 밝혔다.
홍석천	홍석천	NNP	B-PER
_	_	_	O
“	“	SS	O
정창욱	정창욱	NNP	B-PER
은	은	JX	O
_	_	_	O
전형적	전형적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
나쁜	나쁘+ㄴ	VA+ETM	O
남	남	VV	O
자	자	EC	O
_	_	_	O
스타일	스타일	NNG	O
…	…	SE	O
男女	男女	SH	O
_	_	_	O
인기	인기	NNG	O
_	_	_	O
많	많	VA	O
아	아	EF	O
”	”	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
_	_	_	O
홍석천	홍석천	NNP	B-PER
_	_	_	O
냉장고	냉장고	NNG	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
부탁해	부탁하+여	VV+EC	I-POH
_	_	_	O
정창욱	정창욱	NNP	B-PER
방송인	방송인	NNG	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
요식	요식	NNG	O
업자	업자	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
홍석천	홍석천	NNP	B-PER
이	이	JKS	O
_	_	_	O
절친	절친	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
요리사	요리사	NNG	O
_	_	_	O
정창욱	정창욱	NNP	B-PER
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
여자	여자	NNG	O
뿐	뿐	JX	O
만	만	JX	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
게이	게이	NNG	O
들	들	XSN	O
에게	에게	JKB	O
도	도	JX	O
_	_	_	O
인기	인기	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 17일 오후 방송된 SBS ‘힐링캠프’에서는 홍석천이 게스트로 출연해 재치 있는 입담을 뽐냈다.
## <17일:DAT> <오후:TIM> 방송된 <SBS:POH> ‘<힐링캠프:POH>’에서는 <홍석천:PER>이 게스트로 출연해 재치 있는 입담을 뽐냈다.
17	17	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
SBS	SBS	SL	B-POH
_	_	_	O
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
홍석천	홍석천	NNP	B-PER
이	이	JKS	O
_	_	_	O
게스트	게스트	NNG	O
로	로	JKB	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
재치	재치	NNG	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
입담	입담	NNG	O
을	을	JKO	O
_	_	_	O
뽐냈	뽐내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 이날 방송에서는 홍석천의 절친으로 정창욱 셰프가 깜짝 등장해 모두를 놀라게 했다.
## 이날 방송에서는 <홍석천:PER>의 절친으로 <정창욱:PER> 셰프가 깜짝 등장해 모두를 놀라게 했다.
이날	이날	NNG	O
_	_	_	O
방송	방송	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
홍석천	홍석천	NNP	B-PER
의	의	JKG	O
_	_	_	O
절친	절친	NNG	O
으로	으로	JKB	O
_	_	_	O
정창욱	정창욱	NNP	B-PER
_	_	_	O
셰프	셰프	NNG	O
가	가	JKS	O
_	_	_	O
깜짝	깜짝	MAG	O
_	_	_	O
등장해	등장하+여	VV+EC	O
_	_	_	O
모두	모두	NNG	O
를	를	JKO	O
_	_	_	O
놀라	놀라	VV	O
게	게	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 홍석천은 절친 정창욱 셰프에 대해 “상남자 매력이 가득하다.
## <홍석천:PER>은 절친 <정창욱:PER> 셰프에 대해 “상남자 매력이 가득하다.
홍석천	홍석천	NNP	B-PER
은	은	JX	O
_	_	_	O
절친	절친	NNG	O
_	_	_	O
정창욱	정창욱	NNP	B-PER
_	_	_	O
셰프	셰프	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
“	“	SS	O
상	상	NNG	O
남자	남자	NNG	O
_	_	_	O
매력	매력	NNG	O
이	이	JKS	O
_	_	_	O
가득하	가득하	VA	O
다	다	EF	O
.	.	SF	O

## 10
## 안 후보는 이날 손학규 전 대표와 저녁 식사를 하면서 공동선거대책위원장을 맡아 달라고 요청한 것으로 알려졌다.
## <안:PER> 후보는 이날 <손학규:PER> 전 대표와 저녁 식사를 하면서 공동선거대책위원장을 맡아 달라고 요청한 것으로 알려졌다.
안	안	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
손학규	손학규	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대표	대표	NNG	O
와	와	JC	O
_	_	_	O
저녁	저녁	NNG	O
_	_	_	O
식사	식사	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
면서	면서	EC	O
_	_	_	O
공동	공동	NNG	O
선거	선거	NNG	O
대책	대책	NNG	O
위원장	위원장	NNG	O
을	을	JKO	O
_	_	_	O
맡	맡	VV	O
아	아	EC	O
_	_	_	O
달	달	VX	O
라고	라고	EC	O
_	_	_	O
요청한	요청하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 최 군은 지난달 7일 어린이집에서 점심식사를 한 뒤 다른 원생들과 함께 낮잠을 자던 중 호흡곤란 상태로 A 씨에게 발견돼 병원으로 옮겨졌지만 숨졌다.
## <최:PER> 군은 지난달 <7일:DAT> 어린이집에서 점심식사를 한 뒤 다른 원생들과 함께 낮잠을 자던 중 호흡곤란 상태로 <A:PER> 씨에게 발견돼 병원으로 옮겨졌지만 숨졌다.
최	최	NNP	B-PER
_	_	_	O
군	군	NNB	O
은	은	JX	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
7	7	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
어린이집	어린이집	NNG	O
에서	에서	JKB	O
_	_	_	O
점심	점심	NNG	O
식사	식사	NNG	O
를	를	JKO	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
원생	원생	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
낮잠	낮잠	NNG	O
을	을	JKO	O
_	_	_	O
자	자	VV	O
던	던	ETM	O
_	_	_	O
중	중	NNP	O
_	_	_	O
호흡	호흡	NNG	O
곤란	곤란	NNG	O
_	_	_	O
상태	상태	NNG	O
로	로	JKB	O
_	_	_	O
A	A	SL	B-PER
_	_	_	O
씨	씨	NNB	O
에게	에게	JKB	O
_	_	_	O
발견돼	발견되+어	VV+EC	O
_	_	_	O
병원	병원	NNG	O
으로	으로	JKB	O
_	_	_	O
옮겨	옮기+어+지	VV+EC+VX	O
졌	었	EP	O
지만	지만	EC	O
_	_	_	O
숨	숨지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 이슬람국가(IS) 최고지도자 아부 바크르 바그다디(46·사진)가 이라크 국경지대에서 이라크군의 폭격으로 심각한 부상을 입었다고 이라크 현지 매체가 보도했다.
## <이슬람국가:ORG>(<IS:ORG>) 최고지도자 <아부 바크르 바그다디:PER>(<46:NOH>·사진)가 <이라크:ORG> 국경지대에서 <이라크군:ORG>의 폭격으로 심각한 부상을 입었다고 <이라크:ORG> 현지 매체가 보도했다.
이슬람	이슬람	NNG	B-ORG
국가	국가	NNG	I-ORG
(	(	SS	O
IS	IS	SL	B-ORG
)	)	SS	O
_	_	_	O
최고	최고	NNG	O
지도자	지도자	NNG	O
_	_	_	O
아부	아부	NNG	B-PER
_	_	_	I-PER
바크르	바크르	NNP	I-PER
_	_	_	I-PER
바그	바그	NNG	I-PER
다디	다디	VV	I-PER
(	(	SS	O
46	46	SN	B-NOH
·	·	SP	O
사진	사진	NNG	O
)	)	SS	O
가	가	JKS	O
_	_	_	O
이라크	이라크	NNP	B-ORG
_	_	_	O
국경	국경	NNG	O
지대	지대	NNG	O
에서	에서	JKB	O
_	_	_	O
이라크	이라크	NNP	B-ORG
군	군	NNG	I-ORG
의	의	JKG	O
_	_	_	O
폭격	폭격	NNG	O
으로	으로	JKB	O
_	_	_	O
심각한	심각하+ㄴ	VA+ETM	O
_	_	_	O
부상	부상	NNG	O
을	을	JKO	O
_	_	_	O
입	입	VV	O
었	었	EP	O
다고	다고	EC	O
_	_	_	O
이라크	이라크	NNP	B-ORG
_	_	_	O
현지	현지	NNG	O
_	_	_	O
매체	매체	NNG	O
가	가	JKS	O
_	_	_	O
보도	보도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 남상욱 양산부산대어린이병원장은 “소아과는 힘들고 대우는 못 받는다는 생각이 의료진 사이에 깔려 있다”고 말했다.
## <남상욱:PER> 양산부산대어린이병원장은 “소아과는 힘들고 대우는 못 받는다는 생각이 의료진 사이에 깔려 있다”고 말했다.
남상욱	남상욱	NNP	B-PER
_	_	_	O
양산	양산	NNG	O
부산대	부산대	NNP	O
어린이	어린이	NNG	O
병원장	병원장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
소아과	소아과	NNG	O
는	는	JX	O
_	_	_	O
힘들	힘들	VA	O
고	고	EC	O
_	_	_	O
대우	대우	NNG	O
는	는	JX	O
_	_	_	O
못	못	MAG	O
_	_	_	O
받	받	VV	O
는다는	는다는	ETM	O
_	_	_	O
생각	생각	NNG	O
이	이	JKS	O
_	_	_	O
의료진	의료진	NNG	O
_	_	_	O
사이	사이	NNG	O
에	에	JKB	O
_	_	_	O
깔려	깔리+어	VV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## “신씨는 (나처럼) 비즈니스로 문제 된 게 아니잖나. 신씨가 (변양균 전 청와대 정책실장을) 정말 사랑한 거 같다.
## “<신:PER>씨는 (나처럼) 비즈니스로 문제 된 게 아니잖나. <신:PER>씨가 (<변양균:PER> 전 <청와대:ORG> 정책실장을) 정말 사랑한 거 같다.
“	“	SS	O
신	신	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
(	(	SS	O
나	나	NP	O
처럼	처럼	JKB	O
)	)	SS	O
_	_	_	O
비즈니스	비즈니스	NNG	O
로	로	JKB	O
_	_	_	O
문제	문제	NNG	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
게	것+이	NNB+JKC	O
_	_	_	O
아니	아니+지	VCN+EC	O
잖	않	VX	O
나	나	EF	O
.	.	SF	O
_	_	_	O
신	신	NNP	B-PER
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
(	(	SS	O
변양균	변양균	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
청와대	청와대	NNP	B-ORG
_	_	_	O
정책	정책	NNG	O
실장	실장	NNG	O
을	을	JKO	O
)	)	SS	O
_	_	_	O
정말	정말	MAG	O
_	_	_	O
사랑한	사랑하+ㄴ	VV+ETM	O
_	_	_	O
거	것	NNB	O
_	_	_	O
같	같	VA	O
다	다	EF	O
.	.	SF	O

