## 1
## 성남은 탄천종합운동장에서 벌어진 안방경기에서 티아고와 황의조의 골로 2-0으로 이겼다.
## <성남:LOC>은 <탄천종합운동장:LOC>에서 벌어진 안방경기에서 티아고와 황의조의 골로 <2-0:NOH>으로 이겼다.
성남	성남	NNP	B-LOC
## <녹십자:ORG>는 <2019년:DAT>까지 <퀘백주 몬트리올:LOC>에 연간 최대 <100만 L:NOH>의 혈장 처리 능력을 갖춘 공장을 세운다는 계획이다.
녹십자	녹십자	NNP	B-ORG
는	는	JX	O
_	_	_	O
2019	2019	SN	B-DAT
년	년	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
퀘백주	퀘백주	NNP	B-LOC
_	_	_	I-LOC
몬트리올	몬트리올	NNP	I-LOC
에	에	JKB	O
_	_	_	O
연간	연간	NNG	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
100	100	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
L	L	SL	I-NOH
의	의	JKG	O
_	_	_	O
혈장	혈장	NNG	O
_	_	_	O
처리	처리	NNG	O
_	_	_	O
능력	능력	NNG	O
을	을	JKO	O
_	_	_	O
갖춘	갖추+ㄴ	VV+ETM	O
_	_	_	O
공장	공장	NNG	O
을	을	JKO	O
_	_	_	O
세운다는	세우+ㄴ다는	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 3일 오전 3시 13분 경기 용인시 기흥구 경희대 국제캠퍼스 내 버스차고지에서 발생한 화재로 버스들이 전소됐다.
## <3일:DAT> <오전 3시 13분:TIM> <경기:LOC> <용인시:LOC> <기흥구:LOC> <경희대 국제캠퍼스:LOC> 내 버스차고지에서 발생한 화재로 버스들이 전소됐다.
3	3	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	B-TIM
_	_	_	I-TIM
3	3	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	I-TIM
13	13	SN	I-TIM
분	분	NNB	I-TIM
_	_	_	O
경기	경기	NNP	B-LOC
_	_	_	O
용인시	용인시	NNP	B-LOC
_	_	_	O
기흥구	기흥구	NNP	B-LOC
_	_	_	O
경희대	경희대	NNP	B-LOC
_	_	_	I-LOC
국제	국제	NNG	I-LOC
캠퍼스	캠퍼스	NNG	I-LOC
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
버스	버스	NNG	O
차고	차고	NNG	O
지	지	XSN	O
에서	에서	JKB	O
_	_	_	O
발생한	발생하+ㄴ	VV+ETM	O
_	_	_	O
화재	화재	NNG	O
로	로	JKB	O
_	_	_	O
버스	버스	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
전소	전소되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 이어 문 전 대표를 겨냥해 “안보문제에 불안감을 주는 사람은 결코 대한민국의 대통령이 될 수 없다고 자신한다”며 “자만심에 빠져 패권의 유혹에 빠지는 사람은 대통령이 돼도 편을 갈라 내 사람, 내 편만 챙길 것”이라고 비난했다.
## 이어 <문:PER> 전 대표를 겨냥해 “안보문제에 불안감을 주는 사람은 결코 <대한민국:ORG>의 대통령이 될 수 없다고 자신한다”며 “자만심에 빠져 패권의 유혹에 빠지는 사람은 대통령이 돼도 편을 갈라 내 사람, 내 편만 챙길 것”이라고 비난했다.
이어	이어	MAG	O
_	_	_	O
문	문	NNG	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대표	대표	NNG	O
를	를	JKO	O
_	_	_	O
겨냥해	겨냥하+여	VV+EC	O
_	_	_	O
“	“	SS	O
안보	안보	NNG	O
문제	문제	NNG	O
에	에	JKB	O
_	_	_	O
불안감	불안감	NNG	O
을	을	JKO	O
_	_	_	O
주	주	VV	O
는	는	ETM	O
_	_	_	O
사람	사람	NNG	O
은	은	JX	O
_	_	_	O
결코	결코	MAG	O
_	_	_	O
대한민국	대한민국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
대통령	대통령	NNG	O
이	이	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
다고	다고	EC	O
_	_	_	O
자신한다	자신하+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
자만심	자만심	NNG	O
에	에	JKB	O
_	_	_	O
빠져	빠지+어	VV+EC	O
_	_	_	O
패권	패권	NNG	O
의	의	JKG	O
_	_	_	O
유혹	유혹	NNG	O
에	에	JKB	O
_	_	_	O
빠지	빠지	VV	O
는	는	ETM	O
_	_	_	O
사람	사람	NNG	O
은	은	JX	O
_	_	_	O
대통령	대통령	NNG	O
이	이	JKC	O
_	_	_	O
돼도	되+어도	VV+EC	O
_	_	_	O
편	편	NNG	O
을	을	JKO	O
_	_	_	O
갈	가르	VV	O
라	아	EC	O
_	_	_	O
내	내	NP	O
_	_	_	O
사람	사람	NNG	O
,	,	SP	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
편	편	NNG	O
만	만	JX	O
_	_	_	O
챙길	챙기+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
비난	비난하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 안종범 정책조정수석이 물류·실물 쪽을 고민했다는 흔적은 찾아보기 어렵다.
## <안종범:PER> 정책조정수석이 물류·실물 쪽을 고민했다는 흔적은 찾아보기 어렵다.
안종범	안종범	NNP	B-PER
_	_	_	O
정책	정책	NNG	O
조정	조정	NNG	O
수석	수석	NNG	O
이	이	JKS	O
_	_	_	O
물류	물류	NNG	O
·	·	SP	O
실물	실물	NNG	O
_	_	_	O
쪽	쪽	NNB	O
을	을	JKO	O
_	_	_	O
고민	고민하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
흔적	흔적	NNG	O
은	은	JX	O
_	_	_	O
찾아보	찾아보	VV	O
기	기	ETN	O
_	_	_	O
어렵	어렵	VA	O
다	다	EF	O
.	.	SF	O

## 8
## 3월 17일 왕 부총장이 B사 대표와 함께 브랜드호텔 사무실을 찾아와 선거공보물 관련 디자인 업무에 관해서는 B사와 계약을 맺으라고 했다는 것이다.
## <3월 17일:DAT> <왕:PER> 부총장이 <B:ORG>사 대표와 함께 브랜드호텔 사무실을 찾아와 선거공보물 관련 디자인 업무에 관해서는 <B:ORG>사와 계약을 맺으라고 했다는 것이다.
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
17	17	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
왕	왕	NNG	B-PER
_	_	_	O
부총장	부총장	NNG	O
이	이	JKS	O
_	_	_	O
B	B	SL	B-ORG
사	사	NNG	O
_	_	_	O
대표	대표	NNG	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
브랜드	브랜드	NNG	O
호텔	호텔	NNG	O
_	_	_	O
사무실	사무실	NNG	O
을	을	JKO	O
_	_	_	O
찾아	찾아오	VV	O
와	아	EC	O
_	_	_	O
선거	선거	NNG	O
공보	공보	NNG	O
물	물	XSN	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
디자인	디자인	NNG	O
_	_	_	O
업무	업무	NNG	O
에	에	JKB	O
_	_	_	O
관해서	관하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
B	B	SL	B-ORG
사	사	NNG	O
와	와	JKB	O
_	_	_	O
계약	계약	NNG	O
을	을	JKO	O
_	_	_	O
맺	맺	VV	O
으라고	으라고	EC	O
_	_	_	O
했	+였	+EP	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 이에 대해 국민의당은 “김 의원을 보호하기 위한 일방적 진술로 판단한다”며 부인했다고 매체는 전했다.
## 이에 대해 <국민의당:ORG>은 “<김:PER> 의원을 보호하기 위한 일방적 진술로 판단한다”며 부인했다고 매체는 전했다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
국민	국민	NNG	B-ORG
의	의	NNG	I-ORG
당	당	XSN	I-ORG
은	은	JX	O
_	_	_	O
“	“	SS	O
김	김	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
을	을	JKO	O
_	_	_	O
보호하	보호하	VV	O
기	기	ETN	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
일방적	일방적	NNG	O
_	_	_	O
진술	진술	NNG	O
로	로	JKB	O
_	_	_	O
판단한다	판단하+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
부인	부인하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
매체	매체	NNG	O
는	는	JX	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 한국인 응답자의 38%는 다른 사람들의 호텔 사용 후기를 중요하게 생각한다고 답했다.
## 한국인 응답자의 <38%:PNT>는 다른 사람들의 호텔 사용 후기를 중요하게 생각한다고 답했다.
한국인	한국인	NNG	O
_	_	_	O
응답자	응답자	NNG	O
의	의	JKG	O
_	_	_	O
38	38	SN	B-PNT
%	%	SW	I-PNT
는	는	JX	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
사람	사람	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
호텔	호텔	NNG	O
_	_	_	O
사용	사용	NNG	O
_	_	_	O
후기	후기	NNG	O
를	를	JKO	O
_	_	_	O
중요하	중요하	VA	O
게	게	EC	O
_	_	_	O
생각한다고	생각하+ㄴ다고	VV+EC	O
_	_	_	O
답	답하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## [화제의 분양현장]태안3지구 본격적인 개발 움직임, 수도권 관심 잇달아
## [화제의 분양현장]<태안3지구:LOC> 본격적인 개발 움직임, <수도권:LOC> 관심 잇달아
[	[	SS	O
화제	화제	NNG	O
의	의	JKG	O
_	_	_	O
분양	분양	NNG	O
현장	현장	NNG	O
]	]	SS	O
태안	태안	NNP	B-LOC
3	3	SN	I-LOC
지구	지구	NNG	I-LOC
_	_	_	O
본격적	본격적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
개발	개발	NNG	O
_	_	_	O
움직임	움직이+ㅁ	VV+ETN	O
,	,	SP	O
_	_	_	O
수도권	수도권	NNG	B-LOC
_	_	_	O
관심	관심	NNG	O
_	_	_	O
잇달	잇달	VV	O
아	아	EC	O

## 12
## 5번타자, 강정호, 13호 홈런을 포함 멀티히트 기록… 타율도 0.290로 상승
## <5번:NOH>타자, <강정호:PER>, <13호:NOH> 홈런을 포함 멀티히트 기록… 타율도 <0.290:PNT>로 상승
5	5	SN	B-NOH
번	번	NNB	I-NOH
타자	타자	NNG	O
,	,	SP	O
_	_	_	O
강정호	강정호	NNP	B-PER
,	,	SP	O
_	_	_	O
13	13	SN	B-NOH
호	호	NNB	I-NOH
_	_	_	O
홈런	홈런	NNG	O
을	을	JKO	O
_	_	_	O
포함	포함	NNG	O
_	_	_	O
멀티	멀티	NNG	O
히트	히트	NNG	O
_	_	_	O
기록	기록	NNG	O
…	…	SE	O
_	_	_	O
타율	타율	NNG	O
도	도	JX	O
_	_	_	O
0.290	0.290	SN	B-PNT
로	로	JKB	O
_	_	_	O
상승	상승	NNG	O

## 13
## 그러면서 "법안을 통과시킨 장본인으로서 사회상규, 5만원 이하 선물 등 법의 취지를 고려할 때 무죄로 판결나기를 기대해 봅니다.
## 그러면서 "법안을 통과시킨 장본인으로서 사회상규, <5만원:MNY> 이하 선물 등 법의 취지를 고려할 때 무죄로 판결나기를 기대해 봅니다.
그러	그러	VV	O
면서	면서	EC	O
_	_	_	O
"	"	SS	O
법안	법안	NNG	O
을	을	JKO	O
_	_	_	O
통과	통과	NNG	O
시킨	시키+ㄴ	XSV+ETM	O
_	_	_	O
장본인	장본인	NNG	O
으로서	으로서	JKB	O
_	_	_	O
사회	사회	NNG	O
상규	상규	NNG	O
,	,	SP	O
_	_	_	O
5	5	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
이하	이하	NNG	O
_	_	_	O
선물	선물	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
법	법	NNG	O
의	의	JKG	O
_	_	_	O
취지	취지	NNG	O
를	를	JKO	O
_	_	_	O
고려할	고려하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
무죄	무죄	NNG	O
로	로	JKB	O
_	_	_	O
판결	판결	NNG	O
나	나	VV	O
기	기	ETN	O
를	를	JKO	O
_	_	_	O
기대해	기대하+여	VV+EC	O
_	_	_	O
봅니다	보+ㅂ니다	VX+EF	O
.	.	SF	O

## 14
## 롯데홈쇼핑은 다음달 28일 예정된 미래창조과학부의 방송정지 결정에 대해서도 지루한 행정소송을 해야 한다.
## <롯데홈쇼핑:ORG>은 다음달 <28일:DAT> 예정된 <미래창조과학부:ORG>의 방송정지 결정에 대해서도 지루한 행정소송을 해야 한다.
롯데	롯데	NNP	B-ORG
홈	홈	NNG	I-ORG
쇼핑	쇼핑	NNG	I-ORG
은	은	JX	O
_	_	_	O
다음	다음	NNG	O
달	달	NNG	O
_	_	_	O
28	28	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
예정된	예정되+ㄴ	VV+ETM	O
_	_	_	O
미래	미래	NNG	B-ORG
창조	창조	NNG	I-ORG
과학	과학	NNG	I-ORG
부	부	XSN	I-ORG
의	의	JKG	O
_	_	_	O
방송	방송	NNG	O
정지	정지	NNG	O
_	_	_	O
결정	결정	NNG	O
에	에	JKB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
도	도	JX	O
_	_	_	O
지루한	지루하+ㄴ	VA+ETM	O
_	_	_	O
행정소송	행정소송	NNG	O
을	을	JKO	O
_	_	_	O
해야	하+여야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 15
## 그동안 신 회장이 강조했던 옴니채널(온ㆍ오프라인 쇼핑 통합) 전략에 대한 새로운 시도도 가미된다.
## 그동안 <신:PER> 회장이 강조했던 옴니채널(온ㆍ오프라인 쇼핑 통합) 전략에 대한 새로운 시도도 가미된다.
그동안	그동안	NNG	O
_	_	_	O
신	신	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
이	이	JKS	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
옴니	옴니	NNP	O
채널	채널	NNG	O
(	(	SS	O
온	온	MM	O
ㆍ	ㆍ	SP	O
오프라인	오프라인	NNG	O
_	_	_	O
쇼핑	쇼핑	NNG	O
_	_	_	O
통합	통합	NNG	O
)	)	SS	O
_	_	_	O
전략	전략	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
시도	시도	NNG	O
도	도	JX	O
_	_	_	O
가미된다	가미되+ㄴ다	VV+EF	O
.	.	SF	O

