## 1
## 이선희 ‘바람꽃’ 각종 음원차트 상위권 “‘푸른바다의 전설’과 잘 어울려”
## <이선희:PER> ‘<바람꽃:POH>’ 각종 음원차트 상위권 “‘<푸른바다의 전설:POH>’과 잘 어울려”
이선희	이선희	NNP	B-PER
_	_	_	O
김소영	김소영	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
청와대	청와대	NNP	B-ORG
_	_	_	O
문화	문화	NNG	O
체육	체육	NNG	O
비서관	비서관	NNG	O
(	(	SS	O
50	50	SN	O
)	)	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
4	4	SN	B-NOH
인	인	NNG	I-NOH
이	이	JKS	O
_	_	_	O
재판	재판	NNG	O
에	에	JKB	O
_	_	_	O
넘겨	넘기+어+지	VV+EC+VX	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 1월12일에는 신동철 전 청와대 정무비서관(56), 김종덕 전 문체부 장관(60), 정관주 전 문체부 1차관(53) 등 3인이 구속기소 됐다.
## <1월12일:DAT>에는 <신동철:PER> 전 <청와대:ORG> 정무비서관(<56:NOH>), <김종덕:PER> 전 <문체부:ORG> 장관(<60:NOH>), <정관주:PER> 전 <문체부:ORG> <1차관:NOH>(<53:NOH>) 등 <3인:NOH>이 구속기소 됐다.
1	1	SN	B-DAT
월	월	NNB	I-DAT
12	12	SN	I-DAT
일	일	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
신동철	신동철	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
청와대	청와대	NNP	B-ORG
_	_	_	O
정무	정무	NNG	O
비서관	비서관	NNG	O
(	(	SS	O
56	56	SN	B-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
김종덕	김종덕	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
문체	문체	NNG	B-ORG
부	부	NNG	I-ORG
_	_	_	O
장관	장관	NNG	O
(	(	SS	O
60	60	SN	B-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
정관주	정관주	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
문체	문체	NNG	B-ORG
부	부	NNG	I-ORG
_	_	_	O
1	1	SN	B-NOH
차관	차관	NNG	I-NOH
(	(	SS	O
53	53	SN	B-NOH
)	)	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
3	3	SN	B-NOH
인	인	NNG	I-NOH
이	이	JKS	O
_	_	_	O
구속	구속	NNG	O
기소	기소	NNG	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 15
## 해리슨포드 경비행기 사고 중상, 제2차 세계대전 당시 사용된 경비행기를 직접 몰아미국의 영화배우 해리슨포드가 경비행기 사고로 중상을 입었다는 소식이 전해졌다.
## <해리슨포드:PER> 경비행기 사고 중상, <제2차 세계대전:POH> 당시 사용된 경비행기를 직접 몰아미국의 영화배우 <해리슨포드:PER>가 경비행기 사고로 중상을 입었다는 소식이 전해졌다.
해리슨	해리슨	NNP	B-PER
포드	포드	NNP	I-PER
_	_	_	O
경비행기	경비행기	NNG	O
_	_	_	O
사고	사고	NNG	O
_	_	_	O
중상	중상	NNG	O
,	,	SP	O
_	_	_	O
제	제	XPN	B-POH
2	2	SN	I-POH
차	차	NNB	I-POH
_	_	_	I-POH
세계	세계	NNG	I-POH
대전	대전	NNG	I-POH
_	_	_	O
당시	당시	NNG	O
_	_	_	O
사용된	사용되+ㄴ	VV+ETM	O
_	_	_	O
경비행기	경비행기	NNG	O
를	를	JKO	O
_	_	_	O
직접	직접	MAG	O
_	_	_	O
몰	몰	VV	O
아	아	EC	O
미국	미국	NNP	O
의	의	JKG	O
_	_	_	O
영화배우	영화배우	NNG	O
_	_	_	O
해리슨	해리슨	NNP	B-PER
포드	포드	NNP	I-PER
가	가	JKS	O
_	_	_	O
경비행기	경비행기	NNG	O
_	_	_	O
사고	사고	NNG	O
로	로	JKB	O
_	_	_	O
중상	중상	NNG	O
을	을	JKO	O
_	_	_	O
입	입	VV	O
었	었	EP	O
다는	다는	ETM	O
_	_	_	O
소식	소식	NNG	O
이	이	JKS	O
_	_	_	O
전해	전하	VV	O
졌	여+지+었	EC+VX+EP	O
다	다	EF	O
.	.	SF	O

## 16
## 로이터 등 외신에 따르면 6일(현지시간) 오후 2시께 해리슨포드는 자신의 경비행기를 몰고 LA 외곽의 골프 코스를 돌다가 사고가 난 것으로 전해졌다.
## <로이터:ORG> 등 외신에 따르면 <6일:DAT>(현지시간) <오후 2시:TIM>께 <해리슨포드:PER>는 자신의 경비행기를 몰고 <LA:LOC> 외곽의 골프 코스를 돌다가 사고가 난 것으로 전해졌다.
로이터	로이터	NNG	B-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
외신	외신	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
6	6	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
현지	현지	NNG	O
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
2	2	SN	I-TIM
시	시	NNB	I-TIM
께	께	XSN	O
_	_	_	O
해리슨	해리슨	NNP	B-PER
포드	포드	NNP	I-PER
는	는	JX	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
경비행기	경비행기	NNG	O
를	를	JKO	O
_	_	_	O
몰	몰	VV	O
고	고	EC	O
_	_	_	O
LA	LA	SL	B-LOC
_	_	_	O
외곽	외곽	NNG	O
의	의	JKG	O
_	_	_	O
골프	골프	NNG	O
_	_	_	O
코스	코스	NNG	O
를	를	JKO	O
_	_	_	O
돌	돌	VV	O
다가	다가	EC	O
_	_	_	O
사고	사고	NNG	O
가	가	JKS	O
_	_	_	O
난	나+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
전해	전하	VV	O
졌	여+지+었	EC+VX+EP	O
다	다	EF	O
.	.	SF	O

