## 1
## 한 길은 철로를 넘어 학교·카페·식당이 있는 거리 북쪽으로, 다른 길은 왕복 8차로 도로를 가로질러 도시 중심가로 이어졌다.
## <한 길:NOH>은 철로를 넘어 학교·카페·식당이 있는 거리 북쪽으로, 다른 길은 왕복 <8차로:NOH> 도로를 가로질러 도시 중심가로 이어졌다.
한	한	MM	B-NOH
%	%	SW	I-PNT
가	가	JKS	O
_	_	_	O
임야	임야+이	NNG+VCP	O
여서	어서	EC	O
_	_	_	O
섬	섬	NNG	O
_	_	_	O
자체	자체	NNG	O
가	가	JKS	O
_	_	_	O
하나	하나	NNG	B-NOH
의	의	JKG	O
_	_	_	O
거대한	거대하+ㄴ	VA+ETM	O
_	_	_	O
숲	숲	NNG	O
을	을	JKO	O
_	_	_	O
이룬다	이루+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 제시는 지난 7월 2일 방송된 JTBC ‘아는형님’에 가수 서인영과 함께 출연, 가요계 대표 ‘센 언니’로 입담을 자랑했다.
## <제시:PER>는 지난 <7월 2일:DAT> 방송된 <JTBC:ORG> ‘<아는형님:POH>’에 가수 <서인영:PER>과 함께 출연, 가요계 대표 ‘센 언니’로 입담을 자랑했다.
제시	제시	NNP	B-PER
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
7	7	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
2	2	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
JTBC	JTBC	SL	B-ORG
_	_	_	O
‘	‘	SS	O
아	알	VV	B-POH
는	는	ETM	I-POH
형님	형님	NNG	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
가수	가수	NNG	O
_	_	_	O
서인영	서인영	NNP	B-PER
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
출연	출연	NNG	O
,	,	SP	O
_	_	_	O
가요계	가요계	NNG	O
_	_	_	O
대표	대표	NNG	O
_	_	_	O
‘	‘	SS	O
센	센	NNP	O
_	_	_	O
언니	언니	NNG	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
입담	입담	NNG	O
을	을	JKO	O
_	_	_	O
자랑	자랑하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 8퍼센트의 이효진 대표는 “사람과 사람이 모여 함께 만드는 금융 생태계를 조성하는 것이 목표”라며 “한국의 P2P 대출 패러다임을 새롭게 만드는 기업으로 성장하겠다”고 말했다.
## <8퍼센트:ORG>의 <이효진:PER> 대표는 “사람과 사람이 모여 함께 만드는 금융 생태계를 조성하는 것이 목표”라며 “<한국:LOC>의 P2P 대출 패러다임을 새롭게 만드는 기업으로 성장하겠다”고 말했다.
8	8	SN	B-ORG
퍼센트	퍼센트	NNB	I-ORG
의	의	JKG	O
_	_	_	O
이효진	이효진	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
사람	사람	NNG	O
과	과	JC	O
_	_	_	O
사람	사람	NNG	O
이	이	JKS	O
_	_	_	O
모	모이	VV	O
여	어	EC	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
만드	만들	VV	O
는	는	ETM	O
_	_	_	O
금융	금융	NNG	O
_	_	_	O
생태계	생태계	NNG	O
를	를	JKO	O
_	_	_	O
조성하	조성하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
목표	목표	NNG	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
한국	한국	NNP	B-LOC
의	의	JKG	O
_	_	_	O
P	P	SL	O
2	2	SN	O
P	P	SL	O
_	_	_	O
대출	대출	NNG	O
_	_	_	O
패러다임	패러다임	NNG	O
을	을	JKO	O
_	_	_	O
새롭	새롭	VA	O
게	게	EC	O
_	_	_	O
만드	만들	VV	O
는	는	ETM	O
_	_	_	O
기업	기업	NNG	O
으로	으로	JKB	O
_	_	_	O
성장하	성장하	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 라예진 기자 ra.yejin@joongang.co.kr8퍼센트 ‘쏘카’ 투자자 모집P2P 금융업체 ‘8퍼센트’가 자동차 공유 서비스 기업인 ‘쏘카’의 대출을 진행한다.
## <라예진:PER> 기자 <ra.yejin@joongang.co.kr:POH><8퍼센트:ORG> ‘<쏘카:POH>’ 투자자 모집P2P 금융업체 ‘<8퍼센트:ORG>’가 자동차 공유 서비스 기업인 ‘<쏘카:POH>’의 대출을 진행한다.
라예	라예	EC	B-PER
진	지+ㄴ	EC+JX	I-PER
_	_	_	O
기자	기자	NNG	O
_	_	_	O
ra	ra	SL	B-POH
.	.	SF	I-POH
yejin	yejin	SL	I-POH
@	@	SW	I-POH
joongang	joongang	SL	I-POH
.	.	SF	I-POH
co	co	SL	I-POH
.	.	SF	I-POH
kr	kr	SL	I-POH
8	8	SN	B-ORG
퍼센트	퍼센트	NNB	I-ORG
_	_	_	O
‘	‘	SS	O
쏘	쏘	NNG	B-POH
카	카	NNG	I-POH
’	’	SS	O
_	_	_	O
투자자	투자자	NNG	O
_	_	_	O
모집	모집	NNG	O
P	P	SL	O
2	2	SN	O
P	P	SL	O
_	_	_	O
금융	금융	NNG	O
업체	업체	NNG	O
_	_	_	O
‘	‘	SS	O
8	8	SN	B-ORG
퍼센트	퍼센트	NNB	I-ORG
’	’	SS	O
가	가	JKS	O
_	_	_	O
자동차	자동차	NNG	O
_	_	_	O
공유	공유	NNG	O
_	_	_	O
서비스	서비스	NNG	O
_	_	_	O
기업	기업	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
쏘	쏘	NNG	B-POH
카	카	NNG	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
대출	대출	NNG	O
을	을	JKO	O
_	_	_	O
진행한다	진행하+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 이러한 반측성안면경련 증상의 특징은 얼굴의 한쪽에서만 증상이 나타난다는 것이다.
## 이러한 <반측성안면경련:POH> 증상의 특징은 얼굴의 <한쪽:NOH>에서만 증상이 나타난다는 것이다.
이러한	이러하+ㄴ	VA+ETM	O
_	_	_	O
반	반	XPN	B-POH
측성	측성	NNG	I-POH
안면	안면	NNG	I-POH
경련	경련	NNG	I-POH
_	_	_	O
증상	증상	NNG	O
의	의	JKG	O
_	_	_	O
특징	특징	NNG	O
은	은	JX	O
_	_	_	O
얼굴	얼굴	NNG	O
의	의	JKG	O
_	_	_	O
한쪽	한쪽	NNG	B-NOH
에서	에서	JKB	O
만	만	JX	O
_	_	_	O
증상	증상	NNG	O
이	이	JKS	O
_	_	_	O
나타난다는	나타나+ㄴ다는	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 바로 ‘코미디의 제왕’으로 불리는 주성치의 신작 ‘미인어’입니다.
## 바로 ‘코미디의 제왕’으로 불리는 <주성치:PER>의 신작 ‘<미인어:POH>’입니다.
바로	바로	MAG	O
_	_	_	O
‘	‘	SS	O
코미디	코미디	NNG	O
의	의	JKG	O
_	_	_	O
제왕	제왕	NNG	O
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
불리	불리	VV	O
는	는	ETM	O
_	_	_	O
주성치	주성치	NNP	B-PER
의	의	JKG	O
_	_	_	O
신작	신작	NNG	O
_	_	_	O
‘	‘	SS	O
미	미	NNP	B-POH
인어	인어	NNG	I-POH
’	’	SS	O
입니다	이+ㅂ니다	VCP+EF	O
.	.	SF	O

## 9
## 허창수, 1년새 4차례 전남창조경제센터 찾아
## <허창수:PER>, <1년:NOH>새 <4차례:NOH> <전남창조경제센터:ORG> 찾아
허창수	허창수	NNP	B-PER
,	,	SP	O
_	_	_	O
1	1	SN	B-NOH
년	년	NNB	I-NOH
새	새	NNG	O
_	_	_	O
4	4	SN	B-NOH
차례	차례	NNG	I-NOH
_	_	_	O
전남	전남	NNP	B-ORG
창조	창조	NNG	I-ORG
경제	경제	NNG	I-ORG
센터	센터	NNG	I-ORG
_	_	_	O
찾	찾	VV	O
아	아	EC	O

## 10
## 칭다오항판무역회사의 소유주인 리처드 웨(岳)도 "이란은 회사가 거래하는 많은 국가 중 하나인데 계좌를 동결하는 등 미국의 결정은 불공평한 것"이라고 항의했다.
## <칭다오항판무역회사:ORG>의 소유주인 <리처드 웨:PER>(<岳:PER>)도 "<이란:ORG>은 회사가 거래하는 많은 국가 중 <하나:NOH>인데 계좌를 동결하는 등 <미국:ORG>의 결정은 불공평한 것"이라고 항의했다.
칭다오	칭다오	NNP	B-ORG
항	항	NNG	I-ORG
판	판	XSN	I-ORG
무역	무역	NNG	I-ORG
회사	회사	NNG	I-ORG
의	의	JKG	O
_	_	_	O
소유	소유	NNG	O
주인	주인	NNG	O
_	_	_	O
리처드	리처드	NNP	B-PER
_	_	_	I-PER
웨	웨	NNG	I-PER
(	(	SS	O
岳	岳	SH	B-PER
)	)	SS	O
도	도	JX	O
_	_	_	O
"	"	SS	O
이란	이란	NNP	B-ORG
은	은	JX	O
_	_	_	O
회사	회사	NNG	O
가	가	JKS	O
_	_	_	O
거래하	거래하	VV	O
는	는	ETM	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
국가	국가	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
하나	하나	NNG	B-NOH
인데	이+ㄴ데	VCP+EC	O
_	_	_	O
계좌	계좌	NNG	O
를	를	JKO	O
_	_	_	O
동결하	동결하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
미국	미국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
결정	결정	NNG	O
은	은	JX	O
_	_	_	O
불공평한	불공평하+ㄴ	VA+ETM	O
_	_	_	O
것	것	NNB	O
"	"	SS	O
이라고	이라고	JKQ	O
_	_	_	O
항의	항의하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 국내TV3사도 총결산 특집을 끝으로 한 달에 걸친 월드컵 특별편성의 막을 내렸다.
## 국내TV<3사:NOH>도 총결산 특집을 끝으로 <한 달:NOH>에 걸친 월드컵 특별편성의 막을 내렸다.
국내	국내	NNG	O
TV	TV	SL	O
3	3	SN	B-NOH
사	사	NNG	I-NOH
도	도	JX	O
_	_	_	O
총결산	총결산	NNG	O
_	_	_	O
특집	특집	NNG	O
을	을	JKO	O
_	_	_	O
끝	끝	NNG	O
으로	으로	JKB	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
달	달	NNB	I-NOH
에	에	JKB	O
_	_	_	O
걸친	걸치+ㄴ	VV+ETM	O
_	_	_	O
월드컵	월드컵	NNG	O
_	_	_	O
특별	특별	NNG	O
편성	편성	NNG	O
의	의	JKG	O
_	_	_	O
막	막	NNG	O
을	을	JKO	O
_	_	_	O
내	내리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 전시장을 방문, 응모한 고객 선착순 6만 명에게는 3000원 상당의 해피콘 모바일 쿠폰을 제공하며, 매주 추첨을 통해 맥북에어, 아이패드 미니 등 경품 당첨자를 선정, 이를 쉐보레 홈페이지(www.chevrolet.co.kr)를 통해 공지할 예정이다.
## 전시장을 방문, 응모한 고객 선착순 <6만 명:NOH>에게는 <3000원:MNY> 상당의 해피콘 모바일 쿠폰을 제공하며, 매주 추첨을 통해 <맥북에어:POH>, <아이패드 미니:POH> 등 경품 당첨자를 선정, 이를 <쉐보레 홈페이지:POH>(<www.chevrolet.co.kr:POH>)를 통해 공지할 예정이다.
전시장	전시장	NNG	O
을	을	JKO	O
_	_	_	O
방문	방문	NNG	O
,	,	SP	O
_	_	_	O
응모한	응모하+ㄴ	VV+ETM	O
_	_	_	O
고객	고객	NNG	O
_	_	_	O
선착순	선착순	NNG	O
_	_	_	O
6	6	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
에게	에게	JKB	O
는	는	JX	O
_	_	_	O
3000	3000	SN	B-MNY
원	원	NNB	I-MNY
_	_	_	O
상당	상당	NNG	O
의	의	JKG	O
_	_	_	O
해	해	NNG	O
피콘	피콘	NNP	O
_	_	_	O
모바일	모바일	NNG	O
_	_	_	O
쿠폰	쿠폰	NNG	O
을	을	JKO	O
_	_	_	O
제공하	제공하	VV	O
며	며	EC	O
,	,	SP	O
_	_	_	O
매주	매주	MAG	O
_	_	_	O
추첨	추첨	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
맥	맥	NNG	B-POH
북	북	NNP	I-POH
에어	에어	NNG	I-POH
,	,	SP	O
_	_	_	O
아이패드	아이패드	NNG	B-POH
_	_	_	I-POH
미니	미니	NNG	I-POH
_	_	_	O
등	등	NNB	O
_	_	_	O
경품	경품	NNG	O
_	_	_	O
당첨자	당첨자	NNG	O
를	를	JKO	O
_	_	_	O
선정	선정	NNG	O
,	,	SP	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
쉐보	쉐보	NNP	B-POH
레	레	NNG	I-POH
_	_	_	I-POH
홈페이지	홈페이지	NNG	I-POH
(	(	SS	O
www	www	SL	B-POH
.	.	SF	I-POH
chevrolet	chevrolet	SL	I-POH
.	.	SF	I-POH
co	co	SL	I-POH
.	.	SF	I-POH
kr	kr	SL	I-POH
)	)	SS	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
공지할	공지하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

