## 1
## 카나브는 한국에서 1만4000여 명의 대규모 임상 4상을 진행했다.
## <카나브:ORG>는 <한국:LOC>에서 <1만4000여 명:NOH>의 대규모 임상 <4상:NOH>을 진행했다.
카나	카나	NNP	B-ORG
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 얼마 전 미국의 극장체인 AMC를 인수함으로써 중국을 포함해 전 세계에서 가장 많은 극장을 보유한 업체가 됐다.
## 얼마 전 <미국:ORG>의 극장체인 <AMC:ORG>를 인수함으로써 <중국:ORG>을 포함해 전 세계에서 가장 많은 극장을 보유한 업체가 됐다.
얼마	얼마	NNG	O
_	_	_	O
전	전	NNG	O
_	_	_	O
미국	미국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
극장	극장	NNG	O
체인	체인	NNG	O
_	_	_	O
AMC	AMC	SL	B-ORG
를	를	JKO	O
_	_	_	O
인수함	인수하+ㅁ	VV+ETN	O
으로써	으로써	JKB	O
_	_	_	O
중국	중국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
포함해	포함하+여	VV+EC	O
_	_	_	O
전	전	MM	O
_	_	_	O
세계	세계	NNG	O
에서	에서	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
극장	극장	NNG	O
을	을	JKO	O
_	_	_	O
보유한	보유하+ㄴ	VV+ETM	O
_	_	_	O
업체	업체	NNG	O
가	가	JKC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 4
## 새누리당의 문제 제기에도 무겁게 받아드리겠다”는 입장을 밝힌 바 있다.
## <새누리당:ORG>의 문제 제기에도 무겁게 받아드리겠다”는 입장을 밝힌 바 있다.
새누리당	새누리당	NNP	B-ORG
의	의	JKG	O
_	_	_	O
문제	문제	NNG	O
_	_	_	O
제기	제기	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
무겁	무겁	VA	O
게	게	EC	O
_	_	_	O
받	받	VV	O
아	아	EC	O
드리	드리	XSV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
입장	입장	NNG	O
을	을	JKO	O
_	_	_	O
밝힌	밝히+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 5
## 그러나 새누리당은 이 같은 정 의장의 입장 표명을 받아들이지 않고 정 의장에 대한 ‘사퇴 촉구 결의안’을 2일 국회에 공식 제출했다.
## 그러나 <새누리당:ORG>은 이 같은 <정:PER> 의장의 입장 표명을 받아들이지 않고 <정:PER> 의장에 대한 ‘사퇴 촉구 결의안’을 <2일:DAT> 국회에 공식 제출했다.
그러나	그러나	MAJ	O
_	_	_	O
새누리당	새누리당	NNP	B-ORG
은	은	JX	O
_	_	_	O
이	이	NP	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
정	정	NNP	B-PER
_	_	_	O
의장	의장	NNG	O
의	의	JKG	O
_	_	_	O
입장	입장	NNG	O
_	_	_	O
표명	표명	NNG	O
을	을	JKO	O
_	_	_	O
받아들이	받아들이	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
정	정	NNP	B-PER
_	_	_	O
의장	의장	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
사퇴	사퇴	NNG	O
_	_	_	O
촉구	촉구	NNG	O
_	_	_	O
결의안	결의안	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
국회	국회	NNG	O
에	에	JKB	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
제출	제출하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 한편 박 위원장은 이보다 조금 앞서 자신의 페이스북에 “버스 지나간 다음에 법석 떠는 것은 집권여당 답지도 못한 한심함을 그대로 나타냈다.
## 한편 <박:PER> 위원장은 이보다 조금 앞서 자신의 <페이스북:POH>에 “버스 지나간 다음에 법석 떠는 것은 집권여당 답지도 못한 한심함을 그대로 나타냈다.
한편	한편	MAG	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
위원장	위원장	NNG	O
은	은	JX	O
_	_	_	O
이	이	NP	O
보다	보다	JKB	O
_	_	_	O
조금	조금	MAG	O
_	_	_	O
앞서	앞서+어	VV+EC	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
페이스북	페이스북	NNP	B-POH
에	에	JKB	O
_	_	_	O
“	“	SS	O
버스	버스	NNG	O
_	_	_	O
지나간	지나가+ㄴ	VV+ETM	O
_	_	_	O
다음	다음	NNG	O
에	에	JKB	O
_	_	_	O
법석	법석	NNG	O
_	_	_	O
떠	떨	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
집권	집권	NNG	O
여당	여당	NNG	O
_	_	_	O
답지	답지	NNG	O
도	도	JX	O
_	_	_	O
못한	못하+ㄴ	VV+ETM	O
_	_	_	O
한심함	한심하+ㅁ	VA+ETN	O
을	을	JKO	O
_	_	_	O
그대로	그대로	MAG	O
_	_	_	O
나타냈	나타내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 12월 결산법인의 배당 지급이 한 달 앞으로 다가왔다.
## <12월:DAT> 결산법인의 배당 지급이 <한 달:NOH> 앞으로 다가왔다.
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
결산	결산	NNG	O
법인	법인	NNG	O
의	의	JKG	O
_	_	_	O
배당	배당	NNG	O
_	_	_	O
지급	지급	NNG	O
이	이	JKS	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
달	달	NNB	I-NOH
_	_	_	O
앞	앞	NNG	O
으로	으로	JKB	O
_	_	_	O
다가	다가오	VV	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 미스터도넛, 여름휴가 맞아 마닐라 왕복 티켓 쏜다
## <미스터도넛:ORG>, 여름휴가 맞아 <마닐라:LOC> 왕복 티켓 쏜다
미스터	미스터	NNG	B-ORG
도넛	도넛	NNG	I-ORG
,	,	SP	O
_	_	_	O
여름휴가	여름휴가	NNG	O
_	_	_	O
맞	맞	VV	O
아	고	EC	O
_	_	_	O
마닐라	마닐라	NNP	B-LOC
_	_	_	O
왕복	왕복	NNG	O
_	_	_	O
티켓	티켓	NNG	O
_	_	_	O
쏜다	쏘+ㄴ다	VV+EF	O

## 9
## 승부 조작에 불법도박…김선형이어 장재석, 안재욱, 김현민도?!
## 승부 조작에 불법도박…<김선형:PER>이어 <장재석:PER>, <안재욱:PER>, <김현민:PER>도?!
승부	승부	NNG	O
_	_	_	O
조작	조작	NNG	O
에	에	JKB	O
_	_	_	O
불법	불법	NNG	O
도박	도박	NNG	O
…	…	SE	O
김선형	김선형	NNP	B-PER
이	잇	VV	O
어	어	EC	O
_	_	_	O
장재석	장재석	NNP	B-PER
,	,	SP	O
_	_	_	O
안재욱	안재욱	NNP	B-PER
,	,	SP	O
_	_	_	O
김현민	김현민	NNP	B-PER
도	도	JX	O
?	?	SF	O
!	!	SF	O

## 10
## 작가-디자이너-출판사 합심 그림책협회 상반기 출범
## 작가-디자이너-출판사 합심 <그림책협회:ORG> 상반기 출범
작가	작가	NNG	O
-	-	SO	O
디자이너	디자이너	NNG	O
-	-	SO	O
출판사	출판사	NNG	O
_	_	_	O
합심	합심	NNG	O
_	_	_	O
그림책	그림책	NNG	B-ORG
협회	협회	NNG	I-ORG
_	_	_	O
상반기	상반기	NNG	O
_	_	_	O
출범	출범	NNG	O

## 11
## 영화는 살인자가 된 사건의 목격자가 10 년간 억울하게 복역한 뒤 재심을 통해 누명을 벗는 이야기다.
## 영화는 살인자가 된 사건의 목격자가 <10 년:DUR>간 억울하게 복역한 뒤 재심을 통해 누명을 벗는 이야기다.
영화	영화	NNG	O
는	는	JX	O
_	_	_	O
살인자	살인자	NNG	O
가	가	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
사건	사건	NNG	O
의	의	JKG	O
_	_	_	O
목격자	목격자	NNG	O
가	가	JKS	O
_	_	_	O
10	10	SN	B-DUR
_	_	_	I-DUR
년	년	NNB	I-DUR
간	간	XSN	O
_	_	_	O
억울하	억울하	VA	O
게	게	EC	O
_	_	_	O
복역한	복역하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
재심	재심	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
누명	누명	NNG	O
을	을	JKO	O
_	_	_	O
벗	벗	VV	O
는	는	ETM	O
_	_	_	O
이야기	이야기+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 전인지는 2013년, 김효주는 작년 이 대회에서 시즌 첫 승을 올리면서 우승행진을 시작했다.
## <전인지:PER>는 <2013년:DAT>, <김효주:PER>는 작년 이 대회에서 시즌 <첫:NOH> 승을 올리면서 우승행진을 시작했다.
전인지	전인지	NNP	B-PER
는	는	JX	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
,	,	SP	O
_	_	_	O
김효주	김효주	NNP	B-PER
는	는	JX	O
_	_	_	O
작년	작년	NNG	O
_	_	_	O
이	이	MM	O
_	_	_	O
대회	대회	NNG	O
에서	에서	JKB	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
첫	첫	MM	B-NOH
_	_	_	O
승	승	NNG	O
을	을	JKO	O
_	_	_	O
올리	올리	VV	O
면서	면서	EC	O
_	_	_	O
우승	우승	NNG	O
행진	행진	NNG	O
을	을	JKO	O
_	_	_	O
시작	시작하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이 전 대통령이 건강에 문제가 있다고 느낀 것은 2009년 하반기. 이 전 대통령은 “기력이 떨어진 것이 느껴졌다.
## <이:PER> 전 대통령이 건강에 문제가 있다고 느낀 것은 <2009년:DAT> 하반기. <이:PER> 전 대통령은 “기력이 떨어진 것이 느껴졌다.
이	이	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
건강	건강	NNG	O
에	에	JKB	O
_	_	_	O
문제	문제	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다고	다고	EC	O
_	_	_	O
느낀	느끼+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
2009	2009	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
하반기	하반기	NNG	O
.	.	SF	O
_	_	_	O
이	이	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대통령	대통령	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
기력	기력	NNG	O
이	이	JKS	O
_	_	_	O
떨어진	떨어지+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
느껴	느끼+어+지	VV+EC+VX	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 이번에 선보인 서피스 프로4의 펜은 종이에 볼펜으로 필기를 하듯이 매끄럽고 부드러운 필기감을 제공한다고 한국마이크로소프트는 설명했다.
## 이번에 선보인 <서피스 프로4:POH>의 펜은 종이에 볼펜으로 필기를 하듯이 매끄럽고 부드러운 필기감을 제공한다고 <한국마이크로소프트:ORG>는 설명했다.
이번	이번	NNG	O
에	에	JKB	O
_	_	_	O
선보인	선보이+ㄴ	VV+ETM	O
_	_	_	O
서피스	서피스	NNG	B-POH
_	_	_	I-POH
프로	프로	NNG	I-POH
4	4	SN	I-POH
의	의	JKG	O
_	_	_	O
펜	펜	NNG	O
은	은	JX	O
_	_	_	O
종이	종이	NNG	O
에	에	JKB	O
_	_	_	O
볼펜	볼펜	NNG	O
으로	으로	JKB	O
_	_	_	O
필기	필기	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
듯이	듯이	EC	O
_	_	_	O
매끄럽	매끄럽	VA	O
고	고	EC	O
_	_	_	O
부드러	부드럽	VA	O
운	ㄴ	ETM	O
_	_	_	O
필기	필기	NNG	O
감	감	XSN	O
을	을	JKO	O
_	_	_	O
제공한다고	제공하+ㄴ다고	VV+EC	O
_	_	_	O
한국	한국	NNP	B-ORG
마이크로소프트	마이크로소프트	NNP	I-ORG
는	는	JX	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

