## 1
## 죽정 씨는 한국인 아내를 만나 1992년 한국에 왔다.
## <죽정:PER> 씨는 한국인 아내를 만나 <1992년:DAT> <한국:LOC>에 왔다.
죽정	죽정	NNP	B-PER
사진	사진	NNG	O
)	)	SS	O
.	.	SF	O
_	_	_	O
이	이	MM	O
_	_	_	O
목장	목장	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
수컷	수컷	NNG	O
_	_	_	O
새끼	새끼	NNG	O
양	양	NNG	O
_	_	_	O
1	1	SN	B-NOH
마리	마리	NNB	I-NOH
가	가	JKS	O
_	_	_	O
태어났	태어나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 6
## 2년 연속 1위를 차지한 칼텍은 1891년 미국 캘리포니아에 설립된 미국 최고 수준의 공과대학으로 리히터 지진 측정계를 개발한 찰스 리히터 등 탁월한 과학·공학자를 배출했고, 알베르트 아인슈타인, 라이너스 폴링, 리처드 파인만 등이 교직에 있었던 작고 강한 대학의 대표주자다.
## <2년:NOH> 연속 <1위:NOH>를 차지한 <칼텍:ORG>은 <1891년:DAT> <미국 캘리포니아:LOC>에 설립된 <미국:ORG> 최고 수준의 공과대학으로 리히터 지진 측정계를 개발한 <찰스 리히터:PER> 등 탁월한 과학·공학자를 배출했고, <알베르트 아인슈타인:PER>, <라이너스 폴링:PER>, <리처드 파인만:PER> 등이 교직에 있었던 작고 강한 대학의 대표주자다.
2	2	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
연속	연속	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
를	를	JKO	O
_	_	_	O
차지한	차지하+ㄴ	VV+ETM	O
_	_	_	O
칼텍	칼텍	NNP	B-ORG
은	은	JX	O
_	_	_	O
1891	1891	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	I-LOC
캘리포니아	캘리포니아	NNP	I-LOC
에	에	JKB	O
_	_	_	O
설립된	설립되+ㄴ	VV+ETM	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
최고	최고	NNG	O
_	_	_	O
수준	수준	NNG	O
의	의	JKG	O
_	_	_	O
공과	공과	NNG	O
대학	대학	NNG	O
으로	으로	JKB	O
_	_	_	O
리히터	리히터	NNP	O
_	_	_	O
지진	지진	NNG	O
_	_	_	O
측정	측정	NNG	O
계	계	XSN	O
를	를	JKO	O
_	_	_	O
개발한	개발하+ㄴ	VV+ETM	O
_	_	_	O
찰스	찰스	NNP	B-PER
_	_	_	I-PER
리히터	리히터	NNP	I-PER
_	_	_	O
등	등	NNB	O
_	_	_	O
탁월한	탁월하+ㄴ	VA+ETM	O
_	_	_	O
과학	과학	NNG	O
·	·	SP	O
공학자	공학자	NNG	O
를	를	JKO	O
_	_	_	O
배출	배출하	VV	O
했	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
알베르트	알베르트	NNP	B-PER
_	_	_	I-PER
아인슈타인	아인슈타인	NNP	I-PER
,	,	SP	O
_	_	_	O
라이너스	라이너스	NNP	B-PER
_	_	_	I-PER
폴링	폴링	NNG	I-PER
,	,	SP	O
_	_	_	O
리처드	리처드	NNP	B-PER
_	_	_	I-PER
파인만	파인만	NNP	I-PER
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
교직	교직	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
작	작	VA	O
고	고	EC	O
_	_	_	O
강한	강하+ㄴ	VA+ETM	O
_	_	_	O
대학	대학	NNG	O
의	의	JKG	O
_	_	_	O
대표	대표	NNG	O
주자	주자	NNG	O
다	다	NNG	O
.	.	SF	O

## 7
## 이달 말에는 호주와 뉴질랜드, 3월 홍콩, 4월 말레이시아, 5월 태국에서도 선보인다.
## 이달 말에는 <호주:LOC>와 <뉴질랜드:LOC>, <3월:DAT> <홍콩:LOC>, <4월:DAT> <말레이시아:LOC>, <5월:DAT> <태국:LOC>에서도 선보인다.
이달	이달	NNG	O
_	_	_	O
말	말	NNB	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
호주	호주	NNP	B-LOC
와	와	JC	O
_	_	_	O
뉴질랜드	뉴질랜드	NNP	B-LOC
,	,	SP	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
홍콩	홍콩	NNP	B-LOC
,	,	SP	O
_	_	_	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
말레이시아	말레이시아	NNP	B-LOC
,	,	SP	O
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
태국	태국	NNP	B-LOC
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
선보인다	선보이+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## “큰아버지!” 10여 년 만에 뵙는 백부는 몸피가 미라처럼 말랐다.
## “큰아버지!” <10여 년:NOH> 만에 뵙는 백부는 몸피가 미라처럼 말랐다.
“	“	SS	O
큰아버지	큰아버지	NNG	O
!	!	SF	O
”	”	SS	O
_	_	_	O
10	10	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
년	년	NNB	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
뵙	뵙	VV	O
는	는	ETM	O
_	_	_	O
백부	백부	NNG	O
는	는	JX	O
_	_	_	O
몸피	몸피	NNG	O
가	가	JKS	O
_	_	_	O
미라	미라	NNG	O
처럼	처럼	JKB	O
_	_	_	O
말	마르	VV	O
랐	았	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 가수 전인권이 이끄는 전인권밴드가 ‘걱정말아요 그대’의 하반기 투어 공연을 부산에서 시작한다.
## 가수 <전인권:PER>이 이끄는 <전인권밴드:ORG>가 ‘<걱정말아요 그대:POH>’의 하반기 투어 공연을 <부산:LOC>에서 시작한다.
가수	가수	NNG	O
_	_	_	O
전인권	전인권	NNP	B-PER
이	이	JKC	O
_	_	_	O
이끄	이끌	VV	O
는	는	ETM	O
_	_	_	O
전인권	전인권	NNP	B-ORG
밴드	밴드	NNG	I-ORG
가	가	JKS	O
_	_	_	O
‘	‘	SS	O
걱정	걱정	NNG	B-POH
말	말	VV	I-POH
아요	아요	EC	I-POH
_	_	_	I-POH
그대	그대	NP	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
하반기	하반기	NNG	O
_	_	_	O
투어	투어	NNG	O
_	_	_	O
공연	공연	NNG	O
을	을	JKO	O
_	_	_	O
부산	부산	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
시작한다	시작하+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## ‘삼시세끼’ 유해진, 이서진과 옥순봉서 첫 만남 ‘남북정상회담 느낌?’
## ‘<삼시세끼:POH>’ <유해진:PER>, <이서진:PER>과 <옥순봉:LOC>서 첫 만남 ‘<남북정상회담:POH> 느낌?’
‘	‘	SS	O
삼시세끼	삼시세끼	NNP	B-POH
’	’	SS	O
_	_	_	O
유해진	유해진	NNP	B-PER
,	,	SP	O
_	_	_	O
이서진	이서진	NNP	B-PER
과	과	JC	O
_	_	_	O
옥순봉	옥순봉	NNG	B-LOC
서	서	JKB	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
만남	만남	NNG	O
_	_	_	O
‘	‘	SS	O
남북	남북	NNP	B-POH
정상	정상	NNG	I-POH
회담	회담	NNG	I-POH
_	_	_	O
느낌	느낌	NNG	O
?	?	SF	O
’	’	SS	O

## 11
## 태풍 15호 고니, 최대풍속 180km/h…어디로 가나 봤더니?
## 태풍 <15호:POH> 고니, 최대풍속 <180km/h:NOH>…어디로 가나 봤더니?
태풍	태풍	NNG	O
_	_	_	O
15	15	SN	B-POH
호	호	NNB	I-POH
_	_	_	O
고니	고니	NNG	O
,	,	SP	O
_	_	_	O
최대	최대	NNG	O
풍속	풍속	NNG	O
_	_	_	O
180	180	SN	B-NOH
km	km	SL	I-NOH
/	/	SP	I-NOH
h	h	SL	I-NOH
…	…	SE	O
어디	어디	NP	O
로	로	JKB	O
_	_	_	O
가	가	VV	O
나	나	EC	O
_	_	_	O
봤	+았	+EP	O
더니	더니	EF	O
?	?	SF	O

## 12
## 하와이는 김시우에게 기회의 땅이었다.
## <하와이:LOC>는 <김시우:PER>에게 기회의 땅이었다.
하와이	하와이	NNP	B-LOC
는	는	JX	O
_	_	_	O
김시우	김시우	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
기회	기회	NNG	O
의	의	JKG	O
_	_	_	O
땅	땅	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## [2015 AFOS 개막전]亞 최고들 속 한국팀 선전
## [<2015:DAT> <AFOS 개막전:POH>]<亞:ORG> 최고들 속 한국팀 선전
[	[	SS	O
2015	2015	SN	B-DAT
_	_	_	O
AFOS	AFOS	SL	B-POH
_	_	_	I-POH
개막	개막	NNG	I-POH
전	전	XSN	I-POH
]	]	SS	O
亞	亞	SH	B-ORG
_	_	_	O
최고	최고	NNG	O
들	들	XSN	O
_	_	_	O
속	속	NNG	O
_	_	_	O
한국	한국	NNP	O
팀	팀	NNG	O
_	_	_	O
선전	선전	NNG	O

## 14
## ■ 축구토토 스페셜 22회차 중간집계지난 3년간 맞대결 우라와 3승3무 우세J리그 3경기…오늘 오후 6시20분 마감 국민체육진흥공단(www.kspo.or.kr)에서 발행하는 체육진흥투표권 스포츠토토가 이번 주중 펼쳐지는 국내외 프로축구, 프로야구, 프로골프 등을 대상으로 다양한 게임을 발매한다.
## ■ 축구토토 스페셜 <22회차:NOH> 중간집계지난 <3년간:DUR> 맞대결 우라와 <3승:NOH><3무:NOH> 우세<J리그:ORG> <3경기:NOH>…오늘 <오후 6시20분:TIM> 마감 <국민체육진흥공단:ORG>(<www.kspo.or.kr:POH>)에서 발행하는 체육진흥투표권 스포츠토토가 이번 주중 펼쳐지는 국내외 프로축구, 프로야구, 프로골프 등을 대상으로 다양한 게임을 발매한다.
■	■	SW	O
_	_	_	O
축구	축구	NNG	O
토토	토토	NNP	O
_	_	_	O
스페셜	스페셜	NNG	O
_	_	_	O
22	22	SN	B-NOH
회	회	NNB	I-NOH
차	차	NNB	I-NOH
_	_	_	O
중간	중간	NNG	O
집계	집계	NNG	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
3	3	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
맞대결	맞대결	NNG	O
_	_	_	O
우라와	우라와	NNP	O
_	_	_	O
3	3	SN	B-NOH
승	승	NNB	I-NOH
3	3	SN	B-NOH
무	무	NNG	I-NOH
_	_	_	O
우세	우세	NNG	O
J	J	SL	B-ORG
리그	리그	NNG	I-ORG
_	_	_	O
3	3	SN	B-NOH
경기	경기	NNG	I-NOH
…	…	SE	O
오늘	오늘	NNG	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
6	6	SN	I-TIM
시	시	NNB	I-TIM
20	20	SN	I-TIM
분	분	NNB	I-TIM
_	_	_	O
마감	마감	NNG	O
_	_	_	O
국민	국민	NNG	B-ORG
체육	체육	NNG	I-ORG
진흥	진흥	NNG	I-ORG
공단	공단	NNG	I-ORG
(	(	SS	O
www	www	SL	B-POH
.	.	SF	I-POH
kspo	kspo	SL	I-POH
.	.	SF	I-POH
or	or	SL	I-POH
.	.	SF	I-POH
kr	kr	SL	I-POH
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
발행하	발행하	VV	O
는	는	ETM	O
_	_	_	O
체육	체육	NNG	O
진흥	진흥	NNG	O
투표권	투표권	NNG	O
_	_	_	O
스포츠토토	스포츠토토	NNP	O
가	가	JKS	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
주	주	NNG	O
중	중	NNB	O
_	_	_	O
펼쳐지	펼쳐지	VV	O
는	는	ETM	O
_	_	_	O
국내외	국내외	NNG	O
_	_	_	O
프로	프로	NNG	O
축구	축구	NNG	O
,	,	SP	O
_	_	_	O
프로	프로	NNG	O
야구	야구	NNG	O
,	,	SP	O
_	_	_	O
프로	프로	NNG	O
골프	골프	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
게임	게임	NNG	O
을	을	JKO	O
_	_	_	O
발매한다	발매하+ㄴ다	VV+EF	O
.	.	SF	O

