## 1
## 검찰은 러시아 캄차카 석유탐사 정부융자금 횡령 의혹과 관련해 3월 18일 경남기업과 한국석유공사를 압수수색하고 해외개발사업 과정에서 비자금 조성 여부를 확인 중이지만, MB정권 실세와의 연관성을 밝힐 물증은 찾지 못한 상태다.
## 검찰은 <러시아:LOC> <캄차카:LOC> 석유탐사 정부융자금 횡령 의혹과 관련해 <3월 18일:DAT> <경남기업:ORG>과 <한국석유공사:ORG>를 압수수색하고 해외개발사업 과정에서 비자금 조성 여부를 확인 중이지만, <MB:PER>정권 실세와의 연관성을 밝힐 물증은 찾지 못한 상태다.
검찰	검찰	NNG	O
경제력	경제력	NNG	O
은	은	JX	O
_	_	_	O
결혼	결혼	NNG	O
생활	생활	NNG	O
의	의	JKG	O
_	_	_	O
행복	행복	NNG	O
지수	지수	NNG	O
와	와	JC	O
_	_	_	O
상과	상과	NNG	O
없	없	VA	O
다는	다는	ETM	O
_	_	_	O
‘	‘	SS	O
살	살	VV	O
기	기	ETN	O
_	_	_	O
나름	나르+ㅁ	VV+ETN	O
’	’	SS	O
파	파	NNG	O
는	는	JX	O
_	_	_	O
남자	남자	NNG	O
의	의	JKG	O
_	_	_	O
30.6	30.6	SN	B-PNT
%	%	SW	I-PNT
,	,	SP	O
_	_	_	O
여성	여성	NNG	O
의	의	JKG	O
_	_	_	O
25.1	25.1	SN	B-PNT
%	%	SW	I-PNT
를	를	JKO	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
차지	차지하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 성별로 보면 남성은 ①살기 나름 ②다소 불행 ③다소 행복 ④매우 불행 ⑤매우 행복 순이었다.
## 성별로 보면 남성은 <①:NOH>살기 나름 <②:NOH>다소 불행 <③:NOH>다소 행복 <④:NOH>매우 불행 <⑤:NOH>매우 행복 순이었다.
성별	성별	NNG	O
로	로	JKB	O
_	_	_	O
보	보	VV	O
면	면	EC	O
_	_	_	O
남성	남성	NNG	O
은	은	JX	O
_	_	_	O
①	①	SW	B-NOH
살	살	VV	O
기	기	ETN	O
_	_	_	O
나름	나르+ㅁ	VV+ETN	O
_	_	_	O
②	②	SW	B-NOH
다소	다소	MAG	O
_	_	_	O
불행	불행	NNG	O
_	_	_	O
③	③	SW	B-NOH
다소	다소	MAG	O
_	_	_	O
행복	행복	NNG	O
_	_	_	O
④	④	SW	B-NOH
매우	매우	MAG	O
_	_	_	O
불행	불행	NNG	O
_	_	_	O
⑤	⑤	SW	B-NOH
매우	매우	MAG	O
_	_	_	O
행복	행복	NNG	O
_	_	_	O
순	순	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## [동아광장/이미현]한국 사회에 필요한 적정 변호사 수는?
## [<동아광장:POH>/<이미현:PER>]<한국:ORG> 사회에 필요한 적정 변호사 수는?
[	[	SS	O
동아	동아	NNP	B-POH
광장	광장	NNG	I-POH
/	/	SP	O
이미현	이미현	NNP	B-PER
]	]	SS	O
한국	한국	NNP	B-ORG
_	_	_	O
사회	사회	NNG	O
에	에	JKB	O
_	_	_	O
필요한	필요하+ㄴ	VA+ETM	O
_	_	_	O
적정	적정	NNG	O
_	_	_	O
변호사	변호사	NNG	O
_	_	_	O
수	수	NNG	O
는	는	JX	O
?	?	SF	O

## 5
## 하이마트에서 장기 할부서비스(24개월)로 휴대폰 구입 시 할부수수료를 연 5.5%로 제공한다.
## <하이마트:ORG>에서 장기 할부서비스(<24개월:NOH>)로 휴대폰 구입 시 할부수수료를 연 <5.5%:PNT>로 제공한다.
하이마트	하이마트	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
장기	장기	NNG	O
_	_	_	O
할부	할부	NNG	O
서비스	서비스	NNG	O
(	(	SS	O
24	24	SN	B-NOH
개월	개월	NNB	I-NOH
)	)	SS	O
로	로	JKB	O
_	_	_	O
휴대폰	휴대폰	NNG	O
_	_	_	O
구입	구입	NNG	O
_	_	_	O
시	시	NNG	O
_	_	_	O
할부	할부	NNG	O
수수료	수수료	NNG	O
를	를	JKO	O
_	_	_	O
연	연	NNG	O
_	_	_	O
5.5	5.5	SN	B-PNT
%	%	SW	I-PNT
로	로	JKB	O
_	_	_	O
제공한다	제공하+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 양 부대변인은 “한국당의 전신인 새누리당이 세월호 참사로 자식을 잃은 엄마들이 차디찬 길바닥에 나와 단식을 할 때 이들의 인권을 보호해야 한다고 말하는 것을 들어본 국민은 없을 것이다”며 “한국당의 인권은 오직 박근혜 전 대통령에게만 적용되는 것인가”라고 일갈했다.
## <양:PER> 부대변인은 “<한국당:ORG>의 전신인 <새누리당:ORG>이 <세월호 참사:POH>로 자식을 잃은 엄마들이 차디찬 길바닥에 나와 단식을 할 때 이들의 인권을 보호해야 한다고 말하는 것을 들어본 국민은 없을 것이다”며 “<한국당:ORG>의 인권은 오직 <박근혜:PER> 전 대통령에게만 적용되는 것인가”라고 일갈했다.
양	양	MM	B-PER
_	_	_	O
부	부	XPN	O
대변인	대변인	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
한국당	한국당	NNP	B-ORG
의	의	JKG	O
_	_	_	O
전신	전신	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
새누리당	새누리당	NNP	B-ORG
이	이	JKS	O
_	_	_	O
세월호	세월호	NNP	B-POH
_	_	_	I-POH
참사	참사	NNG	I-POH
로	로	JKB	O
_	_	_	O
자식	자식	NNG	O
을	을	JKO	O
_	_	_	O
잃	잃	VV	O
은	은	ETM	O
_	_	_	O
엄마	엄마	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
차디찬	차디차+ㄴ	VA+ETM	O
_	_	_	O
길바닥	길바닥	NNG	O
에	에	JKB	O
_	_	_	O
나	나	NP	O
와	와	JC	O
_	_	_	O
단식	단식	NNG	O
을	을	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
인권	인권	NNG	O
을	을	JKO	O
_	_	_	O
보호해야	보호하+여야	VV+EC	O
_	_	_	O
한다고	하+ㄴ다고	VX+EC	O
_	_	_	O
말하	말하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
들	들	VV	O
어	어	EC	O
본	보+ㄴ	VX+ETM	O
_	_	_	O
국민	국민	NNG	O
은	은	JX	O
_	_	_	O
없	없	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
한국당	한국당	NNP	B-ORG
의	의	JKG	O
_	_	_	O
인권	인권	NNG	O
은	은	JX	O
_	_	_	O
오직	오직	MAG	O
_	_	_	O
박근혜	박근혜	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대통령	대통령	NNG	O
에게	에게	JKB	O
만	만	JX	O
_	_	_	O
적용되	적용되	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
인가	이+ㄴ가	VCP+EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
일갈	일갈하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## (서울=뉴스1)
## (<서울:LOC>=<뉴스1:POH>)
(	(	SS	O
서울	서울	NNP	B-LOC
=	=	SW	O
뉴스	뉴스	NNG	B-POH
1	1	SN	I-POH
)	)	SS	O

## 8
## 엄기선 충북대 의대 교수(기생생물자원은행장)는 간흡충, 촌충 등 몸속에 사는 내부 기생충을 수집해왔다.
## <엄기선:PER> <충북대 의대:ORG> 교수(기생생물자원은행장)는 간흡충, 촌충 등 몸속에 사는 내부 기생충을 수집해왔다.
엄기선	엄기선	NNP	B-PER
_	_	_	O
충북대	충북대	NNP	B-ORG
_	_	_	I-ORG
의대	의대	NNG	I-ORG
_	_	_	O
교수	교수	NNG	O
(	(	SS	O
기생	기생	NNG	O
생물	생물	NNG	O
자원	자원	NNG	O
은행	은행	NNG	O
장	장	XPN	O
)	)	SS	O
는	는	JX	O
_	_	_	O
간흡충	간흡충	NNG	O
,	,	SP	O
_	_	_	O
촌충	촌충	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
몸속	몸속	NNG	O
에	에	JKB	O
_	_	_	O
사	살	VV	O
는	는	ETM	O
_	_	_	O
내부	내부	NNG	O
_	_	_	O
기생충	기생충	NNG	O
을	을	JKO	O
_	_	_	O
수집해	수집하+여+오	VV+EC+VX	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 배수펌프는 5백m 간격으로 설치되며 여기에 이상이 생길 경우 자동경보가 울리게 되어 있다.
## 배수펌프는 <5백m:NOH> 간격으로 설치되며 여기에 이상이 생길 경우 자동경보가 울리게 되어 있다.
배수펌프	배수펌프	NNG	O
는	는	JX	O
_	_	_	O
5	5	SN	B-NOH
백	백	NR	I-NOH
m	m	SL	I-NOH
_	_	_	O
간격	간격	NNG	O
으로	으로	JKB	O
_	_	_	O
설치되	설치되	VV	O
며	며	EC	O
_	_	_	O
여기	여기	NP	O
에	에	JKB	O
_	_	_	O
이상	이상	NNG	O
이	이	JKS	O
_	_	_	O
생길	생기+ㄹ	VV+ETM	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
자동	자동	NNG	O
경보	경보	NNG	O
가	가	JKS	O
_	_	_	O
울리	울리	VV	O
게	게	EC	O
_	_	_	O
되	되	VV	O
어	어	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 김기범 상무는 “에누리닷컴 골프 카테고리에 들어오는 월 30만명의 고객이 그린웍스의 부킹서비스로 유입되고 있다”며 “고가 가전제품 구매층과 골프 부킹서비스를 이용하는 고객층이 겹쳐 시너지 효과가 크다”고 말했다.
## <김기범:PER> 상무는 “<에누리닷컴:ORG> 골프 카테고리에 들어오는 월 <30만명:NOH>의 고객이 <그린웍스:ORG>의 부킹서비스로 유입되고 있다”며 “고가 가전제품 구매층과 골프 부킹서비스를 이용하는 고객층이 겹쳐 시너지 효과가 크다”고 말했다.
김기범	김기범	NNP	B-PER
_	_	_	O
상무	상무	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
에누리	에누리	NNG	B-ORG
닷컴	닷컴	NNG	I-ORG
_	_	_	O
골프	골프	NNG	O
_	_	_	O
카테고리	카테고리	NNG	O
에	에	JKB	O
_	_	_	O
들어오	들어오	VV	O
는	는	ETM	O
_	_	_	O
월	월	NNG	O
_	_	_	O
30	30	SN	B-NOH
만	만	NR	I-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
고객	고객	NNG	O
이	이	JKS	O
_	_	_	O
그린	그린	NNP	B-ORG
웍스	웍스	NNG	I-ORG
의	의	JKG	O
_	_	_	O
부킹	부킹	NNG	O
서비스	서비스	NNG	O
로	로	JKB	O
_	_	_	O
유입되	유입되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
고가	고가	NNG	O
_	_	_	O
가전제품	가전제품	NNG	O
_	_	_	O
구매	구매	NNG	O
층	층	XSN	O
과	과	JC	O
_	_	_	O
골프	골프	NNG	O
_	_	_	O
부킹	부킹	NNG	O
서비스	서비스	NNG	O
를	를	JKO	O
_	_	_	O
이용하	이용하	VV	O
는	는	ETM	O
_	_	_	O
고객	고객	NNG	O
층	층	XSN	O
이	이	JKS	O
_	_	_	O
겹쳐	겹치+어	VV+EC	O
_	_	_	O
시너지	시너지	NNG	O
_	_	_	O
효과	효과	NNG	O
가	가	JKS	O
_	_	_	O
크	크	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## [스포츠동아]
## [<스포츠동아:ORG>]
[	[	SS	O
스포츠	스포츠	NNG	B-ORG
동아	동아	NNP	I-ORG
]	]	SS	O

## 12
## 정치체제나 사회환경을 불문하고 민족동질성, 가치관, 전통을 보존하려는 태도는 한국인들의 가장 유별난 특징중의 하나다.
## 정치체제나 사회환경을 불문하고 민족동질성, 가치관, 전통을 보존하려는 태도는 한국인들의 가장 유별난 특징중의 <하나:NOH>다.
정치체제	정치체제	NNG	O
나	나	JC	O
_	_	_	O
사회	사회	NNG	O
환경	환경	NNG	O
을	을	JKO	O
_	_	_	O
불문하	불문하	VV	O
고	고	EC	O
_	_	_	O
민족	민족	NNG	O
동질성	동질성	NNG	O
,	,	SP	O
_	_	_	O
가치관	가치관	NNG	O
,	,	SP	O
_	_	_	O
전통	전통	NNG	O
을	을	JKO	O
_	_	_	O
보존하	보존하	VV	O
려는	려는	ETM	O
_	_	_	O
태도	태도	NNG	O
는	는	JX	O
_	_	_	O
한국인	한국인	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
유별난	유별나+ㄴ	VA+ETM	O
_	_	_	O
특징	특징	NNG	O
중	중	NNB	O
의	의	JKG	O
_	_	_	O
하나	하나+이	NNG+VCP	B-NOH
다	다	EF	O
.	.	SF	O

## 13
## 문고리 3인방 “최씨 모른다”
## <문고리 3인방:ORG> “<최:PER>씨 모른다”
문고리	문고리	NNG	B-ORG
_	_	_	I-ORG
3	3	SN	I-ORG
인	인	NNG	I-ORG
방	방	NNG	I-ORG
_	_	_	O
“	“	SS	O
최	최	NNP	B-PER
씨	씨	NNB	O
_	_	_	O
모른다	모르+ㄴ다	VV+EF	O
”	”	SS	O

## 14
## ‘오마비’ 소지섭, 이상형 들어보니? “168cm에 착하고 돈 많은 여자”KBS2 새 수목드라마 ‘오 마이 비너스’(이하 ‘오마비’)에 출연하는 배우 소지섭이 화제다.
## ‘<오마비:POH>’ <소지섭:PER>, 이상형 들어보니? “<168cm:NOH>에 착하고 돈 많은 여자”<KBS2:POH> 새 수목드라마 ‘<오 마이 비너스:POH>’(이하 ‘<오마비:POH>’)에 출연하는 배우 <소지섭:PER>이 화제다.
‘	‘	SS	O
오마비	오마비	NNP	B-POH
’	’	SS	O
_	_	_	O
소	소	NNG	B-PER
지섭	지섭	NNP	I-PER
,	,	SP	O
_	_	_	O
이상형	이상형	NNG	O
_	_	_	O
들	듣	VV	O
어	어	EC	O
보	보	VX	O
니	니	EF	O
?	?	SF	O
_	_	_	O
“	“	SS	O
168	168	SN	B-NOH
cm	cm	SL	I-NOH
에	에	JKB	O
_	_	_	O
착하	착하	VA	O
고	고	EC	O
_	_	_	O
돈	돈	NNG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
여자	여자	NNG	O
”	”	SS	O
KBS	KBS	SL	B-POH
2	2	SN	I-POH
_	_	_	O
새	새	MM	O
_	_	_	O
수	수	NNG	O
목	목	NNG	O
드라마	드라마	NNG	O
_	_	_	O
‘	‘	SS	O
오	오	IC	B-POH
_	_	_	I-POH
마이	마이	NNG	I-POH
_	_	_	I-POH
비너스	비너스	NNP	I-POH
’	’	SS	O
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
‘	‘	SS	O
오마비	오마비	NNP	B-POH
’	’	SS	O
)	)	SS	O
에	에	JKB	O
_	_	_	O
출연하	출연하	VV	O
는	는	ETM	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
소	소	NNG	B-PER
지섭	지섭	NNP	I-PER
이	이	JKS	O
_	_	_	O
화제	화제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

