## 1
## 방어율 2.78인 고메스는 단 한 차례만 블론세이브를 기록했다.
## 방어율 <2.78:PNT>인 <고메스:PER>는 단 <한 차례:NOH>만 블론세이브를 기록했다.
방어율	방어율	NNG	O
극대화	극대화하	VV	O
했	였	EP	O
으며	으며	EC	O
_	_	_	O
여러	여러	MM	O
_	_	_	O
개	개	NNB	O
의	의	JKG	O
_	_	_	O
스테레오	스테레오	NNG	B-PER
_	_	_	I-PER
카메라	카메라	NNG	I-PER
와	와	JC	O
_	_	_	O
레이더	레이더	NNG	O
_	_	_	O
센서	센서	NNG	O
를	를	JKO	O
_	_	_	O
탑재	탑재하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 2006년 이후 독거노인과 미혼모 가정에 김치·반찬도 수시로 가져다줬다.
## <2006년:DAT> 이후 독거노인과 미혼모 가정에 김치·반찬도 수시로 가져다줬다.
2006	2006	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
이후	이후	NNG	O
_	_	_	O
독거노인	독거노인	NNG	O
과	과	JC	O
_	_	_	O
미혼모	미혼모	NNG	O
_	_	_	O
가정	가정	NNG	O
에	에	JKB	O
_	_	_	O
김치	김치	NNG	O
·	·	SP	O
반찬	반찬	NNG	O
도	도	JX	O
_	_	_	O
수시로	수시로	MAG	O
_	_	_	O
가져다	가져다주	VV	O
줬	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 시즌 15사구로 NL 전체 2위다.
## 시즌 <15사구:NOH>로 <NL:ORG> 전체 <2위:NOH>다.
시즌	시즌	NNG	O
_	_	_	O
15	15	SN	B-NOH
사구	사구	NNG	I-NOH
로	로	JKB	O
_	_	_	O
NL	NL	SL	B-ORG
_	_	_	O
전체	전체	NNG	O
_	_	_	O
2	2	SN	B-NOH
위	위+이	NNB+VCP	I-NOH
다	다	EF	O
.	.	SF	O

## 6
## 일반적인 예상과 달리 영국 경제는 브렉시트 결정 이후 오히려 좋아졌다.
## 일반적인 예상과 달리 <영국:ORG> 경제는 <브렉시트 결정:POH> 이후 오히려 좋아졌다.
일반적	일반적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
예상	예상	NNG	O
과	과	JKB	O
_	_	_	O
달리	달리	MAG	O
_	_	_	O
영국	영국	NNP	B-ORG
_	_	_	O
경제	경제	NNG	O
는	는	JX	O
_	_	_	O
브렉시트	브렉시트	NNG	B-POH
_	_	_	I-POH
결정	결정	NNG	I-POH
_	_	_	O
이후	이후	NNG	O
_	_	_	O
오히려	오히려	MAG	O
_	_	_	O
좋	좋	VA	O
아	아	EC	O
졌	지+었	VX+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 윤보미 역대급 시구, 18.44m 거리서 노바운드로…해설자도 깜놀
## <윤보미:PER> 역대급 시구, <18.44m:NOH> 거리서 노바운드로…해설자도 깜놀
윤보미	윤보미	NNP	B-PER
_	_	_	O
역대	역대	NNG	O
급	급	NNG	O
_	_	_	O
시구	시구	NNG	O
,	,	SP	O
_	_	_	O
18.44	18.44	SN	B-NOH
m	m	SL	I-NOH
_	_	_	O
거리	거리	NNG	O
서	서	JKB	O
_	_	_	O
노	노	NNP	O
바운드	바운드	NNG	O
로	로	JKB	O
…	…	SE	O
해설자	해설자	NNG	O
도	도	JX	O
_	_	_	O
깜놀	깜놀	NNG	O

## 8
## 이어 그는 “미국에 처음 가서 학교도 안 다니고 친구도 없을 때 짐 가방에서 ‘니가 있어야할 곳’ 테이프를 봤다.
## 이어 그는 “<미국:ORG>에 처음 가서 학교도 안 다니고 친구도 없을 때 짐 가방에서 ‘<니가 있어야할 곳:POH>’ 테이프를 봤다.
이어	이어	MAG	O
_	_	_	O
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
미국	미국	NNP	B-ORG
에	에	JKB	O
_	_	_	O
처음	처음	NNG	O
_	_	_	O
가서	가+아서	VV+EC	O
_	_	_	O
학교	학교	NNG	O
도	도	JX	O
_	_	_	O
안	안	MAG	O
_	_	_	O
다니	다니	VV	O
고	고	EC	O
_	_	_	O
친구	친구	NNG	O
도	도	JX	O
_	_	_	O
없	없	VA	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
짐	짐	NNG	O
_	_	_	O
가방	가방	NNG	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
니	니	NP	B-POH
가	가	JKS	I-POH
_	_	_	I-POH
있	있	VA	I-POH
어야	어야	EC	I-POH
할	하+ㄹ	VX+ETM	I-POH
_	_	_	I-POH
곳	곳	NNG	I-POH
’	’	SS	O
_	_	_	O
테이프	테이프	NNG	O
를	를	JKO	O
_	_	_	O
봤	+았	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 에밀리아 클라크, 전 세계서 가장 섹시한 여성으로 우뚝
## <에밀리아 클라크:PER>, 전 세계서 가장 섹시한 여성으로 우뚝
에밀리아	에밀리아	NNG	B-PER
_	_	_	I-PER
클라크	클라크	NNP	I-PER
,	,	SP	O
_	_	_	O
전	전	MM	O
_	_	_	O
세계	세계	NNG	O
서	서	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
섹시한	섹시하+ㄴ	VA+ETM	O
_	_	_	O
여성	여성	NNG	O
으로	으로	JKB	O
_	_	_	O
우뚝	우뚝	MAG	O

## 10
## '런닝맨' 설 특집 '2015년 신년 요리 대전'은 15일 오후 방송된다.
## '<런닝맨:POH>' <설:DAT> 특집 '<2015년:DAT> <신년 요리 대전:POH>'은 <15일:DAT> 오후 방송된다.
'	'	SS	O
런닝맨	런닝맨	NNP	B-POH
'	'	SS	O
_	_	_	O
설	서+ㄹ	VV+ETM	B-DAT
_	_	_	O
특집	특집	NNG	O
_	_	_	O
'	'	SS	O
2015	2015	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
신년	신년	NNG	B-POH
_	_	_	I-POH
요리	요리	NNG	I-POH
_	_	_	I-POH
대전	대전	NNG	I-POH
'	'	SS	O
은	은	JX	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	O
_	_	_	O
방송된다	방송되+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 차이잉원 총통은 “대만의 ICT 산업의 발전상을 컴퓨텍스가 보여줄 것”이라며 자신감도 내비쳤다.
## <차이잉원:PER> 총통은 “<대만:ORG>의 ICT 산업의 발전상을 컴퓨텍스가 보여줄 것”이라며 자신감도 내비쳤다.
차이	차이	NNG	B-PER
잉원	잉원	NNG	I-PER
_	_	_	O
총통	총통	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
대만	대만	NNP	B-ORG
의	의	JKG	O
_	_	_	O
ICT	ICT	SL	O
_	_	_	O
산업	산업	NNG	O
의	의	JKG	O
_	_	_	O
발전상	발전상	NNG	O
을	을	JKO	O
_	_	_	O
컴퓨텍	컴퓨텍	NNP	O
스가	스가	NNP	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
줄	주+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
자신감	자신감	NNG	O
도	도	JX	O
_	_	_	O
내비	내비치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 안건준 대표는 “‘메가 트렌드(거대한 변화)’를 읽는 능력이 중소기업에도 필요하다”고 강조했다.
## <안건준:PER> 대표는 “‘메가 트렌드(거대한 변화)’를 읽는 능력이 중소기업에도 필요하다”고 강조했다.
안건준	안건준	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
‘	‘	SS	O
메가	메가	NNB	O
_	_	_	O
트렌드	트렌드	NNG	O
(	(	SS	O
거대한	거대하+ㄴ	VA+ETM	O
_	_	_	O
변화	변화	NNG	O
)	)	SS	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
읽	읽	VV	O
는	는	ETM	O
_	_	_	O
능력	능력	NNG	O
이	이	JKS	O
_	_	_	O
중소기업	중소기업	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
필요하	필요하	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 밥 딜런이 무려 반세기 전인 1965년에 발표한 ‘Subterranean Homesick Blues’에서 이런 구절을 발견한 것이다.
## <밥 딜런:PER>이 무려 반세기 전인 <1965년:DAT>에 발표한 ‘<Subterranean Homesick Blues:POH>’에서 이런 구절을 발견한 것이다.
밥	밥	NNP	B-PER
_	_	_	I-PER
딜런	딜런	NNG	I-PER
이	이	JKS	O
_	_	_	O
무려	무려	MAG	O
_	_	_	O
반세기	반세기	NNG	O
_	_	_	O
전	전	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
1965	1965	SN	B-DAT
년	년	NNB	I-DAT
에	에	JKB	O
_	_	_	O
발표한	발표하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
Subterranean	Subterranean	SL	B-POH
_	_	_	I-POH
Homesick	Homesick	SL	I-POH
_	_	_	I-POH
Blues	Blues	SL	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
구절	구절	NNG	O
을	을	JKO	O
_	_	_	O
발견한	발견하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 현대차의 차종별 정비 매뉴얼, 현대차 발전사, 브랜드 단행본 같은 서적 553권을 비롯해 총 2500여 권의 국내외 책자를 구비했다.
## <현대차:ORG>의 차종별 정비 매뉴얼, <현대차:ORG> 발전사, 브랜드 단행본 같은 서적 <553권:NOH>을 비롯해 총 <2500여 권:NOH>의 국내외 책자를 구비했다.
현대차	현대차	NNP	B-ORG
의	의	JKG	O
_	_	_	O
차종	차종	NNG	O
별	별	XSN	O
_	_	_	O
정비	정비	NNG	O
_	_	_	O
매뉴얼	매뉴얼	NNG	O
,	,	SP	O
_	_	_	O
현대차	현대차	NNP	B-ORG
_	_	_	O
발전사	발전사	NNG	O
,	,	SP	O
_	_	_	O
브랜드	브랜드	NNG	O
_	_	_	O
단행본	단행본	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
서적	서적	NNG	O
_	_	_	O
553	553	SN	B-NOH
권	권	NNB	I-NOH
을	을	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
총	총	MM	O
_	_	_	O
2500	2500	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
권	권	NNB	I-NOH
의	의	JKG	O
_	_	_	O
국내외	국내외	NNG	O
_	_	_	O
책자	책자	NNG	O
를	를	JKO	O
_	_	_	O
구비	구비하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 3~5층에 이르는 3개 창가엔 9대의 차량을 공중에 매달아 조금씩 돌아가도록 만든 ‘카 로테이터(Car Rotator)’를 배치했다.
## <3:NOH>~<5층:NOH>에 이르는 <3개:NOH> 창가엔 <9대:NOH>의 차량을 공중에 매달아 조금씩 돌아가도록 만든 ‘카 로테이터(Car Rotator)’를 배치했다.
3	3	SN	B-NOH
~	~	SO	O
5	5	SN	B-NOH
층	층	NNG	I-NOH
에	에	JKB	O
_	_	_	O
이르	이르	VV	O
는	는	ETM	O
_	_	_	O
3	3	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
창가	창가	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
9	9	SN	B-NOH
대	대	NNB	I-NOH
의	의	JKG	O
_	_	_	O
차량	차량	NNG	O
을	을	JKO	O
_	_	_	O
공중	공중	NNG	O
에	에	JKB	O
_	_	_	O
매달	매달	VV	O
아	아	EC	O
_	_	_	O
조금씩	조금씩	MAG	O
_	_	_	O
돌아가	돌아가	VV	O
도록	도록	EC	O
_	_	_	O
만든	만들+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
카	카	NNG	O
_	_	_	O
로	로	XSN	O
테이	테이	NNP	O
터	터	NNG	O
(	(	SS	O
Car	Car	SL	O
_	_	_	O
Rotator	Rotator	SL	O
)	)	SS	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
배치	배치하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 룸메이트 남희석, 조세호 때문에 술 먹고 운 사연? “내 옆에 있느라 고생한 친구”
## <룸메이트:POH> <남희석:PER>, <조세호:PER> 때문에 술 먹고 운 사연? “내 옆에 있느라 고생한 친구”
룸메이트	룸메이트	NNG	B-POH
_	_	_	O
남희석	남희석	NNP	B-PER
,	,	SP	O
_	_	_	O
조세호	조세호	NNP	B-PER
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
술	술	NNG	O
_	_	_	O
먹	먹	VV	O
고	고	EC	O
_	_	_	O
운	울+ㄴ	VV+ETM	O
_	_	_	O
사연	사연	NNG	O
?	?	SF	O
_	_	_	O
“	“	SS	O
내	나+의	NP+JKG	O
_	_	_	O
옆	옆	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
느라	느라	EC	O
_	_	_	O
고생한	고생하+ㄴ	VV+ETM	O
_	_	_	O
친구	친구	NNG	O
”	”	SS	O

## 17
## 플랜넷코리아 합류 직전에는 국내 디지털 선두그룹인 차이커뮤니케이션의 통합캠페인(IC) 본부를 맡았다.
## <플랜넷코리아:ORG> 합류 직전에는 국내 디지털 선두그룹인 <차이커뮤니케이션:ORG>의 통합캠페인(IC) 본부를 맡았다.
플랜	플랜	NNG	B-ORG
넷	넷	NR	I-ORG
코리아	코리아	NNP	I-ORG
_	_	_	O
합류	합류	NNG	O
_	_	_	O
직전	직전	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
디지털	디지털	NNG	O
_	_	_	O
선두	선두	NNG	O
그룹	그룹	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
차이	차이	NNG	B-ORG
커뮤니케이션	커뮤니케이션	NNG	I-ORG
의	의	JKG	O
_	_	_	O
통합	통합	NNG	O
캠페인	캠페인	NNG	O
(	(	SS	O
IC	IC	SL	O
)	)	SS	O
_	_	_	O
본부	본부	NNG	O
를	를	JKO	O
_	_	_	O
맡	맡	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

