## 1
## 》 국제해사기구(IMO)는 2004년 해양생태계 보호를 위해 선박평형수관리협약을 채택했다.
## 》 <국제해사기구:ORG>(<IMO:ORG>)는 <2004년:DAT> 해양생태계 보호를 위해 선박평형수관리협약을 채택했다.
》	》	SS	O
공	공	NNG	O
_	_	_	O
사이	사이	NNG	O
에	에	JKB	O
_	_	_	O
속도	속도	NNG	O
_	_	_	O
차이	차이	NNG	O
가	가	JKS	O
_	_	_	O
중요합니다	중요하+ㅂ니다	VA+EF	O
.	.	SF	O

## 5
## 김 감독은 함께 고심하며 좀더 시간을 갖자고 했지만, 1차적으로는 선수의 판단을 존중하기로 했다.
## <김:PER> 감독은 함께 고심하며 좀더 시간을 갖자고 했지만, <1차:NOH>적으로는 선수의 판단을 존중하기로 했다.
김	김	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
고심하	고심하	VV	O
며	며	EC	O
_	_	_	O
좀	좀	MAG	O
더	더	MAG	O
_	_	_	O
시간	시간	NNG	O
을	을	JKO	O
_	_	_	O
갖	갖	VV	O
자고	자고	EC	O
_	_	_	O
했	+였	+EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
1	1	SN	B-NOH
차	차	NNB	I-NOH
적	적	XSN	O
으로	으로	JKB	O
는	는	JX	O
_	_	_	O
선수	선수	NNG	O
의	의	JKG	O
_	_	_	O
판단	판단	NNG	O
을	을	JKO	O
_	_	_	O
존중하	존중하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 6
## 러일전쟁 이후 상황 급반전1년 뒤에는 러시아 공사관과 인접한 경운궁(지금의 덕수궁)으로 거처를 옮기고 대한제국을 선포했다(1897년). 탁지부 고문으로 임명된 러시아의 알렉세예프는 일본의 흔적들을 하나씩 지우기 시작했다.
## <러일전쟁:POH> 이후 상황 급반전<1년:NOH> 뒤에는 <러시아 공사관:LOC>과 인접한 <경운궁:LOC>(지금의 <덕수궁:LOC>)으로 거처를 옮기고 <대한제국:ORG>을 선포했다(<1897년:DAT>). <탁지부:ORG> 고문으로 임명된 <러시아:ORG>의 <알렉세예프:POH>는 <일본:ORG>의 흔적들을 <하나:NOH>씩 지우기 시작했다.
러일	러일	NNP	B-POH
전쟁	전쟁	NNG	I-POH
_	_	_	O
이후	이후	NNG	O
_	_	_	O
상황	상황	NNG	O
_	_	_	O
급	급	XPN	O
반전	반전	NNG	O
1	1	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
뒤	뒤	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
러시아	러시아	NNP	B-LOC
_	_	_	I-LOC
공사관	공사관	NNG	I-LOC
과	과	JKB	O
_	_	_	O
인접한	인접하+ㄴ	VV+ETM	O
_	_	_	O
경운궁	경운궁	NNP	B-LOC
(	(	SS	O
지금	지금	NNG	O
의	의	JKG	O
_	_	_	O
덕수궁	덕수궁	NNG	B-LOC
)	)	SS	O
으로	으로	JKB	O
_	_	_	O
거처	거처	NNG	O
를	를	JKO	O
_	_	_	O
옮기	옮기	VV	O
고	고	EC	O
_	_	_	O
대한	대한	NNP	B-ORG
제국	제국	NNG	I-ORG
을	을	JKO	O
_	_	_	O
선포	선포하	VV	O
했	였	EP	O
다	다	EF	O
(	(	SS	O
1897	1897	SN	B-DAT
년	년	NNB	I-DAT
)	)	SS	O
.	.	SF	O
_	_	_	O
탁지부	탁지부	NNG	B-ORG
_	_	_	O
고문	고문	NNG	O
으로	으로	JKB	O
_	_	_	O
임명된	임명되+ㄴ	VV+ETM	O
_	_	_	O
러시아	러시아	NNP	B-ORG
의	의	JKG	O
_	_	_	O
알렉세예프	알렉세예프	NNP	B-POH
는	는	JX	O
_	_	_	O
일본	일본	NNP	B-ORG
의	의	JKG	O
_	_	_	O
흔적	흔적	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
하나	하나	NR	B-NOH
씩	씩	XSN	O
_	_	_	O
지우	지우	VV	O
기	기	ETN	O
_	_	_	O
시작	시작하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 이런 플랫폼에 양질의 콘텐트를 공급해 줄 1인 크리에이터(창작자)와 MCN(멀티채널네트웍스) 사업자들을 위한 새로운 수익 모델도 속속 등장하는 추세다.
## 이런 플랫폼에 양질의 콘텐트를 공급해 줄 <1인:NOH> 크리에이터(창작자)와 MCN(멀티채널네트웍스) 사업자들을 위한 새로운 수익 모델도 속속 등장하는 추세다.
이런	이런	MM	O
_	_	_	O
플랫폼	플랫폼	NNG	O
에	에	JKB	O
_	_	_	O
양질	양질	NNG	O
의	의	JKG	O
_	_	_	O
콘텐트	콘텐트	NNG	O
를	를	JKO	O
_	_	_	O
공급해	공급하+여	VV+EC	O
_	_	_	O
줄	주+ㄹ	VX+ETM	O
_	_	_	O
1	1	SN	B-NOH
인	인	NNG	I-NOH
_	_	_	O
크리에이터	크리에이터	NNG	O
(	(	SS	O
창작자	창작자	NNG	O
)	)	SS	O
와	와	JKB	O
_	_	_	O
MCN	MCN	SL	O
(	(	SS	O
멀티채널	멀티채널	NNG	O
네트	네트	NNG	O
웍스	웍스	NNG	O
)	)	SS	O
_	_	_	O
사업자	사업자	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
수익	수익	NNG	O
_	_	_	O
모델	모델	NNG	O
도	도	JX	O
_	_	_	O
속속	속속	MAG	O
_	_	_	O
등장하	등장하	VV	O
는	는	ETM	O
_	_	_	O
추세	추세+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 박영수 특별조사팀은 이날 오후 6시15분께 뇌물공여 등의 혐의로 이 부회장에 대해 구속영장을 청구했다고 발표했다.
## <박영수:PER> 특별조사팀은 이날 <오후 6시15분:TIM>께 뇌물공여 등의 혐의로 이 부회장에 대해 구속영장을 청구했다고 발표했다.
박영수	박영수	NNP	B-PER
_	_	_	O
특별	특별	NNG	O
조사	조사	NNG	O
팀	팀	NNG	O
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
6	6	SN	I-TIM
시	시	NNB	I-TIM
15	15	SN	I-TIM
분	분	NNB	I-TIM
께	께	XSN	O
_	_	_	O
뇌물	뇌물	NNG	O
공여	공여	NNG	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
이	이	MM	O
_	_	_	O
부회장	부회장	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
구속	구속	NNG	O
영장	영장	NNG	O
을	을	JKO	O
_	_	_	O
청구	청구하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
발표	발표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 교총 “건국절 사관 담긴 국정 역사교과서 반대”…결의문 발표
## <교총:ORG> “건국절 사관 담긴 국정 역사교과서 반대”…결의문 발표
교총	교총	NNP	B-ORG
_	_	_	O
“	“	SS	O
건국	건국	NNG	O
절	절	NNG	O
_	_	_	O
사관	사관	NNG	O
_	_	_	O
담긴	담기+ㄴ	VV+ETM	O
_	_	_	O
국정	국정	NNG	O
_	_	_	O
역사	역사	NNG	O
교과서	교과서	NNG	O
_	_	_	O
반대	반대	NNG	O
”	”	SS	O
…	…	SE	O
결의문	결의문	NNG	O
_	_	_	O
발표	발표	NNG	O

## 10
## 홍수영 gaea@donga.com·장관석 기자
## <홍수영:PER> <gaea@donga.com:POH>·<장관석:PER> 기자
홍수영	홍수영	NNP	B-PER
_	_	_	O
gaea	gaea	SL	B-POH
@	@	SW	I-POH
donga	donga	SL	I-POH
.	.	SF	I-POH
com	com	SL	I-POH
·	·	SP	O
장관	장관	NNG	B-PER
석	석	XSN	I-PER
_	_	_	O
기자	기자	NNG	O

## 11
## 폴크스바겐그룹은 배기가스 저감장치 조작 파문으로 최대 위기를 맞았지만, 오히려 국내 판매가 증가하는 기현상을 보이기도 했다.
## <폴크스바겐그룹:ORG>은 배기가스 저감장치 조작 파문으로 최대 위기를 맞았지만, 오히려 국내 판매가 증가하는 기현상을 보이기도 했다.
폴크스바겐	폴크스바겐	NNP	B-ORG
그룹	그룹	NNG	I-ORG
은	은	JX	O
_	_	_	O
배기가스	배기가스	NNG	O
_	_	_	O
저감	저감	NNG	O
장치	장치	NNG	O
_	_	_	O
조작	조작	NNG	O
_	_	_	O
파문	파문	NNG	O
으로	으로	JKB	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
위기	위기	NNG	O
를	를	JKO	O
_	_	_	O
맞	맞	VV	O
았	았	EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
오히려	오히려	MAG	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
판매	판매	NNG	O
가	가	JKS	O
_	_	_	O
증가하	증가하	VV	O
는	는	ETM	O
_	_	_	O
기현상	기현상	NNG	O
을	을	JKO	O
_	_	_	O
보이	보이	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 9일 중국 국가통계국은 지난해 소비자물가지수(CPI)가 전년 대비 1.4% 오르는 데 그쳐 6년 만에 가장 낮았다고 밝혔다.
## <9일:DAT> <중국:ORG> 국가통계국은 지난해 소비자물가지수(<CPI:POH>)가 전년 대비 <1.4%:PNT> 오르는 데 그쳐 <6년:DUR> 만에 가장 낮았다고 밝혔다.
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
국가	국가	NNG	O
통계	통계	NNG	O
국	국	XSN	O
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
소비자	소비자	NNG	O
물가	물가	NNG	O
지수	지수	NNG	O
(	(	SS	O
CPI	CPI	SL	B-POH
)	)	SS	O
가	가	JKS	O
_	_	_	O
전년	전년	NNG	O
_	_	_	O
대비	대비	NNG	O
_	_	_	O
1.4	1.4	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
오르	오르	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
그쳐	그치+어	VV+EC	O
_	_	_	O
6	6	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
낮	낮	VA	O
았	았	EP	O
다	다	EC	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 슈어드의 보좌는 탁월했다.
## <슈어드:PER>의 보좌는 탁월했다.
슈어드	슈어드	NNP	B-PER
의	의	JKG	O
_	_	_	O
보좌	보좌	NNG	O
는	는	JX	O
_	_	_	O
탁월	탁월하	VA	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

