## 1
## 트럼프의 ‘보호무역 강화’ 틈 노려 中주도 무역블록 구축 의지 드러내
## <트럼프:PER>의 ‘보호무역 강화’ 틈 노려 <中:LOC>주도 무역블록 구축 의지 드러내
트럼프	트럼프	NNG	B-PER
25	25	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 오바마 “한국 교사, 의사만큼 돈 번다”…한국 교사 “현실성 없는 이야기”
## <오바마:PER> “<한국:ORG> 교사, 의사만큼 돈 번다”…<한국:ORG> 교사 “현실성 없는 이야기”
오바마	오바마	NNP	B-PER
_	_	_	O
“	“	SS	O
한국	한국	NNP	B-ORG
_	_	_	O
교사	교사	NNG	O
,	,	SP	O
_	_	_	O
의사	의사	NNG	O
만큼	만큼	JX	O
_	_	_	O
돈	돈	NNG	O
_	_	_	O
번다	벌+ㄴ다	VV+EF	O
”	”	SS	O
…	…	SE	O
한국	한국	NNP	B-ORG
_	_	_	O
교사	교사	NNG	O
_	_	_	O
“	“	SS	O
현실성	현실성	NNG	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
이야기	이야기	NNG	O
”	”	SS	O

## 6
## 평택시에서는 현대건설이 ‘힐스테이트 평택 2차’를 공급하고 있다.
## <평택시:LOC>에서는 <현대건설:ORG>이 ‘<힐스테이트 평택:LOC> <2차:NOH>’를 공급하고 있다.
평택시	평택시	NNP	B-LOC
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
현대건설	현대건설	NNP	B-ORG
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
힐스테이트	힐스테이트	NNP	B-LOC
_	_	_	I-LOC
평택	평택	NNP	I-LOC
_	_	_	O
2	2	SN	B-NOH
차	차	NNB	I-NOH
’	’	SS	O
를	를	JKO	O
_	_	_	O
공급하	공급하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## ‘송민호 제작진 실수’케이블채널 엠넷의 ‘쇼미더머니4’ 제작진이 출연진의 랩이 여성비하 구설에 오른데 대해 공식 사과했다.
## ‘<송민호:PER> 제작진 실수’케이블채널 <엠넷:ORG>의 ‘<쇼미더머니4:POH>’ 제작진이 출연진의 랩이 여성비하 구설에 오른데 대해 공식 사과했다.
‘	‘	SS	O
송민호	송민호	NNP	B-PER
_	_	_	O
제작진	제작진	NNG	O
_	_	_	O
실수	실수	NNG	O
’	’	SS	O
케이블	케이블	NNG	O
채널	채널	NNG	O
_	_	_	O
엠넷	엠넷	NNP	B-ORG
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
쇼	쇼	NNG	B-POH
미	미	NNP	I-POH
더머	더머	NNG	I-POH
니	니	JC	I-POH
4	4	SN	I-POH
’	’	SS	O
_	_	_	O
제작진	제작진	NNG	O
이	이	JKS	O
_	_	_	O
출연진	출연진	NNG	O
의	의	JKG	O
_	_	_	O
랩	랩	NNG	O
이	이	JKS	O
_	_	_	O
여성	여성	NNG	O
비하	비하	NNG	O
_	_	_	O
구설	구설	NNG	O
에	에	JKB	O
_	_	_	O
오른	오르+ㄴ	VV+ETM	O
데	데	NNB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
사과	사과하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## ‘쇼미더머니4’ 제작진은 13일 보도자료를 통해 “가사 논란은 명백한 제작진의 실수”라며 “편집에 더욱 더 신중을 기하겠다.
## ‘<쇼미더머니4:POH>’ 제작진은 <13일:DAT> 보도자료를 통해 “가사 논란은 명백한 제작진의 실수”라며 “편집에 더욱 더 신중을 기하겠다.
‘	‘	SS	O
쇼	쇼	NNG	B-POH
미	미	NNP	I-POH
더머	더머	NNG	I-POH
니	니	JC	I-POH
4	4	SN	I-POH
’	’	SS	O
_	_	_	O
제작진	제작진	NNG	O
은	은	JX	O
_	_	_	O
13	13	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
보도	보도	NNG	O
자료	자료	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
“	“	SS	O
가사	가사	NNG	O
_	_	_	O
논란	논란	NNG	O
은	은	JX	O
_	_	_	O
명백한	명백하+ㄴ	VA+ETM	O
_	_	_	O
제작진	제작진	NNG	O
의	의	JKG	O
_	_	_	O
실수	실수	NNG	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
편집	편집	NNG	O
에	에	JKB	O
_	_	_	O
더욱	더욱	MAG	O
_	_	_	O
더	더	MAG	O
_	_	_	O
신중	신중	NNG	O
을	을	JKO	O
_	_	_	O
기하	기하	VV	O
겠	겠	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 문재인 측 “대통령의 특검 요구, 전형적인 ‘물 타기’”
## <문재인:PER> 측 “대통령의 특검 요구, 전형적인 ‘물 타기’”
문재인	문재인	NNP	B-PER
_	_	_	O
측	측	NNB	O
_	_	_	O
“	“	SS	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
특검	특검	NNG	O
_	_	_	O
요구	요구	NNG	O
,	,	SP	O
_	_	_	O
전형적	전형적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
물	물	NNG	O
_	_	_	O
타	타	VV	O
기	기	ETN	O
’	’	SS	O
”	”	SS	O

## 10
## 때문에 오는 17~18일 열릴 대우조선해양 사채권자집회에서도 정부의 구조조정 추진방안에 대한 찬성 결정이 나올 가능성이 높아졌다.
## 때문에 오는 <17~18일:DUR> 열릴 <대우조선해양 사채권자집회:POH>에서도 정부의 구조조정 추진방안에 대한 찬성 결정이 나올 가능성이 높아졌다.
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
17	17	SN	B-DUR
~	~	SO	I-DUR
18	18	SN	I-DUR
일	일	NNB	I-DUR
_	_	_	O
열릴	열리+ㄹ	VV+ETM	O
_	_	_	O
대우조선해양	대우조선해양	NNP	B-POH
_	_	_	I-POH
사채권자	사채권자	NNG	I-POH
집회	집회	NNG	I-POH
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
정부	정부	NNG	O
의	의	JKG	O
_	_	_	O
구조	구조	NNG	O
조정	조정	NNG	O
_	_	_	O
추진	추진	NNG	O
방안	방안	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
찬성	찬성	NNG	O
_	_	_	O
결정	결정	NNG	O
이	이	JKS	O
_	_	_	O
나올	나오+ㄹ	VV+ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
높아	높아지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 터보 3인조 컴백, 김정남 탈퇴 이유는 이경규? 김종국 “이 형 예전부터 야망이 있었다”
## <터보:ORG> <3인조:NOH> 컴백, <김정남:PER> 탈퇴 이유는 <이경규:PER>? <김종국:PER> “이 형 예전부터 야망이 있었다”
터보	터보	NNP	B-ORG
_	_	_	O
3	3	SN	B-NOH
인	인	NNG	I-NOH
조	조	NNG	I-NOH
_	_	_	O
컴백	컴백	NNG	O
,	,	SP	O
_	_	_	O
김정남	김정남	NNP	B-PER
_	_	_	O
탈퇴	탈퇴	NNG	O
_	_	_	O
이유	이유	NNG	O
는	는	JX	O
_	_	_	O
이경규	이경규	NNP	B-PER
?	?	SF	O
_	_	_	O
김종국	김종국	NNP	B-PER
_	_	_	O
“	“	SS	O
이	이	MM	O
_	_	_	O
형	형	NNG	O
_	_	_	O
예전	예전	NNG	O
부터	부터	JX	O
_	_	_	O
야망	야망	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
”	”	SS	O

