## 1
## 팔레스타인과 오슬로 평화협정 주도
## <팔레스타인:ORG>과 <오슬로:LOC> 평화협정 주도
팔레스타인	팔레스타인	NNP	B-ORG
_	_	_	O
분석해	분석하+여	VV+EC	O
_	_	_	O
러너	러너	NNG	O
에게	에게	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
최적화된	최적화되+ㄴ	VV+ETM	O
_	_	_	O
제품	제품	NNG	O
을	을	JKO	O
_	_	_	O
추천해	추천하+여	VV+EC	O
준다	주+ㄴ다	VX+EF	O
.	.	SF	O

## 7
## 행진과 별도로 연단에서 이어지던 행사는 오후 6시께 끝났다.
## 행진과 별도로 연단에서 이어지던 행사는 <오후 6시:TIM>께 끝났다.
행진	행진	NNG	O
과	과	JC	O
_	_	_	O
별도	별도	NNG	O
로	로	JKB	O
_	_	_	O
연단	연단	NNG	O
에서	에서	JKB	O
_	_	_	O
이어지	이어지	VV	O
던	던	ETM	O
_	_	_	O
행사	행사	NNG	O
는	는	JX	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
6	6	SN	I-TIM
시	시	NNB	I-TIM
께	께	XSN	O
_	_	_	O
끝났	끝나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 서울의 한 경찰서장은 “다른 곳에 비해 강남은 일이 몇 배나 많다 보니 나이 든 경찰관들은 체력적으로 힘들어 기피한다”고 귀띔했다.
## <서울:LOC>의 <한:NOH> 경찰서장은 “다른 곳에 비해 <강남:LOC>은 일이 <몇 배:PNT>나 많다 보니 나이 든 경찰관들은 체력적으로 힘들어 기피한다”고 귀띔했다.
서울	서울	NNP	B-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	O
경찰	경찰	NNG	O
서장	서장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
다른	다른	MM	O
_	_	_	O
곳	곳	NNG	O
에	에	JKB	O
_	_	_	O
비해	비하+여	VV+EC	O
_	_	_	O
강남	강남	NNP	B-LOC
은	은	JX	O
_	_	_	O
일	일	NNG	O
이	이	JKS	O
_	_	_	O
몇	몇	MM	B-PNT
_	_	_	I-PNT
배	배	NNG	I-PNT
나	나	JX	O
_	_	_	O
많	많	VA	O
다	다	EC	O
_	_	_	O
보	보	VX	O
니	니	EC	O
_	_	_	O
나이	나이	NNG	O
_	_	_	O
든	들+ㄴ	VV+ETM	O
_	_	_	O
경찰관	경찰관	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
체력	체력	NNG	O
적	적	XSN	O
으로	으로	JKB	O
_	_	_	O
힘들	힘들	VA	O
어	어	EC	O
_	_	_	O
기피한다	기피하+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
귀띔	귀띔하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 이날 토론에서는 안 후보를 상대로 햇볕정책의 공(功)을 묻는 질문에서부터 부인 김미경 교수의 국회의원 사무실 보좌진 사적 지시 논란을 비판하는 목소리까지 다양한 공세가 있었다.
## 이날 토론에서는 <안:PER> 후보를 상대로 햇볕정책의 공(功)을 묻는 질문에서부터 부인 <김미경:PER> 교수의 국회의원 사무실 보좌진 사적 지시 논란을 비판하는 목소리까지 다양한 공세가 있었다.
이날	이날	NNG	O
_	_	_	O
토론	토론	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
안	안	MAG	B-PER
_	_	_	O
후보	후보	NNG	O
를	를	JKO	O
_	_	_	O
상대	상대	NNG	O
로	로	JKB	O
_	_	_	O
햇볕	햇볕	NNG	O
정책	정책	NNG	O
의	의	JKG	O
_	_	_	O
공	공	NNG	O
(	(	SS	O
功	功	SH	O
)	)	SS	O
을	을	JKO	O
_	_	_	O
묻	묻	VV	O
는	는	ETM	O
_	_	_	O
질문	질문	NNG	O
에서부터	에서부터	JKB	O
_	_	_	O
부인	부인	NNG	O
_	_	_	O
김미경	김미경	NNP	B-PER
_	_	_	O
교수	교수	NNG	O
의	의	JKG	O
_	_	_	O
국회	국회	NNG	O
의원	의원	NNG	O
_	_	_	O
사무실	사무실	NNG	O
_	_	_	O
보좌	보좌	NNG	O
진	진	XSN	O
_	_	_	O
사적	사적	NNG	O
_	_	_	O
지시	지시	NNG	O
_	_	_	O
논란	논란	NNG	O
을	을	JKO	O
_	_	_	O
비판하	비판하	VV	O
는	는	ETM	O
_	_	_	O
목소리	목소리	NNG	O
까지	까지	JX	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
공세	공세	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 박 교수는 유방암의 최신 진료 기법을 적극 활용하고 유방촬영 진단을 위한 ＇최신 유방 초음파＇ 의학서를 발간하는 등 유방암 분야에서 활발한 연구 활동을 벌여왔고, ＇과학기술논문인용색인(SCI)＇ 학술지에도 다수의 논문을 등재했다.
## <박:PER> 교수는 유방암의 최신 진료 기법을 적극 활용하고 유방촬영 진단을 위한 ＇<최신 유방 초음파:POH>＇ 의학서를 발간하는 등 유방암 분야에서 활발한 연구 활동을 벌여왔고, ＇<과학기술논문인용색인:ORG>(<SCI:ORG>)＇ 학술지에도 다수의 논문을 등재했다.
박	박	NNP	B-PER
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
유방암	유방암	NNG	O
의	의	JKG	O
_	_	_	O
최신	최신	NNG	O
_	_	_	O
진료	진료	NNG	O
_	_	_	O
기법	기법	NNG	O
을	을	JKO	O
_	_	_	O
적극	적극	NNG	O
_	_	_	O
활용하	활용하	VV	O
고	고	EC	O
_	_	_	O
유방	유방	NNG	O
촬영	촬영	NNG	O
_	_	_	O
진단	진단	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
＇	＇	SS	O
최신	최신	NNG	B-POH
_	_	_	I-POH
유방	유방	NNG	I-POH
_	_	_	I-POH
초음파	초음파	NNG	I-POH
＇	＇	SS	O
_	_	_	O
의학서	의학서	NNG	O
를	를	JKO	O
_	_	_	O
발간하	발간하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
유방암	유방암	NNG	O
_	_	_	O
분야	분야	NNG	O
에서	에서	JKB	O
_	_	_	O
활발한	활발하+ㄴ	VA+ETM	O
_	_	_	O
연구	연구	NNG	O
_	_	_	O
활동	활동	NNG	O
을	을	JKO	O
_	_	_	O
벌	벌이+어	VV+EC	O
여	오	VX	O
왔	았	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
＇	＇	SS	O
과학	과학	NNG	B-ORG
기술	기술	NNG	I-ORG
논문	논문	NNG	I-ORG
인용	인용	NNG	I-ORG
색인	색인	NNG	I-ORG
(	(	SS	O
SCI	SCI	SL	B-ORG
)	)	SS	O
＇	＇	SS	O
_	_	_	O
학술지	학술지	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
다수	다수	NNG	O
의	의	JKG	O
_	_	_	O
논문	논문	NNG	O
을	을	JKO	O
_	_	_	O
등재	등재하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 정은지는 ‘복면가왕’에서 ‘어머니는 자외선이 싫다고 하셨어’ 가면을 쓰고 컴퓨터 보컬이란 극찬을 들으며 활약했다.
## <정은지:PER>는 ‘<복면가왕:POH>’에서 ‘<어머니는 자외선이 싫다고 하셨어:PER>’ 가면을 쓰고 컴퓨터 보컬이란 극찬을 들으며 활약했다.
정은지	정은지	NNP	B-PER
는	는	JX	O
_	_	_	O
‘	‘	SS	O
복면	복면	NNG	B-POH
가왕	가왕	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
어머니	어머니	NNG	B-PER
는	는	JX	I-PER
_	_	_	I-PER
자외선	자외선	NNG	I-PER
이	이	JKS	I-PER
_	_	_	I-PER
싫	싫	VA	I-PER
다고	다고	EC	I-PER
_	_	_	I-PER
하	하+시	VV+EP	I-PER
셨	었	EP	I-PER
어	어	EF	I-PER
’	’	SS	O
_	_	_	O
가면	가면	NNG	O
을	을	JKO	O
_	_	_	O
쓰	쓰	VV	O
고	고	EC	O
_	_	_	O
컴퓨터	컴퓨터	NNG	O
_	_	_	O
보컬	보컬	NNG	O
이란	이란	JX	O
_	_	_	O
극찬	극찬	NNG	O
을	을	JKO	O
_	_	_	O
들	듣	VV	O
으며	으며	EC	O
_	_	_	O
활약	활약하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## ‘복면가왕’ 출연 당시 정은지는 보라색 일바지에 면장갑, 슬리퍼를 신고 무대에 올라 호소력 짙은 목소리와 여유 있는 무대 매너로 많은 판정단들의 마음을 사로잡았다.
## ‘<복면가왕:POH>’ 출연 당시 <정은지:PER>는 보라색 일바지에 면장갑, 슬리퍼를 신고 무대에 올라 호소력 짙은 목소리와 여유 있는 무대 매너로 많은 판정단들의 마음을 사로잡았다.
‘	‘	SS	O
복면	복면	NNG	B-POH
가왕	가왕	NNG	I-POH
’	’	SS	O
_	_	_	O
출연	출연	NNG	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
정은지	정은지	NNP	B-PER
는	는	JX	O
_	_	_	O
보라색	보라색	NNG	O
_	_	_	O
일	일	NNG	O
바지	바지	NNG	O
에	에	JKB	O
_	_	_	O
면장갑	면장갑	NNG	O
,	,	SP	O
_	_	_	O
슬리퍼	슬리퍼	NNG	O
를	를	JKO	O
_	_	_	O
신	신	VV	O
고	고	EC	O
_	_	_	O
무대	무대	NNG	O
에	에	JKB	O
_	_	_	O
올	오르	VV	O
라	아	EC	O
_	_	_	O
호소력	호소력	NNG	O
_	_	_	O
짙	짙	VA	O
은	은	ETM	O
_	_	_	O
목소리	목소리	NNG	O
와	와	JC	O
_	_	_	O
여유	여유	NNG	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
무대	무대	NNG	O
_	_	_	O
매너	매너	NNG	O
로	로	JKB	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
판정	판정	NNG	O
단	단	XSN	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
마음	마음	NNG	O
을	을	JKO	O
_	_	_	O
사로잡	사로잡	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이군은 “실제로 시험이 끝난 후 TV 실컷 보다가 다시 공부하려고 교과서를 펴면 글자들이 머릿속에서 튕겨져 나가는 것처럼 집중이 안된다”고 말했다.
## <이:PER>군은 “실제로 시험이 끝난 후 TV 실컷 보다가 다시 공부하려고 교과서를 펴면 글자들이 머릿속에서 튕겨져 나가는 것처럼 집중이 안된다”고 말했다.
이	이	NNP	B-PER
군	군	NNB	O
은	은	JX	O
_	_	_	O
“	“	SS	O
실제로	실제로	MAG	O
_	_	_	O
시험	시험	NNG	O
이	이	JKS	O
_	_	_	O
끝난	끝나+ㄴ	VV+ETM	O
_	_	_	O
후	후	NNG	O
_	_	_	O
TV	TV	SL	O
_	_	_	O
실컷	실컷	MAG	O
_	_	_	O
보	보	VV	O
다가	다가	EC	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
공부하	공부하	VV	O
려고	려고	EC	O
_	_	_	O
교과서	교과서	NNG	O
를	를	JKO	O
_	_	_	O
펴	펴	VV	O
면	면	EC	O
_	_	_	O
글자	글자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
머릿속	머릿속	NNG	O
에서	에서	JKB	O
_	_	_	O
튕겨	튕기+어	VV+EC	O
져	지+어	VX+EC	O
_	_	_	O
나가	나가	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
처럼	처럼	JKB	O
_	_	_	O
집중	집중	NNG	O
이	이	JKS	O
_	_	_	O
안	안	MAG	O
된다	되+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 전의를 상실한 조상우는 폭투까지 내주며 1점을 추가 실점했다.
## 전의를 상실한 <조상우:PER>는 폭투까지 내주며 <1점:NOH>을 추가 실점했다.
전의	전의	NNG	O
를	를	JKO	O
_	_	_	O
상실한	상실하+ㄴ	VV+ETM	O
_	_	_	O
조상우	조상우	NNP	B-PER
는	는	JX	O
_	_	_	O
폭투	폭투	NNG	O
까지	까지	JX	O
_	_	_	O
내주	내주	VV	O
며	며	EC	O
_	_	_	O
1	1	SN	B-NOH
점	점	NNB	I-NOH
을	을	JKO	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
실점	실점하	VV	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

