## 1
## 강원지방기상청에 따르면, 설악산 중청봉의 아침 기온이 영하로 떨어지면서 이날 오전 7시께부터 산발적으로 눈이 날렸다.
## <강원지방기상청:ORG>에 따르면, <설악산:LOC> <중청봉:LOC>의 아침 기온이 영하로 떨어지면서 이날 <오전 7시:TIM>께부터 산발적으로 눈이 날렸다.
강원	강원	NNP	B-ORG
(	(	SS	O
아이유	아이유	NNP	B-PER
_	_	_	O
분	분	NNB	O
)	)	SS	O
는	는	JX	O
_	_	_	O
누명	누명	NNG	O
을	을	JKO	O
_	_	_	O
덮어쓴	덮어쓰+ㄴ	VV+ETM	O
_	_	_	O
오	오	NNP	B-PER
상궁	상궁	NNG	I-PER
(	(	SS	O
우희진	우희진	NNP	B-PER
_	_	_	O
분	분	NNB	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
죽음	죽음	NNG	O
을	을	JKO	O
_	_	_	O
막	막	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
석고대죄	석고대죄	NNG	O
하	하	XSV	O
는	는	ETM	O
_	_	_	O
장면	장면	NNG	O
이	이	JKS	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 올 시즌 수원은 역대 최악의 상황에 처했다.
## 올 시즌 <수원:ORG>은 역대 최악의 상황에 처했다.
올	올	NNG	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
수원	수원	NNP	B-ORG
은	은	JX	O
_	_	_	O
역대	역대	NNG	O
_	_	_	O
최악	최악	NNG	O
의	의	JKG	O
_	_	_	O
상황	상황	NNG	O
에	에	JKB	O
_	_	_	O
처	처하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 홍 지사에게 1억 원을 전달했다고 성 회장이 지목한 윤모 전 경남기업 부사장(52)과 2013년 충남 부여-청양 국회의원 재선거 당시 이 전 총리-성 회장 간 독대를 목격했다고 주장해온 이 전 총리의 운전기사 윤모 씨 중 누가 먼저 소환되느냐에 따라 두 정치인의 소환 순서도 정해질 것으로 보인다.
## <홍:PER> 지사에게 <1억 원:MNY>을 전달했다고 <성:PER> 회장이 지목한 <윤모:PER> 전 <경남기업:ORG> 부사장(<52:NOH>)과 <2013년:DAT> <충남:LOC> <부여:LOC>-<청양:LOC> 국회의원 재선거 당시 <이:PER> 전 총리-<성:PER> 회장 간 독대를 목격했다고 주장해온 <이:PER> 전 총리의 운전기사 <윤모:PER> 씨 중 누가 먼저 소환되느냐에 따라 두 정치인의 소환 순서도 정해질 것으로 보인다.
홍	홍	NNP	B-PER
_	_	_	O
지사	지사	NNG	O
에게	에게	JKB	O
_	_	_	O
1	1	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
전달	전달하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
성	성	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
이	이	JKS	O
_	_	_	O
지목한	지목하+ㄴ	VV+ETM	O
_	_	_	O
윤	윤	NNP	B-PER
모	모	NP	I-PER
_	_	_	O
전	전	MM	O
_	_	_	O
경남기업	경남기업	NNP	B-ORG
_	_	_	O
부사장	부사장	NNG	O
(	(	SS	O
52	52	SN	B-NOH
)	)	SS	O
과	과	JKB	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
충남	충남	NNP	B-LOC
_	_	_	O
부여	부여	NNP	B-LOC
-	-	SO	O
청양	청양	NNP	B-LOC
_	_	_	O
국회의원	국회의원	NNG	O
_	_	_	O
재선거	재선거	NNG	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
이	이	MM	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
총리	총리	NNG	O
-	-	SO	O
성	성	NNG	B-PER
_	_	_	O
회장	회장	NNG	O
_	_	_	O
간	간	NNB	O
_	_	_	O
독대	독대	NNG	O
를	를	JKO	O
_	_	_	O
목격	목격하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
주장해	주장하+여	VV+EC	O
온	오+ㄴ	VX+ETM	O
_	_	_	O
이	이	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
총리	총리	NNG	O
의	의	JKG	O
_	_	_	O
운전기사	운전기사	NNG	O
_	_	_	O
윤	윤	NNP	B-PER
모	모	NP	I-PER
_	_	_	O
씨	씨	NNB	O
_	_	_	O
중	중	NNB	O
_	_	_	O
누	누구	NP	O
가	가	JKS	O
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
소환되	소환되	VV	O
느냐	느냐	EC	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
두	두	MM	O
_	_	_	O
정치인	정치인	NNG	O
의	의	JKG	O
_	_	_	O
소환	소환	NNG	O
_	_	_	O
순서	순서	NNG	O
도	도	JX	O
_	_	_	O
정해	정하+여	VV+EC	O
질	지+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 1호선 부평역 사고. 동인천∼부천역 전철 운행 중단1호선 부평역 크레인 사고, 동인천∼부천역 전철 운행 중단...복구 지연되는 이유는?지하철 1호선 인천 부평역 철로에 건설용 크레인이 넘어지는 사고가 발생해 동인천∼부천역 전철 운행이 중단됐다.
## <1호선:NOH> <부평역:LOC> 사고. <동인천∼부천역:LOC> 전철 운행 중단<1호선:NOH> <부평역:LOC> 크레인 사고, <동인천∼부천역:LOC> 전철 운행 중단...복구 지연되는 이유는?지하철 <1호선:NOH> <인천 부평역:LOC> 철로에 건설용 크레인이 넘어지는 사고가 발생해 <동인천∼부천역:LOC> 전철 운행이 중단됐다.
1	1	SN	B-NOH
호	호	NNB	I-NOH
선	선	XSN	I-NOH
_	_	_	O
부평역	부평역	NNP	B-LOC
_	_	_	O
사고	사고	NNG	O
.	.	SF	O
_	_	_	O
동인천	동인천	NNP	B-LOC
∼	∼	SO	I-LOC
부천역	부천역	NNP	I-LOC
_	_	_	O
전철	전철	NNG	O
_	_	_	O
운행	운행	NNG	O
_	_	_	O
중단	중단	NNG	O
1	1	SN	B-NOH
호	호	NNB	I-NOH
선	선	XSN	I-NOH
_	_	_	O
부평역	부평역	NNP	B-LOC
_	_	_	O
크레인	크레인	NNG	O
_	_	_	O
사고	사고	NNG	O
,	,	SP	O
_	_	_	O
동인천	동인천	NNP	B-LOC
∼	∼	SO	I-LOC
부천역	부천역	NNP	I-LOC
_	_	_	O
전철	전철	NNG	O
_	_	_	O
운행	운행	NNG	O
_	_	_	O
중단	중단	NNG	O
.	.	SF	O
.	.	SF	O
.	.	SF	O
복구	복구	NNG	O
_	_	_	O
지연되	지연되	VV	O
는	는	ETM	O
_	_	_	O
이유	이유	NNG	O
는	는	JX	O
?	?	SF	O
지하철	지하철	NNG	O
_	_	_	O
1	1	SN	B-NOH
호	호	NNB	I-NOH
선	선	XSN	I-NOH
_	_	_	O
인천	인천	NNP	B-LOC
_	_	_	I-LOC
부평	부평	NNP	I-LOC
역	역	NNG	I-LOC
_	_	_	O
철로	철로	NNG	O
에	에	JKB	O
_	_	_	O
건설	건설	NNG	O
용	용	XSN	O
_	_	_	O
크레인	크레인	NNG	O
이	이	JKS	O
_	_	_	O
넘어지	넘어지	VV	O
는	는	ETM	O
_	_	_	O
사고	사고	NNG	O
가	가	JKS	O
_	_	_	O
발생해	발생하+여	VV+EC	O
_	_	_	O
동인천	동인천	NNP	B-LOC
∼	∼	SO	I-LOC
부천역	부천역	NNP	I-LOC
_	_	_	O
전철	전철	NNG	O
_	_	_	O
운행	운행	NNG	O
이	이	JKS	O
_	_	_	O
중단	중단되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 16일 오후 2시35분께 인천시 부평역에서 백운역 방면 전철 선로에 크레인이 덮쳐 전기가 끊어져 양방향 운행이 모두 중단됐다.
## <16일:DAT> <오후 2시35분:TIM>께 <인천시 부평역:LOC>에서 <백운역:LOC> 방면 전철 선로에 크레인이 덮쳐 전기가 끊어져 양방향 운행이 모두 중단됐다.
16	16	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
2	2	SN	I-TIM
시	시	NNB	I-TIM
35	35	SN	I-TIM
분	분	NNB	I-TIM
께	께	XSN	O
_	_	_	O
인천시	인천시	NNP	B-LOC
_	_	_	I-LOC
부평역	부평역	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
백운역	백운역	NNP	B-LOC
_	_	_	O
방면	방면	NNG	O
_	_	_	O
전철	전철	NNG	O
_	_	_	O
선로	선로	NNG	O
에	에	JKB	O
_	_	_	O
크레인	크레인	NNG	O
이	이	JKS	O
_	_	_	O
덮쳐	덮치+어	VV+EC	O
_	_	_	O
전기	전기	NNG	O
가	가	JKS	O
_	_	_	O
끊어져	끊어지+어	VV+EC	O
_	_	_	O
양	양	MM	O
방향	방향	NNG	O
_	_	_	O
운행	운행	NNG	O
이	이	JKS	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
중단	중단되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 이 사고로 크레인 운전자 1명과 인부 2명이 부상을 입고 인근 병원으로 옮겨져 치료를 받고 있으나 생명에는 지장이 없는 것으로 알려졌다.
## 이 사고로 크레인 운전자 <1명:NOH>과 인부 <2명:NOH>이 부상을 입고 인근 병원으로 옮겨져 치료를 받고 있으나 생명에는 지장이 없는 것으로 알려졌다.
이	이	MM	O
_	_	_	O
사고	사고	NNG	O
로	로	JKB	O
_	_	_	O
크레인	크레인	NNG	O
_	_	_	O
운전자	운전자	NNG	O
_	_	_	O
1	1	SN	B-NOH
명	명	NNB	I-NOH
과	과	JC	O
_	_	_	O
인부	인부	NNG	O
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
부상	부상	NNG	O
을	을	JKO	O
_	_	_	O
입	입	VV	O
고	고	EC	O
_	_	_	O
인근	인근	NNG	O
_	_	_	O
병원	병원	NNG	O
으로	으로	JKB	O
_	_	_	O
옮겨	옮기+어	VV+EC	O
져	지+어	VX+EC	O
_	_	_	O
치료	치료	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
으나	으나	EC	O
_	_	_	O
생명	생명	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
지장	지장	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 현재 서울~인천방향은 서울 오류역까지, 인천~서울방향은 주안역까지 운행하고 있으며 부천 온수~인천 간석까지는 운행이 중단된 상태다.
## 현재 <서울~인천:LOC>방향은 <서울 오류역:LOC>까지, <인천~서울:LOC>방향은 <주안역:LOC>까지 운행하고 있으며 <부천 온수~인천 간석:LOC>까지는 운행이 중단된 상태다.
현재	현재	MAG	O
_	_	_	O
서울	서울	NNP	B-LOC
~	~	SO	I-LOC
인천	인천	NNP	I-LOC
방향	방향	NNG	O
은	은	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
오류역	오류역	NNP	I-LOC
까지	까지	JX	O
,	,	SP	O
_	_	_	O
인천	인천	NNP	B-LOC
~	~	SO	I-LOC
서울	서울	NNP	I-LOC
방향	방향	NNG	O
은	은	JX	O
_	_	_	O
주안역	주안역	NNP	B-LOC
까지	까지	JX	O
_	_	_	O
운행하	운행하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
으며	으며	EC	O
_	_	_	O
부천	부천	NNP	B-LOC
_	_	_	I-LOC
온수	온수	NNG	I-LOC
~	~	SO	I-LOC
인천	인천	NNP	I-LOC
_	_	_	I-LOC
간석	간석	NNP	I-LOC
까지	까지	JX	O
는	는	JX	O
_	_	_	O
운행	운행	NNG	O
이	이	JKS	O
_	_	_	O
중단된	중단되+ㄴ	VV+ETM	O
_	_	_	O
상태	상태+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 하지만 정 전 이사장은 이날 최씨의 호칭과 관련 “주변에서 다 최 회장으로 불렀다”고 증언하기도 했다.
## 하지만 <정:PER> 전 이사장은 이날 <최:PER>씨의 호칭과 관련 “주변에서 다 <최:PER> 회장으로 불렀다”고 증언하기도 했다.
하지만	하지만	MAJ	O
_	_	_	O
정	정	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
이사장	이사장	NNG	O
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
최	최	NNP	B-PER
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
호칭	호칭	NNG	O
과	과	JKB	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
“	“	SS	O
주변	주변	NNG	O
에서	에서	JKB	O
_	_	_	O
다	다	MAG	O
_	_	_	O
최	최	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
으로	으로	JKB	O
_	_	_	O
불	부르	VV	O
렀	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
증언하	증언하	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 10
## 문재인은 대선 패배의 반성문 격인 『1219 끝이 시작이다』에서 “노무현을 넘어서는 것이 그의 마지막 부탁이라는 것을 안다.
## <문재인:PER>은 대선 패배의 반성문 격인 <『1219 끝이 시작이다』:POH>에서 “<노무현:PER>을 넘어서는 것이 그의 마지막 부탁이라는 것을 안다.
문재인	문재인	NNP	B-PER
은	은	JX	O
_	_	_	O
대선	대선	NNG	O
_	_	_	O
패배	패배	NNG	O
의	의	JKG	O
_	_	_	O
반성문	반성문	NNG	O
_	_	_	O
격	격	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
『	『	SS	B-POH
1219	1219	SN	I-POH
_	_	_	I-POH
끝	끝	NNG	I-POH
이	이	JKS	I-POH
_	_	_	I-POH
시작	시작	NNG	I-POH
이	이	VCP	I-POH
다	다	EF	I-POH
』	』	SS	I-POH
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
노무현	노무현	NNP	B-PER
을	을	JKO	O
_	_	_	O
넘어서	넘어서	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
마지막	마지막	NNG	O
_	_	_	O
부탁	부탁	NNG	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
안다	알+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 익산 지진, 새벽 4시 31분에 규모 3.5 지진 발생… 서울에서도 지진 느껴오늘(22일) 오전 전라북도 익산시 인근에서 지진이 발생했다.
## <익산:LOC> 지진, <새벽 4시 31분:TIM>에 <규모 3.5:NOH> 지진 발생… <서울:LOC>에서도 지진 느껴오늘(<22일:DAT>) 오전 <전라북도:LOC> <익산시:LOC> 인근에서 지진이 발생했다.
익산	익산	NNP	B-LOC
_	_	_	O
지진	지진	NNG	O
,	,	SP	O
_	_	_	O
새벽	새벽	NNG	B-TIM
_	_	_	I-TIM
4	4	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	I-TIM
31	31	SN	I-TIM
분	분	NNB	I-TIM
에	에	JKB	O
_	_	_	O
규모	규모	NNG	B-NOH
_	_	_	I-NOH
3.5	3.5	SN	I-NOH
_	_	_	O
지진	지진	NNG	O
_	_	_	O
발생	발생	NNG	O
…	…	SE	O
_	_	_	O
서울	서울	NNP	B-LOC
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
지진	지진	NNG	O
_	_	_	O
느껴	느끼+어	VV+EC	O
오늘	오늘	MAG	O
(	(	SS	O
22	22	SN	B-DAT
일	일	NNB	I-DAT
)	)	SS	O
_	_	_	O
오전	오전	NNG	O
_	_	_	O
전라북도	전라북도	NNP	B-LOC
_	_	_	O
익산시	익산시	NNP	B-LOC
_	_	_	O
인근	인근	NNG	O
에서	에서	JKB	O
_	_	_	O
지진	지진	NNG	O
이	이	JKS	O
_	_	_	O
발생	발생하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 기상청은 이날 지진통보를 통해 04시 31분 25초에 익산시 북쪽 8km 지역에서 규모 3.5의 지진이 발생했다고 밝혔다.
## <기상청:ORG>은 이날 지진통보를 통해 <04시 31분 25초:TIM>에 <익산시:LOC> 북쪽 <8km:NOH> 지역에서 <규모 3.5:NOH>의 지진이 발생했다고 밝혔다.
기상청	기상청	NNG	B-ORG
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
지진	지진	NNG	O
통보	통보	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
04	04	SN	B-TIM
시	시	NNB	I-TIM
_	_	_	I-TIM
31	31	SN	I-TIM
분	분	NNB	I-TIM
_	_	_	I-TIM
25	25	SN	I-TIM
초	초	NNB	I-TIM
에	에	JKB	O
_	_	_	O
익산시	익산시	NNP	B-LOC
_	_	_	O
북쪽	북쪽	NNG	O
_	_	_	O
8	8	SN	B-NOH
km	km	SL	I-NOH
_	_	_	O
지역	지역	NNG	O
에서	에서	JKB	O
_	_	_	O
규모	규모	NNG	B-NOH
_	_	_	I-NOH
3.5	3.5	SN	I-NOH
의	의	JKG	O
_	_	_	O
지진	지진	NNG	O
이	이	JKS	O
_	_	_	O
발생	발생하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이에 전북 지역에서 지진동이 감지되었으며, 인근 주민들이 놀랐다.
## 이에 <전북:LOC> 지역에서 지진동이 감지되었으며, 인근 주민들이 놀랐다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
전북	전북	NNP	B-LOC
_	_	_	O
지역	지역	NNG	O
에서	에서	JKB	O
_	_	_	O
지진동	지진동	NNG	O
이	이	JKS	O
_	_	_	O
감지되	감지되	VV	O
었	었	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
인근	인근	NNG	O
_	_	_	O
주민	주민	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
놀랐	놀라+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 14
## 지진 발생 당시 인근에는 10여초 가량 지진파가 감지되었으며, 아파트 등에는 건물과 창문이 흔들리는 현상이 발생했다.
## 지진 발생 당시 인근에는 <10여초:NOH> 가량 지진파가 감지되었으며, 아파트 등에는 건물과 창문이 흔들리는 현상이 발생했다.
지진	지진	NNG	O
_	_	_	O
발생	발생	NNG	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
인근	인근	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
10	10	SN	B-NOH
여	여	XSN	I-NOH
초	초	NNB	I-NOH
_	_	_	O
가량	가량	XSN	O
_	_	_	O
지진파	지진파	NNG	O
가	가	JKS	O
_	_	_	O
감지되	감지되	VV	O
었	었	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
아파트	아파트	NNG	O
_	_	_	O
등	등	NNB	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
건물	건물	NNG	O
과	과	JC	O
_	_	_	O
창문	창문	NNG	O
이	이	JKS	O
_	_	_	O
흔들리	흔들리	VV	O
는	는	ETM	O
_	_	_	O
현상	현상	NNG	O
이	이	JKS	O
_	_	_	O
발생	발생하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 한편 이번 지진은 지난 8월 제주도 성산 남동쪽 22km해역에서 발생한 규모3.7의 지진에 이어 올 들어 두 번째로 규모가 큰 지진으로 기록되었으며, 진원지와 150km이상 떨어진 서울 일부 지역에서도 지진을 느꼈다는 제보가 들어왔다.
## 한편 이번 지진은 지난 <8월:DAT> <제주도 성산:LOC> 남동쪽 <22km:NOH>해역에서 발생한 <규모3.7:NOH>의 지진에 이어 올 들어 두 번째로 규모가 큰 지진으로 기록되었으며, 진원지와 <150km:NOH>이상 떨어진 <서울:LOC> 일부 지역에서도 지진을 느꼈다는 제보가 들어왔다.
한편	한편	MAG	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
지진	지진	NNG	O
은	은	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
제주도	제주도	NNP	B-LOC
_	_	_	I-LOC
성산	성산	NNP	I-LOC
_	_	_	O
남동쪽	남동쪽	NNG	O
_	_	_	O
22	22	SN	B-NOH
km	km	SL	I-NOH
해역	해역	NNG	O
에서	에서	JKB	O
_	_	_	O
발생한	발생하+ㄴ	VV+ETM	O
_	_	_	O
규모	규모	NNG	B-NOH
3.7	3.7	SN	I-NOH
의	의	JKG	O
_	_	_	O
지진	지진	NNG	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
올	올	NNG	O
_	_	_	O
들	들	VV	O
어	어	EC	O
_	_	_	O
두	두	MM	O
_	_	_	O
번째	번째	NNB	O
로	로	JKB	O
_	_	_	O
규모	규모	NNG	O
가	가	JKS	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
지진	지진	NNG	O
으로	으로	JKB	O
_	_	_	O
기록되	기록되	VV	O
었	었	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
진원지	진원지	NNG	O
와	와	JC	O
_	_	_	O
150	150	SN	B-NOH
km	km	SL	I-NOH
이상	이상	NNG	O
_	_	_	O
떨어진	떨어지+ㄴ	VV+ETM	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
일부	일부	NNG	O
_	_	_	O
지역	지역	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
지진	지진	NNG	O
을	을	JKO	O
_	_	_	O
느	느끼	VV	O
꼈	었	EP	O
다는	다는	ETM	O
_	_	_	O
제보	제보	NNG	O
가	가	JKS	O
_	_	_	O
들어	들어오	VV	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 16
## ‘천재소년’ 송유근 국내 최연소 박사로
## ‘천재소년’ <송유근:PER> 국내 최연소 박사로
‘	‘	SS	O
천재	천재	NNG	O
소년	소년	NNG	O
’	’	SS	O
_	_	_	O
송유근	송유근	NNP	B-PER
_	_	_	O
국내	국내	NNG	O
_	_	_	O
최	최	XPN	O
연소	연소	NNG	O
_	_	_	O
박사	박사	NNG	O
로	로	JKB	O

