## 1
## 광복 70주년을 열흘 앞둔 남북관계의 현주소를 상징적으로 보여주는 장면이다.
## 광복 <70주년:NOH>을 열흘 앞둔 <남북:ORG>관계의 현주소를 상징적으로 보여주는 장면이다.
광복	광복	NNG	O
## ○…민주당의 박지원대변인은 논평을 통해 『정회장이 대통령 선거 후 현 정부와의 불편한 관계를 청산하려고 노력해왔으며 이번 은퇴는 그 일환으로 짐작한다』고 말했다.
## ○…<민주당:ORG>의 <박지원:PER>대변인은 논평을 통해 『<정:PER>회장이 대통령 선거 후 현 정부와의 불편한 관계를 청산하려고 노력해왔으며 이번 은퇴는 그 일환으로 짐작한다』고 말했다.
○	○	SW	O
…	…	SE	O
민주당	민주당	NNP	B-ORG
의	의	JKG	O
_	_	_	O
박지원	박지원	NNP	B-PER
대변인	대변인	NNG	O
은	은	JX	O
_	_	_	O
논평	논평	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
『	『	SS	O
정	정	NNP	B-PER
회장	회장	NNG	O
이	이	JKS	O
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
선거	선거	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
현	현	MM	O
_	_	_	O
정부	정부	NNG	O
와	와	JKB	O
의	의	JKG	O
_	_	_	O
불편한	불편하+ㄴ	VA+ETM	O
_	_	_	O
관계	관계	NNG	O
를	를	JKO	O
_	_	_	O
청산하	청산하	VV	O
려고	려고	EC	O
_	_	_	O
노력해	노력하+여+오	VV+EC+VX	O
왔	았	EP	O
으며	으며	EC	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
은퇴	은퇴	NNG	O
는	는	JX	O
_	_	_	O
그	그	MM	O
_	_	_	O
일환	일환	NNG	O
으로	으로	JKB	O
_	_	_	O
짐작한다	짐작하+ㄴ다	VV+EF	O
』	』	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 그로부터 일주일 뒤 “완전히 준비가 됐을 때 대회에 출전하겠다”고 발표한 그는 이후 두 달 동안 모든 대회에 불참해 왔다.
## 그로부터 <일주일:DUR> 뒤 “완전히 준비가 됐을 때 대회에 출전하겠다”고 발표한 그는 이후 <두 달:DUR> 동안 모든 대회에 불참해 왔다.
그	그	NP	O
로부터	로부터	JKB	O
_	_	_	O
일주일	일주일	NNG	B-DUR
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
“	“	SS	O
완전히	완전히	MAG	O
_	_	_	O
준비	준비	NNG	O
가	가	JKC	O
_	_	_	O
됐	+었	+EP	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
대회	대회	NNG	O
에	에	JKB	O
_	_	_	O
출전하	출전하	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
발표한	발표하+ㄴ	VV+ETM	O
_	_	_	O
그	그	NP	O
는	는	JX	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
두	두	MM	B-DUR
_	_	_	I-DUR
달	달	NNB	I-DUR
_	_	_	O
동안	동안	NNG	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
대회	대회	NNG	O
에	에	JKB	O
_	_	_	O
불참해	불참하+여	VV+EC	O
_	_	_	O
왔	+았	+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 지난달 말 우즈의 전용기가 오거스타 공항에서 발견돼 마스터스에 출전할 것이라는 전망에 힘이 실렸고, 그의 에이전트가 “18홀 연습 라운드를 했다”고 시인하면서 마스터스 출전을 준비하고 있다는 사실이 확인됐다.
## 지난달 말 <우즈:PER>의 전용기가 <오거스타 공항:LOC>에서 발견돼 <마스터스:POH>에 출전할 것이라는 전망에 힘이 실렸고, 그의 에이전트가 “<18홀:NOH> 연습 라운드를 했다”고 시인하면서 <마스터스:POH> 출전을 준비하고 있다는 사실이 확인됐다.
지난달	지난달	NNG	O
_	_	_	O
말	말	NNB	O
_	_	_	O
우즈	우즈	NNP	B-PER
의	의	JKG	O
_	_	_	O
전용	전용	NNG	O
기가	기가	NNG	O
_	_	_	O
오거스타	오거스타	NNP	B-LOC
_	_	_	I-LOC
공항	공항	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
발견돼	발견되+어	VV+EC	O
_	_	_	O
마스터스	마스터스	NNG	B-POH
에	에	JKB	O
_	_	_	O
출전할	출전하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
전망	전망	NNG	O
에	에	JKB	O
_	_	_	O
힘	힘	NNG	O
이	이	JKS	O
_	_	_	O
실	실리	VV	O
렸	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
에이전트	에이전트	NNG	O
가	가	JKS	O
_	_	_	O
“	“	SS	O
18	18	SN	B-NOH
홀	홀	NNG	I-NOH
_	_	_	O
연습	연습	NNG	O
_	_	_	O
라운드	라운드	NNG	O
를	를	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
시인하	시인하	VV	O
면서	면서	EC	O
_	_	_	O
마스터스	마스터스	NNG	B-POH
_	_	_	O
출전	출전	NNG	O
을	을	JKO	O
_	_	_	O
준비하	준비하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다는	다는	ETM	O
_	_	_	O
사실	사실	NNG	O
이	이	JKS	O
_	_	_	O
확인	확인되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 올해 첫 메이저 대회인 마스터스는 9일부터 나흘간 미국 조지아주 오거스타 내셔널 골프 클럽에서 펼쳐진다.
## 올해 첫 메이저 대회인 <마스터스:POH>는 <9일:DAT>부터 <나흘간:DUR> <미국:LOC> <조지아주:LOC> <오거스타 내셔널 골프 클럽:LOC>에서 펼쳐진다.
올해	올해	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
메이저	메이저	NNG	O
_	_	_	O
대회	대회	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
마스터스	마스터스	NNG	B-POH
는	는	JX	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
나흘	나흘	NNG	B-DUR
간	간	XSN	I-DUR
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
조지아주	조지아주	NNP	B-LOC
_	_	_	O
오거스타	오거스타	NNP	B-LOC
_	_	_	I-LOC
내셔널	내셔널	NNG	I-LOC
_	_	_	I-LOC
골프	골프	NNG	I-LOC
_	_	_	I-LOC
클럽	클럽	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
펼쳐진다	펼쳐지+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 에스토니아는 4차 산업혁명의 미래를 ‘교육’에서 찾고 있다.
## <에스토니아:ORG>는 <4차 산업혁명:POH>의 미래를 ‘교육’에서 찾고 있다.
에스토니아	에스토니아	NNP	B-ORG
는	는	JX	O
_	_	_	O
4	4	SN	B-POH
차	차	NNB	I-POH
_	_	_	I-POH
산업	산업	NNG	I-POH
혁명	혁명	NNG	I-POH
의	의	JKG	O
_	_	_	O
미래	미래	NNG	O
를	를	JKO	O
_	_	_	O
‘	‘	SS	O
교육	교육	NNG	O
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
찾	찾	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 마상혁 과장은 “9~13세의 경우 2회 접종만으로도 충분한 면역효과가 나타난다”며 “이후 접종하면 같은 수준의 예방 효과를 얻기 위해 3회를 맞아야 한다”고 설명했다.
## <마상혁:PER> 과장은 “<9:NOH>~<13세:NOH>의 경우 <2회:NOH> 접종만으로도 충분한 면역효과가 나타난다”며 “이후 접종하면 같은 수준의 예방 효과를 얻기 위해 <3회:NOH>를 맞아야 한다”고 설명했다.
마상혁	마상혁	NNP	B-PER
_	_	_	O
과장	과장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
9	9	SN	B-NOH
~	~	SO	O
13	13	SN	B-NOH
세	세	NNB	I-NOH
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
2	2	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
접종	접종	NNG	O
만	만	JX	O
으로	으로	JKB	O
도	도	JX	O
_	_	_	O
충분한	충분하+ㄴ	VA+ETM	O
_	_	_	O
면역	면역	NNG	O
효과	효과	NNG	O
가	가	JKS	O
_	_	_	O
나타난다	나타나+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
이후	이후	NNG	O
_	_	_	O
접종하	접종하	VV	O
면	면	EC	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
수준	수준	NNG	O
의	의	JKG	O
_	_	_	O
예방	예방	NNG	O
_	_	_	O
효과	효과	NNG	O
를	를	JKO	O
_	_	_	O
얻	얻	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
3	3	SN	B-NOH
회	회	NNB	I-NOH
를	를	JKO	O
_	_	_	O
맞	맞	VV	O
아야	아야	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 삼성, 하반기 공채부터 학점 제한 폐지…‘직무적합성평가’ 도입
## <삼성:ORG>, 하반기 공채부터 학점 제한 폐지…‘직무적합성평가’ 도입
삼성	삼성	NNP	B-ORG
,	,	SP	O
_	_	_	O
하반기	하반기	NNG	O
_	_	_	O
공채	공채	NNG	O
부터	부터	JX	O
_	_	_	O
학점	학점	NNG	O
_	_	_	O
제한	제한	NNG	O
_	_	_	O
폐지	폐지	NNG	O
…	…	SE	O
‘	‘	SS	O
직무	직무	NNG	O
적합성	적합성	NNG	O
평가	평가	NNG	O
’	’	SS	O
_	_	_	O
도입	도입	NNG	O

## 13
## 그러나 이 부분에 대한 미국의 입장은 강경했고, 결국 상당 부분 관철됐다.
## 그러나 이 부분에 대한 <미국:ORG>의 입장은 강경했고, 결국 상당 부분 관철됐다.
그러나	그러나	MAJ	O
_	_	_	O
이	이	MM	O
_	_	_	O
부분	부분	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
미국	미국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
입장	입장	NNG	O
은	은	JX	O
_	_	_	O
강경	강경하	VA	O
했	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
결국	결국	NNG	O
_	_	_	O
상당	상당	NNG	O
_	_	_	O
부분	부분	NNG	O
_	_	_	O
관철	관철되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 이번 안보리 외교장관회의에는 윤병세 외교장관이 참석한다.
## 이번 <안보리:ORG> 외교장관회의에는 <윤병세:PER> 외교장관이 참석한다.
이번	이번	NNG	O
_	_	_	O
안보리	안보리	NNG	B-ORG
_	_	_	O
외교	외교	NNG	O
장관	장관	NNG	O
회의	회의	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
윤병세	윤병세	NNP	B-PER
_	_	_	O
외교	외교	NNG	O
장관	장관	NNG	O
이	이	JKS	O
_	_	_	O
참석한다	참석하+ㄴ다	VV+EF	O
.	.	SF	O

