## 1
## 제발 우리의 안보태세나 굳건히 다지고 한­미공조나 튼튼히 점검하면서 말의 정직성이라곤 한푼어치도 없는 북의 장난에 일일이 반응하지 말라는 것이다.
## 제발 우리의 안보태세나 굳건히 다지고 <한:ORG>­<미:ORG>공조나 튼튼히 점검하면서 말의 정직성이라곤 한푼어치도 없는 <북:ORG>의 장난에 일일이 반응하지 말라는 것이다.
제발	제발	MAG	O
발암물질없는사회만들기국민행동	발암물질없는사회만들기국민행동	NNG	B-ORG
_	_	_	O
박수미	박수미	NNP	B-PER
_	_	_	O
사무국	사무국	NNG	O
장	장	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
중금속	중금속	NNG	O
_	_	_	O
기준	기준	NNG	O
이	이	JKS	O
_	_	_	O
만들	만들	VV	O
어	어	EC	O
지	지	VX	O
기	기	ETN	O
_	_	_	O
전	전	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
2008	2008	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
이전	이전	NNG	O
에	에	JKB	O
_	_	_	O
설치된	설치되+ㄴ	VV+ETM	O
_	_	_	O
놀이	놀이	NNG	O
시설	시설	NNG	O
은	은	JX	O
_	_	_	O
아무런	아무런	MM	O
_	_	_	O
점검	점검	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 인천국제공항과 영종도 지역을 편리하게 접근할 수 있도록 해주는 핵심교통시설이지만 높은 통행료에 대한 불만이 끊이지 않았다.
## <인천국제공항:LOC>과 <영종도:LOC> 지역을 편리하게 접근할 수 있도록 해주는 핵심교통시설이지만 높은 통행료에 대한 불만이 끊이지 않았다.
인천	인천	NNP	B-LOC
국제공항	국제공항	NNG	I-LOC
과	과	JC	O
_	_	_	O
영종도	영종도	NNP	B-LOC
_	_	_	O
지역	지역	NNG	O
을	을	JKO	O
_	_	_	O
편리하	편리하	VA	O
게	게	EC	O
_	_	_	O
접근할	접근하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
해	하+여	VX+EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
핵심	핵심	NNG	O
교통	교통	NNG	O
시설	시설	NNG	O
이	이	VCP	O
지만	지만	EC	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
통행료	통행료	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
불만	불만	NNG	O
이	이	JKS	O
_	_	_	O
끊이	끊이	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 그는 캐나다에서 태어나 밴쿠버에서 대학까지 졸업했지만 자신을 중국인이라고 생각한다.
## 그는 <캐나다:LOC>에서 태어나 <밴쿠버:LOC>에서 대학까지 졸업했지만 자신을 중국인이라고 생각한다.
그	그	NP	O
는	는	JX	O
_	_	_	O
캐나다	캐나다	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
태어나	태어나+아	VV+EC	O
_	_	_	O
밴쿠버	밴쿠버	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
대학	대학	NNG	O
까지	까지	JX	O
_	_	_	O
졸업	졸업하	VV	O
했	였	EP	O
지만	지만	EC	O
_	_	_	O
자신	자신	NNG	O
을	을	JKO	O
_	_	_	O
중국인	중국인	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
생각한다	생각하+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 출시에 앞서 만난 와이디온라인의 배민준 PM과 개발 스튜디오인 엔유스튜디오의 김영관 PD, 이윤훈 팀장은 입을 모아 ‘천군: 무한 쟁탈전’은 삼국지를 더한 그저 그런 RPG가 아니라고 입을 모았다.
## 출시에 앞서 만난 <와이디온라인:ORG>의 <배민준:PER> PM과 개발 스튜디오인 <엔유스튜디오:ORG>의 <김영관:PER> PD, <이윤훈:PER> 팀장은 입을 모아 ‘<천군: 무한 쟁탈전:POH>’은 삼국지를 더한 그저 그런 RPG가 아니라고 입을 모았다.
출시	출시	NNG	O
에	에	JKB	O
_	_	_	O
앞서	앞서	MAG	O
_	_	_	O
만난	만나+ㄴ	VV+ETM	O
_	_	_	O
와이	와이	NNG	B-ORG
디온	디온	NNP	I-ORG
라인	라인	NNG	I-ORG
의	의	JKG	O
_	_	_	O
배민준	배민준	NNP	B-PER
_	_	_	O
PM	PM	SL	O
과	과	JC	O
_	_	_	O
개발	개발	NNG	O
_	_	_	O
스튜디오	스튜디오	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
엔유	엔유	NNP	B-ORG
스튜디오	스튜디오	NNG	I-ORG
의	의	JKG	O
_	_	_	O
김영관	김영관	NNP	B-PER
_	_	_	O
PD	PD	SL	O
,	,	SP	O
_	_	_	O
이윤훈	이윤훈	NNP	B-PER
_	_	_	O
팀장	팀장	NNG	O
은	은	JX	O
_	_	_	O
입	입	NNG	O
을	을	JKO	O
_	_	_	O
모	모으	VV	O
아	아	EC	O
_	_	_	O
‘	‘	SS	O
천군	천군	NNG	B-POH
:	:	SP	I-POH
_	_	_	I-POH
무한	무한	NNG	I-POH
_	_	_	I-POH
쟁탈전	쟁탈전	NNG	I-POH
’	’	SS	O
은	은	JX	O
_	_	_	O
삼국지	삼국지	NNP	O
를	를	JKO	O
_	_	_	O
더한	더하+ㄴ	VV+ETM	O
_	_	_	O
그저	그저	MAG	O
_	_	_	O
그런	그런	MM	O
_	_	_	O
RPG	RPG	SL	O
가	가	JKC	O
_	_	_	O
아니	아니	VCN	O
라고	라고	EC	O
_	_	_	O
입	입	NNG	O
을	을	JKO	O
_	_	_	O
모	모으	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 선덜랜드전 한 달 만에 리그 선발 출전현지 언론 “라멜라가 손흥민 대체할 것” 정확히 한 달만의 리그 선발출장임을 고려하면 아쉬운 결과였다.
## <선덜랜드:ORG>전 <한 달:DUR> 만에 리그 선발 출전현지 언론 “<라멜라:PER>가 <손흥민:PER> 대체할 것” 정확히 <한 달:DUR>만의 리그 선발출장임을 고려하면 아쉬운 결과였다.
선덜랜드	선덜랜드	NNP	B-ORG
전	전	NNP	O
_	_	_	O
한	한	MM	B-DUR
_	_	_	I-DUR
달	달	NNB	I-DUR
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
리그	리그	NNG	O
_	_	_	O
선발	선발	NNG	O
_	_	_	O
출전	출전	NNG	O
현지	현지	NNG	O
_	_	_	O
언론	언론	NNG	O
_	_	_	O
“	“	SS	O
라멜라	라멜라	NNP	B-PER
가	가	JKS	O
_	_	_	O
손흥민	손흥민	NNP	B-PER
_	_	_	O
대체할	대체하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
_	_	_	O
정확히	정확히	MAG	O
_	_	_	O
한	한	MM	B-DUR
_	_	_	I-DUR
달	달	NNB	I-DUR
만	만	JX	O
의	의	JKG	O
_	_	_	O
리그	리그	NNG	O
_	_	_	O
선발	선발	NNG	O
출장	출장	NNG	O
임	이+ㅁ	VCP+ETN	O
을	을	JKO	O
_	_	_	O
고려하	고려하	VV	O
면	면	EC	O
_	_	_	O
아쉬	아쉽	VA	O
운	ㄴ	ETM	O
_	_	_	O
결과	결과+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 처음 방문한 나라는 한국이었다.
## 처음 방문한 나라는 <한국:LOC>이었다.
처음	처음	NNG	O
_	_	_	O
방문한	방문하+ㄴ	VV+ETM	O
_	_	_	O
나라	나라	NNG	O
는	는	JX	O
_	_	_	O
한국	한국	NNP	B-LOC
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 응답자 중 38%는 “2년 안에 현 직장을 떠난다”고 답했다.
## 응답자 중 <38%:PNT>는 “<2년:DUR> 안에 현 직장을 떠난다”고 답했다.
응답자	응답자	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
38	38	SN	B-PNT
%	%	SW	I-PNT
는	는	JX	O
_	_	_	O
“	“	SS	O
2	2	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
안	안	NNG	O
에	에	JKB	O
_	_	_	O
현	현	MM	O
_	_	_	O
직장	직장	NNG	O
을	을	JKO	O
_	_	_	O
떠난다	떠나+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
답	답하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 일본의 경우 여러차례의 일본 국내 전시와 함께 많은 민간독지가의 희사가 있었기 때문에 이 박물관의 일본실이 유지되고 있다는 점도 우리가 유의해야겠다.
## <일본:ORG>의 경우 여러차례의 <일본:ORG> 국내 전시와 함께 많은 민간독지가의 희사가 있었기 때문에 이 박물관의 <일본:ORG>실이 유지되고 있다는 점도 우리가 유의해야겠다.
일본	일본	NNP	B-ORG
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
여러	여러	MM	O
차례	차례	NNG	O
의	의	JKG	O
_	_	_	O
일본	일본	NNP	B-ORG
_	_	_	O
국내	국내	NNG	O
_	_	_	O
전시	전시	NNG	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
민간	민간	NNG	O
독지가	독지가	NNG	O
의	의	JKG	O
_	_	_	O
희사	희사	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
이	이	MM	O
_	_	_	O
박물관	박물관	NNG	O
의	의	JKG	O
_	_	_	O
일본	일본	NNP	B-ORG
실	실	XSN	O
이	이	JKS	O
_	_	_	O
유지되	유지되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다는	다는	ETM	O
_	_	_	O
점	점	NNG	O
도	도	JX	O
_	_	_	O
우리	우리	NP	O
가	가	JKS	O
_	_	_	O
유의해야	유의하+여야+하	VV+EC+VX	O
겠	겠	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 파트타임 전환자가 생길 때마다 추가 인력을 뽑아야 하지만 네덜란드와 독일에서 파트타임 구직자를 구하는 일은 그리 어렵지 않다.
## 파트타임 전환자가 생길 때마다 추가 인력을 뽑아야 하지만 <네덜란드:LOC>와 <독일:LOC>에서 파트타임 구직자를 구하는 일은 그리 어렵지 않다.
파트타임	파트타임	NNG	O
_	_	_	O
전환자	전환자	NNG	O
가	가	JKS	O
_	_	_	O
생길	생기+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
마다	마다	JX	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
인력	인력	NNG	O
을	을	JKO	O
_	_	_	O
뽑	뽑	VV	O
아야	아야	EC	O
_	_	_	O
하지만	하지만	MAJ	O
_	_	_	O
네덜란드	네덜란드	NNP	B-LOC
와	와	JC	O
_	_	_	O
독일	독일	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
파트타임	파트타임	NNG	O
_	_	_	O
구직자	구직자	NNG	O
를	를	JKO	O
_	_	_	O
구하	구하	VV	O
는	는	ETM	O
_	_	_	O
일	일	NNG	O
은	은	JX	O
_	_	_	O
그리	그리	MAG	O
_	_	_	O
어렵	어렵	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 이어 “근처 못골 시장이 다른 곳에서도 견학을 많이 오는 성공적인 전통시장으로 변했다.
## 이어 “근처 <못골 시장:LOC>이 다른 곳에서도 견학을 많이 오는 성공적인 전통시장으로 변했다.
이어	이어	MAG	O
_	_	_	O
“	“	SS	O
근처	근처	NNG	O
_	_	_	O
못골	못골	NNP	B-LOC
_	_	_	I-LOC
시장	시장	NNG	I-LOC
이	이	JKS	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
곳	곳	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
견학	견학	NNG	O
을	을	JKO	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
성공적	성공적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
전통	전통	NNG	O
시장	시장	NNG	O
으로	으로	JKB	O
_	_	_	O
변	변하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## ”면서 “지동도 전국에서 가장 안전한 곳으로 만들면 모범적인 스탠더드가 될 수 있다.
## ”면서 “<지동:LOC>도 전국에서 가장 안전한 곳으로 만들면 모범적인 스탠더드가 될 수 있다.
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
지동	지동	NNG	B-LOC
도	도	JX	O
_	_	_	O
전국	전국	NNG	O
에서	에서	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
안전한	안전하+ㄴ	VA+ETM	O
_	_	_	O
곳	곳	NNG	O
으로	으로	JKB	O
_	_	_	O
만들	만들	VV	O
면	면	EC	O
_	_	_	O
모범적	모범적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
스탠더드	스탠더드	NNG	O
가	가	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

