## 1
## 우즈벡전을 앞둔 시험무대인 11일 캐나다와의 평가전(천안)에서 치열한 내부경쟁을 뚫어야 한다.
## <우즈벡전:POH>을 앞둔 시험무대인 <11일:DAT> <캐나다:ORG>와의 평가전(<천안:LOC>)에서 치열한 내부경쟁을 뚫어야 한다.
우즈벡	우즈벡	NNP	B-POH
때문	때문	NNB	O
”	”	SS	O

## 4
## 스완지시티, 2-1 꺾고 6경기만에 승리 스완지시티 기성용(26)이 풀타임 활약을 펼치며 팀의 역전승에 기여했다.
## <스완지시티:ORG>, <2-1:NOH> 꺾고 <6경기:NOH>만에 승리 <스완지시티:ORG> <기성용:PER>(<26:NOH>)이 풀타임 활약을 펼치며 팀의 역전승에 기여했다.
스완지시티	스완지시티	NNP	B-ORG
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
-	-	SO	I-NOH
1	1	SN	I-NOH
_	_	_	O
꺾	꺾	VV	O
고	고	EC	O
_	_	_	O
6	6	SN	B-NOH
경기	경기	NNG	I-NOH
만	만	NNB	O
에	에	JKB	O
_	_	_	O
승리	승리	NNG	O
_	_	_	O
스완지시티	스완지시티	NNP	B-ORG
_	_	_	O
기성용	기성용	NNP	B-PER
(	(	SS	O
26	26	SN	B-NOH
)	)	SS	O
이	이	JKS	O
_	_	_	O
풀타임	풀타임	NNG	O
_	_	_	O
활약	활약	NNG	O
을	을	JKO	O
_	_	_	O
펼치	펼치	VV	O
며	며	EC	O
_	_	_	O
팀	팀	NNG	O
의	의	JKG	O
_	_	_	O
역전승	역전승	NNG	O
에	에	JKB	O
_	_	_	O
기여	기여하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 2분기(4∼6월)에 ‘깜짝 실적(어닝 서프라이즈)’을 내놓자 주가는 상승세를 타기 시작했다.
## 2분기(<4:DAT>∼<6월:DAT>)에 ‘깜짝 실적(어닝 서프라이즈)’을 내놓자 주가는 상승세를 타기 시작했다.
2	2	SN	O
분기	분기	NNG	O
(	(	SS	O
4	4	SN	B-DAT
∼	∼	SO	O
6	6	SN	B-DAT
월	월	NNB	I-DAT
)	)	SS	O
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
깜짝	깜짝	MAG	O
_	_	_	O
실적	실적	NNG	O
(	(	SS	O
어닝	어닝	NNG	O
_	_	_	O
서프라이즈	서프라이즈	NNG	O
)	)	SS	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
내놓	내놓	VV	O
자	자	EC	O
_	_	_	O
주가	주가	NNG	O
는	는	JX	O
_	_	_	O
상승세	상승세	NNG	O
를	를	JKO	O
_	_	_	O
타	타	VV	O
기	기	ETN	O
_	_	_	O
시작	시작하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 가장 큰 특징은 추천종목이 목표수익률을 달성하지 못했을 경우 결제한 포인트를 100% 자동 반환해준다는 것이고, 비용적인 측면에서도 일반 증권 리딩 서비스가 50만 원에서 90만 원 정도의 경제적 비용이 발생하는 반면에 스탁포인트는 2만 원으로도 서비스 이용이 가능하다는 장점이 있다.
## 가장 큰 특징은 추천종목이 목표수익률을 달성하지 못했을 경우 결제한 포인트를 <100%:PNT> 자동 반환해준다는 것이고, 비용적인 측면에서도 일반 증권 리딩 서비스가 <50만 원:MNY>에서 <90만 원:MNY> 정도의 경제적 비용이 발생하는 반면에 스탁포인트는 <2만 원:MNY>으로도 서비스 이용이 가능하다는 장점이 있다.
가장	가장	MAG	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
특징	특징	NNG	O
은	은	JX	O
_	_	_	O
추천	추천	NNG	O
종목	종목	NNG	O
이	이	JKS	O
_	_	_	O
목표	목표	NNG	O
수익률	수익률	NNG	O
을	을	JKO	O
_	_	_	O
달성하	달성하	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
을	을	ETM	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
결제한	결제하+ㄴ	VV+ETM	O
_	_	_	O
포인트	포인트	NNG	O
를	를	JKO	O
_	_	_	O
100	100	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
자동	자동	NNG	O
_	_	_	O
반환해	반환하+어	VV+EC	O
준	주	VX	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
비용	비용	NNG	O
적	적	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
측면	측면	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
일반	일반	NNG	O
_	_	_	O
증권	증권	NNG	O
_	_	_	O
리딩	리딩	NNG	O
_	_	_	O
서비스	서비스	NNG	O
가	가	JKS	O
_	_	_	O
50	50	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
에서	에서	JKB	O
_	_	_	O
90	90	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
정도	정도	NNG	O
의	의	JKG	O
_	_	_	O
경제적	경제적	NNG	O
_	_	_	O
비용	비용	NNG	O
이	이	JKS	O
_	_	_	O
발생하	발생하	VV	O
는	는	ETM	O
_	_	_	O
반면	반면	NNG	O
에	에	JKB	O
_	_	_	O
스탁	스탁	NNG	O
포인트	포인트	NNG	O
는	는	JX	O
_	_	_	O
2	2	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
으로	으로	JKB	O
도	도	JX	O
_	_	_	O
서비스	서비스	NNG	O
_	_	_	O
이용	이용	NNG	O
이	이	JKS	O
_	_	_	O
가능하	가능하	VA	O
다는	다는	ETM	O
_	_	_	O
장점	장점	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 7
## 딸에게서 B씨의 행위를 들은 A씨는 2일 오전 9시께 B씨에게 전화로 항의한 뒤 이날 오후 4시께 다시 전화를 걸어 만나자고 요구했다.그 뒤 A씨는 자신의 집에서 흉기를 준비한 뒤 카페에 B씨가 도착하자 흉기를 휘둘러 그의 어깨와 목 등을 4차례 찔렀다.B씨를 찌른 뒤 A씨는 달아났다
## 딸에게서 <B:PER>씨의 행위를 들은 <A:PER>씨는 <2일:DAT> <오전 9시:TIM>께 <B:PER>씨에게 전화로 항의한 뒤 이날 <오후 4시:TIM>께 다시 전화를 걸어 만나자고 요구했다.그 뒤 <A:PER>씨는 자신의 집에서 흉기를 준비한 뒤 카페에 <B:PER>씨가 도착하자 흉기를 휘둘러 그의 어깨와 목 등을 <4차례:NOH> 찔렀다.<B:PER>씨를 찌른 뒤 <A:PER>씨는 달아났다
딸	딸	NNG	O
에게서	에게서	JKB	O
_	_	_	O
B	B	SL	B-PER
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
행위	행위	NNG	O
를	를	JKO	O
_	_	_	O
들	듣	VV	O
은	은	ETM	O
_	_	_	O
A	A	SL	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	B-TIM
_	_	_	I-TIM
9	9	SN	I-TIM
시	시	NNB	I-TIM
께	께	XSN	O
_	_	_	O
B	B	SL	B-PER
씨	씨	NNB	O
에게	에게	JKB	O
_	_	_	O
전화	전화	NNG	O
로	로	JKB	O
_	_	_	O
항의한	항의하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
4	4	SN	I-TIM
시	시	NNB	I-TIM
께	께	XSN	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
전화	전화	NNG	O
를	를	JKO	O
_	_	_	O
걸	걸	VV	O
어	어	EC	O
_	_	_	O
만나	만나	VV	O
자고	자고	EC	O
_	_	_	O
요구	요구하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O
그	그	MM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
A	A	SL	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
집	집	NNG	O
에서	에서	JKB	O
_	_	_	O
흉기	흉기	NNG	O
를	를	JKO	O
_	_	_	O
준비한	준비하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
카페	카페	NNG	O
에	에	JKB	O
_	_	_	O
B	B	SL	B-PER
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
도착하	도착하	VV	O
자	자	EC	O
_	_	_	O
흉기	흉기	NNG	O
를	를	JKO	O
_	_	_	O
휘둘	휘두르	VV	O
러	어	EC	O
_	_	_	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
어깨	어깨	NNG	O
와	와	JC	O
_	_	_	O
목	목	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
4	4	SN	B-NOH
차례	차례	NNG	I-NOH
_	_	_	O
찔	찌르	VV	O
렀	었	EP	O
다	다	EF	O
.	.	SF	O
B	B	SL	B-PER
씨	씨	NNB	O
를	를	JKO	O
_	_	_	O
찌른	찌르+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
A	A	SL	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
달아났	달아나+았	VV+EP	O
다	다	EF	O

## 8
## 래퍼 씨잼이 ‘쇼미더머니5’ 2차 예선을 통과했다.20일 오후에 방송된 엠넷 ‘쇼미더머니5’에서는 81명의 2차 예선이 공개됐다.이날 참가자들은 씨잼의 ‘쇼미더머니5’ 참가에 견제하는 모습을 보였다.이에 사이먼디는 씨잼에 “씨잼의 출연에 참가자들이 불만이 많다”고 말했다.
## 래퍼 <씨잼:PER>이 ‘<쇼미더머니5:POH>’ <2차:NOH> 예선을 통과했다.<20일:DAT> 오후에 방송된 <엠넷:ORG> ‘<쇼미더머니5:POH>’에서는 <81명:NOH>의 <2차:NOH> 예선이 공개됐다.이날 참가자들은 <씨잼:PER>의 ‘<쇼미더머니5:POH>’ 참가에 견제하는 모습을 보였다.이에 <사이먼디:PER>는 <씨잼:PER>에 “<씨잼:PER>의 출연에 참가자들이 불만이 많다”고 말했다.
래퍼	래퍼	NNG	O
_	_	_	O
씨	씨	NNB	B-PER
잼	잼	NNG	I-PER
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
쇼	쇼	NNG	B-POH
미	미	NNP	I-POH
더머	더머	NNG	I-POH
니	니	JC	I-POH
5	5	SN	I-POH
’	’	SS	O
_	_	_	O
2	2	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
예선	예선	NNG	O
을	을	JKO	O
_	_	_	O
통과	통과하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O
20	20	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	O
에	에	JKB	O
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
엠넷	엠넷	NNP	B-ORG
_	_	_	O
‘	‘	SS	O
쇼	쇼	NNG	B-POH
미	미	NNP	I-POH
더머	더머	NNG	I-POH
니	니	JC	I-POH
5	5	SN	I-POH
’	’	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
81	81	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
2	2	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
예선	예선	NNG	O
이	이	VCP	O
_	_	_	O
공개	공개되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O
이날	이날	NNG	O
_	_	_	O
참가자	참가자	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
씨	씨	NNB	B-PER
잼	잼	NNG	I-PER
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
쇼	쇼	NNG	B-POH
미	미	NNP	I-POH
더머	더머	NNG	I-POH
니	니	JC	I-POH
5	5	SN	I-POH
’	’	SS	O
_	_	_	O
참가	참가	NNG	O
에	에	JKB	O
_	_	_	O
견제하	견제하	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O
이	이	NP	O
에	에	JKB	O
_	_	_	O
사이먼	사이먼	NNP	B-PER
디	디	NNG	I-PER
는	는	JX	O
_	_	_	O
씨	씨	NNB	B-PER
잼	잼	NNG	I-PER
에	에	JKB	O
_	_	_	O
“	“	SS	O
씨	씨	NNB	B-PER
잼	잼	NNG	I-PER
의	의	JKG	O
_	_	_	O
출연	출연	NNG	O
에	에	JKB	O
_	_	_	O
참가자	참가자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
불만	불만	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 청년배당 등 3대 무상복지 비판… 이재명 성남시장 “공개토론하자”
## 청년배당 등 <3대:NOH> 무상복지 비판… <이재명:PER> 성남시장 “공개토론하자”
청년	청년	NNG	O
배당	배당	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
3	3	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
무상	무상	NNG	O
복지	복지	NNG	O
_	_	_	O
비판	비판	NNG	O
…	…	SE	O
_	_	_	O
이재명	이재명	NNP	B-PER
_	_	_	O
성남	성남	NNP	O
시장	시장	NNG	O
_	_	_	O
“	“	SS	O
공개	공개	NNG	O
토론	토론	NNG	O
하자	하자	NNG	O
”	”	SS	O

## 10
## 물론 한국 애니메이션도 있다.
## 물론 <한국:LOC> 애니메이션도 있다.
물론	물론	MAG	O
_	_	_	O
한국	한국	NNP	B-LOC
_	_	_	O
애니메이션	애니메이션	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 아침부터 단장하고 연락을 기다렸다.프랑스 정부는 구웨이쥔에게 차량과 기사를 제공했다.
## 아침부터 단장하고 연락을 기다렸다.<프랑스 정부:ORG>는 <구웨이쥔:PER>에게 차량과 기사를 제공했다.
아침	아침	NNG	O
부터	부터	JX	O
_	_	_	O
단장하	단장하	VV	O
고	고	EC	O
_	_	_	O
연락	연락	NNG	O
을	을	JKO	O
_	_	_	O
기다	기다리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O
프랑스	프랑스	NNP	B-ORG
_	_	_	I-ORG
정부	정부	NNG	I-ORG
는	는	JX	O
_	_	_	O
구웨이쥔	구웨이쥔	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
차량	차량	NNG	O
과	과	JC	O
_	_	_	O
기사	기사	NNG	O
를	를	JKO	O
_	_	_	O
제공	제공하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 26일까지 50경기에 나서 타율 0.299, 11홈런, 26타점을 올렸다.
## <26일:DAT>까지 <50경기:NOH>에 나서 타율 <0.299:PNT>, <11홈런:NOH>, <26타점:NOH>을 올렸다.
26	26	SN	B-DAT
일	일	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
50	50	SN	B-NOH
경기	경기	NNG	I-NOH
에	에	JKB	O
_	_	_	O
나서	나서+어	VV+EC	O
_	_	_	O
타율	타율	NNG	O
_	_	_	O
0.299	0.299	SN	B-PNT
,	,	SP	O
_	_	_	O
11	11	SN	B-NOH
홈런	홈런	NNG	I-NOH
,	,	SP	O
_	_	_	O
26	26	SN	B-NOH
타점	타점	NNG	I-NOH
을	을	JKO	O
_	_	_	O
올	올리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 갤럭시S7 체험 행사, "물 속에서 셀카를 찍는다고?"
## <갤럭시S7:POH> 체험 행사, "물 속에서 셀카를 찍는다고?"
갤럭시	갤럭시	NNP	B-POH
S	S	SL	I-POH
7	7	SN	I-POH
_	_	_	O
체험	체험	NNG	O
_	_	_	O
행사	행사	NNG	O
,	,	SP	O
_	_	_	O
"	"	SS	O
물	물	NNG	O
_	_	_	O
속	속	NNG	O
에서	에서	JKB	O
_	_	_	O
셀카	셀카	NNG	O
를	를	JKO	O
_	_	_	O
찍	찍	VV	O
는다고	는다고	EF	O
?	?	SF	O
"	"	SS	O

## 14
## “카리스마vs청순 비주얼”…산다라박, 반전 여권 사진
## “카리스마vs청순 비주얼”…<산다라박:PER>, 반전 여권 사진
“	“	SS	O
카리스마	카리스마	NNG	O
vs	vs	SL	O
청순	청순	NNG	O
_	_	_	O
비주얼	비주얼	NNG	O
”	”	SS	O
…	…	SE	O
산	산	NNG	B-PER
다라	다라	NNG	I-PER
박	박	NNP	I-PER
,	,	SP	O
_	_	_	O
반전	반전	NNG	O
_	_	_	O
여권	여권	NNG	O
_	_	_	O
사진	사진	NNG	O

## 15
## 분양면적은 35.17∼76.84m²다.
## 분양면적은 <35.17:NOH>∼<76.84m²:NOH>다.
분양	분양	NNG	O
면적	면적	NNG	O
은	은	JX	O
_	_	_	O
35.17	35.17	SN	B-NOH
∼	∼	SO	O
76.84	76.84	SN	B-NOH
m	m	SL	I-NOH
²	²	SW	I-NOH
다	다	MAG	O
.	.	SF	O

## 16
## 모바일 내비게이션인 T맵 서비스가 대표적이다.SK텔레콤은 지난해 7월부터 가장 많은 국민이 사용하는 T맵을 무료로 제공하고 있다.
## 모바일 내비게이션인 <T맵:POH> 서비스가 대표적이다.<SK텔레콤:ORG>은 지난해 <7월:DAT>부터 가장 많은 국민이 사용하는 <T맵:POH>을 무료로 제공하고 있다.
모바일	모바일	NNG	O
_	_	_	O
내비게이션	내비게이션	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
T	T	SL	B-POH
맵	맵	NNG	I-POH
_	_	_	O
서비스	서비스	NNG	O
가	가	JKS	O
_	_	_	O
대표적	대표적	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O
SK	SK	SL	B-ORG
텔레콤	텔레콤	NNG	I-ORG
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
7	7	SN	B-DAT
월	월	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
국민	국민	NNG	O
이	이	JKS	O
_	_	_	O
사용하	사용하	VV	O
는	는	ETM	O
_	_	_	O
T	T	SL	B-POH
맵	맵	NNG	I-POH
을	을	JKO	O
_	_	_	O
무료	무료	NNG	O
로	로	JKB	O
_	_	_	O
제공하	제공하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 17
## 임창용 검찰 소환.임창용, 검찰 소환…해외원정도박 혐의 일부 시인국외 원정도박 혐의를 받고 있는 프로야구 삼성 라이온즈의 투수 임창용이 피의자 신분으로 검찰 조사를 받았다.서울중앙지검 강력부(심재철 부장검사)는 25일 임창용을 전날 소환 조사했다고 밝혔다.
## <임창용:PER> 검찰 소환.<임창용:PER>, 검찰 소환…해외원정도박 혐의 일부 시인국외 원정도박 혐의를 받고 있는 프로야구 <삼성 라이온즈:ORG>의 투수 <임창용:PER>이 피의자 신분으로 검찰 조사를 받았다.<서울중앙지검:ORG> 강력부(<심재철:PER> 부장검사)는 <25일:DAT> <임창용:PER>을 전날 소환 조사했다고 밝혔다.
임창용	임창용	NNP	B-PER
_	_	_	O
검찰	검찰	NNG	O
_	_	_	O
소환	소환	NNG	O
.	.	SF	O
임창용	임창용	NNP	B-PER
,	,	SP	O
_	_	_	O
검찰	검찰	NNG	O
_	_	_	O
소환	소환	NNG	O
…	…	SE	O
해외	해외	NNG	O
원정	원정	NNG	O
도박	도박	NNG	O
_	_	_	O
혐의	혐의	NNG	O
_	_	_	O
일부	일부	NNG	O
_	_	_	O
시인	시인	NNG	O
국외	국외	NNG	O
_	_	_	O
원정	원정	NNG	O
도박	도박	NNG	O
_	_	_	O
혐의	혐의	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
프로	프로	NNG	O
야구	야구	NNG	O
_	_	_	O
삼성	삼성	NNP	B-ORG
_	_	_	I-ORG
라이온즈	라이온즈	NNP	I-ORG
의	의	JKG	O
_	_	_	O
투수	투수	NNG	O
_	_	_	O
임창용	임창용	NNP	B-PER
이	이	JKS	O
_	_	_	O
피의자	피의자	NNG	O
_	_	_	O
신분	신분	NNG	O
으로	으로	JKB	O
_	_	_	O
검찰	검찰	NNG	O
_	_	_	O
조사	조사	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O
서울중앙지검	서울중앙지검	NNP	B-ORG
_	_	_	O
강력부	강력부	NNG	O
(	(	SS	O
심재철	심재철	NNP	B-PER
_	_	_	O
부장	부장	NNG	O
검사	검사	NNG	O
)	)	SS	O
는	는	JX	O
_	_	_	O
25	25	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
임창용	임창용	NNP	B-PER
을	을	JKO	O
_	_	_	O
전날	전날	NNG	O
_	_	_	O
소환	소환	NNG	O
_	_	_	O
조사	조사하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 18
## 2010년 이후 경유차에 많이 장착된다.
## <2010년:DAT> 이후 경유차에 많이 장착된다.
2010	2010	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
이후	이후	NNG	O
_	_	_	O
경유	경유	NNG	O
차	차	NNG	O
에	에	JKB	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
장착된다	장착되+ㄴ다	VV+EF	O
.	.	SF	O

