## 1
## 북쪽의 상황이 한 치의 앞도 가늠할 수 없을만큼 급변한다.
## <북:ORG>쪽의 상황이 한 치의 앞도 가늠할 수 없을만큼 급변한다.
북쪽	북쪽	NNG	O
## 앤드류 맥커친(피츠버그)의 우익수 뜬공 때 3루까지 진루한 호스머는 조나단 루크로이(텍사스)의 우익수 희생플라이 때 홈을 밟았다.
## <앤드류 맥커친:PER>(<피츠버그:ORG>)의 우익수 뜬공 때 <3루:NOH>까지 진루한 <호스머:PER>는 <조나단 루크로이:PER>(<텍사스:ORG>)의 우익수 희생플라이 때 홈을 밟았다.
앤드류	앤드류	NNP	B-PER
_	_	_	I-PER
맥커친	맥커친	NNG	I-PER
(	(	SS	O
피츠버그	피츠버그	NNP	B-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
우익수	우익수	NNG	O
_	_	_	O
뜬공	뜬공	NNG	O
_	_	_	O
때	때	NNG	O
_	_	_	O
3	3	SN	B-NOH
루	루	NNG	I-NOH
까지	까지	JX	O
_	_	_	O
진루한	진루하+ㄴ	VV+ETM	O
_	_	_	O
호스머	호스머	NNP	B-PER
는	는	JX	O
_	_	_	O
조나단	조나단	NNP	B-PER
_	_	_	I-PER
루크	루크	NNP	I-PER
로	로	JKB	I-PER
이	이	JKC	I-PER
(	(	SS	O
텍사스	텍사스	NNP	B-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
우익수	우익수	NNG	O
_	_	_	O
희생	희생	NNG	O
플라이	플라이	NNG	O
_	_	_	O
때	때	NNG	O
_	_	_	O
홈	홈	NNG	O
을	을	JKO	O
_	_	_	O
밟	밟	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 무엇보다 미-러의 공조를 가장 바라는 나라는 테러 피해국인 프랑스다.
## 무엇보다 <미:ORG>-<러:ORG>의 공조를 가장 바라는 나라는 테러 피해국인 <프랑스:ORG>다.
무엇	무엇	NP	O
보다	보다	JKB	O
_	_	_	O
미	미	NNP	B-ORG
-	-	SO	O
러	러	NNP	B-ORG
의	의	JKG	O
_	_	_	O
공조	공조	NNG	O
를	를	JKO	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
바라	바라	VV	O
는	는	ETM	O
_	_	_	O
나	나+이	NP+VCP	O
라는	라는	ETM	O
_	_	_	O
테러	테러	NNG	O
_	_	_	O
피해	피해	NNG	O
국	국	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
프랑스	프랑스+이	NNP+VCP	B-ORG
다	다	EF	O
.	.	SF	O

## 8
## 그 정도 했으면 지지율 안 나오는 게 이상하다”며 “여권의 대선후보군이 워낙 부족하니까 오 후보 같은 상대적으로 신인이 일시적으로 주목을 받는 거라고 생각한다”고 말했다.
## 그 정도 했으면 지지율 안 나오는 게 이상하다”며 “여권의 대선후보군이 워낙 부족하니까 <오:PER> 후보 같은 상대적으로 신인이 일시적으로 주목을 받는 거라고 생각한다”고 말했다.
그	그	MM	O
_	_	_	O
정도	정도	NNG	O
_	_	_	O
했	+였	+EP	O
으면	으면	EC	O
_	_	_	O
지지율	지지율	NNG	O
_	_	_	O
안	안	MAG	O
_	_	_	O
나오	나오	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
이상하	이상하	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
여권	여권	NNG	O
의	의	JKG	O
_	_	_	O
대선	대선	NNG	O
후보	후보	NNG	O
군	군	NNG	O
이	이	JKS	O
_	_	_	O
워낙	워낙	MAG	O
_	_	_	O
부족하	부족하	VA	O
니까	니까	EC	O
_	_	_	O
오	오	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
상대적	상대적	NNG	O
으로	으로	JKB	O
_	_	_	O
신인	신인	NNG	O
이	이	JKS	O
_	_	_	O
일시적	일시적	NNG	O
으로	으로	JKB	O
_	_	_	O
주목	주목	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
는	는	ETM	O
_	_	_	O
거	것+이	NNB+VCP	O
라고	라고	EC	O
_	_	_	O
생각한다	생각하+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 그러면서 “종로라고 하는 데는 이름 좀 알려졌다고 해서 그렇게 종로구민들의 지지를 받는 그런 동네가 아니고 상당히 까다로운 곳”이라고 덧붙였다.
## 그러면서 “<종로:LOC>라고 하는 데는 이름 좀 알려졌다고 해서 그렇게 종로구민들의 지지를 받는 그런 동네가 아니고 상당히 까다로운 곳”이라고 덧붙였다.
그러	그러	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
종로	종로+이	NNP+VCP	B-LOC
라고	라고	EC	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
는	는	JX	O
_	_	_	O
이름	이름	NNG	O
_	_	_	O
좀	좀	MAG	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다고	다고	EC	O
_	_	_	O
해서	하+여서	VV+EC	O
_	_	_	O
그렇	그렇	VA	O
게	게	EC	O
_	_	_	O
종로	종로	NNP	O
구민	구민	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
지지	지지	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
는	는	ETM	O
_	_	_	O
그런	그런	MM	O
_	_	_	O
동네	동네	NNG	O
가	가	JKC	O
_	_	_	O
아니	아니	VCN	O
고	고	EC	O
_	_	_	O
상당히	상당히	MAG	O
_	_	_	O
까다로	까다롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
곳	곳	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
덧붙	덧붙이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 경찰에 따르면 이 씨는 2013년 10월 서울의 한 유명 컴퓨터학원에서 회계 과목을 가르치며 수강생들에게 돈을 빌리기 시작했다.
## 경찰에 따르면 <이:PER> 씨는 <2013년 10월:DAT> <서울:LOC>의 <한:NOH> 유명 컴퓨터학원에서 회계 과목을 가르치며 수강생들에게 돈을 빌리기 시작했다.
경찰	경찰	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
이	이	MM	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
10	10	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	O
유명	유명	NNG	O
_	_	_	O
컴퓨터	컴퓨터	NNG	O
학원	학원	NNG	O
에서	에서	JKB	O
_	_	_	O
회계	회계	NNG	O
_	_	_	O
과목	과목	NNG	O
을	을	JKO	O
_	_	_	O
가르치	가르치	VV	O
며	며	EC	O
_	_	_	O
수강생	수강생	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
돈	돈	NNG	O
을	을	JKO	O
_	_	_	O
빌리	빌리	VV	O
기	기	ETN	O
_	_	_	O
시작	시작하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 윤 의장은 “청탁금지법 영향을 평가해 대책을 여야정 정책협의회에 보고하기로 했다”고 밝혔다.
## <윤:PER> 의장은 “청탁금지법 영향을 평가해 대책을 여야정 정책협의회에 보고하기로 했다”고 밝혔다.
윤	윤	NNP	B-PER
_	_	_	O
의장	의장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
청탁	청탁	NNG	O
금지법	금지법	NNG	O
_	_	_	O
영향	영향	NNG	O
을	을	JKO	O
_	_	_	O
평가해	평가하+여	VV+EC	O
_	_	_	O
대책	대책	NNG	O
을	을	JKO	O
_	_	_	O
여야	여야	NNG	O
정	정	NNG	O
_	_	_	O
정책	정책	NNG	O
협의회	협의회	NNG	O
에	에	JKB	O
_	_	_	O
보고하	보고하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 시인 곽해룡 씨와 동화작가 홍종의 씨가 제26회 방정환문학상 수상자로 선정됐다.
## 시인 <곽해룡:PER> 씨와 동화작가 <홍종:PER>의 씨가 <제26회:NOH> <방정환문학상:POH> 수상자로 선정됐다.
시인	시인	NNG	O
_	_	_	O
곽해룡	곽해룡	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
와	와	JC	O
_	_	_	O
동화	동화	NNG	O
작가	작가	NNG	O
_	_	_	O
홍종의	홍종의	NNP	O
_	_	_	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
제	제	XPN	B-NOH
26	26	SN	I-NOH
회	회	NNB	I-NOH
_	_	_	O
방정환	방정환	NNP	B-POH
문학상	문학상	NNG	I-POH
_	_	_	O
수상자	수상자	NNG	O
로	로	JKB	O
_	_	_	O
선정	선정되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## ‘국악소녀’ 송소희, 약정금 청구 소송 휘말려…“수익 배분 못받았다”
## ‘국악소녀’ <송소희:PER>, 약정금 청구 소송 휘말려…“수익 배분 못받았다”
‘	‘	SS	O
국악	국악	NNG	O
소녀	소녀	NNG	O
’	’	SS	O
_	_	_	O
송소희	송소희	NNP	B-PER
,	,	SP	O
_	_	_	O
약정금	약정금	NNG	O
_	_	_	O
청구	청구	NNG	O
_	_	_	O
소송	소송	NNG	O
_	_	_	O
휘말려	휘말리+어	VV+EC	O
…	…	SE	O
“	“	SS	O
수익	수익	NNG	O
_	_	_	O
배분	배분	NNG	O
_	_	_	O
못	못	MAG	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
”	”	SS	O

