## 1
## MLB사무국은 5월27일 올리베라에게 82경기 출장정지의 중징계를 내렸다.
## <MLB사무국:ORG>은 <5월27일:DAT> <올리베라:PER>에게 <82경기:NOH> 출장정지의 중징계를 내렸다.
MLB	MLB	SL	B-ORG
## <1차:NOH> 투표에서는 <강병수:PER>(<1번:NOH>·<행정학부:ORG>) 교수가 <5표:NOH>, <김영상:PER>(<3번:NOH>·생화학과) 교수가 <16표:NOH>, <홍성권:PER>(<4번:NOH>·<고분자공학과:ORG>) 교수가 <8표:NOH>, <오덕성:PER>(<5번:NOH>·<건축학과:ORG>) 교수가 <20표:NOH>를 얻어 <김:PER>·<오:PER> 교수가 결선에 올랐다.
1	1	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
투표	투표	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
강병수	강병수	NNP	B-PER
(	(	SS	O
1	1	SN	B-NOH
번	번	NNB	I-NOH
·	·	SP	O
행정	행정	NNG	B-ORG
학부	학부	NNG	I-ORG
)	)	SS	O
_	_	_	O
교수	교수	NNG	O
가	가	JKS	O
_	_	_	O
5	5	SN	B-NOH
표	표	NNG	I-NOH
,	,	SP	O
_	_	_	O
김영상	김영상	NNP	B-PER
(	(	SS	O
3	3	SN	B-NOH
번	번	NNB	I-NOH
·	·	SP	O
생화학	생화학	NNG	O
과	과	NNG	O
)	)	SS	O
_	_	_	O
교수	교수	NNG	O
가	가	JKS	O
_	_	_	O
16	16	SN	B-NOH
표	표	NNG	I-NOH
,	,	SP	O
_	_	_	O
홍성권	홍성권	NNP	B-PER
(	(	SS	O
4	4	SN	B-NOH
번	번	NNB	I-NOH
·	·	SP	O
고분자	고분자	NNG	B-ORG
공학	공학	NNG	I-ORG
과	과	NNG	I-ORG
)	)	SS	O
_	_	_	O
교수	교수	NNG	O
가	가	JKS	O
_	_	_	O
8	8	SN	B-NOH
표	표	NNG	I-NOH
,	,	SP	O
_	_	_	O
오덕성	오덕성	NNP	B-PER
(	(	SS	O
5	5	SN	B-NOH
번	번	NNB	I-NOH
·	·	SP	O
건축학	건축학	NNG	B-ORG
과	과	NNG	I-ORG
)	)	SS	O
_	_	_	O
교수	교수	NNG	O
가	가	JKS	O
_	_	_	O
20	20	SN	B-NOH
표	표	NNG	I-NOH
를	를	JKO	O
_	_	_	O
얻	얻	VV	O
어	어	EC	O
_	_	_	O
김	김	NNP	B-PER
·	·	SP	O
오	오	NNP	B-PER
_	_	_	O
교수	교수	NNG	O
가	가	JKS	O
_	_	_	O
결선	결선	NNG	O
에	에	JKB	O
_	_	_	O
올	오르	VV	O
랐	았	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 대의원측은 10월21~22일에도 서 회장과 현 집행부를 불신임한다는 내용의 대의원총회 개최 요청 관련 공문을 협회에 발송했지만 반려됐다.
## 대의원측은 <10월21~22일:DUR>에도 <서:PER> 회장과 현 집행부를 불신임한다는 내용의 대의원총회 개최 요청 관련 공문을 협회에 발송했지만 반려됐다.
대의원	대의원	NNG	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
10	10	SN	B-DUR
월	월	NNB	I-DUR
21	21	SN	I-DUR
~	~	SO	I-DUR
22	22	SN	I-DUR
일	일	NNB	I-DUR
에	에	JKB	O
도	도	JX	O
_	_	_	O
서	서	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
과	과	JC	O
_	_	_	O
현	현	MM	O
_	_	_	O
집행부	집행부	NNG	O
를	를	JKO	O
_	_	_	O
불신임한다는	불신임하+ㄴ다는	VV+ETM	O
_	_	_	O
내용	내용	NNG	O
의	의	JKG	O
_	_	_	O
대의원	대의원	NNG	O
총회	총회	NNG	O
_	_	_	O
개최	개최	NNG	O
_	_	_	O
요청	요청	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
공문	공문	NNG	O
을	을	JKO	O
_	_	_	O
협회	협회	NNG	O
에	에	JKB	O
_	_	_	O
발송	발송하	VV	O
했	였	EP	O
지만	지만	EC	O
_	_	_	O
반려	반려되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 오산은 지난해 11월 30일 미분양관리지역 대상으로 지정됐을 정도로 미분양이 많은 지역이다.
## <오산:LOC>은 지난해 <11월 30일:DAT> 미분양관리지역 대상으로 지정됐을 정도로 미분양이 많은 지역이다.
오산	오산	NNG	B-LOC
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
11	11	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
30	30	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
미분양	미분양	NNG	O
관리	관리	NNG	O
지역	지역	NNG	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
지정	지정되	VV	O
됐	었	EP	O
을	을	ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
미분양	미분양	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
지역	지역	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 자녀들과 함께 반드시 한번쯤 찾아볼 가치가 있는 축제라는 것이다.
## 자녀들과 함께 반드시 <한번:NOH>쯤 찾아볼 가치가 있는 축제라는 것이다.
자녀	자녀	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
반드시	반드시	MAG	O
_	_	_	O
한번	한번	NNG	B-NOH
쯤	쯤	XSN	O
_	_	_	O
찾아볼	찾아보+ㄹ	VV+ETM	O
_	_	_	O
가치	가치	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
축제	축제+이	NNG+VCP	O
라는	라는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 소프트뱅크에 남으면 2년 전 계약에 따라 5억 엔(약 47억 원·옵션 별도)의 연봉을 받는다.
## <소프트뱅크:ORG>에 남으면 <2년:NOH> 전 계약에 따라 <5억 엔:MNY>(약 <47억 원:MNY>·옵션 별도)의 연봉을 받는다.
소프트뱅크	소프트뱅크	NNP	B-ORG
에	에	JKB	O
_	_	_	O
남	남	VV	O
으면	으면	EC	O
_	_	_	O
2	2	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
전	전	NNG	O
_	_	_	O
계약	계약	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
5	5	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
엔	엔	NNB	I-MNY
(	(	SS	O
약	약	MM	O
_	_	_	O
47	47	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
·	·	SP	O
옵션	옵션	NNG	O
_	_	_	O
별도	별도	NNG	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
연봉	연봉	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
는다	는다	EF	O
.	.	SF	O

