## 1
## 한편 배우 이동욱과 정려원이 ‘풍선껌’ 주인공으로 최종 확정됐다.
## 한편 배우 <이동욱:PER>과 <정려원:PER>이 ‘<풍선껌:POH>’ 주인공으로 최종 확정됐다.
한편	한편	MAG	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
휴대	휴대	NNG	O
전화	전화	NNG	O
_	_	_	O
번호	번호	NNG	O
를	를	JKO	O
_	_	_	O
기	기	VV	B-POH
어	어	EC	I-POH
_	_	_	I-POH
S	S	SL	I-POH
3	3	SN	I-POH
_	_	_	I-POH
LTE	LTE	SL	I-POH
_	_	_	I-POH
모델	모델	NNG	I-POH
에	에	JKB	O
도	도	JX	O
_	_	_	O
그대로	그대로	MAG	O
_	_	_	O
사용할	사용하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 4
## 바스티유오페라단이 선보일 작품은 리하르트 슈트라우스의 단막오페라 「살로메」.
## <바스티유오페라단:ORG>이 선보일 작품은 <리하르트 슈트라우스:PER>의 단막오페라 「<살로메:POH>」.
바스티유	바스티유	NNP	B-ORG
오페라	오페라	NNG	I-ORG
단	단	XSN	I-ORG
이	이	JKS	O
_	_	_	O
선보일	선보이+ㄹ	VV+ETM	O
_	_	_	O
작품	작품	NNG	O
은	은	JX	O
_	_	_	O
리하르트	리하르트	NNP	B-PER
_	_	_	I-PER
슈트라우스	슈트라우스	NNP	I-PER
의	의	JKG	O
_	_	_	O
단막	단막	NNG	O
오페라	오페라	NNG	O
_	_	_	O
「	「	SS	O
살로메	살로메	NNP	B-POH
」	」	SS	O
.	.	SF	O

## 5
## 여러 명이 검증하고, 10곳 중 몇 곳이 문제였다며 수치화해 방송하죠. 수없이 많은 제보가 들어오는데, 경쟁업체나 블랙컨슈머(악성 소비자)의 악의적 정보인지도 엄밀히 점검해요.”(정 팀장) “착한식당에 선정된 곳은 대부분 작은 가게죠. 작은 식당이 잘되도록 힘을 불어넣고 있다고 생각해요.”(김 기자) “MSG에 집착한다는 비판도 있죠. 무조건 어떤 것을 먹지 말라는 것이 아닙니다.
## 여러 명이 검증하고, <10곳:NOH> 중 몇 곳이 문제였다며 수치화해 방송하죠. 수없이 많은 제보가 들어오는데, 경쟁업체나 블랙컨슈머(악성 소비자)의 악의적 정보인지도 엄밀히 점검해요.”(<정:PER> 팀장) “착한식당에 선정된 곳은 대부분 작은 가게죠. 작은 식당이 잘되도록 힘을 불어넣고 있다고 생각해요.”(<김:PER> 기자) “MSG에 집착한다는 비판도 있죠. 무조건 어떤 것을 먹지 말라는 것이 아닙니다.
여러	여러	MM	O
_	_	_	O
명	명	NNB	O
이	이	JKS	O
_	_	_	O
검증하	검증하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
10	10	SN	B-NOH
곳	곳	NNG	I-NOH
_	_	_	O
중	중	NNB	O
_	_	_	O
몇	몇	MM	O
_	_	_	O
곳	곳	NNG	O
이	이	JKS	O
_	_	_	O
문제	문제+이	NNG+VCP	O
였	았	EP	O
다며	다며	EC	O
_	_	_	O
수치화해	수치화하+여	VV+EC	O
_	_	_	O
방송하	방송하	VV	O
죠	죠	EF	O
.	.	SF	O
_	_	_	O
수없이	수없이	MAG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
제보	제보	NNG	O
가	가	JKS	O
_	_	_	O
들어오	들어오	VV	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
경쟁	경쟁	NNG	O
업체	업체	NNG	O
나	나	JC	O
_	_	_	O
블랙	블랙	NNG	O
컨슈머	컨슈머	NNG	O
(	(	SS	O
악성	악성	NNG	O
_	_	_	O
소비자	소비자	NNG	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
악의	악의	NNG	O
적	적	XSN	O
_	_	_	O
정보	정보	NNG	O
인지	인지	NNG	O
도	도	JX	O
_	_	_	O
엄밀히	엄밀히	MAG	O
_	_	_	O
점검해요	점검하+여요	VV+EF	O
.	.	SF	O
”	”	SS	O
(	(	SS	O
정	정	NNP	B-PER
_	_	_	O
팀장	팀장	NNG	O
)	)	SS	O
_	_	_	O
“	“	SS	O
착한	착하+ㄴ	VA+ETM	O
식당	식당	NNG	O
에	에	JKB	O
_	_	_	O
선정된	선정되+ㄴ	VV+ETM	O
_	_	_	O
곳	곳	NNG	O
은	은	JX	O
_	_	_	O
대부분	대부분	NNG	O
_	_	_	O
작	작	VA	O
은	은	ETM	O
_	_	_	O
가게	가게+이	NNG+VCP	O
죠	죠	EF	O
.	.	SF	O
_	_	_	O
작	작	VA	O
은	은	ETM	O
_	_	_	O
식당	식당	NNG	O
이	이	JKS	O
_	_	_	O
잘되	잘되	VV	O
도록	도록	EC	O
_	_	_	O
힘	힘	NNG	O
을	을	JKO	O
_	_	_	O
불어넣	불어넣	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다고	다고	EC	O
_	_	_	O
생각해요	생각하+여요	VV+EF	O
.	.	SF	O
”	”	SS	O
(	(	SS	O
김	김	NNP	B-PER
_	_	_	O
기자	기자	NNG	O
)	)	SS	O
_	_	_	O
“	“	SS	O
MSG	MSG	SL	O
에	에	JKB	O
_	_	_	O
집착한다는	집착하+ㄴ다는	VV+ETM	O
_	_	_	O
비판	비판	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
죠	죠	EF	O
.	.	SF	O
_	_	_	O
무조건	무조건	MAG	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
먹	먹	VV	O
지	지	EC	O
_	_	_	O
말	말	VX	O
라는	라는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKC	O
_	_	_	O
아닙니다	아니+ㅂ니다	VCN+EF	O
.	.	SF	O

## 6
## 대전변호사회 ‘마을변호사’ 확대… 재능기부 변호사와 주민들 연결
## <대전변호사회:ORG> ‘마을변호사’ 확대… 재능기부 변호사와 주민들 연결
대전	대전	NNP	B-ORG
변호사	변호사	NNG	I-ORG
회	회	XSN	I-ORG
_	_	_	O
‘	‘	SS	O
마을	마을	NNG	O
변호사	변호사	NNG	O
’	’	SS	O
_	_	_	O
확대	확대	NNG	O
…	…	SE	O
_	_	_	O
재능	재능	NNG	O
기부	기부	NNG	O
_	_	_	O
변호사	변호사	NNG	O
와	와	JC	O
_	_	_	O
주민	주민	NNG	O
들	들	XSN	O
_	_	_	O
연결	연결	NNG	O

## 7
## 행자부 관계자는 “현재의 조직정원통칙으로는 시간선택제 공무원을 자유롭게 임용하는 데 한계가 있다”며 “조직정원통칙을 개정하면 각 기관이 시간선택제 공무원을 인력 수요에 맞게 효율적으로 활용할 수 있다”고 말했다.
## <행자부:ORG> 관계자는 “현재의 <조직정원통칙:POH>으로는 시간선택제 공무원을 자유롭게 임용하는 데 한계가 있다”며 “<조직정원통칙:POH>을 개정하면 각 기관이 시간선택제 공무원을 인력 수요에 맞게 효율적으로 활용할 수 있다”고 말했다.
행자부	행자부	NNG	B-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
현재	현재	NNG	O
의	의	JKG	O
_	_	_	O
조직	조직	NNG	B-POH
정원	정원	NNG	I-POH
통칙	통칙	NNG	I-POH
으로	으로	JKB	O
는	는	JX	O
_	_	_	O
시간	시간	NNG	O
선택	선택	NNG	O
제	제	NNG	O
_	_	_	O
공무원	공무원	NNG	O
을	을	JKO	O
_	_	_	O
자유롭	자유롭	VA	O
게	게	EC	O
_	_	_	O
임용하	임용하	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
한계	한계	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
조직	조직	NNG	B-POH
정원	정원	NNG	I-POH
통칙	통칙	NNG	I-POH
을	을	JKO	O
_	_	_	O
개정하	개정하	VV	O
면	면	EC	O
_	_	_	O
각	각	MM	O
_	_	_	O
기관	기관	NNG	O
이	이	JKS	O
_	_	_	O
시간	시간	NNG	O
선택	선택	NNG	O
제	제	NNG	O
_	_	_	O
공무원	공무원	NNG	O
을	을	JKO	O
_	_	_	O
인력	인력	NNG	O
_	_	_	O
수요	수요	NNG	O
에	에	JKB	O
_	_	_	O
맞	맞	VV	O
게	게	EC	O
_	_	_	O
효율적	효율적	NNG	O
으로	으로	JKB	O
_	_	_	O
활용할	활용하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## [신(新)토익 기선제압] ⑧ LC 파트 3~4, 문맥 전체의 흐름을 파악해라!
## [신(新)토익 기선제압] <⑧:NOH> LC <파트 3:NOH>~<4:NOH>, 문맥 전체의 흐름을 파악해라!
[	[	SS	O
신	신	XPN	O
(	(	SS	O
新	新	SH	O
)	)	SS	O
토익	토익	NNG	O
_	_	_	O
기선	기선	NNG	O
제압	제압	NNG	O
]	]	SS	O
_	_	_	O
⑧	⑧	SW	B-NOH
_	_	_	O
LC	LC	SL	O
_	_	_	O
파트	파트	NNG	B-NOH
_	_	_	I-NOH
3	3	SN	I-NOH
~	~	SO	O
4	4	SN	B-NOH
,	,	SP	O
_	_	_	O
문맥	문맥	NNG	O
_	_	_	O
전체	전체	NNG	O
의	의	JKG	O
_	_	_	O
흐름	흐름	NNG	O
을	을	JKO	O
_	_	_	O
파악해라	파악하+여라	VV+EF	O
!	!	SF	O

## 9
## [디지털 오피니언] 죽은 남편에게 온 카톡- 국민연금 ver.
## [<디지털 오피니언:POH>] 죽은 남편에게 온 카톡- 국민연금 ver.
[	[	SS	O
디지털	디지털	NNG	B-POH
_	_	_	I-POH
오피니언	오피니언	NNG	I-POH
]	]	SS	O
_	_	_	O
죽	죽	VV	O
은	은	ETM	O
_	_	_	O
남편	남편	NNG	O
에게	에게	JKB	O
_	_	_	O
온	온	NNG	O
_	_	_	O
카톡	카톡	NNP	O
-	-	SO	O
_	_	_	O
국민	국민	NNG	O
연금	연금	NNG	O
_	_	_	O
ver	ver	SL	O
.	.	SF	O

## 10
## 현재 실업급여 재원인 고용보험기금은 법정적립금(연간 지출액의 1.5배 이상 2배 미만)도 채우지 못할 정도로 고갈 속도가 빠르다.
## 현재 실업급여 재원인 고용보험기금은 법정적립금(연간 지출액의 <1.5배:PNT> 이상 <2배:PNT> 미만)도 채우지 못할 정도로 고갈 속도가 빠르다.
현재	현재	MAG	O
_	_	_	O
실업	실업	NNG	O
급여	급여	NNG	O
_	_	_	O
재원	재원	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
고용	고용	NNG	O
보험	보험	NNG	O
기금	기금	NNG	O
은	은	JX	O
_	_	_	O
법정	법정	NNG	O
적립금	적립금	NNG	O
(	(	SS	O
연간	연간	NNG	O
_	_	_	O
지출액	지출액	NNG	O
의	의	JKG	O
_	_	_	O
1.5	1.5	SN	B-PNT
배	배	NNG	I-PNT
_	_	_	O
이상	이상	NNG	O
_	_	_	O
2	2	SN	B-PNT
배	배	NNG	I-PNT
_	_	_	O
미만	미만	NNG	O
)	)	SS	O
도	도	JX	O
_	_	_	O
채우	채우	VV	O
지	지	EC	O
_	_	_	O
못할	못하+ㄹ	VX+ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
고갈	고갈	NNG	O
_	_	_	O
속도	속도	NNG	O
가	가	JKS	O
_	_	_	O
빠르	빠르	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 이 단체는 1977년 첫 전시회를 개최한 이후 지금까지 회원전을 38회 열었다.
## 이 단체는 <1977년:DAT> 첫 전시회를 개최한 이후 지금까지 회원전을 <38회:NOH> 열었다.
이	이	MM	O
_	_	_	O
단체	단체	NNG	O
는	는	JX	O
_	_	_	O
1977	1977	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
첫	첫	MM	O
_	_	_	O
전시회	전시회	NNG	O
를	를	JKO	O
_	_	_	O
개최한	개최하+ㄴ	VV+ETM	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
지금	지금	NNG	O
까지	까지	JX	O
_	_	_	O
회원	회원	NNG	O
전	전	XSN	O
을	을	JKO	O
_	_	_	O
38	38	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
열	열	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## BMW 레이디스 챔피언십, 프로골퍼 김미현 홍보대사 위촉
## <BMW 레이디스 챔피언십:POH>, 프로골퍼 <김미현:PER> 홍보대사 위촉
BMW	BMW	SL	B-POH
_	_	_	I-POH
레이디스	레이디스	NNG	I-POH
_	_	_	I-POH
챔피언십	챔피언십	NNG	I-POH
,	,	SP	O
_	_	_	O
프로	프로	NNG	O
골퍼	골퍼	NNG	O
_	_	_	O
김미현	김미현	NNP	B-PER
_	_	_	O
홍보	홍보	NNG	O
대사	대사	NNG	O
_	_	_	O
위촉	위촉	NNG	O

