## 1
## 김장훈은 이날 자신의 트위터에 “근 한달 만에 쉬는 날이라 테이큰3 다운받았는데 쌩뚱맞게 자막이 아랍어”라며 “슬프고 진지한 장면도 통~집중 안 된다”는 글과 함께 사진 네 장을 올렸다.
## <김장훈:PER>은 이날 자신의 <트위터:POH>에 “근 <한달 만:DUR>에 쉬는 날이라 <테이큰3:POH> 다운받았는데 쌩뚱맞게 자막이 아랍어”라며 “슬프고 진지한 장면도 통~집중 안 된다”는 글과 함께 사진 <네 장:NOH>을 올렸다.
김장훈	김장훈	NNP	B-PER
에	에	JKB	O
_	_	_	O
비해	비하+여	VV+EC	O
_	_	_	O
시장	시장	NNG	O
_	_	_	O
진출	진출	NNG	O
이	이	JKS	O
_	_	_	O
늦	늦	VA	O
은	은	ETM	O
_	_	_	O
편	편	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 한편 SK텔레콤은 손해배상청구건에 대해 “아직 소장을 받아보지는 못했다”며 “소장을 받으면 정확한 내용을 파악하고 검토해 소송 진행과정에서 소명해 나갈 것이다”고 말했다.
## 한편 <SK텔레콤:ORG>은 손해배상청구건에 대해 “아직 소장을 받아보지는 못했다”며 “소장을 받으면 정확한 내용을 파악하고 검토해 소송 진행과정에서 소명해 나갈 것이다”고 말했다.
한편	한편	MAG	O
_	_	_	O
SK	SK	SL	B-ORG
텔레콤	텔레콤	NNG	I-ORG
은	은	JX	O
_	_	_	O
손해	손해	NNG	O
배상	배상	NNG	O
청구	청구	NNG	O
건	건	NNB	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
“	“	SS	O
아직	아직	MAG	O
_	_	_	O
소장	소장	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
아	아	EC	O
보	보	VX	O
지	지	EC	O
는	는	JX	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
소장	소장	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
으면	으면	EC	O
_	_	_	O
정확한	정확하+ㄴ	VA+ETM	O
_	_	_	O
내용	내용	NNG	O
을	을	JKO	O
_	_	_	O
파악하	파악하	VV	O
고	고	EC	O
_	_	_	O
검토해	검토하+여	VV+EC	O
_	_	_	O
소송	소송	NNG	O
_	_	_	O
진행	진행	NNG	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
소명해	소명하+여	VV+EC	O
_	_	_	O
나갈	나가+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 코카콜라가 빨간색을 상징색으로 쓰기 시작한 건 약 100년 전부터로 이 회사의 빨간색은 특허등록까지 돼있다고 합니다.
## <코카콜라:ORG>가 빨간색을 상징색으로 쓰기 시작한 건 약 <100년:NOH> 전부터로 이 회사의 빨간색은 특허등록까지 돼있다고 합니다.
코카콜라	코카콜라	NNP	B-ORG
가	가	JKS	O
_	_	_	O
빨간색	빨간색	NNG	O
을	을	JKO	O
_	_	_	O
상징	상징	NNG	O
색	색	NNG	O
으로	으로	JKB	O
_	_	_	O
쓰	쓰	VV	O
기	기	ETN	O
_	_	_	O
시작한	시작하+ㄴ	VV+ETM	O
_	_	_	O
건	것+ㄴ	NNB+JX	O
_	_	_	O
약	약	MM	O
_	_	_	O
100	100	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
전	전	NNG	O
부터	부터	NNP	O
로	로	JKB	O
_	_	_	O
이	이	MM	O
_	_	_	O
회사	회사	NNG	O
의	의	JKG	O
_	_	_	O
빨간색	빨간색	NNG	O
은	은	JX	O
_	_	_	O
특허	특허	NNG	O
등록	등록	NNG	O
까지	까지	JX	O
_	_	_	O
돼	되+어	VV+EC	O
있	있	VX	O
다고	다고	EC	O
_	_	_	O
합니다	하+ㅂ니다	VV+EF	O
.	.	SF	O

## 5
## 라이카 카메라도 붉은색을 상징색으로 사용하는 브랜드입니다.
## <라이카 카메라:ORG>도 붉은색을 상징색으로 사용하는 브랜드입니다.
라이카	라이카	NNG	B-ORG
_	_	_	I-ORG
카메라	카메라	NNG	I-ORG
도	도	JX	O
_	_	_	O
붉은색	붉은색	NNG	O
을	을	JKO	O
_	_	_	O
상징	상징	NNG	O
색	색	NNG	O
으로	으로	JKB	O
_	_	_	O
사용하	사용하	VV	O
는	는	ETM	O
_	_	_	O
브랜드	브랜드	NNG	O
입니다	이+ㅂ니다	VCP+EF	O
.	.	SF	O

## 6
## 롯데월드타워 사업이 시작된 것은 롯데 창업주인 신격호 총괄회장이 “서울에 볼 거리가 경복궁 밖에 없느냐, 초고층 랜드마크 빌딩을 지어 종합 관광단지를 개발하겠다”면서 건설을 지시하면서다.
## <롯데월드타워:LOC> 사업이 시작된 것은 <롯데:ORG> 창업주인 <신격호:PER> 총괄회장이 “<서울:LOC>에 볼 거리가 <경복궁:LOC> 밖에 없느냐, 초고층 랜드마크 빌딩을 지어 종합 관광단지를 개발하겠다”면서 건설을 지시하면서다.
롯데월드	롯데월드	NNP	B-LOC
타워	타워	NNG	I-LOC
_	_	_	O
사업	사업	NNG	O
이	이	JKS	O
_	_	_	O
시작된	시작되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
롯데	롯데	NNP	B-ORG
_	_	_	O
창업주	창업주	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
신격호	신격호	NNP	B-PER
_	_	_	O
총괄	총괄	NNG	O
회장	회장	NNG	O
이	이	JKS	O
_	_	_	O
“	“	SS	O
서울	서울	NNP	B-LOC
에	에	JKB	O
_	_	_	O
볼	보+ㄹ	VV+ETM	O
_	_	_	O
거리	거리	NNB	O
가	가	JKS	O
_	_	_	O
경복궁	경복궁	NNP	B-LOC
_	_	_	O
밖에	밖에	JX	O
_	_	_	O
없	없	VA	O
느냐	느냐	EC	O
,	,	SP	O
_	_	_	O
초고층	초고층	NNG	O
_	_	_	O
랜드마크	랜드마크	NNP	O
_	_	_	O
빌딩	빌딩	NNG	O
을	을	JKO	O
_	_	_	O
지	짓	VV	O
어	어	EC	O
_	_	_	O
종합	종합	NNG	O
_	_	_	O
관광단지	관광단지	NNG	O
를	를	JKO	O
_	_	_	O
개발하	개발하	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
건설	건설	NNG	O
을	을	JKO	O
_	_	_	O
지시하	지시하	VV	O
면서	면서	EC	O
다	다	EF	O
.	.	SF	O

## 7
## 배우 김정은 '여자를 울려' 여주인공 출연…7년 만의 MBC 컴백 "기쁘다"
## 배우 <김정은:PER> '<여자를 울려:POH>' 여주인공 출연…<7년 만:NOH>의 <MBC:ORG> 컴백 "기쁘다"
배우	배우	NNG	O
_	_	_	O
김정	김정	NNP	B-PER
은	은	JX	I-PER
_	_	_	O
'	'	SS	O
여자	여자	NNG	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
울려	울리+어	VV+EF	I-POH
'	'	SS	O
_	_	_	O
여주인공	여주인공	NNG	O
_	_	_	O
출연	출연	NNG	O
…	…	SE	O
7	7	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
만	만	NNB	I-NOH
의	의	JKG	O
_	_	_	O
MBC	MBC	SL	B-ORG
_	_	_	O
컴백	컴백	NNG	O
_	_	_	O
"	"	SS	O
기쁘	기쁘	VA	O
다	다	EF	O
"	"	SS	O

## 8
## 가장 최근 대결한 2013년 3월 경기에서 한국은 종료 직전까지 1-1로 맞서다
## 가장 최근 대결한 <2013년 3월:DAT> 경기에서 <한국:ORG>은 종료 직전까지 <1-1:NOH>로 맞서다
가장	가장	MAG	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
대결한	대결하+ㄴ	VV+ETM	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
3	3	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
경기	경기	NNG	O
에서	에서	JKB	O
_	_	_	O
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
종료	종료	NNG	O
_	_	_	O
직전	직전	NNG	O
까지	까지	JX	O
_	_	_	O
1	1	SN	B-NOH
-	-	SO	I-NOH
1	1	SN	I-NOH
로	로	JKB	O
_	_	_	O
맞서	맞서	VV	O
다	다	EF	O

## 9
## “초반에 상대의 기를 살려주면 곤란해진다”던 삼성화재 신치용 단장의 우려대로 2세트 초반 대한항공의 기세가 살아났다.
## “초반에 상대의 기를 살려주면 곤란해진다”던 <삼성화재:ORG> <신치용:PER> 단장의 우려대로 <2세트:NOH> 초반 <대한항공:ORG>의 기세가 살아났다.
“	“	SS	O
초반	초반	NNG	O
에	에	JKB	O
_	_	_	O
상대	상대	NNG	O
의	의	JKG	O
_	_	_	O
기	기	NNG	O
를	를	JKO	O
_	_	_	O
살려	살리+어	VV+EC	O
주	주	VX	O
면	면	EC	O
_	_	_	O
곤란해	곤란하+여	VA+EC	O
진다	지+ㄴ다	VX+EF	O
”	”	SS	O
던	던	ETM	O
_	_	_	O
삼성화재	삼성화재	NNP	B-ORG
_	_	_	O
신치용	신치용	NNP	B-PER
_	_	_	O
단장	단장	NNG	O
의	의	JKG	O
_	_	_	O
우려	우려	NNG	O
대로	대로	JX	O
_	_	_	O
2	2	SN	B-NOH
세트	세트	NNG	I-NOH
_	_	_	O
초반	초반	NNG	O
_	_	_	O
대한항공	대한항공	NNP	B-ORG
의	의	JKG	O
_	_	_	O
기세	기세	NNG	O
가	가	JKS	O
_	_	_	O
살아났	살아나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 10
## 2012년 준플레이오프 때 1타석에 들어서 안타 없이 물러난 게 가을야구 경험의 전부다.
## <2012년:DAT> 준플레이오프 때 <1타석:NOH>에 들어서 안타 없이 물러난 게 가을야구 경험의 전부다.
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
준	준	XPN	O
플레이오프	플레이오프	NNG	O
_	_	_	O
때	때	NNG	O
_	_	_	O
1	1	SN	B-NOH
타석	타석	NNG	I-NOH
에	에	JKB	O
_	_	_	O
들	들	VV	O
어서	어서	EC	O
_	_	_	O
안타	안타	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
물러난	물러나+ㄴ	VV+ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
가을	가을	NNG	O
야구	야구	NNG	O
_	_	_	O
경험	경험	NNG	O
의	의	JKG	O
_	_	_	O
전부	전부+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 마녀사냥 최화정‘마녀사냥’에 출연한 최화정이 연애스타일에 대해 언급했다.
## <마녀사냥:POH> <최화정:PER>‘<마녀사냥:POH>’에 출연한 <최화정:PER>이 연애스타일에 대해 언급했다.
마녀	마녀	NNG	B-POH
사냥	사냥	NNG	I-POH
_	_	_	O
최화정	최화정	NNP	B-PER
‘	‘	SS	O
마녀	마녀	NNG	B-POH
사냥	사냥	NNG	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
출연한	출연하+ㄴ	VV+ETM	O
_	_	_	O
최화정	최화정	NNP	B-PER
이	이	JKS	O
_	_	_	O
연애	연애	NNG	O
스타일	스타일	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
언급	언급하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 30일 방송된 JTBC ‘마녀사냥’에는 최화정이 출연해 남다른 입담을 과시했다.
## <30일:DAT> 방송된 <JTBC:POH> ‘<마녀사냥:POH>’에는 <최화정:PER>이 출연해 남다른 입담을 과시했다.
30	30	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
JTBC	JTBC	SL	B-POH
_	_	_	O
‘	‘	SS	O
마녀	마녀	NNG	B-POH
사냥	사냥	NNG	I-POH
’	’	SS	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
최화정	최화정	NNP	B-PER
이	이	JKS	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
남다른	남다르+ㄴ	VA+ETM	O
_	_	_	O
입담	입담	NNG	O
을	을	JKO	O
_	_	_	O
과시	과시하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이날 ‘마녀사냥’에서 최화정은 자신의 연애스타일에 대해 언급하면서 “연애상대로 연하가 좋아 연하남만 고르는 것은 아니다”라고 운을 뗐다.
## 이날 ‘<마녀사냥:POH>’에서 <최화정:PER>은 자신의 연애스타일에 대해 언급하면서 “연애상대로 연하가 좋아 연하남만 고르는 것은 아니다”라고 운을 뗐다.
이날	이날	NNG	O
_	_	_	O
‘	‘	SS	O
마녀	마녀	NNG	B-POH
사냥	사냥	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
최화정	최화정	NNP	B-PER
은	은	JX	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
연애	연애	NNG	O
스타일	스타일	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
언급하	언급하	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
연애	연애	NNG	O
상대	상대	NNG	O
로	로	JKB	O
_	_	_	O
연하	연하	NNG	O
가	가	JKS	O
_	_	_	O
좋	좋	VA	O
아	아	EC	O
_	_	_	O
연하	연하	NNG	O
남	남	NNG	O
만	만	JX	O
_	_	_	O
고르	고르	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
운	운	NNG	O
을	을	JKO	O
_	_	_	O
뗐	떼+었	VV+EP	O
다	다	EF	O
.	.	SF	O

