## 1
## 동년배로서 CSIS의 이사회 멤버인 틸러슨과 오랜 기간에 걸쳐 다양한 현안과 정책을 터놓고 상의해 온 사이다.
## 동년배로서 <CSIS:ORG>의 이사회 멤버인 <틸러슨:PER>과 오랜 기간에 걸쳐 다양한 현안과 정책을 터놓고 상의해 온 사이다.
동년배	동년배	NNG	O
굽	굽	VV	O
거나	거나	EC	O
_	_	_	O
볶	볶	VV	O
거나	거나	EC	O
_	_	_	O
무치	무치	VV	O
는	는	ETM	O
_	_	_	O
방식	방식	NNG	O
으로	으로	JKB	O
_	_	_	O
조리돼	조리되+어	VV+EC	O
_	_	_	O
열량	열량	NNG	O
이	이	JKS	O
_	_	_	O
높	높	VA	O
다	다	EF	O
.	.	SF	O

## 4
## 전동 3륜 스쿠터는 기동성이 뛰어나고 작동법이 간단해 일반인은 물론 노약자나 장애인도 쉽게 조작이 가능하다.
## 전동 <3륜:NOH> 스쿠터는 기동성이 뛰어나고 작동법이 간단해 일반인은 물론 노약자나 장애인도 쉽게 조작이 가능하다.
전동	전동	NNP	O
_	_	_	O
3	3	SN	B-NOH
륜	륜	NNG	I-NOH
_	_	_	O
스쿠터	스쿠터	NNG	O
는	는	JX	O
_	_	_	O
기동성	기동성	NNG	O
이	이	JKS	O
_	_	_	O
뛰어나	뛰어나	VA	O
고	고	EC	O
_	_	_	O
작동	작동	NNG	O
법	법	XSN	O
이	이	JKS	O
_	_	_	O
간단해	간단하+여	VA+EC	O
_	_	_	O
일반인	일반인	NNG	O
은	은	JX	O
_	_	_	O
물론	물론	MAG	O
_	_	_	O
노약자	노약자	NNG	O
나	나	JC	O
_	_	_	O
장애인	장애인	NNG	O
도	도	JX	O
_	_	_	O
쉽	쉽	VA	O
게	게	EC	O
_	_	_	O
조작	조작	NNG	O
이	이	JKS	O
_	_	_	O
가능하	가능하	VA	O
다	다	EF	O
.	.	SF	O

## 5
## 구글, 온라인쇼핑 곧 진출 … 아마존과 전면전 임박
## <구글:ORG>, 온라인쇼핑 곧 진출 … <아마존:ORG>과 전면전 임박
구글	구글	NNP	B-ORG
,	,	SP	O
_	_	_	O
온라인	온라인	NNG	O
쇼핑	쇼핑	NNG	O
_	_	_	O
곧	곧	MAG	O
_	_	_	O
진출	진출	NNG	O
_	_	_	O
…	…	SE	O
_	_	_	O
아마존	아마존	NNP	B-ORG
과	과	JC	O
_	_	_	O
전면전	전면전	NNG	O
_	_	_	O
임박	임박	NNG	O

## 6
## 런던 라이프 스타일 브랜드 캐스키드슨이 다양한 스타일로 연출할 수 있는 ‘멀티 스트랩 백’을 선보였다.
## <런던:LOC> 라이프 스타일 브랜드 <캐스키드슨:ORG>이 다양한 스타일로 연출할 수 있는 ‘멀티 스트랩 백’을 선보였다.
런던	런던	NNP	B-LOC
_	_	_	O
라이프	라이프	NNG	O
_	_	_	O
스타일	스타일	NNG	O
_	_	_	O
브랜드	브랜드	NNG	O
_	_	_	O
캐스	캐스	NNP	B-ORG
키드	키드	NNP	I-ORG
슨	슨	NNG	I-ORG
이	이	JKS	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
스타일	스타일	NNG	O
로	로	JKB	O
_	_	_	O
연출할	연출하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
멀티	멀티	NNG	O
_	_	_	O
스트랩	스트랩	NNG	O
_	_	_	O
백	백	NR	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
선보	선보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 송학식품이 대장균과 식중독균 등이 검출된 떡을 멀쩡한 제품으로 속여 판 혐의로 경찰 수사 중인 가운데 이 업체가 사건이 알려진 직후 인터넷 홈페이지에 올린 사과문은 거짓으로 밝혀졌다.
## <송학식품:ORG>이 대장균과 식중독균 등이 검출된 떡을 멀쩡한 제품으로 속여 판 혐의로 경찰 수사 중인 가운데 이 업체가 사건이 알려진 직후 인터넷 홈페이지에 올린 사과문은 거짓으로 밝혀졌다.
송학	송학	NNP	B-ORG
식품	식품	NNG	I-ORG
이	이	VCP	O
_	_	_	O
대장균	대장균	NNG	O
과	과	JC	O
_	_	_	O
식중독	식중독	NNG	O
균	균	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
검출된	검출되+ㄴ	VV+ETM	O
_	_	_	O
떡	떡	NNG	O
을	을	JKO	O
_	_	_	O
멀쩡한	멀쩡하+ㄴ	VA+ETM	O
_	_	_	O
제품	제품	NNG	O
으로	으로	JKB	O
_	_	_	O
속	속이	VV	O
여	어	EC	O
_	_	_	O
판	팔+ㄴ	VV+ETM	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
경찰	경찰	NNG	O
_	_	_	O
수사	수사	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
이	이	MM	O
_	_	_	O
업체	업체	NNG	O
가	가	JKS	O
_	_	_	O
사건	사건	NNG	O
이	이	JKS	O
_	_	_	O
알려진	알려지+ㄴ	VV+ETM	O
_	_	_	O
직후	직후	NNG	O
_	_	_	O
인터넷	인터넷	NNG	O
_	_	_	O
홈페이지	홈페이지	NNG	O
에	에	JKB	O
_	_	_	O
올린	올리+ㄴ	VV+ETM	O
_	_	_	O
사과문	사과문	NNG	O
은	은	JX	O
_	_	_	O
거짓	거짓	NNG	O
으로	으로	JKB	O
_	_	_	O
밝혀	밝혀지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 인천중부경찰서는 31일 "이달 초 언론보도를 통해 이번 사건이 알려진 직후 송학식품이 자사 인터넷 홈페이지에 올린 사과문은 거짓"이라고 밝혔다.
## <인천중부경찰서:ORG>는 <31일:DAT> "이달 초 언론보도를 통해 이번 사건이 알려진 직후 <송학식품:ORG>이 자사 인터넷 홈페이지에 올린 사과문은 거짓"이라고 밝혔다.
인천	인천	NNP	B-ORG
중부	중부	NNG	I-ORG
경찰서	경찰서	NNG	I-ORG
는	는	JX	O
_	_	_	O
31	31	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
"	"	SS	O
이달	이달	NNG	O
_	_	_	O
초	초	NNB	O
_	_	_	O
언론	언론	NNG	O
보도	보도	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
사건	사건	NNG	O
이	이	JKS	O
_	_	_	O
알려진	알려지+ㄴ	VV+ETM	O
_	_	_	O
직후	직후	NNG	O
_	_	_	O
송학	송학	NNP	B-ORG
식품	식품	NNG	I-ORG
이	이	VCP	O
_	_	_	O
자사	자사	NNG	O
_	_	_	O
인터넷	인터넷	NNG	O
_	_	_	O
홈페이지	홈페이지	NNG	O
에	에	JKB	O
_	_	_	O
올린	올리+ㄴ	VV+ETM	O
_	_	_	O
사과문	사과문	NNG	O
은	은	JX	O
_	_	_	O
거짓	거짓	NNG	O
"	"	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 당시 송학식품은 사과문을 내고 "언론보도 내용과 달리 저희 송학식품은 대장균이 검출된 제품을 지자체의 통보에 따라 전량 거둬들여 폐기했다"면서 "대장균이 검출된 제품을 유통한 사실이 없다"고 말했다.
## 당시 <송학식품:ORG>은 사과문을 내고 "언론보도 내용과 달리 저희 <송학식품:ORG>은 대장균이 검출된 제품을 지자체의 통보에 따라 전량 거둬들여 폐기했다"면서 "대장균이 검출된 제품을 유통한 사실이 없다"고 말했다.
당시	당시	NNG	O
_	_	_	O
송학	송학	NNP	B-ORG
식품	식품	NNG	I-ORG
은	은	JX	O
_	_	_	O
사과문	사과문	NNG	O
을	을	JKO	O
_	_	_	O
내	내	VV	O
고	고	EC	O
_	_	_	O
"	"	SS	O
언론	언론	NNG	O
보도	보도	NNG	O
_	_	_	O
내용	내용	NNG	O
과	과	JKB	O
_	_	_	O
달리	달리	MAG	O
_	_	_	O
저희	저희	NP	O
_	_	_	O
송학	송학	NNP	B-ORG
식품	식품	NNG	I-ORG
은	은	JX	O
_	_	_	O
대장균	대장균	NNG	O
이	이	JKS	O
_	_	_	O
검출된	검출되+ㄴ	VV+ETM	O
_	_	_	O
제품	제품	NNG	O
을	을	JKO	O
_	_	_	O
지자체	지자체	NNG	O
의	의	JKG	O
_	_	_	O
통보	통보	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
전량	전량	NNG	O
_	_	_	O
거둬들	거둬들이	VV	O
여	어	EC	O
_	_	_	O
폐기	폐기하	VV	O
했	였	EP	O
다	다	EF	O
"	"	SS	O
면서	면서	EC	O
_	_	_	O
"	"	SS	O
대장균	대장균	NNG	O
이	이	JKS	O
_	_	_	O
검출된	검출되+ㄴ	VV+ETM	O
_	_	_	O
제품	제품	NNG	O
을	을	JKO	O
_	_	_	O
유통한	유통하+ㄴ	VV+ETM	O
_	_	_	O
사실	사실	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 문화재 자문위 “현재 흰색은 아니다”
## <문화재 자문위:ORG> “현재 흰색은 아니다”
문화재	문화재	NNG	B-ORG
_	_	_	I-ORG
자문	자문	NNG	I-ORG
위	위	NNG	I-ORG
_	_	_	O
“	“	SS	O
현재	현재	MAG	O
_	_	_	O
흰색	흰색	NNG	O
은	은	JX	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
”	”	SS	O

## 11
## 성 회장이 ‘박 대통령 최측근들은 다 만나거나 전화했다’고 하더라. 김기춘(전 대통령비서실장), 이병기(현 대통령비서실장), 이완구(국무총리), 홍문종(새누리당 의원), 유정복(인천시장) 이름을 댔다.
## <성:PER> 회장이 ‘<박:PER> 대통령 최측근들은 다 만나거나 전화했다’고 하더라. <김기춘:PER>(전 대통령비서실장), <이병기:PER>(현 대통령비서실장), <이완구:PER>(국무총리), <홍문종:PER>(새누리당 의원), <유정복:PER>(인천시장) 이름을 댔다.
성	성	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
최	최	XPN	O
측근	측근	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
다	다	MAG	O
_	_	_	O
만나	만나	VV	O
거나	거나	EC	O
_	_	_	O
전화	전화하	VV	O
했	였	EP	O
다	다	EF	O
’	’	SS	O
고	고	JKQ	O
_	_	_	O
하	하	VV	O
더라	더라	EF	O
.	.	SF	O
_	_	_	O
김기춘	김기춘	NNP	B-PER
(	(	SS	O
전	전	NNP	O
_	_	_	O
대통령	대통령	NNG	O
비서실	비서실	NNG	O
장	장	XSN	O
)	)	SS	O
,	,	SP	O
_	_	_	O
이병기	이병기	NNP	B-PER
(	(	SS	O
현	현	MM	O
_	_	_	O
대통령	대통령	NNG	O
비서실	비서실	NNG	O
장	장	XSN	O
)	)	SS	O
,	,	SP	O
_	_	_	O
이완구	이완구	NNP	B-PER
(	(	SS	O
국무총리	국무총리	NNG	O
)	)	SS	O
,	,	SP	O
_	_	_	O
홍문종	홍문종	NNP	B-PER
(	(	SS	O
새누리당	새누리당	NNP	O
_	_	_	O
의원	의원	NNG	O
)	)	SS	O
,	,	SP	O
_	_	_	O
유정복	유정복	NNP	B-PER
(	(	SS	O
인천	인천	NNP	O
시장	시장	NNG	O
)	)	SS	O
_	_	_	O
이름	이름	NNG	O
을	을	JKO	O
_	_	_	O
댔	대+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 1심은 박 씨의 공무상 재해를 인정하지 않았지만, 2심은 박 씨 손을 들어줬다.
## <1심:NOH>은 <박:PER> 씨의 공무상 재해를 인정하지 않았지만, <2심:NOH>은 <박:PER> 씨 손을 들어줬다.
1	1	SN	B-NOH
심	심	NNG	I-NOH
은	은	JX	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
공무	공무	NNG	O
상	상	XSN	O
_	_	_	O
재해	재해	NNG	O
를	를	JKO	O
_	_	_	O
인정하	인정하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
심	심	NNG	I-NOH
은	은	JX	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
_	_	_	O
손	손	NNG	O
을	을	JKO	O
_	_	_	O
들	들	VV	O
어	어	EC	O
줬	주+었	VX+EP	O
다	다	EF	O
.	.	SF	O

## 13
## 스트라빈스키 ‘장송적…’ 109년 만에 아시아 초연
## <스트라빈스키:PER> ‘<장송적…:POH>’ <109년 만:NOH>에 <아시아:LOC> 초연
스트라빈스키	스트라빈스키	NNP	B-PER
_	_	_	O
‘	‘	SS	O
장송	장송	NNG	B-POH
적	적	XSN	I-POH
…	…	SE	I-POH
’	’	SS	O
_	_	_	O
109	109	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
만	만	NNB	I-NOH
에	에	JKB	O
_	_	_	O
아시아	아시아	NNP	B-LOC
_	_	_	O
초연	초연	NNG	O

## 14
## “연극 둥지 연습 中” 이세창 SNS 근황 공개
## “연극 <둥지:POH> 연습 中” <이세창:PER> SNS 근황 공개
“	“	SS	O
연극	연극	NNG	O
_	_	_	O
둥지	둥지	NNG	B-POH
_	_	_	O
연습	연습	NNG	O
_	_	_	O
中	中	SH	O
”	”	SS	O
_	_	_	O
이세창	이세창	NNP	B-PER
_	_	_	O
SNS	SNS	SL	O
_	_	_	O
근황	근황	NNG	O
_	_	_	O
공개	공개	NNG	O

