## 1
## 동탄2신도시는 29만여 명 11만6000여 가구가 들어서는 경부축 최대 규모의 신도시로 7개의 특별계획구역이 조성된다.
## <동탄2신도시:LOC>는 <29만여 명:NOH> <11만6000여 가구:NOH>가 들어서는 경부축 최대 규모의 신도시로 <7개:NOH>의 특별계획구역이 조성된다.
동탄	동탄	NNP	B-LOC
## 특히 추가 발탁된 장원준과 허경민은 포스트시즌 내내 안정적인 기량을 뽐내 대표팀 코칭스태프의 눈도장을 확실하게 받았다.
## 특히 추가 발탁된 <장원준:PER>과 <허경민:PER>은 포스트시즌 내내 안정적인 기량을 뽐내 대표팀 코칭스태프의 눈도장을 확실하게 받았다.
특히	특히	MAG	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
발탁된	발탁되+ㄴ	VV+ETM	O
_	_	_	O
장원준	장원준	NNP	B-PER
과	과	JC	O
_	_	_	O
허경민	허경민	NNP	B-PER
은	은	JX	O
_	_	_	O
포스트	포스트	NNG	O
시즌	시즌	NNG	O
_	_	_	O
내내	내내	MAG	O
_	_	_	O
안정적	안정적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
기량	기량	NNG	O
을	을	JKO	O
_	_	_	O
뽐내	뽐내+어	VV+EC	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
_	_	_	O
코칭스태프	코칭스태프	NNG	O
의	의	JKG	O
_	_	_	O
눈도장	눈도장	NNG	O
을	을	JKO	O
_	_	_	O
확실하	확실하	VA	O
게	게	EC	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 김 차관은 “스포츠는 산업으로서의 파급효과가 아주 크다.
## <김:PER> 차관은 “스포츠는 산업으로서의 파급효과가 아주 크다.
김	김	NNP	B-PER
_	_	_	O
차관	차관	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
스포츠	스포츠	NNG	O
는	는	JX	O
_	_	_	O
산업	산업	NNG	O
으로서	으로서	JKB	O
의	의	JKG	O
_	_	_	O
파급	파급	NNG	O
효과	효과	NNG	O
가	가	JKS	O
_	_	_	O
아주	아주	MAG	O
_	_	_	O
크	크	VA	O
다	다	EF	O
.	.	SF	O

## 5
## 재판부는 신 씨가 올린 34건의 글 가운데 2건을 유죄로 인정했다.
## 재판부는 <신:PER> 씨가 올린 <34건:NOH>의 글 가운데 <2건:NOH>을 유죄로 인정했다.
재판부	재판부	NNG	O
는	는	JX	O
_	_	_	O
신	신	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
올린	올리+ㄴ	VV+ETM	O
_	_	_	O
34	34	SN	B-NOH
건	건	NNB	I-NOH
의	의	JKG	O
_	_	_	O
글	글	NNG	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
2	2	SN	B-NOH
건	건	NNB	I-NOH
을	을	JKO	O
_	_	_	O
유죄	유죄	NNG	O
로	로	JKB	O
_	_	_	O
인정	인정하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 앙사나 랑코는 스타일리시한 인테리어가 돋보이는 객실을 갖추고 다수의 유네스코 문화유산과 근접해 가족여행, 단체 방문객에게 인기가 높다.
## <앙사나 랑코:ORG>는 스타일리시한 인테리어가 돋보이는 객실을 갖추고 다수의 <유네스코:ORG> 문화유산과 근접해 가족여행, 단체 방문객에게 인기가 높다.
앙사	앙사	NNG	B-ORG
나	나	JC	I-ORG
_	_	_	I-ORG
랑	랑	NNP	I-ORG
코	코	NNG	I-ORG
는	는	JX	O
_	_	_	O
스타	스타	NNG	O
일리	일리	NNG	O
시	시	XSN	O
한	한	NNP	O
_	_	_	O
인테리어	인테리어	NNG	O
가	가	JKS	O
_	_	_	O
돋보이	돋보이	VV	O
는	는	ETM	O
_	_	_	O
객실	객실	NNG	O
을	을	JKO	O
_	_	_	O
갖추	갖추	VV	O
고	고	EC	O
_	_	_	O
다수	다수	NNG	O
의	의	JKG	O
_	_	_	O
유네스코	유네스코	NNP	B-ORG
_	_	_	O
문화유산	문화유산	NNG	O
과	과	JC	O
_	_	_	O
근접해	근접하+여	VV+EC	O
_	_	_	O
가족	가족	NNG	O
여행	여행	NNG	O
,	,	SP	O
_	_	_	O
단체	단체	NNG	O
_	_	_	O
방문객	방문객	NNG	O
에게	에게	JKB	O
_	_	_	O
인기	인기	NNG	O
가	가	JKS	O
_	_	_	O
높	높	VA	O
다	다	EF	O
.	.	SF	O

## 7
## 그랜드 오픈 이벤트에서는 참여 고객 대상 제주여행 풀 패키지, 카텔 패키지 등 다양한 경품이 제공된다.
## 그랜드 오픈 이벤트에서는 참여 고객 대상 <제주:LOC>여행 풀 패키지, 카텔 패키지 등 다양한 경품이 제공된다.
그랜드	그랜드	NNG	O
_	_	_	O
오픈	오픈	NNG	O
_	_	_	O
이벤트	이벤트	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
참여	참여	NNG	O
_	_	_	O
고객	고객	NNG	O
_	_	_	O
대상	대상	NNG	O
_	_	_	O
제주	제주	NNG	B-LOC
여행	여행	NNG	O
_	_	_	O
풀	풀	NNG	O
_	_	_	O
패키지	패키지	NNG	O
,	,	SP	O
_	_	_	O
카텔	카텔	NNP	O
_	_	_	O
패키지	패키지	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
경품	경품	NNG	O
이	이	JKS	O
_	_	_	O
제공된다	제공되+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 그러나 현재의 보건복지부 중심 대응 체계는 곳곳에서 허점을 드러내고 있다.
## 그러나 현재의 <보건복지부:ORG> 중심 대응 체계는 곳곳에서 허점을 드러내고 있다.
그러나	그러나	MAJ	O
_	_	_	O
현재	현재	NNG	O
의	의	JKG	O
_	_	_	O
보건복지부	보건복지부	NNG	B-ORG
_	_	_	O
중심	중심	NNG	O
_	_	_	O
대응	대응	NNG	O
_	_	_	O
체계	체계	NNG	O
는	는	JX	O
_	_	_	O
곳곳	곳곳	NNG	O
에서	에서	JKB	O
_	_	_	O
허점	허점	NNG	O
을	을	JKO	O
_	_	_	O
드러내	드러내	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 9
## 남은 1년 포함 3년 재계약 K리그 클래식(1부리그) 수원삼성 서정원(45·사진) 감독이 구단과 3년 재계약에 합의한 사실이 뒤늦게 알려졌다.
## 남은 <1년:NOH> 포함 <3년:NOH> 재계약 <K리그 클래식:ORG>(<1부리그:ORG>) <수원삼성:ORG> <서정원:PER>(<45:NOH>·사진) 감독이 구단과 <3년:NOH> 재계약에 합의한 사실이 뒤늦게 알려졌다.
남	남	VV	O
은	은	ETM	O
_	_	_	O
1	1	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
포함	포함	NNG	O
_	_	_	O
3	3	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
재계약	재계약	NNG	O
_	_	_	O
K	K	SL	B-ORG
리그	리그	NNG	I-ORG
_	_	_	I-ORG
클래식	클래식	NNG	I-ORG
(	(	SS	O
1	1	SN	B-ORG
부	부	NNB	I-ORG
리그	리그	NNG	I-ORG
)	)	SS	O
_	_	_	O
수원	수원	NNP	B-ORG
삼성	삼성	NNP	I-ORG
_	_	_	O
서정원	서정원	NNP	B-PER
(	(	SS	O
45	45	SN	B-NOH
·	·	SP	O
사진	사진	NNG	O
)	)	SS	O
_	_	_	O
감독	감독	NNG	O
이	이	JKS	O
_	_	_	O
구단	구단	NNG	O
과	과	JKB	O
_	_	_	O
3	3	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
재계약	재계약	NNG	O
에	에	JKB	O
_	_	_	O
합의한	합의하+ㄴ	VV+ETM	O
_	_	_	O
사실	사실	NNG	O
이	이	JKS	O
_	_	_	O
뒤늦	뒤늦	VA	O
게	게	EC	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 이로 인한 경제적 비용은 연간 최대 246조 원으로 추정된다.
## 이로 인한 경제적 비용은 연간 최대 <246조 원:MNY>으로 추정된다.
이	이	NP	O
로	로	JKB	O
_	_	_	O
인한	인하+ㄴ	VV+ETM	O
_	_	_	O
경제적	경제적	NNG	O
_	_	_	O
비용	비용	NNG	O
은	은	JX	O
_	_	_	O
연간	연간	NNG	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
246	246	SN	B-MNY
조	조	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
으로	으로	JKB	O
_	_	_	O
추정된다	추정되+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 이명재 검찰총장과 그의 집 부근 식당에서 단둘이 만났다.
## <이명재:PER> 검찰총장과 그의 집 부근 식당에서 단<둘:NOH>이 만났다.
이명재	이명재	NNP	B-PER
_	_	_	O
검찰	검찰	NNG	O
총장	총장	NNG	O
과	과	JC	O
_	_	_	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
집	집	NNG	O
_	_	_	O
부근	부근	NNG	O
_	_	_	O
식당	식당	NNG	O
에서	에서	JKB	O
_	_	_	O
단둘	단둘	NNG	B-NOH
이	이	JKS	O
_	_	_	O
만났	만나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 당신도 나를 믿는다면 안아주세요" 최근 과격 이슬람주의 무장단체 이슬람국가(IS)의 계속된 테러로 인해 이슬람 혐오증이 높아지는 가운데 한 무슬림 청년의 용기있는 행동이 시선을 끌고 있다.
## 당신도 나를 믿는다면 안아주세요" 최근 과격 <이슬람:ORG>주의 무장단체 <이슬람국가:ORG>(<IS:ORG>)의 계속된 테러로 인해 <이슬람:ORG> 혐오증이 높아지는 가운데 <한:NOH> 무슬림 청년의 용기있는 행동이 시선을 끌고 있다.
당신	당신	NP	O
도	도	JX	O
_	_	_	O
나	나	NP	O
를	를	JKO	O
_	_	_	O
믿	믿	VV	O
는다면	는다면	EC	O
_	_	_	O
안	안	VV	O
아	아	EC	O
주	주	VX	O
세요	세요	EF	O
"	"	SS	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
과격	과격	NNG	O
_	_	_	O
이슬람	이슬람	NNG	B-ORG
주의	주의	NNG	O
_	_	_	O
무장	무장	NNG	O
단체	단체	NNG	O
_	_	_	O
이슬람	이슬람	NNG	B-ORG
국가	국가	NNG	I-ORG
(	(	SS	O
IS	IS	SL	B-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
계속된	계속되+ㄴ	VV+ETM	O
_	_	_	O
테러	테러	NNG	O
로	로	JKB	O
_	_	_	O
인해	인하+여	VV+EC	O
_	_	_	O
이슬람	이슬람	NNG	B-ORG
_	_	_	O
혐오증	혐오증	NNG	O
이	이	JKS	O
_	_	_	O
높아지	높아지	VV	O
는	는	ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	O
무슬림	무슬림	NNG	O
_	_	_	O
청년	청년	NNG	O
의	의	JKG	O
_	_	_	O
용기	용기	NNG	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
행동	행동	NNG	O
이	이	JKS	O
_	_	_	O
시선	시선	NNG	O
을	을	JKO	O
_	_	_	O
끌	끌	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 사흘 뒤인 13일 이 사실이 언론에 보도되자 박유천 소속사 씨제스엔터테인먼트 측은 “악의적인 공갈 협박”이라며 강하게 반발했다.
## 사흘 뒤인 <13일:DAT> 이 사실이 언론에 보도되자 <박유천:PER> 소속사 <씨제스엔터테인먼트:ORG> 측은 “악의적인 공갈 협박”이라며 강하게 반발했다.
사흘	사흘	NNG	O
_	_	_	O
뒤	뒤	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
13	13	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
이	이	MM	O
_	_	_	O
사실	사실	NNG	O
이	이	JKS	O
_	_	_	O
언론	언론	NNG	O
에	에	JKB	O
_	_	_	O
보도되	보도되	VV	O
자	자	EC	O
_	_	_	O
박유천	박유천	NNP	B-PER
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
씨	씨	NNB	B-ORG
제스	제스	NNP	I-ORG
엔터테인먼트	엔터테인먼트	NNG	I-ORG
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
“	“	SS	O
악의	악의	NNG	O
적	적	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
공갈	공갈	NNG	O
_	_	_	O
협박	협박	NNG	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
강하	강하	VA	O
게	게	EC	O
_	_	_	O
반발	반발하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 아침 최저기온은 전날보다 6~9도 가량 떨어진 영하 7도~영상 4도, 낮 최고기온은 7~13도. 서울은 전날보다 5~6도 낮은 영하 1~영상 10도로 예보됐다.
## 아침 최저기온은 전날보다 <6:NOH>~<9도:NOH> 가량 떨어진 <영하 7도:NOH>~<영상 4도:NOH>, 낮 최고기온은 <7:NOH>~<13도:NOH>. <서울:LOC>은 전날보다 <5:NOH>~<6도:NOH> 낮은 <영하 1:NOH>~<영상 10도:NOH>로 예보됐다.
아침	아침	NNG	O
_	_	_	O
최저	최저	NNG	O
기온	기온	NNG	O
은	은	JX	O
_	_	_	O
전날	전날	NNG	O
보다	보다	JKB	O
_	_	_	O
6	6	SN	B-NOH
~	~	SO	O
9	9	SN	B-NOH
도	도	NNB	I-NOH
_	_	_	O
가량	가량	XSN	O
_	_	_	O
떨어진	떨어지+ㄴ	VV+ETM	O
_	_	_	O
영하	영하	NNG	B-NOH
_	_	_	I-NOH
7	7	SN	I-NOH
도	도	NNB	I-NOH
~	~	SO	O
영상	영상	NNG	B-NOH
_	_	_	I-NOH
4	4	SN	I-NOH
도	도	NNB	I-NOH
,	,	SP	O
_	_	_	O
낮	낮	NNG	O
_	_	_	O
최고	최고	NNG	O
기온	기온	NNG	O
은	은	JX	O
_	_	_	O
7	7	SN	B-NOH
~	~	SO	O
13	13	SN	B-NOH
도	도	NNB	I-NOH
.	.	SF	O
_	_	_	O
서울	서울	NNP	B-LOC
은	은	JX	O
_	_	_	O
전날	전날	NNG	O
보다	보다	JKB	O
_	_	_	O
5	5	SN	B-NOH
~	~	SO	O
6	6	SN	B-NOH
도	도	NNB	I-NOH
_	_	_	O
낮	낮	VA	O
은	은	ETM	O
_	_	_	O
영하	영하	NNG	B-NOH
_	_	_	I-NOH
1	1	SN	I-NOH
~	~	SO	O
영상	영상	NNG	B-NOH
_	_	_	I-NOH
10	10	SN	I-NOH
도	도	NNB	I-NOH
로	로	JKB	O
_	_	_	O
예보	예보되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 로버트 버겔만 스탠퍼드대 교수는 “그로브가 없었다면 인텔이 현재의 모습은 아니었을 것”이라고 말했다.
## <로버트 버겔만:PER> <스탠퍼드대:ORG> 교수는 “<그로브:PER>가 없었다면 <인텔:ORG>이 현재의 모습은 아니었을 것”이라고 말했다.
로버트	로버트	NNP	B-PER
_	_	_	I-PER
버겔	버겔	NNG	I-PER
만	만	JX	I-PER
_	_	_	O
스탠퍼드대	스탠퍼드대	NNP	B-ORG
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
그로브	그로브	NNP	B-PER
가	가	JKS	O
_	_	_	O
없	없	VA	O
었	었	EP	O
다면	다면	EC	O
_	_	_	O
인텔	인텔	NNP	B-ORG
이	이	JKS	O
_	_	_	O
현재	현재	NNG	O
의	의	JKG	O
_	_	_	O
모습	모습	NNG	O
은	은	JX	O
_	_	_	O
아니	아니	VCN	O
었	었	EP	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

