## 1
## 해피투게더3 전현무 합류…박명수, 진지한 표정으로 “소 같은 유재석, 똥도 버릴 게 없다”
## <해피투게더3:POH> <전현무:PER> 합류…<박명수:PER>, 진지한 표정으로 “소 같은 <유재석:PER>, 똥도 버릴 게 없다”
해피투게더	해피투게더	NNP	B-POH
_	_	_	O
안	안	MAG	O
_	_	_	O
묻혀	묻히+어	VV+EF	O
”	”	SS	O
배우	배우	NNG	O
_	_	_	O
김고은	김고은	NNP	B-PER
,	,	SP	O
_	_	_	O
이선균	이선균	NNP	B-PER
,	,	SP	O
_	_	_	O
임원희	임원희	NNP	B-PER
가	가	JKS	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
강남구	강남구	NNP	B-LOC
_	_	_	O
압구정	압구정	NNP	B-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	O
_	_	_	O
멀티플렉스	멀티플렉스	NNG	O
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
‘	‘	SS	B-POH
성난	성나+ㄴ	VV+ETM	I-POH
_	_	_	I-POH
변호사	변호사	NNG	I-POH
’	’	SS	I-POH
_	_	_	I-POH
제작	제작	NNG	I-POH
보고회	보고회	NNG	I-POH
에	에	JKB	O
_	_	_	O
참석	참석하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 이 자리에서 이선균은 김고은의 따귀 때리는 연기에 대해 언급했다.
## 이 자리에서 <이선균:PER>은 <김고은:PER>의 따귀 때리는 연기에 대해 언급했다.
이	이	MM	O
_	_	_	O
자리	자리	NNG	O
에서	에서	JKB	O
_	_	_	O
이선균	이선균	NNP	B-PER
은	은	JX	O
_	_	_	O
김고은	김고은	NNP	B-PER
의	의	JKG	O
_	_	_	O
따귀	따귀	NNG	O
_	_	_	O
때리	때리	VV	O
는	는	ETM	O
_	_	_	O
연기	연기	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
언급	언급하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 공업도시 울산에서 그린 프리미엄을 만끽할 수 있는 아파트를 분양한다.
## 공업도시 <울산:LOC>에서 그린 프리미엄을 만끽할 수 있는 아파트를 분양한다.
공업	공업	NNG	O
도시	도시	NNG	O
_	_	_	O
울산	울산	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
그린	그리+ㄴ	VV+ETM	O
_	_	_	O
프리미엄	프리미엄	NNG	O
을	을	JKO	O
_	_	_	O
만끽할	만끽하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
아파트	아파트	NNG	O
를	를	JKO	O
_	_	_	O
분양한다	분양하+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 현대캐피탈을 이기면 삼성화재가 가시권 안에 들어오기 때문이었다.
## <현대캐피탈:ORG>을 이기면 <삼성화재:ORG>가 가시권 안에 들어오기 때문이었다.
현대캐피탈	현대캐피탈	NNP	B-ORG
을	을	JKO	O
_	_	_	O
이기	이기	VV	O
면	면	EC	O
_	_	_	O
삼성화재	삼성화재	NNP	B-ORG
가	가	JKS	O
_	_	_	O
가시권	가시권	NNG	O
_	_	_	O
안	안	NNG	O
에	에	JKB	O
_	_	_	O
들어오	들어오	VV	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 여성가족부에서 성매매 방지 업무와 여성 고용 활성화 정책 등을 추진했다.
## <여성가족부:ORG>에서 성매매 방지 업무와 여성 고용 활성화 정책 등을 추진했다.
여성	여성	NNG	B-ORG
가족	가족	NNG	I-ORG
부	부	XSN	I-ORG
에서	에서	JKB	O
_	_	_	O
성	성	NNG	O
매매	매매	NNG	O
_	_	_	O
방지	방지	NNG	O
_	_	_	O
업무	업무	NNG	O
와	와	JC	O
_	_	_	O
여성	여성	NNG	O
_	_	_	O
고용	고용	NNG	O
_	_	_	O
활성화	활성화	NNG	O
_	_	_	O
정책	정책	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
추진	추진하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 영어 내신 합산 성적이 154점이면 2학년 내신은 두 학기 모두 A를, 3학년은 2등급 한 개와 3등급 한개를 받았을 때 점수다.
## 영어 내신 합산 성적이 <154점:NOH>이면 <2학년:NOH> 내신은 <두 학기:NOH> 모두 A를, <3학년:NOH>은 <2등급:NOH> <한 개:NOH>와 <3등급:NOH> <한개:NOH>를 받았을 때 점수다.
영어	영어	NNP	O
_	_	_	O
내신	내신	NNG	O
_	_	_	O
합산	합산	NNG	O
_	_	_	O
성적	성적	NNG	O
이	이	JKS	O
_	_	_	O
154	154	SN	B-NOH
점	점	NNB	I-NOH
이	이	VCP	O
면	면	EC	O
_	_	_	O
2	2	SN	B-NOH
학년	학년	NNG	I-NOH
_	_	_	O
내신	내신	NNG	O
은	은	JX	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
학기	학기	NNG	I-NOH
_	_	_	O
모두	모두	MAG	O
_	_	_	O
A	A	SL	O
를	를	JKO	O
,	,	SP	O
_	_	_	O
3	3	SN	B-NOH
학년	학년	NNG	I-NOH
은	은	JX	O
_	_	_	O
2	2	SN	B-NOH
등급	등급	NNG	I-NOH
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
개	개	NNB	I-NOH
와	와	JC	O
_	_	_	O
3	3	SN	B-NOH
등급	등급	NNG	I-NOH
_	_	_	O
한	한	MM	B-NOH
개	개	NNB	I-NOH
를	를	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
점수	점수+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 일부 외고에서 중학교 영어 내신 2·3학년 성적이 ‘A·A·2·3’을 받은 학생도 1단계를 통과했다는 것이다.
## 일부 외고에서 중학교 영어 내신 <2:NOH>·<3학년:NOH> 성적이 ‘A·A·<2:NOH>·<3:NOH>’을 받은 학생도 <1단계:NOH>를 통과했다는 것이다.
일부	일부	NNG	O
_	_	_	O
외고	외고	NNG	O
에서	에서	JKB	O
_	_	_	O
중학교	중학교	NNG	O
_	_	_	O
영어	영어	NNP	O
_	_	_	O
내신	내신	NNG	O
_	_	_	O
2	2	SN	B-NOH
·	·	SP	O
3	3	SN	B-NOH
학년	학년	NNG	I-NOH
_	_	_	O
성적	성적	NNG	O
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
A	A	SL	O
·	·	SP	O
A	A	SL	O
·	·	SP	O
2	2	SN	B-NOH
·	·	SP	O
3	3	SN	B-NOH
’	’	SS	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
학생	학생	NNG	O
도	도	JX	O
_	_	_	O
1	1	SN	B-NOH
단계	단계	NNG	I-NOH
를	를	JKO	O
_	_	_	O
통과	통과하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 업계에서는 이 지역에서 하루 220억 원대의 매출이 발생하는 것으로 추정한다.
## 업계에서는 이 지역에서 하루 <220억 원:MNY>대의 매출이 발생하는 것으로 추정한다.
업계	업계	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
이	이	MM	O
_	_	_	O
지역	지역	NNG	O
에서	에서	JKB	O
_	_	_	O
하루	하루	NNG	O
_	_	_	O
220	220	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
대	대	XSN	O
의	의	JKG	O
_	_	_	O
매출	매출	NNG	O
이	이	JKS	O
_	_	_	O
발생하	발생하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
추정한다	추정하+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## [연예 뉴스 스테이션] 엑소 공연 팬 몸수색 논란…“신체 접촉 없었다”
## [<연예 뉴스 스테이션:POH>] <엑소:ORG> 공연 팬 몸수색 논란…“신체 접촉 없었다”
[	[	SS	O
연예	연예	NNG	B-POH
_	_	_	I-POH
뉴스	뉴스	NNG	I-POH
_	_	_	I-POH
스테이션	스테이션	NNG	I-POH
]	]	SS	O
_	_	_	O
엑소	엑소	NNP	B-ORG
_	_	_	O
공연	공연	NNG	O
_	_	_	O
팬	패+ㄴ	VV+ETM	O
_	_	_	O
몸수색	몸수색	NNG	O
_	_	_	O
논란	논란	NNG	O
…	…	SE	O
“	“	SS	O
신체	신체	NNG	O
_	_	_	O
접촉	접촉	NNG	O
_	_	_	O
없	없	VA	O
었	었	EP	O
다	다	EF	O
”	”	SS	O

## 11
## 실제로 김일성은 핵폭탄을 갖는 것이 정권 유지를 보장하는 최선책이라고 믿고 있다.
## 실제로 <김일성:PER>은 핵폭탄을 갖는 것이 정권 유지를 보장하는 최선책이라고 믿고 있다.
실제로	실제로	MAG	O
_	_	_	O
김일성	김일성	NNP	B-PER
은	은	JX	O
_	_	_	O
핵폭탄	핵폭탄	NNG	O
을	을	JKO	O
_	_	_	O
갖	갖	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
정권	정권	NNG	O
_	_	_	O
유지	유지	NNG	O
를	를	JKO	O
_	_	_	O
보장하	보장하	VV	O
는	는	ETM	O
_	_	_	O
최선책	최선책	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
믿	믿	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## ‘썰전’ 전원책 “반기문, 대선출마 자격 없어…생존자 동상건립은 독재자일 때”
## ‘<썰전:POH>’ <전원책:PER> “<반기문:PER>, 대선출마 자격 없어…생존자 동상건립은 독재자일 때”
‘	‘	SS	O
썰	썰	NNG	B-POH
전	전	NNP	I-POH
’	’	SS	O
_	_	_	O
전원책	전원책	NNP	B-PER
_	_	_	O
“	“	SS	O
반기문	반기문	NNP	B-PER
,	,	SP	O
_	_	_	O
대선	대선	NNG	O
출마	출마	NNG	O
_	_	_	O
자격	자격	NNG	O
_	_	_	O
없	없	VA	O
어	어	EC	O
…	…	SE	O
생존자	생존자	NNG	O
_	_	_	O
동상	동상	NNG	O
건립	건립	NNG	O
은	은	JX	O
_	_	_	O
독재자	독재자	NNG	O
일	일	NNP	O
_	_	_	O
때	때	NNG	O
”	”	SS	O

## 13
## 그러나 드웨인 웨이드(Dwyane Wade) 이름을 놓고 발음을 같지만 철자가 틀린 드웨인(Dwayne)으로 트윗에 잘못 올렸다.
## 그러나 <드웨인 웨이드:PER>(<Dwyane Wade:ORG>) 이름을 놓고 발음을 같지만 철자가 틀린 <드웨인:PER>(<Dwayne:ORG>)으로 트윗에 잘못 올렸다.
그러나	그러나	MAJ	O
_	_	_	O
드웨인	드웨인	NNP	B-PER
_	_	_	I-PER
웨이드	웨이드	NNP	I-PER
(	(	SS	O
Dwyane	Dwyane	SL	B-ORG
_	_	_	I-ORG
Wade	Wade	SL	I-ORG
)	)	SS	O
_	_	_	O
이름	이름	NNG	O
을	을	JKO	O
_	_	_	O
놓	놓	VV	O
고	고	EC	O
_	_	_	O
발음	발음	NNG	O
을	을	JKO	O
_	_	_	O
같	같	VA	O
지만	지만	EC	O
_	_	_	O
철자	철자	NNG	O
가	가	JKS	O
_	_	_	O
틀린	틀리+ㄴ	VV+ETM	O
_	_	_	O
드웨인	드웨인	NNP	B-PER
(	(	SS	O
Dwayne	Dwayne	SL	B-ORG
)	)	SS	O
으로	으로	JKB	O
_	_	_	O
트윗	트윗	NNG	O
에	에	JKB	O
_	_	_	O
잘못	잘못	MAG	O
_	_	_	O
올	올리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 그중 37년 6월 4일 혜산진근처 마을인 보천보에 대한 공격이 가장 성공적인 전투였다.
## 그중 <37년 6월 4일:DAT> <혜산진:LOC>근처 마을인 <보천보:LOC>에 대한 공격이 가장 성공적인 전투였다.
그중	그중	NNG	O
_	_	_	O
37	37	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
6	6	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
4	4	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
혜산진	혜산진	NNP	B-LOC
근처	근처	NNG	O
_	_	_	O
마을	마을	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
보천보	보천보	NNP	B-LOC
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
공격	공격	NNG	O
이	이	JKS	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
성공적	성공적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
전투	전투+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 그는 또 『지금으로선 통화긴축의 필요성을 느끼지 않는다』면서, 『당초목표대로 총통화증가율을 14∼17%범위 안에서 신축운용하되, 서서히 증가율을 낮춰가 올연말에는 가능한 14%쪽에 근접시킨다는 방침』이라고 말했다.
## 그는 또 『지금으로선 통화긴축의 필요성을 느끼지 않는다』면서, 『당초목표대로 총통화증가율을 <14:PNT>∼<17%:PNT>범위 안에서 신축운용하되, 서서히 증가율을 낮춰가 올연말에는 가능한 <14%:PNT>쪽에 근접시킨다는 방침』이라고 말했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
또	또	MAG	O
_	_	_	O
『	『	SS	O
지금	지금	NNG	O
으로선	으로서+ㄴ	JKB+JX	O
_	_	_	O
통화	통화	NNG	O
긴축	긴축	NNG	O
의	의	JKG	O
_	_	_	O
필요성	필요성	NNG	O
을	을	JKO	O
_	_	_	O
느끼	느끼	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
』	』	SS	O
면서	면서	EC	O
,	,	SP	O
_	_	_	O
『	『	SS	O
당초	당초	NNG	O
목표	목표	NNG	O
대로	대로	JX	O
_	_	_	O
총통화	총통화	NNG	O
증가율	증가율	NNG	O
을	을	JKO	O
_	_	_	O
14	14	SN	B-PNT
∼	∼	SO	O
17	17	SN	B-PNT
%	%	SW	I-PNT
범위	범위	NNG	O
_	_	_	O
안	안	NNG	O
에서	에서	JKB	O
_	_	_	O
신축	신축	NNG	O
운용	운용	NNG	O
하	하	XSV	O
되	되	EC	O
,	,	SP	O
_	_	_	O
서서히	서서히	MAG	O
_	_	_	O
증가율	증가율	NNG	O
을	을	JKO	O
_	_	_	O
낮춰	낮추+어	VV+EC	O
가	가	JKS	O
_	_	_	O
올	올	NNG	O
연말	연말	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
가능한	가능하+ㄴ	VA+ETM	O
_	_	_	O
14	14	SN	B-PNT
%	%	SW	I-PNT
쪽	쪽	NNB	O
에	에	JKB	O
_	_	_	O
근접	근접	NNG	O
시킨다는	시키+ㄴ다는	XSV+ETM	O
_	_	_	O
방침	방침	NNG	O
』	』	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 이어 “FBI는 그 테러범의 아이폰 ‘하나’에만 접근할 수 있는 ‘뒷문’을 딱 한 차례만 만들어 달라고 하지만 그런 잠금 해제 기술은 은행이나 가정집 등의 자물쇠 수억 개를 딸 수 있는 마스터키(만능열쇠) 같은 것”이라고 반박했다.
## 이어 “<FBI:ORG>는 그 테러범의 <아이폰:POH> ‘<하나:NOH>’에만 접근할 수 있는 ‘뒷문’을 딱 <한 차례:NOH>만 만들어 달라고 하지만 그런 잠금 해제 기술은 은행이나 가정집 등의 자물쇠 <수억 개:NOH>를 딸 수 있는 마스터키(만능열쇠) 같은 것”이라고 반박했다.
이어	이어	MAG	O
_	_	_	O
“	“	SS	O
FBI	FBI	SL	B-ORG
는	는	JX	O
_	_	_	O
그	그	MM	O
_	_	_	O
테러	테러	NNG	O
범	범	XSN	O
의	의	JKG	O
_	_	_	O
아이폰	아이폰	NNG	B-POH
_	_	_	O
‘	‘	SS	O
하나	하나	NR	B-NOH
’	’	SS	O
에	에	JKB	O
만	만	JX	O
_	_	_	O
접근할	접근하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
뒷문	뒷문	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
딱	딱	MAG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
차례	차례	NNG	I-NOH
만	만	JX	O
_	_	_	O
만들	만들	VV	O
어	어	EC	O
_	_	_	O
달	달	VX	O
라고	라고	EC	O
_	_	_	O
하	하	VV	O
지만	지만	EC	O
_	_	_	O
그런	그런	MM	O
_	_	_	O
잠	잠	NNG	O
금	금	NNG	O
_	_	_	O
해제	해제	NNG	O
_	_	_	O
기술	기술	NNG	O
은	은	JX	O
_	_	_	O
은행	은행	NNG	O
이나	이나	JC	O
_	_	_	O
가정집	가정집	NNG	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
자물쇠	자물쇠	NNG	O
_	_	_	O
수억	수억	NR	B-NOH
_	_	_	I-NOH
개	개	NNB	I-NOH
를	를	JKO	O
_	_	_	O
딸	따+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
마스터	마스터	NNG	O
키	키	NNG	O
(	(	SS	O
만능열쇠	만능열쇠	NNG	O
)	)	SS	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
반박	반박하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 자본주의 물결이 넘실대는 중국에서 청년들이 가장 갖고 싶어하는 것은 무엇일까.
## 자본주의 물결이 넘실대는 <중국:ORG>에서 청년들이 가장 갖고 싶어하는 것은 무엇일까.
자본주의	자본주의	NNG	O
_	_	_	O
물결	물결	NNG	O
이	이	JKS	O
_	_	_	O
넘실대	넘실대	VV	O
는	는	ETM	O
_	_	_	O
중국	중국	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
청년	청년	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
갖	갖	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
어	어	EC	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
무엇	무엇	NP	O
일까	이+ㄹ까	VCP+EF	O
.	.	SF	O

