## 1
## 프로골퍼 장하나가 ‘파4 홀인원’이라는 진기록을 세웠다.
## 프로골퍼 <장하나:PER>가 ‘<파4:NOH> 홀인원’이라는 진기록을 세웠다.
프로	프로	NNG	O
_	_	_	I-POH
민주주의	민주주의	NNG	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
주제	주제	NNG	O
로	로	JKB	O
_	_	_	O
강연	강연	NNG	O
_	_	_	O
콘테스트	콘테스트	NNG	O
를	를	JKO	O
_	_	_	O
개최합니다	개최하+ㅂ니다	VV+EF	O
.	.	SF	O

## 5
## 최 씨는 돈을 벌기 시작한 14년 전부터 저축을 거른 적이 없다.
## <최:PER> 씨는 돈을 벌기 시작한 <14년:NOH> 전부터 저축을 거른 적이 없다.
최	최	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
돈	돈	NNG	O
을	을	JKO	O
_	_	_	O
벌	벌	VV	O
기	기	ETN	O
_	_	_	O
시작한	시작하+ㄴ	VV+ETM	O
_	_	_	O
14	14	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
전	전	NNG	O
부터	부터	JX	O
_	_	_	O
저축	저축	NNG	O
을	을	JKO	O
_	_	_	O
거른	거르+ㄴ	VV+ETM	O
_	_	_	O
적	적	NNB	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

## 6
## 김 교수가 학생들 고민 상담 중 꼭 던지는 질문은 “네가 원하는 것은 무엇이냐?”라는 것이다.
## <김:PER> 교수가 학생들 고민 상담 중 꼭 던지는 질문은 “네가 원하는 것은 무엇이냐?”라는 것이다.
김	김	NNP	B-PER
_	_	_	O
교수	교수	NNG	O
가	가	JKS	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
_	_	_	O
고민	고민	NNG	O
_	_	_	O
상담	상담	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
꼭	꼭	MAG	O
_	_	_	O
던지	던지	VV	O
는	는	ETM	O
_	_	_	O
질문	질문	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
네	네	NP	O
가	가	JKS	O
_	_	_	O
원하	원하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
무엇	무엇	NP	O
이	이	VCP	O
냐	냐	EF	O
?	?	SF	O
”	”+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 한편, 김씨는 경찰 조사에서 남북대화를 가로막는 '전쟁 훈련'을 중단시키고 전시작전통제권을 환수시키기 위해 리퍼트 대사를 공격했다며 이번 범행을 열흘 간 혼자 준비했다고 진술한 것으로 전해졌다.
## 한편, 김씨는 경찰 조사에서 남북대화를 가로막는 '전쟁 훈련'을 중단시키고 전시작전통제권을 환수시키기 위해 <리퍼트:PER> 대사를 공격했다며 이번 범행을 열흘 간 혼자 준비했다고 진술한 것으로 전해졌다.
한편	한편	NNG	O
,	,	SP	O
_	_	_	O
김	김	NNP	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
경찰	경찰	NNG	O
_	_	_	O
조사	조사	NNG	O
에서	에서	JKB	O
_	_	_	O
남북	남북	NNP	O
대화	대화	NNG	O
를	를	JKO	O
_	_	_	O
가로막	가로막	VV	O
는	는	ETM	O
_	_	_	O
'	'	SS	O
전쟁	전쟁	NNG	O
_	_	_	O
훈련	훈련	NNG	O
'	'	SS	O
을	을	JKO	O
_	_	_	O
중단	중단	NNG	O
시키	시키	XSV	O
고	고	EC	O
_	_	_	O
전시	전시	NNG	O
작전	작전	NNG	O
통제권	통제권	NNG	O
을	을	JKO	O
_	_	_	O
환수	환수	NNG	O
시키	시키	XSV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
리퍼트	리퍼트	NNP	B-PER
_	_	_	O
대사	대사	NNG	O
를	를	JKO	O
_	_	_	O
공격	공격하	VV	O
했	였	EP	O
다며	다며	EC	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
범행	범행	NNG	O
을	을	JKO	O
_	_	_	O
열흘	열흘	NNG	O
_	_	_	O
간	간	NNB	O
_	_	_	O
혼자	혼자	NNG	O
_	_	_	O
준비	준비하	VV	O
했	었	EP	O
다고	다고	EC	O
_	_	_	O
진술한	진술하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
전해	전하	VV	O
졌	여+지+었	EC+VX+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 김씨는 지난 5일 오전 7시 40분께 서울 종로구 세종문화회관 세종홀에서 열린 민족화해협력범국민협의회 주최 조찬 강연회장에서 25㎝ 길이의 흉기로 리퍼트 대사의 얼굴과 왼쪽 손목 등을 찌르고 현장에서 검거됐다.
## <김:PER>씨는 지난 <5일:DAT> <오전 7시 40분:TIM>께 <서울:LOC> <종로구 세종문화회관 세종홀:LOC>에서 열린 <민족화해협력범국민협의회:ORG> 주최 조찬 강연회장에서 <25㎝:NOH> 길이의 흉기로 <리퍼트:PER> 대사의 얼굴과 왼쪽 손목 등을 찌르고 현장에서 검거됐다.
김	김	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
5	5	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	B-TIM
_	_	_	I-TIM
7	7	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	I-TIM
40	40	SN	I-TIM
분	분	NNB	I-TIM
께	께	XSN	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
종로구	종로구	NNP	B-LOC
_	_	_	I-LOC
세종문화회관	세종문화회관	NNP	I-LOC
_	_	_	I-LOC
세종홀	세종홀	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
민족	민족	NNG	B-ORG
화해	화해	NNG	I-ORG
협력	협력	NNG	I-ORG
범	범	XPN	I-ORG
국민	국민	NNG	I-ORG
협의회	협의회	NNG	I-ORG
_	_	_	O
주최	주최	NNG	O
_	_	_	O
조찬	조찬	NNG	O
_	_	_	O
강연	강연	NNG	O
회장	회장	NNG	O
에서	에서	JKB	O
_	_	_	O
25	25	SN	B-NOH
㎝	㎝	SW	I-NOH
_	_	_	O
길이	길이	NNG	O
의	의	JKG	O
_	_	_	O
흉기	흉기	NNG	O
로	로	JKB	O
_	_	_	O
리퍼트	리퍼트	NNP	B-PER
_	_	_	O
대사	대사	NNG	O
의	의	JKG	O
_	_	_	O
얼굴	얼굴	NNG	O
과	과	JC	O
_	_	_	O
왼쪽	왼쪽	NNG	O
_	_	_	O
손목	손목	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
찌르	찌르	VV	O
고	고	EC	O
_	_	_	O
현장	현장	NNG	O
에서	에서	JKB	O
_	_	_	O
검거	검거되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 네티즌들은 ‘경찰 김기종 사무실 압수수색’ 소식에 “경찰 김기종 사무실 압수수색, 다 밝혀주시길”, “경찰 김기종 사무실 압수수색, 단독범행?”, “경찰 김기종 사무실 압수수색, 리퍼트 대사 쾌유하세요” 등의 반응을 보였다.
## 네티즌들은 ‘경찰 <김기종:PER> 사무실 압수수색’ 소식에 “경찰 <김기종:PER> 사무실 압수수색, 다 밝혀주시길”, “경찰 <김기종:PER> 사무실 압수수색, 단독범행?”, “경찰 <김기종:PER> 사무실 압수수색, <리퍼트:PER> 대사 쾌유하세요” 등의 반응을 보였다.
네티즌	네티즌	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
‘	‘	SS	O
경찰	경찰	NNG	O
_	_	_	O
김기종	김기종	NNP	B-PER
_	_	_	O
사무실	사무실	NNG	O
_	_	_	O
압수	압수	NNG	O
수색	수색	NNG	O
’	’	SS	O
_	_	_	O
소식	소식	NNG	O
에	에	JKB	O
_	_	_	O
“	“	SS	O
경찰	경찰	NNG	O
_	_	_	O
김기종	김기종	NNP	B-PER
_	_	_	O
사무실	사무실	NNG	O
_	_	_	O
압수	압수	NNG	O
수색	수색	NNG	O
,	,	SP	O
_	_	_	O
다	다	MAG	O
_	_	_	O
밝혀	밝히+어	VV+EC	O
주	주	VX	O
시	시	EP	O
길	기+ㄹ	ETN+JKO	O
”	”	SS	O
,	,	SP	O
_	_	_	O
“	“	SS	O
경찰	경찰	NNG	O
_	_	_	O
김기종	김기종	NNP	B-PER
_	_	_	O
사무실	사무실	NNG	O
_	_	_	O
압수	압수	NNG	O
수색	수색	NNG	O
,	,	SP	O
_	_	_	O
단독	단독	NNG	O
범행	범행	NNG	O
?	?	SF	O
”	”	SS	O
,	,	SP	O
_	_	_	O
“	“	SS	O
경찰	경찰	NNG	O
_	_	_	O
김기종	김기종	NNP	B-PER
_	_	_	O
사무실	사무실	NNG	O
_	_	_	O
압수	압수	NNG	O
수색	수색	NNG	O
,	,	SP	O
_	_	_	O
리퍼트	리퍼트	NNP	B-PER
_	_	_	O
대사	대사	NNG	O
_	_	_	O
쾌유하	쾌유하	VV	O
세요	세요	EF	O
”	”	SS	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
반응	반응	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

