## 1
## 저녁이 있는 삶. 2012년 대선을 앞두고 손학규 당시 민주통합당 상임고문이 내건 슬로건이다.
## 저녁이 있는 삶. <2012년:DAT> 대선을 앞두고 <손학규:PER> 당시 <민주통합당:ORG> 상임고문이 내건 슬로건이다.
저녁	저녁	NNG	O
서울지방경찰청	서울지방경찰청	NNP	B-ORG
은	은	JX	O
_	_	_	O
14	14	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	B-DUR
_	_	_	I-DUR
9	9	SN	I-DUR
시	시	NNB	I-DUR
부터	부터	JX	I-DUR
_	_	_	I-DUR
10	10	SN	I-DUR
시	시	NNB	I-DUR
_	_	_	I-DUR
반	반	NNG	I-DUR
까지	까지	JX	O
_	_	_	O
‘	‘	SS	O
투르드	투르드	NNP	B-POH
코리아	코리아	NNP	I-POH
_	_	_	O
2015	2015	SN	B-DAT
’	’	SS	O
_	_	_	O
대회	대회	NNG	O
_	_	_	O
코스	코스	NNG	O
를	를	JKO	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
도로	도로	NNG	O
를	를	JKO	O
_	_	_	O
순차적	순차적	NNG	O
으로	으로	JKB	O
_	_	_	O
통제한다고	통제하+ㄴ다고	VV+EC	O
_	_	_	O
13	13	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 오혜리도 태권 金
## <오혜리:PER>도 태권 金
오혜리	오혜리	NNP	B-PER
도	도	JX	O
_	_	_	O
태권	태권	NNG	O
_	_	_	O
金	金	SH	O

## 5
## 박 교수는 “교사가 되기 위한 첫 관문을 통과했다는 의미”라고 설명했다.
## <박:PER> 교수는 “교사가 되기 위한 첫 관문을 통과했다는 의미”라고 설명했다.
박	박	NNP	B-PER
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
교사	교사	NNG	O
가	가	JKC	O
_	_	_	O
되	되	VV	O
기	기	ETN	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
관문	관문	NNG	O
을	을	JKO	O
_	_	_	O
통과	통과하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
의미	의미	NNG	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## ‘냉장고를 부탁해’ 오세득 등장에 최현석 “밟아주겠다”,
## ‘<냉장고를 부탁해:POH>’ <오세득:PER> 등장에 <최현석:PER> “밟아주겠다”,
‘	‘	SS	O
냉장고	냉장고	NNG	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
부탁해	부탁하+여	VV+EF	I-POH
’	’	SS	O
_	_	_	O
오세득	오세득	NNP	B-PER
_	_	_	O
등장	등장	NNG	O
에	에	JKB	O
_	_	_	O
최현석	최현석	NNP	B-PER
_	_	_	O
“	“	SS	O
밟	밟	VV	O
아	아	EC	O
주	주	VX	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
,	,	SP	O

## 7
## 전 세계 440개 이상 주요 은행 외에도 아메리칸 익스프레스, 유니온 페이, 마스터카드, 비자 등 주요 카드사 및 알리페이 등과도 제휴하고 있다.
## 전 세계 <440개:NOH> 이상 주요 은행 외에도 <아메리칸 익스프레스:ORG>, <유니온 페이:ORG>, <마스터카드:ORG>, <비자:ORG> 등 주요 카드사 및 <알리페이:ORG> 등과도 제휴하고 있다.
전	전	MM	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
440	440	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
은행	은행	NNG	O
_	_	_	O
외	외	NNB	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
아메리칸	아메리칸	NNP	B-ORG
_	_	_	I-ORG
익스프레스	익스프레스	NNP	I-ORG
,	,	SP	O
_	_	_	O
유니온	유니온	NNP	B-ORG
_	_	_	I-ORG
페이	페이	NNG	I-ORG
,	,	SP	O
_	_	_	O
마스터	마스터	NNG	B-ORG
카드	카드	NNG	I-ORG
,	,	SP	O
_	_	_	O
비자	비자	NNG	B-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
카드	카드	NNG	O
사	사	XSN	O
_	_	_	O
및	및	MAG	O
_	_	_	O
알리	알리	NNP	B-ORG
페이	페이	NNG	I-ORG
_	_	_	O
등	등	NNB	O
과	과	JKB	O
도	도	JX	O
_	_	_	O
제휴하	제휴하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 파리 대교구장인 앙드레 뱅트루아 추기경은 미사강론에서 “신(神)의 위대함을 보여주는 것은 참수(斬首)가 아니다”라며 “한없이 약한 인간에 대한 연민과 사랑”이라고 말했다.
## <파리:LOC> 대교구장인 <앙드레 뱅트루아:PER> 추기경은 미사강론에서 “신(神)의 위대함을 보여주는 것은 참수(斬首)가 아니다”라며 “한없이 약한 인간에 대한 연민과 사랑”이라고 말했다.
파리	파리	NNP	B-LOC
_	_	_	O
대	대	XPN	O
교구장	교구장	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
앙드레	앙드레	NNP	B-PER
_	_	_	I-PER
뱅	뱅	NNG	I-PER
트루아	트루아	NNP	I-PER
_	_	_	O
추기경	추기경	NNG	O
은	은	JX	O
_	_	_	O
미사	미사	NNG	O
강론	강론	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
신	신	XPN	O
(	(	SS	O
神	神	SH	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
위대함	위대하+ㅁ	VA+ETN	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
참수	참수	NNG	O
(	(	SS	O
斬首	斬首	SH	O
)	)	SS	O
가	가	JKC	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
”	”	SS	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
한없이	한없이	MAG	O
_	_	_	O
약한	약하+ㄴ	VA+ETM	O
_	_	_	O
인간	인간	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
연민	연민	NNG	O
과	과	JC	O
_	_	_	O
사랑	사랑	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 롯데마트 관계자는 “아직 2차 영업정지 기간이 도래하지 않았거나 현장점검이 이뤄지지 않은 점포들에 대해서는 지속적인 현장 개선노력과 중국 소방당국에 대한 진정성 있는 소통을 통해 하루빨리 사태가 정상화될 수 있도록 많은 노력을 기울일 것”이라고 밝혔다.
## <롯데마트:ORG> 관계자는 “아직 <2차:NOH> 영업정지 기간이 도래하지 않았거나 현장점검이 이뤄지지 않은 점포들에 대해서는 지속적인 현장 개선노력과 <중국:ORG> 소방당국에 대한 진정성 있는 소통을 통해 하루빨리 사태가 정상화될 수 있도록 많은 노력을 기울일 것”이라고 밝혔다.
롯데마트	롯데마트	NNP	B-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
아직	아직	MAG	O
_	_	_	O
2	2	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
영업	영업	NNG	O
정지	정지	NNG	O
_	_	_	O
기간	기간	NNG	O
이	이	JKS	O
_	_	_	O
도래하	도래하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
거나	거나	EC	O
_	_	_	O
현장	현장	NNG	O
점검	점검	NNG	O
이	이	JKS	O
_	_	_	O
이뤄지	이루어지	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
점포	점포	NNG	O
들	들	XSN	O
에	에	JKB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
지속적	지속적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
현장	현장	NNG	O
_	_	_	O
개선	개선	NNG	O
노력	노력	NNG	O
과	과	JC	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
소방	소방	NNG	O
당국	당국	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
진정	진정	NNG	O
성	성	XSN	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
소통	소통	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
하루빨리	하루빨리	MAG	O
_	_	_	O
사태	사태	NNG	O
가	가	JKS	O
_	_	_	O
정상화될	정상화되+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
노력	노력	NNG	O
을	을	JKO	O
_	_	_	O
기울일	기울이+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## (서울=뉴스1)
## (<서울:LOC>=<뉴스1:POH>)
(	(	SS	O
서울	서울	NNP	B-LOC
=	=	SW	O
뉴스	뉴스	NNG	B-POH
1	1	SN	I-POH
)	)	SS	O

## 11
## JP는 “유럽에서 영웅과 위인들의 동상, 민족 기록화(畵)를 볼 때마다 부러웠다”고 한다.
## <JP:PER>는 “<유럽:LOC>에서 영웅과 위인들의 동상, 민족 기록화(畵)를 볼 때마다 부러웠다”고 한다.
JP	JP	SL	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
유럽	유럽	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
영웅	영웅	NNG	O
과	과	JC	O
_	_	_	O
위인	위인	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
동상	동상	NNG	O
,	,	SP	O
_	_	_	O
민족	민족	NNG	O
_	_	_	O
기록	기록	NNG	O
화	화	XSN	O
(	(	SS	O
畵	畵	SH	O
)	)	SS	O
를	를	JKO	O
_	_	_	O
볼	보+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
마다	마다	JX	O
_	_	_	O
부러	부럽	VA	O
웠	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 행쇄위는 이와 함께 운전면허증 갱신에 따른 불편을 개선, 적성검사 대상이 아닌 운전자에게는 우편을 통해 면허증을 재발급해 면허시험장이나 경찰서를 방문하는 번거로움을 덜어주기로 했다.
## <행쇄위:ORG>는 이와 함께 운전면허증 갱신에 따른 불편을 개선, 적성검사 대상이 아닌 운전자에게는 우편을 통해 면허증을 재발급해 면허시험장이나 경찰서를 방문하는 번거로움을 덜어주기로 했다.
행쇄위	행쇄위	NNG	B-ORG
는	는	JX	O
_	_	_	O
이	이	NP	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
운전	운전	NNG	O
면허증	면허증	NNG	O
_	_	_	O
갱신	갱신	NNG	O
에	에	JKB	O
_	_	_	O
따른	따르+ㄴ	VV+ETM	O
_	_	_	O
불편	불편	NNG	O
을	을	JKO	O
_	_	_	O
개선	개선	NNG	O
,	,	SP	O
_	_	_	O
적성	적성	NNG	O
검사	검사	NNG	O
_	_	_	O
대상	대상	NNG	O
이	이	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
운전자	운전자	NNG	O
에게	에게	JKB	O
는	는	JX	O
_	_	_	O
우편	우편	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
면허증	면허증	NNG	O
을	을	JKO	O
_	_	_	O
재	재	XPN	O
발급	발급	NNG	O
해	하+여	XSV+EC	O
_	_	_	O
면허	면허	NNG	O
시험장	시험장	NNG	O
이나	이나	JC	O
_	_	_	O
경찰서	경찰서	NNG	O
를	를	JKO	O
_	_	_	O
방문하	방문하	VV	O
는	는	ETM	O
_	_	_	O
번거로움	번거롭+ㅁ	VA+ETN	O
을	을	JKO	O
_	_	_	O
덜	덜	VV	O
어	어	EC	O
주	주	VX	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 13
## 문체부는 대회 준비상황을 점검하고 정부지원 대책을 논의하는 ‘2015광주유니버시아드대회 지원 특별전담팀(TF)’을 구성해 지난 3월 5일 광주시 현지에서 제1차 회의를 개최한 바 있다.
## <문체부:ORG>는 대회 준비상황을 점검하고 정부지원 대책을 논의하는 ‘<2015:DAT><광주유니버시아드대회:POH> 지원 특별전담팀(TF)’을 구성해 지난 <3월 5일:DAT> <광주시:LOC> 현지에서 <제1차:NOH> 회의를 개최한 바 있다.
문체부	문체부	NNG	B-ORG
는	는	JX	O
_	_	_	O
대회	대회	NNG	O
_	_	_	O
준비	준비	NNG	O
상황	상황	NNG	O
을	을	JKO	O
_	_	_	O
점검하	점검하	VV	O
고	고	EC	O
_	_	_	O
정부	정부	NNG	O
지원	지원	NNG	O
_	_	_	O
대책	대책	NNG	O
을	을	JKO	O
_	_	_	O
논의하	논의하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
2015	2015	SN	B-DAT
광주	광주	NNP	B-POH
유니버시아드	유니버시아드	NNG	I-POH
대회	대회	NNG	I-POH
_	_	_	O
지원	지원	NNG	O
_	_	_	O
특별	특별	NNG	O
전담	전담	NNG	O
팀	팀	NNG	O
(	(	SS	O
TF	TF	SL	O
)	)	SS	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
구성해	구성하+여	VV+EC	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
5	5	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
광주시	광주시	NNP	B-LOC
_	_	_	O
현지	현지	NNG	O
에서	에서	JKB	O
_	_	_	O
제	제	XPN	B-NOH
1	1	SN	I-NOH
차	차	NNB	I-NOH
_	_	_	O
회의	회의	NNG	O
를	를	JKO	O
_	_	_	O
개최한	개최하+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 14
## 강인의 소속사인 SM엔터테인먼트 관계자는 “개인 사정으로 예비군 훈련에 불참하게 됐다”며 “앞으로 절대 이런 일이 없도록 하겠다”고 말했다.
## <강인:PER>의 소속사인 <SM엔터테인먼트:ORG> 관계자는 “개인 사정으로 예비군 훈련에 불참하게 됐다”며 “앞으로 절대 이런 일이 없도록 하겠다”고 말했다.
강인의	강인의	NNP	O
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
SM	SM	SL	B-ORG
엔터테인먼트	엔터테인먼트	NNG	I-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
개인	개인	NNG	O
_	_	_	O
사정	사정	NNG	O
으로	으로	JKB	O
_	_	_	O
예비군	예비군	NNG	O
_	_	_	O
훈련	훈련	NNG	O
에	에	JKB	O
_	_	_	O
불참하	불참하	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
앞	앞	NNG	O
으로	으로	JKB	O
_	_	_	O
절대	절대	MAG	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
일	일	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
도록	도록	EC	O
_	_	_	O
하	하	VX	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

