## 1
## 출고가격은 잠정적으로 98만8900원으로 정해졌다.
## 출고가격은 잠정적으로 <98만8900원:MNY>으로 정해졌다.
출고	출고	NNG	O
_	_	_	O
잇달	잇달	VV	O
아	아	EC	O
_	_	_	O
저조한	저조하+ㄴ	VA+ETM	O
_	_	_	O
흥행	흥행	NNG	O
_	_	_	O
성적	성적	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 배우 강예원이 소셜미디어에 교복 스타일의 의상을 입고 찍은 사진을 공개해 눈길을 모았다.
## 배우 <강예원:PER>이 소셜미디어에 교복 스타일의 의상을 입고 찍은 사진을 공개해 눈길을 모았다.
배우	배우	NNG	O
_	_	_	O
강예원	강예원	NNP	B-PER
이	이	JKS	O
_	_	_	O
소셜	소셜	NNG	O
미디어	미디어	NNG	O
에	에	JKB	O
_	_	_	O
교복	교복	NNG	O
_	_	_	O
스타일	스타일	NNG	O
의	의	JKG	O
_	_	_	O
의상	의상	NNG	O
을	을	JKO	O
_	_	_	O
입	입	VV	O
고	고	EC	O
_	_	_	O
찍	찍	VV	O
은	은	ETM	O
_	_	_	O
사진	사진	NNG	O
을	을	JKO	O
_	_	_	O
공개해	공개하+여	VV+EC	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
모	모으	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 강예원은 20일 자신의 인스타그램 계정에 “오늘은 몸도 마음도 편하게 해주고픈 날”이라는 글과 함께 사진 한 장을 올렸다.
## <강예원:PER>은 <20일:DAT> 자신의 <인스타그램:POH> 계정에 “오늘은 몸도 마음도 편하게 해주고픈 날”이라는 글과 함께 사진 한 장을 올렸다.
강예원	강예원	NNP	B-PER
은	은	JX	O
_	_	_	O
20	20	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
인스타그램	인스타그램	NNP	B-POH
_	_	_	O
계정	계정	NNG	O
에	에	JKB	O
_	_	_	O
“	“	SS	O
오늘	오늘	NNG	O
은	은	JX	O
_	_	_	O
몸	몸	NNG	O
도	도	JX	O
_	_	_	O
마음	마음	NNG	O
도	도	JX	O
_	_	_	O
편하	편하	VA	O
게	게	EC	O
_	_	_	O
해	하+여	VX+EC	O
주	주	VX	O
고픈	고픈	ETM	O
_	_	_	O
날	날	NNG	O
”	”	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
글	글	NNG	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
사진	사진	NNG	O
_	_	_	O
한	한	MM	O
_	_	_	O
장	장	NNB	O
을	을	JKO	O
_	_	_	O
올	올리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이 사진에서 강예원은 네이비 컬러 원피스를 입고 의자에 편한 자세로 앉아 있다.
## 이 사진에서 <강예원:PER>은 네이비 컬러 원피스를 입고 의자에 편한 자세로 앉아 있다.
이	이	MM	O
_	_	_	O
사진	사진	NNG	O
에서	에서	JKB	O
_	_	_	O
강예원	강예원	NNP	B-PER
은	은	JX	O
_	_	_	O
네이비	네이비	NNG	O
_	_	_	O
컬러	컬러	NNG	O
_	_	_	O
원피스	원피스	NNG	O
를	를	JKO	O
_	_	_	O
입	입	VV	O
고	고	EC	O
_	_	_	O
의자	의자	NNG	O
에	에	JKB	O
_	_	_	O
편한	편하+ㄴ	VA+ETM	O
_	_	_	O
자세	자세	NNG	O
로	로	JKB	O
_	_	_	O
앉	앉	VV	O
아	아	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 그는 트럼프를 가리켜 "무슨 말을 하는지도 모르는 바보"라고 말했다.
## 그는 <트럼프:PER>를 가리켜 "무슨 말을 하는지도 모르는 바보"라고 말했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
트럼프	트럼프	NNP	B-PER
를	를	JKO	O
_	_	_	O
가리켜	가리키+어	VV+EC	O
_	_	_	O
"	"	SS	O
무슨	무슨	MM	O
_	_	_	O
말	말	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
는지	는지	EC	O
도	도	JX	O
_	_	_	O
모르	모르	VV	O
는	는	ETM	O
_	_	_	O
바보	바보	NNG	O
"	"	SS	O
라고	라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 6세子 살해한 매정한 母 “남편만 따르는게 미워서”…‘우울증 약물 복용’남편만 따르는게 미워서“남편만 따르는 게 미워서”라는 이유로 6세 아들을 살해한 어머니가 경찰에 붙잡혔다.
## <6세:NOH>子 살해한 매정한 母 “남편만 따르는게 미워서”…‘우울증 약물 복용’남편만 따르는게 미워서“남편만 따르는 게 미워서”라는 이유로 <6세:NOH> 아들을 살해한 어머니가 경찰에 붙잡혔다.
6	6	SN	B-NOH
세	세	NNB	I-NOH
子	子	SH	O
_	_	_	O
살해한	살해하+ㄴ	VV+ETM	O
_	_	_	O
매정한	매정하+ㄴ	VA+ETM	O
_	_	_	O
母	母	SH	O
_	_	_	O
“	“	SS	O
남편	남편	NNG	O
만	만	JX	O
_	_	_	O
따르	따르	VV	O
는	는	ETM	O
게	것+이	NNB+JKS	O
_	_	_	O
미	밉	VA	O
워서	어서	EF	O
”	”	SS	O
…	…	SE	O
‘	‘	SS	O
우울증	우울증	NNG	O
_	_	_	O
약물	약물	NNG	O
_	_	_	O
복용	복용	NNG	O
’	’	SS	O
남편	남편	NNG	O
만	만	JX	O
_	_	_	O
따르	따르	VV	O
는	는	ETM	O
게	것+이	NNB+JKS	O
_	_	_	O
미	밉	VA	O
워서	어서	EF	O
“	“	SS	O
남편	남편	NNG	O
만	만	JX	O
_	_	_	O
따르	따르	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
미	밉	VA	O
워서	어서	EF	O
”	”+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
이유	이유	NNG	O
로	로	JKB	O
_	_	_	O
6	6	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
아들	아들	NNG	O
을	을	JKO	O
_	_	_	O
살해한	살해하+ㄴ	VV+ETM	O
_	_	_	O
어머니	어머니	NNG	O
가	가	JKS	O
_	_	_	O
경찰	경찰	NNG	O
에	에	JKB	O
_	_	_	O
붙잡	붙잡히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 14일 경기 남양주경찰서는 살인 혐의로 A(38·여)씨를 붙잡아 조사 중이다.
## <14일:DAT> <경기 남양주경찰서:ORG>는 살인 혐의로 <A:PER>(<38:NOH>·여)씨를 붙잡아 조사 중이다.
14	14	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
경기	경기	NNP	B-ORG
_	_	_	I-ORG
남양주	남양주	NNP	I-ORG
경찰서	경찰서	NNG	I-ORG
는	는	JX	O
_	_	_	O
살인	살인	NNG	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
A	A	SL	B-PER
(	(	SS	O
38	38	SN	B-NOH
·	·	SP	O
여	여	NNG	O
)	)	SS	O
씨	씨	NNB	O
를	를	JKO	O
_	_	_	O
붙잡	붙잡	VV	O
아	아	EC	O
_	_	_	O
조사	조사	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

