## 1
## 홍 담당관은 “어떤 게 해결인지, 완화인지 명확하게 정의하기는 어렵다”면서도 “갈등의 골이 깊은 현장에서는 ‘협상 테이블에 대상자들이 골고루 나와서 앉기만 해도 절반은 성공’인 경우가 많다”고 말했다.
## <홍:PER> 담당관은 “어떤 게 해결인지, 완화인지 명확하게 정의하기는 어렵다”면서도 “갈등의 골이 깊은 현장에서는 ‘협상 테이블에 대상자들이 골고루 나와서 앉기만 해도 절반은 성공’인 경우가 많다”고 말했다.
홍	홍	NNP	B-PER
는	는	ETM	O
_	_	_	O
항의	항의	NNG	O
_	_	_	O
공문	공문	NNG	O
을	을	JKO	O
_	_	_	O
보내	보내+어	VV+EC	O
_	_	_	O
대응할	대응하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
"	"	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 킹스컵 축구 일정, 2연승 성공…토너먼트 아닌 풀리그 방식
## <킹스컵:POH> 축구 일정, <2연승:NOH> 성공…토너먼트 아닌 풀리그 방식
킹스컵	킹스컵	NNG	B-POH
_	_	_	O
축구	축구	NNG	O
_	_	_	O
일정	일정	NNG	O
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
연승	연승	NNG	I-NOH
_	_	_	O
성공	성공	NNG	O
…	…	SE	O
토너먼트	토너먼트	NNG	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
풀	풀	NNG	O
리그	리그	NNG	O
_	_	_	O
방식	방식	NNG	O

## 5
## 아프지 않으면서 아프다고 하는 신체화 척도는 알레르기군 3.05, 정상군 1.63이었고 남에게 해코지를 하는 공격성 척도는 알레르기군 10.28, 정상군 2.99였으며 비행성 척도는 알레르기군 1.84, 정상군 0.44로 모두 알레르기환자에게서 뚜렷이 높았다.
## 아프지 않으면서 아프다고 하는 신체화 척도는 알레르기군 <3.05:NOH>, 정상군 <1.63:NOH>이었고 남에게 해코지를 하는 공격성 척도는 알레르기군 <10.28:NOH>, 정상군 <2.99:NOH>였으며 비행성 척도는 알레르기군 <1.84:NOH>, 정상군 <0.44:NOH>로 모두 알레르기환자에게서 뚜렷이 높았다.
아프	아프	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
으면서	으면서	EC	O
_	_	_	O
아프	아프	VA	O
다고	다고	EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
신체	신체	NNG	O
화	화	XSN	O
_	_	_	O
척도	척도	NNG	O
는	는	JX	O
_	_	_	O
알레르기	알레르기	NNG	O
군	군	XSN	O
_	_	_	O
3.05	3.05	SN	B-NOH
,	,	SP	O
_	_	_	O
정상	정상	NNG	O
군	군	XSN	O
_	_	_	O
1.63	1.63	SN	B-NOH
이	이	VCP	O
었	었	EP	O
고	고	EC	O
_	_	_	O
남	남	NNG	O
에게	에게	JKB	O
_	_	_	O
해코지	해코지	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
공격성	공격성	NNG	O
_	_	_	O
척도	척도	NNG	O
는	는	JX	O
_	_	_	O
알레르기	알레르기	NNG	O
군	군	XSN	O
_	_	_	O
10.28	10.28	SN	B-NOH
,	,	SP	O
_	_	_	O
정상	정상	NNG	O
군	군	XSN	O
_	_	_	O
2.99	2.99+이	SN+VCP	B-NOH
였	었	EP	O
으며	으며	EC	O
_	_	_	O
비행	비행	NNG	O
성	성	XSN	O
_	_	_	O
척도	척도	NNG	O
는	는	JX	O
_	_	_	O
알레르기	알레르기	NNG	O
군	군	XSN	O
_	_	_	O
1.84	1.84	SN	B-NOH
,	,	SP	O
_	_	_	O
정상	정상	NNG	O
군	군	XSN	O
_	_	_	O
0.44	0.44	SN	B-NOH
로	로	JKB	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
알레르기	알레르기	NNG	O
환자	환자	NNG	O
에게서	에게서	JKB	O
_	_	_	O
뚜렷이	뚜렷이	MAG	O
_	_	_	O
높	높	VA	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 영재학교 학생들의 의대 진학을 줄이기 위해 한국과학영재학교는 입학 상담 때부터 의대 진학 희망자는 입학을 포기할 것을 권고하고 있고, 서울과학고는 올해 입학설명회에서 ‘의대 진학 시 추천서 불가’ 방침을 명확히 밝히기도 했다.
## 영재학교 학생들의 의대 진학을 줄이기 위해 <한국과학영재학교:ORG>는 입학 상담 때부터 의대 진학 희망자는 입학을 포기할 것을 권고하고 있고, <서울과학고:ORG>는 올해 입학설명회에서 ‘의대 진학 시 추천서 불가’ 방침을 명확히 밝히기도 했다.
영재	영재	NNG	O
학교	학교	NNG	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
의대	의대	NNG	O
_	_	_	O
진학	진학	NNG	O
을	을	JKO	O
_	_	_	O
줄이	줄이	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
한국	한국	NNP	B-ORG
과학	과학	NNG	I-ORG
영재	영재	NNG	I-ORG
학교	학교	NNG	I-ORG
는	는	JX	O
_	_	_	O
입학	입학	NNG	O
_	_	_	O
상담	상담	NNG	O
_	_	_	O
때	때	NNG	O
부터	부터	JX	O
_	_	_	O
의대	의대	NNG	O
_	_	_	O
진학	진학	NNG	O
_	_	_	O
희망자	희망자	NNG	O
는	는	JX	O
_	_	_	O
입학	입학	NNG	O
을	을	JKO	O
_	_	_	O
포기할	포기하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
권고하	권고하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
고	고	EC	O
,	,	SP	O
_	_	_	O
서울	서울	NNP	B-ORG
과학고	과학고	NNP	I-ORG
는	는	JX	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
입학	입학	NNG	O
설명	설명	NNG	O
회	회	XSN	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
의대	의대	NNG	O
_	_	_	O
진학	진학	NNG	O
_	_	_	O
시	시	NNG	O
_	_	_	O
추천	추천	NNG	O
서	서	JKB	O
_	_	_	O
불가	불가	NNG	O
’	’	SS	O
_	_	_	O
방침	방침	NNG	O
을	을	JKO	O
_	_	_	O
명확히	명확히	MAG	O
_	_	_	O
밝히	밝히	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 이와 함께 해당 프로그램에서는 가상현실 산업을 발전시키기 위해 한국 정부가 최근 가상현실 산업의 5대 항목 관련 개발사에 한화 500억 원 규모의 자금 지원 제공을 발표한 사례도 다뤘다.
## 이와 함께 해당 프로그램에서는 가상현실 산업을 발전시키기 위해 한국 정부가 최근 가상현실 산업의 <5대:NOH> 항목 관련 개발사에 한화 <500억 원:MNY> 규모의 자금 지원 제공을 발표한 사례도 다뤘다.
이	이	NP	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
해당	해당	NNG	O
_	_	_	O
프로그램	프로그램	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
가상현실	가상현실	NNG	O
_	_	_	O
산업	산업	NNG	O
을	을	JKO	O
_	_	_	O
발전	발전	NNG	O
시키	시키	XSV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
한국	한국	NNP	O
_	_	_	O
정부	정부	NNG	O
가	가	JKS	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
가상현실	가상현실	NNG	O
_	_	_	O
산업	산업	NNG	O
의	의	JKG	O
_	_	_	O
5	5	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
항목	항목	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
개발	개발	NNG	O
사	사	XSN	O
에	에	JKB	O
_	_	_	O
한화	한화	NNP	O
_	_	_	O
500	500	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
규모	규모	NNG	O
의	의	JKG	O
_	_	_	O
자금	자금	NNG	O
_	_	_	O
지원	지원	NNG	O
_	_	_	O
제공	제공	NNG	O
을	을	JKO	O
_	_	_	O
발표한	발표하+ㄴ	VV+ETM	O
_	_	_	O
사례	사례	NNG	O
도	도	JX	O
_	_	_	O
다	다루	VV	O
뤘	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 한화 구단 관계자도 “선발자원으로 기대가 크다.
## <한화 구단:ORG> 관계자도 “선발자원으로 기대가 크다.
한화	한화	NNP	B-ORG
_	_	_	I-ORG
구단	구단	NNG	I-ORG
_	_	_	O
관계자	관계자	NNG	O
도	도	JX	O
_	_	_	O
“	“	SS	O
선발	선발	NNG	O
자원	자원	NNG	O
으로	으로	JKB	O
_	_	_	O
기대	기대	NNG	O
가	가	JKS	O
_	_	_	O
크	크	VA	O
다	다	EF	O
.	.	SF	O

## 9
## 늘품체조 시연회에 참석했다는 이유로 악플에 시달린 체조선수 손연재(22·연세대) 측이 “선의를 가지고 체조 보급에 기여한다는 마음으로 참석하게 됐다”고 해명했다.
## <늘품체조:POH> 시연회에 참석했다는 이유로 악플에 시달린 체조선수 <손연재:PER>(<22:NOH>·<연세대:ORG>) 측이 “선의를 가지고 체조 보급에 기여한다는 마음으로 참석하게 됐다”고 해명했다.
늘품	늘품	NNG	B-POH
체조	체조	NNG	I-POH
_	_	_	O
시연회	시연회	NNG	O
에	에	JKB	O
_	_	_	O
참석	참석하	VV	O
했	었	EP	O
다는	다는	ETM	O
_	_	_	O
이유	이유	NNG	O
로	로	JKB	O
_	_	_	O
악	악	NNG	O
플	플	NNG	O
에	에	JKB	O
_	_	_	O
시달린	시달리+ㄴ	VV+ETM	O
_	_	_	O
체조	체조	NNG	O
선수	선수	NNG	O
_	_	_	O
손연재	손연재	NNP	B-PER
(	(	SS	O
22	22	SN	B-NOH
·	·	SP	O
연세대	연세대	NNP	B-ORG
)	)	SS	O
_	_	_	O
측	측	NNB	O
이	이	JKS	O
_	_	_	O
“	“	SS	O
선의	선의	NNG	O
를	를	JKO	O
_	_	_	O
가지	가지	VV	O
고	고	EC	O
_	_	_	O
체조	체조	NNG	O
_	_	_	O
보급	보급	NNG	O
에	에	JKB	O
_	_	_	O
기여한다는	기여하+ㄴ다는	VV+ETM	O
_	_	_	O
마음	마음	NNG	O
으로	으로	JKB	O
_	_	_	O
참석하	참석하	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
해명	해명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 손연재 소속사 갤럭시아SM은 21일 입장자료를 통해 “최근 언론에 손연재 선수와 관련된 갖가지 억측성 기사가 양산되고 있어 이를 바로잡기 위해 몇 가지 핵심적인 사실관계를 분명히 하고자 한다”면서 이같이 밝혔다.
## <손연재:PER> 소속사 <갤럭시아SM:ORG>은 <21일:DAT> 입장자료를 통해 “최근 언론에 <손연재:PER> 선수와 관련된 갖가지 억측성 기사가 양산되고 있어 이를 바로잡기 위해 몇 가지 핵심적인 사실관계를 분명히 하고자 한다”면서 이같이 밝혔다.
손연재	손연재	NNP	B-PER
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
갤럭시	갤럭시	NNP	B-ORG
아	아	XSN	I-ORG
SM	SM	SL	I-ORG
은	은	JX	O
_	_	_	O
21	21	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
입장	입장	NNG	O
자료	자료	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
“	“	SS	O
최근	최근	NNG	O
_	_	_	O
언론	언론	NNG	O
에	에	JKB	O
_	_	_	O
손연재	손연재	NNP	B-PER
_	_	_	O
선수	선수	NNG	O
와	와	JKB	O
_	_	_	O
관련된	관련되+ㄴ	VV+ETM	O
_	_	_	O
갖가지	갖가지	NNG	O
_	_	_	O
억측	억측	NNG	O
성	성	XSN	O
_	_	_	O
기사	기사	NNG	O
가	가	JKS	O
_	_	_	O
양산되	양산되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
어	어	EC	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
바로잡	바로잡	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
몇	몇	MM	O
_	_	_	O
가지	가지	NNB	O
_	_	_	O
핵심적	핵심적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
사실	사실	NNG	O
관계	관계	NNG	O
를	를	JKO	O
_	_	_	O
분명히	분명히	MAG	O
_	_	_	O
하	하	VV	O
고자	고자	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
이같이	이같이	MAG	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 손연재 측은 늘품체조 시연회 참석에 대해 “2년 전 쯤 대한체조협회와 문체부로부터 2014년 11월 26일에 열리는 대통령과 문체부장관이 주최하는 국가적 체조행사에 손연재 선수가 참석해 달라는 요청을 받았다”면서 “대한민국을 대표하는 체조선수로서 정부가 역점을 두고 추진하는 체조행사에 선의를 가지고 체조 보급에 기여한다는 마음으로 참석하게 됐다”고 설명했다.
## <손연재:PER> 측은 <늘품체조:POH> 시연회 참석에 대해 “<2년:NOH> 전 쯤 <대한체조협회:ORG>와 <문체부:ORG>로부터 <2014년 11월 26일:DAT>에 열리는 대통령과 <문체부:ORG>장관이 주최하는 국가적 체조행사에 <손연재:PER> 선수가 참석해 달라는 요청을 받았다”면서 “<대한민국:ORG>을 대표하는 체조선수로서 정부가 역점을 두고 추진하는 체조행사에 선의를 가지고 체조 보급에 기여한다는 마음으로 참석하게 됐다”고 설명했다.
손연재	손연재	NNP	B-PER
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
늘품	늘품	NNG	B-POH
체조	체조	NNG	I-POH
_	_	_	O
시연회	시연회	NNG	O
_	_	_	O
참석	참석	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
“	“	SS	O
2	2	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
전	전	NNG	O
_	_	_	O
쯤	쯤	XSN	O
_	_	_	O
대한체조협회	대한체조협회	NNP	B-ORG
와	와	JC	O
_	_	_	O
문체부	문체부	NNG	B-ORG
로부터	로부터	JKB	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
11	11	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
26	26	SN	I-DAT
일	일	NNB	I-DAT
에	에	JKB	O
_	_	_	O
열리	열리	VV	O
는	는	ETM	O
_	_	_	O
대통령	대통령	NNG	O
과	과	JC	O
_	_	_	O
문체부	문체부	NNG	B-ORG
장관	장관	NNG	O
이	이	JKS	O
_	_	_	O
주최하	주최하	VV	O
는	는	ETM	O
_	_	_	O
국가적	국가적	NNG	O
_	_	_	O
체조	체조	NNG	O
행사	행사	NNG	O
에	에	JKB	O
_	_	_	O
손연재	손연재	NNP	B-PER
_	_	_	O
선수	선수	NNG	O
가	가	JKS	O
_	_	_	O
참석해	참석하+여	VV+EC	O
_	_	_	O
달	달	VX	O
라는	라는	ETM	O
_	_	_	O
요청	요청	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
대한민국	대한민국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
대표하	대표하	VV	O
는	는	ETM	O
_	_	_	O
체조	체조	NNG	O
선수	선수	NNG	O
로서	로서	JKB	O
_	_	_	O
정부	정부	NNG	O
가	가	JKS	O
_	_	_	O
역점	역점	NNG	O
을	을	JKO	O
_	_	_	O
두	두	VV	O
고	고	EC	O
_	_	_	O
추진하	추진하	VV	O
는	는	ETM	O
_	_	_	O
체조	체조	NNG	O
행사	행사	NNG	O
에	에	JKB	O
_	_	_	O
선의	선의	NNG	O
를	를	JKO	O
_	_	_	O
가지	가지	VV	O
고	고	EC	O
_	_	_	O
체조	체조	NNG	O
_	_	_	O
보급	보급	NNG	O
에	에	JKB	O
_	_	_	O
기여한다는	기여하+ㄴ다는	VV+ETM	O
_	_	_	O
마음	마음	NNG	O
으로	으로	JKB	O
_	_	_	O
참석하	참석하	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 손연재가 차움병원에서 목격됐다는 의혹에 대해선 “운동선수는 대개 크고 작은 부상을 안고 산다”면서 “손연재 역시 고질적인 건강 문제로 국내에 체류할 때마다 차움병원 뿐 아니라 유명 재활병원과 한방병원 등 여러 의료기관에 다녔다”고 해명했다.
## <손연재:PER>가 <차움병원:ORG>에서 목격됐다는 의혹에 대해선 “운동선수는 대개 크고 작은 부상을 안고 산다”면서 “<손연재:PER> 역시 고질적인 건강 문제로 국내에 체류할 때마다 <차움병원:ORG> 뿐 아니라 유명 재활병원과 한방병원 등 여러 의료기관에 다녔다”고 해명했다.
손연재	손연재	NNP	B-PER
가	가	JKS	O
_	_	_	O
차움병원	차움병원	NNG	B-ORG
에서	에서	JKB	O
_	_	_	O
목격	목격되	VV	O
됐	었	EP	O
다는	다는	ETM	O
_	_	_	O
의혹	의혹	NNG	O
에	에	JKB	O
_	_	_	O
대해선	대하+여서+ㄴ	VV+EC+JX	O
_	_	_	O
“	“	SS	O
운동선수	운동선수	NNG	O
는	는	JX	O
_	_	_	O
대개	대개	MAG	O
_	_	_	O
크	크	VA	O
고	고	EC	O
_	_	_	O
작	작	VA	O
은	은	ETM	O
_	_	_	O
부상	부상	NNG	O
을	을	JKO	O
_	_	_	O
안	안	VV	O
고	고	EC	O
_	_	_	O
산다	살+ㄴ다	VV+EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
손연재	손연재	NNP	B-PER
_	_	_	O
역시	역시	MAG	O
_	_	_	O
고질적	고질적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
건강	건강	NNG	O
_	_	_	O
문제	문제	NNG	O
로	로	JKB	O
_	_	_	O
국내	국내	NNG	O
에	에	JKB	O
_	_	_	O
체류할	체류하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
마다	마다	JX	O
_	_	_	O
차	차	NNG	B-ORG
움	움	NNG	I-ORG
병원	병원	NNG	I-ORG
_	_	_	O
뿐	뿐	NNB	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
유명	유명	NNG	O
_	_	_	O
재활	재활	NNG	O
병원	병원	NNG	O
과	과	JC	O
_	_	_	O
한방	한방	NNG	O
병원	병원	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
여러	여러	MM	O
_	_	_	O
의료	의료	NNG	O
기관	기관	NNG	O
에	에	JKB	O
_	_	_	O
다	다니	VV	O
녔	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
해명	해명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이어 “차움병원에는 2014년 초부터 건강검진과 체조선수에게 이상적인 식단구성에 대한 도움을 받고자 방문했다”면서 “검진, 약처방 및 치료비를 정상적으로 수납했다”고 덧붙였다.
## 이어 “<차움병원:ORG>에는 <2014년:DAT> 초부터 건강검진과 체조선수에게 이상적인 식단구성에 대한 도움을 받고자 방문했다”면서 “검진, 약처방 및 치료비를 정상적으로 수납했다”고 덧붙였다.
이어	이어	MAG	O
_	_	_	O
“	“	SS	O
차움병원	차움병원	NNG	B-ORG
에	에	JKB	O
는	는	JX	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
초	초	NNB	O
부터	부터	JX	O
_	_	_	O
건강	건강	NNG	O
검진	검진	NNG	O
과	과	JC	O
_	_	_	O
체조	체조	NNG	O
선수	선수	NNG	O
에게	에게	JKB	O
_	_	_	O
이상적	이상적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
식단	식단	NNG	O
구성	구성	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
도움	도움	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
고자	고자	EC	O
_	_	_	O
방문	방문하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
검진	검진	NNG	O
,	,	SP	O
_	_	_	O
약	약	NNG	O
처방	처방	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
치료비	치료비	NNG	O
를	를	JKO	O
_	_	_	O
정상적	정상적	NNG	O
으로	으로	JKB	O
_	_	_	O
수납	수납하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
덧붙	덧붙이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
