## 1
## 정부는 현재의 메르스 확산 상황을 ‘관심’ ‘주의’ ‘경계’ ‘심각’ 등 질병 경보의 4단계 중에서 ‘주의’ 단계로 분류하고 문형표 보건복지부 장관에게 중앙사고수습본부장을 맡겼다.
## 정부는 현재의 <메르스:POH> 확산 상황을 ‘관심’ ‘주의’ ‘경계’ ‘심각’ 등 질병 경보의 <4단계:NOH> 중에서 ‘주의’ 단계로 분류하고 <문형표:PER> <보건복지부:ORG> 장관에게 중앙사고수습본부장을 맡겼다.
정부	정부	NNG	O
시계탑	시계탑	NNG	O
까지	까지	JX	O
_	_	_	O
‘	‘	SS	O
메가	메가	NNG	O
마켓	마켓	NNG	O
’	’	SS	O
이	이	JKS	O
_	_	_	O
펼쳐져	펼쳐지+어	VV+EC	O
_	_	_	O
유명	유명	NNG	O
_	_	_	O
푸드	푸드	NNG	O
트럭	트럭	NNG	O
과	과	JC	O
_	_	_	O
각종	각종	NNG	O
_	_	_	O
디자이너	디자이너	NNG	O
_	_	_	O
소품	소품	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
만나	만나+아	VV+EC	O
볼	보+ㄹ	VX+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 3
## 그러자 손 의원은 "최순실이 위험인물이라는 걸 언제 알았느냐. 2016년에 와서 대통령의 가족은 아니지만 가족보다 더 친하게 뭔가 대통령의 주변에서 비선으로 움직이고 있다는 것, 2번부터 9번까지 해서 언제냐"고 되물었다.
## 그러자 <손:PER> 의원은 "<최순실:PER>이 위험인물이라는 걸 언제 알았느냐. <2016년:DAT>에 와서 대통령의 가족은 아니지만 가족보다 더 친하게 뭔가 대통령의 주변에서 비선으로 움직이고 있다는 것, <2번:NOH>부터 <9번:NOH>까지 해서 언제냐"고 되물었다.
그러	그러	VV	O
자	자	EC	O
_	_	_	O
손	손	NNG	B-PER
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
"	"	SS	O
최순실	최순실	NNP	B-PER
이	이	JKS	O
_	_	_	O
위험인물	위험인물	NNG	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
걸	것+ㄹ	NNB+JKO	O
_	_	_	O
언제	언제	MAG	O
_	_	_	O
알	알	VV	O
았	았	EP	O
느냐	느냐	EF	O
.	.	SF	O
_	_	_	O
2016	2016	SN	B-DAT
년	년	NNB	I-DAT
에	에	JKB	O
_	_	_	O
와서	+아서	+EC	O
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
가족	가족	NNG	O
은	은	JX	O
_	_	_	O
아니	아니	VCN	O
지만	지만	EC	O
_	_	_	O
가족	가족	NNG	O
보다	보다	JKB	O
_	_	_	O
더	더	MAG	O
_	_	_	O
친하	친하	VA	O
게	게	EC	O
_	_	_	O
뭔가	뭐+이+ㄴ가	NP+VCP+EC	O
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
주변	주변	NNG	O
에서	에서	JKB	O
_	_	_	O
비선	비선	NNG	O
으로	으로	JKB	O
_	_	_	O
움직이	움직이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
번	번	NNB	I-NOH
부터	부터	JX	O
_	_	_	O
9	9	SN	B-NOH
번	번	NNB	I-NOH
까지	까지	JX	O
_	_	_	O
해서	하+여서	VV+EC	O
_	_	_	O
언제	언제+이	NP+VCP	O
냐	냐	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
되물	되묻	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## '우결' 박나래 양세찬 출연, 양세형 "니네 잘되면 세상과 이별하겠다"최근 '우리 결혼했어요'
## '<우결:POH>' <박나래:PER> <양세찬:PER> 출연, <양세형:PER> "니네 잘되면 세상과 이별하겠다"최근 '<우리 결혼했어요:POH>'
'	'	SS	O
우결	우결	XR	B-POH
'	'	SS	O
_	_	_	O
박나래	박나래	NNP	B-PER
_	_	_	O
양세찬	양세찬	NNP	B-PER
_	_	_	O
출연	출연	NNG	O
,	,	SP	O
_	_	_	O
양세	양세	NNG	B-PER
형	형	XSN	I-PER
_	_	_	O
"	"	SS	O
니	니	NP	O
네	네	XSN	O
_	_	_	O
잘되	잘되	VV	O
면	면	EC	O
_	_	_	O
세상	세상	NNG	O
과	과	JKB	O
_	_	_	O
이별하	이별하	VV	O
겠	겠	EP	O
다	다	EF	O
"	"	SS	O
최근	최근	NNG	O
_	_	_	O
'	'	SS	O
우리	우리	NP	B-POH
_	_	_	I-POH
결혼	결혼하	VV	I-POH
했	었	EP	I-POH
어요	어요	EF	I-POH
'	'	SS	O

## 5
## 이럴 경우 재판부의 평의와 결정문 작성 등을 거쳐 이정미 헌재소장 권한대행의 퇴임일(3월 13일) 이전에 최종 결정이 선고될 가능성이 크다는 게 법조계의 분석이다.
## 이럴 경우 재판부의 평의와 결정문 작성 등을 거쳐 <이정미:PER> 헌재소장 권한대행의 퇴임일(<3월 13일:DAT>) 이전에 최종 결정이 선고될 가능성이 크다는 게 법조계의 분석이다.
이럴	이렇+ㄹ	VA+ETM	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
재판부	재판부	NNG	O
의	의	JKG	O
_	_	_	O
평의	평의	NNG	O
와	와	JC	O
_	_	_	O
결정	결정	NNG	O
문	문	XSN	O
_	_	_	O
작성	작성	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
거쳐	거치+어	VV+EC	O
_	_	_	O
이정미	이정미	NNP	B-PER
_	_	_	O
헌재	헌재	NNG	O
소장	소장	NNG	O
_	_	_	O
권한	권한	NNG	O
대행	대행	NNG	O
의	의	JKG	O
_	_	_	O
퇴임	퇴임	NNG	O
일	일	NNP	O
(	(	SS	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
13	13	SN	I-DAT
일	일	NNB	I-DAT
)	)	SS	O
_	_	_	O
이전	이전	NNG	O
에	에	JKB	O
_	_	_	O
최종	최종	NNG	O
_	_	_	O
결정	결정	NNG	O
이	이	JKS	O
_	_	_	O
선고될	선고되+ㄹ	VV+ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
크	크	VA	O
다는	다는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
법조계	법조계	NNG	O
의	의	JKG	O
_	_	_	O
분석	분석	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 총 8개의 코어를 사용하는 빅리틀 구조다.
## 총 <8개:NOH>의 코어를 사용하는 빅리틀 구조다.
총	총	MM	O
_	_	_	O
8	8	SN	B-NOH
개	개	NNB	I-NOH
의	의	JKG	O
_	_	_	O
코어	코어	NNG	O
를	를	JKO	O
_	_	_	O
사용하	사용하	VV	O
는	는	ETM	O
_	_	_	O
빅	빅	NNG	O
리틀	리틀	NNP	O
_	_	_	O
구조	구조+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 이들은 민주당, 국민의당, 정의당이 각자 후보를 배출하는 등 야권이 분열해 다자구도를 형성하더라도 여권에게 유리한 형세가 구축될 수 있다는 추측도 내놓는다.
## 이들은 <민주당:ORG>, <국민의당:ORG>, <정의당:ORG>이 각자 후보를 배출하는 등 야권이 분열해 다자구도를 형성하더라도 여권에게 유리한 형세가 구축될 수 있다는 추측도 내놓는다.
이	이	NP	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
민주당	민주당	NNP	B-ORG
,	,	SP	O
_	_	_	O
국민	국민	NNG	B-ORG
의당	의당	MAG	I-ORG
,	,	SP	O
_	_	_	O
정의당	정의당	NNP	B-ORG
이	이	JKS	O
_	_	_	O
각자	각자	MAG	O
_	_	_	O
후보	후보	NNG	O
를	를	JKO	O
_	_	_	O
배출하	배출하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
야권	야권	NNG	O
이	이	JKS	O
_	_	_	O
분열해	분열하+여	VV+EC	O
_	_	_	O
다자	다자	NNG	O
구도	구도	NNG	O
를	를	JKO	O
_	_	_	O
형성하	형성하	VV	O
더라도	더라도	EC	O
_	_	_	O
여권	여권	NNG	O
에게	에게	JKB	O
_	_	_	O
유리한	유리하+ㄴ	VA+ETM	O
_	_	_	O
형세	형세	NNG	O
가	가	JKS	O
_	_	_	O
구축될	구축되+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다는	다는	ETM	O
_	_	_	O
추측	추측	NNG	O
도	도	JX	O
_	_	_	O
내놓	내놓	VV	O
는다	는다	EF	O
.	.	SF	O

## 8
## 8바늘을 꿰맸으나 뼈나 인대에는 이상이 없었고, 13일 대표팀 코칭스태프와 상의해 아시안게임에 출전하기로 최종 결정했다.
## <8바늘:NOH>을 꿰맸으나 뼈나 인대에는 이상이 없었고, <13일:DAT> 대표팀 코칭스태프와 상의해 아시안게임에 출전하기로 최종 결정했다.
8	8	SN	B-NOH
바늘	바늘	NNG	I-NOH
을	을	JKO	O
_	_	_	O
꿰맸	꿰매+었	VV+EP	O
으나	으나	EC	O
_	_	_	O
뼈	뼈	NNG	O
나	나	JC	O
_	_	_	O
인대	인대	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
이상	이상	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
었	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
13	13	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
_	_	_	O
코칭스태프	코칭스태프	NNG	O
와	와	JC	O
_	_	_	O
상의해	상의하+여	VV+EC	O
_	_	_	O
아시안	아시안	NNG	O
게임	게임	NNG	O
에	에	JKB	O
_	_	_	O
출전하	출전하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
최종	최종	NNG	O
_	_	_	O
결정	결정하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## [스포츠동아]
## [<스포츠동아:ORG>]
[	[	SS	O
스포츠	스포츠	NNG	B-ORG
동아	동아	NNP	I-ORG
]	]	SS	O

## 10
## KEB 하나은행은 “다음달 13일부터 현금자동입출금기(ATM)를 통해 영업시간 내 타행으로 10만원을 초과한 금액을 이체하는 경우 1000원의 수수료를 부과할 예정”이라고 20일 밝혔다.
## <KEB 하나은행:ORG>은 “다음달 <13일:DAT>부터 현금자동입출금기(ATM)를 통해 영업시간 내 타행으로 <10만원:MNY>을 초과한 금액을 이체하는 경우 <1000원:MNY>의 수수료를 부과할 예정”이라고 <20일:DAT> 밝혔다.
KEB	KEB	SL	B-ORG
_	_	_	I-ORG
하나은행	하나은행	NNP	I-ORG
은	은	JX	O
_	_	_	O
“	“	SS	O
다음	다음	NNG	O
달	달	NNG	O
_	_	_	O
13	13	SN	B-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
현금	현금	NNG	O
자동	자동	NNG	O
입출금	입출금	NNG	O
기	기	XSN	O
(	(	SS	O
ATM	ATM	SL	O
)	)	SS	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
영업	영업	NNG	O
시간	시간	NNG	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
타행	타행	NNG	O
으로	으로	JKB	O
_	_	_	O
10	10	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
초과한	초과하+ㄴ	VV+ETM	O
_	_	_	O
금액	금액	NNG	O
을	을	JKO	O
_	_	_	O
이체하	이체하	VV	O
는	는	ETM	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
1000	1000	SN	B-MNY
원	원	NNB	I-MNY
의	의	JKG	O
_	_	_	O
수수료	수수료	NNG	O
를	를	JKO	O
_	_	_	O
부과할	부과하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
20	20	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

