## 1
## 나도 혹시 갱년기?전 세계적으로 가장 많이 사용되는 갱년기 증상지표, 쿠퍼만 지수를 체크해 보자. 각 증상의 정도(0~3점)에 가중치를 곱한 후 합산하면 본인의 갱년기 점수를 알 수 있다.
## 나도 혹시 갱년기?전 세계적으로 가장 많이 사용되는 갱년기 증상지표, 쿠퍼만 지수를 체크해 보자. 각 증상의 정도(<0:NOH>~<3점:NOH>)에 가중치를 곱한 후 합산하면 본인의 갱년기 점수를 알 수 있다.
나도	나+아도	VV+EC	O
)	)	SS	O
_	_	_	O
대상	대상	NNG	O
_	_	_	O
업종	업종	NNG	O
을	을	JKO	O
_	_	_	O
약국	약국	NNG	O
,	,	SP	O
_	_	_	O
커피	커피	NNG	O
전문점	전문점	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
확대할	확대하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## [단독]자원개발 등 2016년 예산 축소사업 100개 선정
## [단독]자원개발 등 <2016년:DAT> 예산 축소사업 <100개:NOH> 선정
[	[	SS	O
단독	단독	NNG	O
]	]	SS	O
자원	자원	NNG	O
개발	개발	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
2016	2016	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
예산	예산	NNG	O
_	_	_	O
축소	축소	NNG	O
사업	사업	NNG	O
_	_	_	O
100	100	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
선정	선정	NNG	O

## 11
## 특히 주력 계열사인 롯데백화점은 올해 사회공헌 활동 키워드를 ‘가족’과 ‘사랑’으로 정하고 여성과 아동을 위해 사회공헌 역량을 모으기로 했다.
## 특히 주력 계열사인 <롯데백화점:ORG>은 올해 사회공헌 활동 키워드를 ‘가족’과 ‘사랑’으로 정하고 여성과 아동을 위해 사회공헌 역량을 모으기로 했다.
특히	특히	MAG	O
_	_	_	O
주력	주력	NNG	O
_	_	_	O
계열사	계열사	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
롯데백화점	롯데백화점	NNP	B-ORG
은	은	JX	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
사회	사회	NNG	O
공헌	공헌	NNG	O
_	_	_	O
활동	활동	NNG	O
_	_	_	O
키워드	키워드	NNG	O
를	를	JKO	O
_	_	_	O
‘	‘	SS	O
가족	가족	NNG	O
’	’	SS	O
과	과	JC	O
_	_	_	O
‘	‘	SS	O
사랑	사랑	NNG	O
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
정하	정하	VV	O
고	고	EC	O
_	_	_	O
여성	여성	NNG	O
과	과	JC	O
_	_	_	O
아동	아동	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
사회	사회	NNG	O
공헌	공헌	NNG	O
_	_	_	O
역량	역량	NNG	O
을	을	JKO	O
_	_	_	O
모으	모으	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 트와이스와 여자친구의 ‘술래잡기’
## <트와이스:ORG>와 <여자친구:ORG>의 ‘술래잡기’
트와이스	트와이스	NNG	B-ORG
와	와	JC	O
_	_	_	O
여자	여자	NNG	B-ORG
친구	친구	NNG	I-ORG
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
술래잡기	술래잡기	NNG	O
’	’	SS	O

## 13
## 독일 분데스리가에서 뛰는 손흥민은 리버풀, 토트넘 등 EPL 구단들이 적극적으로 영입전에 나서고 있어 결과가 주목된다.
## <독일 분데스리가:ORG>에서 뛰는 <손흥민:PER>은 <리버풀:ORG>, <토트넘:ORG> 등 <EPL:ORG> 구단들이 적극적으로 영입전에 나서고 있어 결과가 주목된다.
독일	독일	NNP	B-ORG
_	_	_	I-ORG
분데스리가	분데스리가	NNP	I-ORG
에서	에서	JKB	O
_	_	_	O
뛰	뛰	VV	O
는	는	ETM	O
_	_	_	O
손흥민	손흥민	NNP	B-PER
은	은	JX	O
_	_	_	O
리버풀	리버풀	NNP	B-ORG
,	,	SP	O
_	_	_	O
토트넘	토트넘	NNP	B-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
EPL	EPL	SL	B-ORG
_	_	_	O
구단	구단	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
적극적	적극적	NNG	O
으로	으로	JKB	O
_	_	_	O
영입	영입	NNG	O
전	전	XSN	O
에	에	JKB	O
_	_	_	O
나서	나서	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
어	어	EC	O
_	_	_	O
결과	결과	NNG	O
가	가	JKS	O
_	_	_	O
주목된다	주목되+ㄴ다	VV+EF	O
.	.	SF	O

## 14
## 다만 김정남 피살 이후 중국이 북·중 접경 지역에 군 병력을 증파했다는 홍콩 언론 보도는 사실이 아니라고 부인했다.
## 다만 <김정남 피살:POH> 이후 <중국:ORG>이 <북:LOC>·<중:LOC> 접경 지역에 군 병력을 증파했다는 <홍콩:LOC> 언론 보도는 사실이 아니라고 부인했다.
다만	다만	MAG	O
_	_	_	O
김정남	김정남	NNP	B-POH
_	_	_	I-POH
피살	피살	NNG	I-POH
_	_	_	O
이후	이후	NNG	O
_	_	_	O
중국	중국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
북	북	NNP	B-LOC
·	·	SP	O
중	중	NNP	B-LOC
_	_	_	O
접경	접경	NNG	O
_	_	_	O
지역	지역	NNG	O
에	에	JKB	O
_	_	_	O
군	군	NNG	O
_	_	_	O
병력	병력	NNG	O
을	을	JKO	O
_	_	_	O
증파	증파하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
홍콩	홍콩	NNP	B-LOC
_	_	_	O
언론	언론	NNG	O
_	_	_	O
보도	보도	NNG	O
는	는	JX	O
_	_	_	O
사실	사실	NNG	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
라고	라고	EC	O
_	_	_	O
부인	부인하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

