## 1
## 백완희 인생이모작지원센터는 “신원 조회와 체계적인 교육을 거친 주례 전문인을 부천예식업협회 등을 통해 각 예식장에 소개하는 체계를 갖추게 될 것”이라고 설명했다.
## <백완희 인생이모작지원센터:ORG>는 “신원 조회와 체계적인 교육을 거친 주례 전문인을 <부천예식업협회:ORG> 등을 통해 각 예식장에 소개하는 체계를 갖추게 될 것”이라고 설명했다.
백	백	NNG	B-ORG
_	_	_	O
서울	서울	NNP	B-LOC
로	로	JKB	O
_	_	_	O
옮겨	옮기+어+오	VV+EC+VV	O
와	아	EC	O
_	_	_	O
셰프	셰프	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
손	손	NNG	O
에	에	JKB	O
_	_	_	O
맡	맡기	VV	O
겼	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 통계청이 지난해 신고된 사망자를 대상으로 조사, 분석한 바로는 암이 1위, 뇌혈관 질환이 2위, 각종 사고사가 3위였다.
## <통계청:ORG>이 지난해 신고된 사망자를 대상으로 조사, 분석한 바로는 암이 <1위:NOH>, 뇌혈관 질환이 <2위:NOH>, 각종 사고사가 <3위:NOH>였다.
통계청	통계청	NNG	B-ORG
이	이	JKS	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
신고된	신고되+ㄴ	VV+ETM	O
_	_	_	O
사망자	사망자	NNG	O
를	를	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
조사	조사	NNG	O
,	,	SP	O
_	_	_	O
분석한	분석하+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
로	로	JKB	O
는	는	JX	O
_	_	_	O
암	암	NNG	O
이	이	JKS	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
,	,	SP	O
_	_	_	O
뇌혈관	뇌혈관	NNG	O
_	_	_	O
질환	질환	NNG	O
이	이	JKS	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
,	,	SP	O
_	_	_	O
각종	각종	NNG	O
_	_	_	O
사고사	사고사	NNG	O
가	가	JKS	O
_	_	_	O
3	3	SN	B-NOH
위	위+이	NNB+VCP	I-NOH
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 익명을 원한 한 경영학과 교수는 “신사업 발굴과 인수합병, 인사 등을 각 계열사에 맡기는 것은 효율성이나 의사결정 속도, 인력 활용 등에서 문제가 생길 수 있다”며 “미전실의 문제는 투명하지 않은 운영 방식에 있었지
## 익명을 원한 <한:PER> <경영학과:ORG> 교수는 “신사업 발굴과 인수합병, 인사 등을 각 계열사에 맡기는 것은 효율성이나 의사결정 속도, 인력 활용 등에서 문제가 생길 수 있다”며 “<미전실:ORG>의 문제는 투명하지 않은 운영 방식에 있었지
익명	익명	NNG	O
을	을	JKO	O
_	_	_	O
원한	원하+ㄴ	VV+ETM	O
_	_	_	O
한	한	MM	B-PER
_	_	_	O
경영	경영	NNG	B-ORG
학과	학과	NNG	I-ORG
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
신사업	신사업	NNG	O
_	_	_	O
발굴	발굴	NNG	O
과	과	JC	O
_	_	_	O
인수	인수	NNG	O
합병	합병	NNG	O
,	,	SP	O
_	_	_	O
인사	인사	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
각	각	MM	O
_	_	_	O
계열사	계열사	NNG	O
에	에	JKB	O
_	_	_	O
맡기	맡기	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
효율	효율	NNG	O
성	성	XSN	O
이나	이나	JC	O
_	_	_	O
의사	의사	NNG	O
결정	결정	NNG	O
_	_	_	O
속도	속도	NNG	O
,	,	SP	O
_	_	_	O
인력	인력	NNG	O
_	_	_	O
활용	활용	NNG	O
_	_	_	O
등	등	NNB	O
에서	에서	JKB	O
_	_	_	O
문제	문제	NNG	O
가	가	JKS	O
_	_	_	O
생길	생기+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
미	미	NNP	B-ORG
전실	전실	NNG	I-ORG
의	의	JKG	O
_	_	_	O
문제	문제	NNG	O
는	는	JX	O
_	_	_	O
투명하	투명하	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
운영	운영	NNG	O
_	_	_	O
방식	방식	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
지	지	EF	O

## 14
## 중국에선 엄청난 톱스타이자 여신이다”고 밝혔다.한편 이날 ‘택시’ 홍수아는 류현진과의 열애설에 대해 해명했다.
## <중국:ORG>에선 엄청난 톱스타이자 여신이다”고 밝혔다.한편 이날 ‘<택시:POH>’ <홍수아:PER>는 <류현진:PER>과의 열애설에 대해 해명했다.
중국	중국	NNP	B-ORG
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
엄청난	엄청나+ㄴ	VA+ETM	O
_	_	_	O
톱스타	톱스타	NNG	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
여신	여신	NNG	O
이	이	VCP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O
한편	한편	MAG	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
‘	‘	SS	O
택시	택시	NNG	B-POH
’	’	SS	O
_	_	_	O
홍수아	홍수아	NNP	B-PER
는	는	JX	O
_	_	_	O
류현진	류현진	NNP	B-PER
과	과	JKB	O
의	의	JKG	O
_	_	_	O
열애	열애	NNG	O
설	설	XSN	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
해명	해명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

