## 1
## 대법원은 주민공람 공고일을 기준으로 할 경우 이주대책 대상자에서 제외되는 안모 씨 등 5명에 대한 심리를 다시 하라며 사건을 서울고법으로 돌려보냈다.
## <대법원:ORG>은 주민공람 공고일을 기준으로 할 경우 이주대책 대상자에서 제외되는 <안모:PER> 씨 등 <5명:NOH>에 대한 심리를 다시 하라며 사건을 <서울고법:ORG>으로 돌려보냈다.
대법원	대법원	NNG	B-ORG
25	25	SN	B-NOH
g	g	SL	I-NOH
으로	으로	JKB	O
_	_	_	O
한식	한식	NNG	O
에서	에서	JKB	O
_	_	_	O
당	당	NNG	O
을	을	JKO	O
_	_	_	O
뺀다는	빼+ㄴ다는	VV+ETM	O
_	_	_	O
건	것+ㄴ	NNB+JX	O
_	_	_	O
쉽	쉽	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
다	다	EF	O
.	.	SF	O

## 3
## 린드 박사는 "사람들은 상식적으로 인간을 닮은 동물이 기억 유지 시간이 길다고 생각하지만 침팬지는 20초 전의 일도 기억하지 못한다"고 말했다.
## <린드:PER> 박사는 "사람들은 상식적으로 인간을 닮은 동물이 기억 유지 시간이 길다고 생각하지만 침팬지는 <20초:NOH> 전의 일도 기억하지 못한다"고 말했다.
린드	린드	NNP	B-PER
_	_	_	O
박사	박사	NNG	O
는	는	JX	O
_	_	_	O
"	"	SS	O
사람	사람	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
상식적	상식적	NNG	O
으로	으로	JKB	O
_	_	_	O
인간	인간	NNG	O
을	을	JKO	O
_	_	_	O
닮	닮	VV	O
은	은	ETM	O
_	_	_	O
동물	동물	NNG	O
이	이	JKS	O
_	_	_	O
기억	기억	NNG	O
_	_	_	O
유지	유지	NNG	O
_	_	_	O
시간	시간	NNG	O
이	이	JKS	O
_	_	_	O
길	길	VA	O
다고	다고	EC	O
_	_	_	O
생각하	생각하	VV	O
지만	지만	EC	O
_	_	_	O
침팬지	침팬지	NNG	O
는	는	JX	O
_	_	_	O
20	20	SN	B-NOH
초	초	NNB	I-NOH
_	_	_	O
전	전	NNG	O
의	의	JKG	O
_	_	_	O
일	일	NNG	O
도	도	JX	O
_	_	_	O
기억하	기억하	VV	O
지	지	EC	O
_	_	_	O
못한다	못하+ㄴ다	VX+EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 송대섭 고려대 약학과 교수는 “낙타 격리는 의학적으로 의미 없다.
## <송대섭:PER> <고려대 약학과:ORG> 교수는 “낙타 격리는 의학적으로 의미 없다.
송대섭	송대섭	NNP	B-PER
_	_	_	O
고려대	고려대	NNP	B-ORG
_	_	_	I-ORG
약학	약학	NNG	I-ORG
과	과	NNG	I-ORG
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
낙타	낙타	NNG	O
_	_	_	O
격리	격리	NNG	O
는	는	JX	O
_	_	_	O
의학적	의학적	NNG	O
으로	으로	JKB	O
_	_	_	O
의미	의미	NNG	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

## 5
## 글=김기환 기자 khkim@joongang.co.kr사진=김현동 기자
## 글=<김기환:PER> 기자 <khkim@joongang.co.kr:POH>사진=<김현동:PER> 기자
글	글	NNG	O
=	=	SW	O
김기환	김기환	NNP	B-PER
_	_	_	O
기자	기자	NNG	O
_	_	_	O
khkim	khkim	SL	B-POH
@	@	SW	I-POH
joongang	joongang	SL	I-POH
.	.	SF	I-POH
co	co	SL	I-POH
.	.	SF	I-POH
kr	kr	SL	I-POH
사진	사진	NNG	O
=	=	SW	O
김현동	김현동	NNP	B-PER
_	_	_	O
기자	기자	NNG	O

## 6
## Fed가 인플레이션을 유발하는 것은 국가의 빚 부담을 줄이고 은행을 돕기 위한 욕망의 발현이며, 그 피해는 고스란히 일반 국민과 중소기업 등이 입는다고 비판한다.
## <Fed:ORG>가 인플레이션을 유발하는 것은 국가의 빚 부담을 줄이고 은행을 돕기 위한 욕망의 발현이며, 그 피해는 고스란히 일반 국민과 중소기업 등이 입는다고 비판한다.
Fed	Fed	SL	B-ORG
가	가	JKS	O
_	_	_	O
인플레이션	인플레이션	NNG	O
을	을	JKO	O
_	_	_	O
유발하	유발하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
국가	국가	NNG	O
의	의	JKG	O
_	_	_	O
빚	빚	NNG	O
_	_	_	O
부담	부담	NNG	O
을	을	JKO	O
_	_	_	O
줄이	줄이	VV	O
고	고	EC	O
_	_	_	O
은행	은행	NNG	O
을	을	JKO	O
_	_	_	O
돕	돕	VV	O
기	기	ETN	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
욕망	욕망	NNG	O
의	의	JKG	O
_	_	_	O
발현	발현	NNG	O
이	이	VCP	O
며	며	EC	O
,	,	SP	O
_	_	_	O
그	그	MM	O
_	_	_	O
피해	피해	NNG	O
는	는	JX	O
_	_	_	O
고스란히	고스란히	MAG	O
_	_	_	O
일반	일반	NNG	O
_	_	_	O
국민	국민	NNG	O
과	과	JC	O
_	_	_	O
중소기업	중소기업	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
입	입	VV	O
는다고	는다고	EC	O
_	_	_	O
비판한다	비판하+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## KSPO의 이 같은 혁신적 경영 성과 뒤에는 이 이사장의 소통 경영이 자리하고 있다.
## <KSPO:ORG>의 이 같은 혁신적 경영 성과 뒤에는 <이:PER> 이사장의 소통 경영이 자리하고 있다.
KSPO	KSPO	SL	B-ORG
의	의	JKG	O
_	_	_	O
이	이	NP	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
혁신적	혁신적	NNG	O
_	_	_	O
경영	경영	NNG	O
_	_	_	O
성과	성과	NNG	O
_	_	_	O
뒤	뒤	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
이	이	MM	B-PER
_	_	_	O
이사장	이사장	NNG	O
의	의	JKG	O
_	_	_	O
소통	소통	NNG	O
_	_	_	O
경영	경영	NNG	O
이	이	JKS	O
_	_	_	O
자리하	자리하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 올 시즌 수원은 K리그 클래식 12개 팀 중 상주(33실점) 다음으로 많은 32골을 허용해 경기당 평균 1.52실점을 기록 중인데 승리한 바로 다음 경기에서는 이 보다
## 올 시즌 <수원:ORG>은 <K리그 클래식:POH> <12개:NOH> 팀 중 <상주:ORG>(<33실점:NOH>) 다음으로 많은 <32골:NOH>을 허용해 경기당 평균 <1.52실점:NOH>을 기록 중인데 승리한 바로 다음 경기에서는 이 보다
올	올	NNG	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
수원	수원	NNP	B-ORG
은	은	JX	O
_	_	_	O
K	K	SL	B-POH
리그	리그	NNG	I-POH
_	_	_	I-POH
클래식	클래식	NNG	I-POH
_	_	_	O
12	12	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
팀	팀	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
상주	상주	NNP	B-ORG
(	(	SS	O
33	33	SN	B-NOH
실점	실점	NNG	I-NOH
)	)	SS	O
_	_	_	O
다음	다음	NNG	O
으로	으로	JKB	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
32	32	SN	B-NOH
골	골	NNG	I-NOH
을	을	JKO	O
_	_	_	O
허용해	허용하+여	VV+EC	O
_	_	_	O
경기	경기	NNG	O
당	당	XSN	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
1.52	1.52	SN	B-NOH
실점	실점	NNG	I-NOH
을	을	JKO	O
_	_	_	O
기록	기록	NNG	O
_	_	_	O
중	중	NNB	O
인데	이+ㄴ데	VCP+EC	O
_	_	_	O
승리한	승리하+ㄴ	VV+ETM	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
다음	다음	NNG	O
_	_	_	O
경기	경기	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
이	이	NP	O
_	_	_	O
보다	보다	MAG	O

## 9
## 박샤론 “출산 후 8스푼 다이어트” 명품몸매 비결 공개
## <박샤론:PER> “출산 후 <8스푼:NOH> 다이어트” 명품몸매 비결 공개
박	박	NNP	B-PER
샤론	샤론	NNP	I-PER
_	_	_	O
“	“	SS	O
출산	출산	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
8	8	SN	B-NOH
스푼	스푼	NNG	I-NOH
_	_	_	O
다이어트	다이어트	NNG	O
”	”	SS	O
_	_	_	O
명품	명품	NNG	O
몸매	몸매	NNG	O
_	_	_	O
비결	비결	NNG	O
_	_	_	O
공개	공개	NNG	O

