## 1
## 반면 정기섭 개성공단기업협회 회장은 70% 서기실 상납은 “불가능한 얘기”라며 “상당 부분은 실제로 근로자들에게 쓰였을 것”이라고 주장했다.
## 반면 <정기섭:PER> <개성공단기업협회:ORG> 회장은 <70%:PNT> 서기실 상납은 “불가능한 얘기”라며 “상당 부분은 실제로 근로자들에게 쓰였을 것”이라고 주장했다.
반면	반면	NNG	O
.	.	SF	O

## 7
## 이상천 국가과학기술연구회 이사장
## <이상천:PER> <국가과학기술연구회:ORG> 이사장
이상천	이상천	NNP	B-PER
_	_	_	O
국가	국가	NNG	B-ORG
과학	과학	NNG	I-ORG
기술	기술	NNG	I-ORG
연구회	연구회	NNG	I-ORG
_	_	_	O
이사장	이사장	NNG	O

## 8
## 요즘 인터넷에 돌아다니는 사진 한 장을 보고 나는 배꼽을 잡는 동시에 소스라치게 놀랐다.
## 요즘 인터넷에 돌아다니는 사진 <한 장:NOH>을 보고 나는 배꼽을 잡는 동시에 소스라치게 놀랐다.
요즘	요즘	NNG	O
_	_	_	O
인터넷	인터넷	NNG	O
에	에	JKB	O
_	_	_	O
돌아다니	돌아다니	VV	O
는	는	ETM	O
_	_	_	O
사진	사진	NNG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
장	장	NNB	I-NOH
을	을	JKO	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
나	나	NP	O
는	는	JX	O
_	_	_	O
배꼽	배꼽	NNG	O
을	을	JKO	O
_	_	_	O
잡	잡	VV	O
는	는	ETM	O
_	_	_	O
동시	동시	NNG	O
에	에	JKB	O
_	_	_	O
소스라치	소스라치	VV	O
게	게	EC	O
_	_	_	O
놀랐	놀라+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 시중에 알려진 바로는 개인용 드론의 가격은 약 400만 원에 이르며, 카메라, 센서 등이 탑재 되어 있고 최소 25g부터 1200kg까지 무게와 크기도 다양하다고 한다.
## 시중에 알려진 바로는 개인용 드론의 가격은 약 <400만 원:MNY>에 이르며, 카메라, 센서 등이 탑재 되어 있고 최소 <25g:NOH>부터 <1200kg:NOH>까지 무게와 크기도 다양하다고 한다.
시중	시중	NNG	O
에	에	JKB	O
_	_	_	O
알려진	알려지+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
로	로	JKB	O
는	는	JX	O
_	_	_	O
개인	개인	NNG	O
용	용	XSN	O
_	_	_	O
드론	드론	NNG	O
의	의	JKG	O
_	_	_	O
가격	가격	NNG	O
은	은	JX	O
_	_	_	O
약	약	MM	O
_	_	_	O
400	400	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
에	에	JKB	O
_	_	_	O
이르	이르	VV	O
며	며	EC	O
,	,	SP	O
_	_	_	O
카메라	카메라	NNG	O
,	,	SP	O
_	_	_	O
센서	센서	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
탑재	탑재	NNG	O
_	_	_	O
되	되	VV	O
어	어	EC	O
_	_	_	O
있	있	VX	O
고	고	EC	O
_	_	_	O
최소	최소	NNG	O
_	_	_	O
25	25	SN	B-NOH
g	g	SL	I-NOH
부터	부터	JX	O
_	_	_	O
1200	1200	SN	B-NOH
kg	kg	SL	I-NOH
까지	까지	JX	O
_	_	_	O
무게	무게	NNG	O
와	와	JC	O
_	_	_	O
크기	크기	NNG	O
도	도	JX	O
_	_	_	O
다양하	다양하	VA	O
다고	다고	EC	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 또 서울 평창동에 위치한 김동완의 집은 고풍스런 가구와 각종 악기, 책으로 빼곡히 채워져있으며, 한쪽에는 천체망원경까지 구비돼 있어 눈길을 끌었다.
## 또 <서울:LOC> <평창동:LOC>에 위치한 <김동완:PER>의 집은 고풍스런 가구와 각종 악기, 책으로 빼곡히 채워져있으며, 한쪽에는 천체망원경까지 구비돼 있어 눈길을 끌었다.
또	또	MAG	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
평창동	평창동	NNP	B-LOC
에	에	JKB	O
_	_	_	O
위치한	위치하+ㄴ	VV+ETM	O
_	_	_	O
김동완	김동완	NNP	B-PER
의	의	JKG	O
_	_	_	O
집	집	NNG	O
은	은	JX	O
_	_	_	O
고풍스런	고풍스럽+ㄴ	VA+ETM	O
_	_	_	O
가구	가구	NNG	O
와	와	JC	O
_	_	_	O
각종	각종	NNG	O
_	_	_	O
악기	악기	NNG	O
,	,	SP	O
_	_	_	O
책	책	NNG	O
으로	으로	JKB	O
_	_	_	O
빼곡히	빼곡히	MAG	O
_	_	_	O
채	채우	VV	O
워	어	EC	O
져	지+어	VX+EC	O
있	있	VX	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
한쪽	한쪽	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
천체	천체	NNG	O
망원경	망원경	NNG	O
까지	까지	JX	O
_	_	_	O
구비돼	구비되+어	VV+EC	O
_	_	_	O
있	있	VX	O
어	어	EC	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
끌	끌	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 뿐만 아니라 김동완이 외출하는 장면에서 김동완의 스포츠카 포르쉐 911이 공개됐다.
## 뿐만 아니라 <김동완:PER>이 외출하는 장면에서 <김동완:PER>의 스포츠카 <포르쉐 911:POH>이 공개됐다.
뿐	뿐	NNB	O
만	만	JX	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
김동완	김동완	NNP	B-PER
이	이	JKS	O
_	_	_	O
외출하	외출하	VV	O
는	는	ETM	O
_	_	_	O
장면	장면	NNG	O
에서	에서	JKB	O
_	_	_	O
김동완	김동완	NNP	B-PER
의	의	JKG	O
_	_	_	O
스포츠카	스포츠카	NNG	O
_	_	_	O
포르쉐	포르쉐	NNP	B-POH
_	_	_	I-POH
911	911	SN	I-POH
이	이	JKC	O
_	_	_	O
공개	공개되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## “첫째를 집 근처 국공립어린이집에 보내려고 2년 넘게 기다렸는데 아직도 대기 번호가 20번대”라고 했다.
## “첫째를 집 근처 국공립어린이집에 보내려고 <2년:NOH> 넘게 기다렸는데 아직도 대기 번호가 <20번대:NOH>”라고 했다.
“	“	SS	O
첫째	첫째	NR	O
를	를	JKO	O
_	_	_	O
집	집	NNG	O
_	_	_	O
근처	근처	NNG	O
_	_	_	O
국공립	국공립	NNG	O
어린이집	어린이집	NNG	O
에	에	JKB	O
_	_	_	O
보내	보내	VV	O
려고	려고	EC	O
_	_	_	O
2	2	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
넘	넘	VV	O
게	게	EC	O
_	_	_	O
기다	기다리	VV	O
렸	었	EP	O
는데	는데	EC	O
_	_	_	O
아직	아직	MAG	O
도	도	JX	O
_	_	_	O
대기	대기	NNG	O
_	_	_	O
번호	번호	NNG	O
가	가	JKS	O
_	_	_	O
20	20	SN	B-NOH
번	번	NNB	I-NOH
대	대	XSN	I-NOH
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

