## 1
## K뷰티 화장품이 두 면세점에서 쇼핑 ‘톱5 브랜드’를 휩쓴 것이다.
## K뷰티 화장품이 <두:NOH> 면세점에서 쇼핑 ‘<톱5:NOH> 브랜드’를 휩쓴 것이다.
K	K	SL	O
_	_	_	O
겸	겸	NNB	O
_	_	_	O
점심	점심	NNG	O
)	)	SS	O
으로	으로	JKB	O
_	_	_	O
식사	식사	NNG	O
를	를	JKO	O
_	_	_	O
해결하	해결하	VV	O
며	며	EC	O
_	_	_	O
연설문	연설문	NNG	O
을	을	JKO	O
_	_	_	O
가다듬	가다듬	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## 이런 보우덴의 기세가 29일 광주-기아챔피언스필드에서 열린 KIA전에서 일단 제동이 걸렸다.
## 이런 <보우덴:ORG>의 기세가 <29일:DAT> <광주:LOC>-<기아챔피언스필드:LOC>에서 열린 <KIA전:POH>에서 일단 제동이 걸렸다.
이런	이런	MM	O
_	_	_	O
보우	보우	NNG	B-ORG
덴	덴	NNG	I-ORG
의	의	JKG	O
_	_	_	O
기세	기세	NNG	O
가	가	JKS	O
_	_	_	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
광주	광주	NNP	B-LOC
-	-	SO	O
기아	기아	NNP	B-LOC
챔피언스필드	챔피언스필드	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
KIA	KIA	SL	B-POH
전	전	XSN	I-POH
에서	에서	JKB	O
_	_	_	O
일단	일단	MAG	O
_	_	_	O
제동	제동	NNG	O
이	이	JKS	O
_	_	_	O
걸	걸리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 은퇴자 중 57%도 계속 일하고 싶다고 답했다.
## 은퇴자 중 <57%:PNT>도 계속 일하고 싶다고 답했다.
은퇴자	은퇴자	NNG	O
_	_	_	O
중	중	NNP	O
_	_	_	O
57	57	SN	B-PNT
%	%	SW	I-PNT
도	도	JX	O
_	_	_	O
계속	계속	MAG	O
_	_	_	O
일하	일하	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
다고	다고	EC	O
_	_	_	O
답	답하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 대구에서 ‘물산업’ 용솟음… 대한민국의 미래 성장동력 만든다
## <대구:LOC>에서 ‘물산업’ 용솟음… 대한민국의 미래 성장동력 만든다
대구	대구	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
물	물	NNG	O
산업	산업	NNG	O
’	’	SS	O
_	_	_	O
용솟음	용솟음	NNG	O
…	…	SE	O
_	_	_	O
대한민국	대한민국	NNP	O
의	의	JKG	O
_	_	_	O
미래	미래	NNG	O
_	_	_	O
성장	성장	NNG	O
동력	동력	NNG	O
_	_	_	O
만든다	만들+ㄴ다	VV+EF	O

## 8
## 투스크 의장은 “영국 유권자의 거의 절반을 포함해 대부분의 유럽인들이 서로 떨어져 헤매지 말고 같이 있기를 바랬다”고 강조했다.
## <투스크:PER> 의장은 “<영국:ORG> 유권자의 거의 절반을 포함해 대부분의 유럽인들이 서로 떨어져 헤매지 말고 같이 있기를 바랬다”고 강조했다.
투스크	투스크	NNP	B-PER
_	_	_	O
의장	의장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
영국	영국	NNP	B-ORG
_	_	_	O
유권자	유권자	NNG	O
의	의	JKG	O
_	_	_	O
거의	거의	MAG	O
_	_	_	O
절반	절반	NNG	O
을	을	JKO	O
_	_	_	O
포함해	포함하+여	VV+EC	O
_	_	_	O
대부분	대부분	NNG	O
의	의	JKG	O
_	_	_	O
유럽	유럽	NNP	O
인	인	XSN	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
서로	서로	MAG	O
_	_	_	O
떨어져	떨어지+어	VV+EC	O
_	_	_	O
헤매	헤매	VV	O
지	지	EC	O
_	_	_	O
말	말	VX	O
고	고	EC	O
_	_	_	O
같이	같이	MAG	O
_	_	_	O
있	있	VA	O
기	기	ETN	O
를	를	JKO	O
_	_	_	O
바랬	바래+었	VV+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 자신이 직접 총선에 나서지 않더라도 수도권과 호남에 의석 몇 석이라도 건지면 실질적 당수로 정치적 위상을 한껏 높일 수 있기 때문이다.
## 자신이 직접 총선에 나서지 않더라도 <수도권:LOC>과 <호남:LOC>에 의석 몇 석이라도 건지면 실질적 당수로 정치적 위상을 한껏 높일 수 있기 때문이다.
자신	자신	NNG	O
이	이	JKS	O
_	_	_	O
직접	직접	MAG	O
_	_	_	O
총선	총선	NNG	O
에	에	JKB	O
_	_	_	O
나서	나서	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
더라도	더라도	EC	O
_	_	_	O
수도권	수도권	NNG	B-LOC
과	과	JC	O
_	_	_	O
호남	호남	NNP	B-LOC
에	에	JKB	O
_	_	_	O
의석	의석	NNG	O
_	_	_	O
몇	몇	MM	O
_	_	_	O
석	석	NNB	O
이라도	이라도	JX	O
_	_	_	O
건지	건지	VV	O
면	면	EC	O
_	_	_	O
실질적	실질적	NNG	O
_	_	_	O
당수	당수	NNG	O
로	로	JKB	O
_	_	_	O
정치적	정치적	NNG	O
_	_	_	O
위상	위상	NNG	O
을	을	JKO	O
_	_	_	O
한껏	한껏	MAG	O
_	_	_	O
높일	높이+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 야권이 통합이 아닌 신당 창당 등 분열로 치달으면서 5년 만에 정치 재개에 나설 김 전 의원에게는 역설적으로 더 큰 기회의 문이 열리고 있는 셈이다.
## 야권이 통합이 아닌 신당 창당 등 분열로 치달으면서 <5년 만:NOH>에 정치 재개에 나설 김 전 의원에게는 역설적으로 더 큰 기회의 문이 열리고 있는 셈이다.
야권	야권	NNG	O
이	이	JKS	O
_	_	_	O
통합	통합	NNG	O
이	이	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
신당	신당	NNG	O
_	_	_	O
창당	창당	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
분열	분열	NNG	O
로	로	JKB	O
_	_	_	O
치달	치닫	VV	O
으면서	으면서	EC	O
_	_	_	O
5	5	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
만	만	NNB	I-NOH
에	에	JKB	O
_	_	_	O
정치	정치	NNG	O
_	_	_	O
재개	재개	NNG	O
에	에	JKB	O
_	_	_	O
나설	나서+ㄹ	VV+ETM	O
_	_	_	O
김	김	NNP	O
_	_	_	O
전	전	MM	O
_	_	_	O
의원	의원	NNG	O
에게	에게	JKB	O
는	는	JX	O
_	_	_	O
역설적	역설적	NNG	O
으로	으로	JKB	O
_	_	_	O
더	더	MAG	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
기회	기회	NNG	O
의	의	JKG	O
_	_	_	O
문	문	NNG	O
이	이	JKS	O
_	_	_	O
열리	열리	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
셈	셈	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 구자홍 기자 jhkoo@donga.com <이 기사는 주간동아 2015.08.26.~09.01｜1002호 에 실린 기사입니다.
## <구자홍:PER> 기자 <jhkoo@donga.com:POH> <이 기사는 <주간동아:POH> <2015.08.26.~09.01:DUR>｜<1002호:NOH> 에 실린 기사입니다.
구자홍	구자홍	NNP	B-PER
_	_	_	O
기자	기자	NNG	O
_	_	_	O
jhkoo	jhkoo	SL	B-POH
@	@	SW	I-POH
donga	donga	SL	I-POH
.	.	SF	I-POH
com	com	SL	I-POH
_	_	_	O
<	<	SS	O
이	이	MM	O
_	_	_	O
기사	기사	NNG	O
는	는	JX	O
_	_	_	O
주간동아	주간동아	NNP	B-POH
_	_	_	O
2015.08.26	2015.08.26	SN	B-DUR
.	.	SF	I-DUR
~	~	SO	I-DUR
09.01	09.01	SN	I-DUR
｜	｜	SW	O
1002	1002	SN	B-NOH
호	호	NNB	I-NOH
_	_	_	O
에	에	JKB	O
_	_	_	O
실린	실리+ㄴ	VV+ETM	O
_	_	_	O
기사	기사	NNG	O
입니다	이+ㅂ니다	VCP+EF	O
.	.	SF	O

## 12
## 한반도의 오래된 꿈
## <한반도:ORG>의 오래된 꿈
한반도	한반도	NNP	B-ORG
의	의	JKG	O
_	_	_	O
오래된	오래되+ㄴ	VV+ETM	O
_	_	_	O
꿈	꿈	NNG	O

## 13
## 얇고 세련된 울트라 슬림 디자인을 적용한 ‘슈퍼 울트라HD TV’는 LCD 기반의 울트라HD TV 중에서도 돋보인다.
## 얇고 세련된 울트라 슬림 디자인을 적용한 ‘<슈퍼 울트라HD TV:POH>’는 LCD 기반의 울트라HD TV 중에서도 돋보인다.
얇	얇	VA	O
고	고	EC	O
_	_	_	O
세련된	세련되+ㄴ	VA+ETM	O
_	_	_	O
울트라	울트라	NNG	O
_	_	_	O
슬림	슬림	NNG	O
_	_	_	O
디자인	디자인	NNG	O
을	을	JKO	O
_	_	_	O
적용한	적용하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
슈퍼	슈퍼	NNG	B-POH
_	_	_	I-POH
울트라	울트라	NNG	I-POH
HD	HD	SL	I-POH
_	_	_	I-POH
TV	TV	SL	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
LCD	LCD	SL	O
_	_	_	O
기반	기반	NNG	O
의	의	JKG	O
_	_	_	O
울트라	울트라	NNG	O
HD	HD	SL	O
_	_	_	O
TV	TV	SL	O
_	_	_	O
중	중	NNB	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
돋보인다	돋보이+ㄴ다	VV+EF	O
.	.	SF	O

## 14
## 남부발전은 전체 발전설비의 54%가 친환경적이나 원가가 비싼 LNG복합설비라 타 발전사 대비 취약한 재무구조를 갖고 있다.
## <남부발전:ORG>은 전체 발전설비의 <54%:PNT>가 친환경적이나 원가가 비싼 LNG복합설비라 타 발전사 대비 취약한 재무구조를 갖고 있다.
남부	남부	NNG	B-ORG
발전	발전	NNG	I-ORG
은	은	JX	O
_	_	_	O
전체	전체	NNG	O
_	_	_	O
발전	발전	NNG	O
설비	설비	NNG	O
의	의	JKG	O
_	_	_	O
54	54	SN	B-PNT
%	%	SW	I-PNT
가	가	JKS	O
_	_	_	O
친	친	XPN	O
환경적	환경적	NNG	O
이나	이나	JC	O
_	_	_	O
원가	원가	NNG	O
가	가	JKS	O
_	_	_	O
비싼	비싸+ㄴ	VA+ETM	O
_	_	_	O
LNG	LNG	SL	O
복합설	복합설	NNG	O
비	비+이	XSN+VCP	O
라	라	EC	O
_	_	_	O
타	타+아	VV+EC	O
_	_	_	O
발전사	발전사	NNG	O
_	_	_	O
대비	대비	NNG	O
_	_	_	O
취약한	취약하+ㄴ	VA+ETM	O
_	_	_	O
재무	재무	NNG	O
구조	구조	NNG	O
를	를	JKO	O
_	_	_	O
갖	갖	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 15
## 김소정은 앞서 지난 21일 방송된 MBC ‘황금어장-라디오스타’에 출연, 학력위조설에 대해 해명했다.
## <김소정:PER>은 앞서 지난 <21일:DAT> 방송된 <MBC:POH> ‘<황금어장-라디오스타:POH>’에 출연, 학력위조설에 대해 해명했다.
김소정	김소정	NNP	B-PER
은	은	JX	O
_	_	_	O
앞서	앞서+어	VV+EC	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
21	21	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
MBC	MBC	SL	B-POH
_	_	_	O
‘	‘	SS	O
황금	황금	NNG	B-POH
어장	어장	NNG	I-POH
-	-	SO	I-POH
라디오스타	라디오스타	NNP	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
출연	출연	NNG	O
,	,	SP	O
_	_	_	O
학력	학력	NNG	O
위조	위조	NNG	O
설	설	XSN	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
해명	해명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

