## 1
## 공효진은 사랑스러운 미소를 지으며
## <공효진:PER>은 사랑스러운 미소를 지으며
공효진	공효진	NNP	B-PER
유튜브	유튜브	NNP	B-POH
를	를	JKO	O
_	_	_	O
찾아	찾아보	VV	O
봤	았	EP	O
을	을	ETM	O
_	_	_	O
정도	정도+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 2005년 세정에 입사한 박 신임 부사장은 브랜드전략실장 등을 지냈다.
## <2005년:DAT> <세정:ORG>에 입사한 <박:PER> 신임 부사장은 브랜드전략실장 등을 지냈다.
2005	2005	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
세정	세정	NNG	B-ORG
에	에	JKB	O
_	_	_	O
입사한	입사하+ㄴ	VV+ETM	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
신임	신임	NNG	O
_	_	_	O
부사장	부사장	NNG	O
은	은	JX	O
_	_	_	O
브랜드	브랜드	NNG	O
전략	전략	NNG	O
실장	실장	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
지냈	지내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 정부는 11일 송언석 기획재정부 2차관 주재로 민간투자사업심의위원회를 열고 대곡~소사 복선전철과 평택호관광단지, 경북북부권 환경에너지종합타운 등 2조7847억원 규모의 민자사업 추진을 확정했다.
## 정부는 <11일:DAT> <송언석:PER> <기획재정부:ORG> <2차관:NOH> 주재로 <민간투자사업심의위원회:ORG>를 열고 <대곡~소사 복선전철:LOC>과 <평택호관광단지:LOC>, <경북:LOC>북부권 환경에너지종합타운 등 <2조7847억원:MNY> 규모의 민자사업 추진을 확정했다.
정부	정부	NNG	O
는	는	JX	O
_	_	_	O
11	11	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
송언석	송언석	NNP	B-PER
_	_	_	O
기획	기획	NNG	B-ORG
재정부	재정부	NNG	I-ORG
_	_	_	O
2	2	SN	B-NOH
차관	차관	NNG	I-NOH
_	_	_	O
주재	주재	NNG	O
로	로	JKB	O
_	_	_	O
민간	민간	NNG	B-ORG
투자	투자	NNG	I-ORG
사업	사업	NNG	I-ORG
심의	심의	NNG	I-ORG
위원회	위원회	NNG	I-ORG
를	를	JKO	O
_	_	_	O
열	열	VV	O
고	고	EC	O
_	_	_	O
대곡	대곡	NNP	B-LOC
~	~	SO	I-LOC
소사	소사	NNG	I-LOC
_	_	_	I-LOC
복선	복선	NNG	I-LOC
전철	전철	NNG	I-LOC
과	과	JC	O
_	_	_	O
평택호	평택호	NNP	B-LOC
관광	관광	NNG	I-LOC
단지	단지	NNG	I-LOC
,	,	SP	O
_	_	_	O
경북	경북	NNP	B-LOC
북부	북부	NNG	O
권	권	XSN	O
_	_	_	O
환경	환경	NNG	O
에너지	에너지	NNG	O
종합	종합	NNG	O
타운	타운	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
2	2	SN	B-MNY
조	조	NNG	I-MNY
7847	7847	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
규모	규모	NNG	O
의	의	JKG	O
_	_	_	O
민자	민자	NNG	O
사업	사업	NNG	O
_	_	_	O
추진	추진	NNG	O
을	을	JKO	O
_	_	_	O
확정	확정하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 대곡~소사 복선전철엔 1조634억원이 들어가며 현대건설컨소시엄이 사업을 시행한다.
## <대곡~소사 복선전철:LOC>엔 <1조634억원:MNY>이 들어가며 <현대건설컨소시엄:ORG>이 사업을 시행한다.
대곡	대곡	NNP	B-LOC
~	~	SO	I-LOC
소사	소사	NNG	I-LOC
_	_	_	I-LOC
복선	복선	NNG	I-LOC
전철	전철	NNG	I-LOC
엔	에+ㄴ	JKB+JX	O
_	_	_	O
1	1	SN	B-MNY
조	조	NNG	I-MNY
634	634	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
이	이	JKS	O
_	_	_	O
들어가	들어가	VV	O
며	며	EC	O
_	_	_	O
현대건설	현대건설	NNP	B-ORG
컨소시엄	컨소시엄	NNG	I-ORG
이	이	JKS	O
_	_	_	O
사업	사업	NNG	O
을	을	JKO	O
_	_	_	O
시행한다	시행하+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 조상우는 시즌 중반까지 위력적인 공을 던졌지만, 최근 4차례 등판 중 2번이나 대량실점(5실점)하는 등 7월 방어율이 10.80까지 치솟았다.
## <조상우:PER>는 시즌 중반까지 위력적인 공을 던졌지만, 최근 <4차례:NOH> 등판 중 <2번:NOH>이나 대량실점(<5실점:NOH>)하는 등 <7월:DAT> 방어율이 <10.80:NOH>까지 치솟았다.
조상우	조상우	NNP	B-PER
는	는	JX	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
중반	중반	NNG	O
까지	까지	JX	O
_	_	_	O
위력	위력	NNG	O
적	적	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
공	공	NNG	O
을	을	JKO	O
_	_	_	O
던	던지	VV	O
졌	었	EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
4	4	SN	B-NOH
차례	차례	NNG	I-NOH
_	_	_	O
등판	등판	NNG	O
_	_	_	O
중	중	NNP	O
_	_	_	O
2	2	SN	B-NOH
번	번	NNB	I-NOH
이나	이나	JC	O
_	_	_	O
대량	대량	NNG	O
실점	실점	NNG	O
(	(	SS	O
5	5	SN	B-NOH
실점	실점	NNG	I-NOH
)	)	SS	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
7	7	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
방어율	방어율	NNG	O
이	이	JKS	O
_	_	_	O
10.80	10.80	SN	B-NOH
까지	까지	JX	O
_	_	_	O
치솟	치솟	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 광주와 부산 외의 미 문화원도 반미투쟁의 파고를 비켜가진 못했다.
## <광주:LOC>와 <부산:LOC> 외의 <미:PER> 문화원도 반미투쟁의 파고를 비켜가진 못했다.
광주	광주	NNP	B-LOC
와	와	JC	O
_	_	_	O
부산	부산	NNP	B-LOC
_	_	_	O
외	외	NNB	O
의	의	JKG	O
_	_	_	O
미	미	NNP	B-PER
_	_	_	O
문화원	문화원	NNG	O
도	도	JX	O
_	_	_	O
반미	반미	NNG	O
투쟁	투쟁	NNG	O
의	의	JKG	O
_	_	_	O
파고	파고	NNG	O
를	를	JKO	O
_	_	_	O
비켜	비키+어	VV+EC	O
가	가	VV	O
진	지+ㄴ	EC+JX	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 박진영 어머님이 누구니 뮤비, 이현지 '환상적 몸매'­…'재주는 박진영, 이슈는 이현지?
## <박진영:PER> <어머님이 누구니:POH> 뮤비, <이현지:PER> '환상적 몸매'­…'재주는 <박진영:PER>, 이슈는 <이현지:PER>?
박진영	박진영	NNP	B-PER
_	_	_	O
어머님	어머님	NNG	B-POH
이	이	JKS	I-POH
_	_	_	I-POH
누구	누구+이	NP+VCP	I-POH
니	니	EC	I-POH
_	_	_	O
뮤	뮤	NNG	O
비	비	XSN	O
,	,	SP	O
_	_	_	O
이현지	이현지	NNP	B-PER
_	_	_	O
'	'	SS	O
환상적	환상적	NNG	O
_	_	_	O
몸매	몸매	NNG	O
'	'	SS	O
­	­	SS	O
…	…	SE	O
'	'	SS	O
재주	재주	NNG	O
는	는	JX	O
_	_	_	O
박진영	박진영	NNP	B-PER
,	,	SP	O
_	_	_	O
이슈	이슈	NNG	O
는	는	JX	O
_	_	_	O
이현지	이현지	NNP	B-PER
?	?	SF	O

## 10
## 한편, 대선 출마와 관련해선 "지금 자유한국당은 초상집"이라며 "후보가 되는 것이 굉장히 부담스럽다"고 밝혔다.
## 한편, 대선 출마와 관련해선 "지금 <자유한국당:ORG>은 초상집"이라며 "후보가 되는 것이 굉장히 부담스럽다"고 밝혔다.
한편	한편	NNG	O
,	,	SP	O
_	_	_	O
대선	대선	NNG	O
_	_	_	O
출마	출마	NNG	O
와	와	JC	O
_	_	_	O
관련해선	관련하+여서+ㄴ	VV+EC+JX	O
_	_	_	O
"	"	SS	O
지금	지금	MAG	O
_	_	_	O
자유	자유	NNG	B-ORG
한국	한국	NNP	I-ORG
당	당	XSN	I-ORG
은	은	JX	O
_	_	_	O
초상집	초상집	NNG	O
"	"	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
"	"	SS	O
후보	후보	NNG	O
가	가	JKC	O
_	_	_	O
되	되	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
굉장히	굉장히	MAG	O
_	_	_	O
부담스럽	부담스럽	VA	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 손 씨는 인생학교 서울을 통해 한국인이 삶의 여유와 만족, 행복에 대해 생각해 볼 기회를 얻기를 희망했다.
## <손:PER> 씨는 <인생학교 서울:POH>을 통해 한국인이 삶의 여유와 만족, 행복에 대해 생각해 볼 기회를 얻기를 희망했다.
손	손	NNG	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
인생	인생	NNG	B-POH
학교	학교	NNG	I-POH
_	_	_	I-POH
서울	서울	NNP	I-POH
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
한국인	한국인	NNG	O
이	이	JKS	O
_	_	_	O
삶	삶	NNG	O
의	의	JKG	O
_	_	_	O
여유	여유	NNG	O
와	와	JC	O
_	_	_	O
만족	만족	NNG	O
,	,	SP	O
_	_	_	O
행복	행복	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
생각해	생각하+여	VV+EC	O
_	_	_	O
볼	보+ㄹ	VX+ETM	O
_	_	_	O
기회	기회	NNG	O
를	를	JKO	O
_	_	_	O
얻	얻	VV	O
기	기	ETN	O
를	를	JKO	O
_	_	_	O
희망	희망하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

