## 1
## 서세원은 8일 이른바 ‘동반 홍콩 출국설’에 대해 “매우 화가 난다.
## <서세원:PER>은 <8일:DAT> 이른바 ‘동반 <홍콩:LOC> 출국설’에 대해 “매우 화가 난다.
서세원	서세원	NNP	B-PER
이	이	JKS	O
_	_	_	O
지휘하	지휘하	VV	O
는	는	ETM	O
_	_	_	O
서울시향	서울시향	NNP	B-ORG
은	은	JX	O
_	_	_	O
1	1	SN	B-NOH
부	부	NNB	I-NOH
에	에	JKB	O
는	는	JX	O
_	_	_	O
베토벤	베토벤	NNP	B-PER
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
레오노레	레오노레	NNP	B-POH
_	_	_	I-POH
서곡	서곡	NNG	I-POH
_	_	_	I-POH
3	3	SN	I-POH
번	번	NNB	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
상임	상임	NNG	O
_	_	_	O
작곡가	작곡가	NNG	O
_	_	_	O
진은숙	진은숙	NNP	B-POH
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
별	별	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
아이	아이	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
노래	노래	NNG	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
초연	초연하	VA	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 두 야당은 마음만 먹으면 자기들끼리 상의해 입법권과 예산처리권을 행사할 수 있다.
## <두 야당:NOH>은 마음만 먹으면 자기들끼리 상의해 입법권과 예산처리권을 행사할 수 있다.
두	두	MM	B-NOH
_	_	_	I-NOH
야당	야당	NNG	I-NOH
은	은	JX	O
_	_	_	O
마음	마음	NNG	O
만	만	JX	O
_	_	_	O
먹	먹	VV	O
으면	으면	EC	O
_	_	_	O
자기	자기	NP	O
들	들	XSN	O
끼리	끼리	XSN	O
_	_	_	O
상의해	상의하+여	VV+EC	O
_	_	_	O
입법권	입법권	NNG	O
과	과	JC	O
_	_	_	O
예산	예산	NNG	O
처리	처리	NNG	O
권	권	XSN	O
을	을	JKO	O
_	_	_	O
행사할	행사하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 5
## 신한은행의 이번 일임형 ISA 상품은 고객의 고위험, 중위험, 저위험의 3가지 투자성향을 각각 ‘적극형’과 ‘보수형’으로 나눈 총 6개의 모델 포트폴리오를 갖췄다.
## <신한은행:ORG>의 이번 일임형 ISA 상품은 고객의 고위험, 중위험, 저위험의 <3가지:NOH> 투자성향을 각각 ‘적극형’과 ‘보수형’으로 나눈 총 <6개:NOH>의 모델 포트폴리오를 갖췄다.
신한은행	신한은행	NNP	B-ORG
의	의	JKG	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
일임	일임	NNG	O
형	형	XSN	O
_	_	_	O
ISA	ISA	SL	O
_	_	_	O
상품	상품	NNG	O
은	은	JX	O
_	_	_	O
고객	고객	NNG	O
의	의	JKG	O
_	_	_	O
고	고	XPN	O
위험	위험	NNG	O
,	,	SP	O
_	_	_	O
중	중	NNG	O
위험	위험	NNG	O
,	,	SP	O
_	_	_	O
저	저	XPN	O
위험	위험	NNG	O
의	의	JKG	O
_	_	_	O
3	3	SN	B-NOH
가지	가지	NNB	I-NOH
_	_	_	O
투자	투자	NNG	O
성향	성향	NNG	O
을	을	JKO	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
‘	‘	SS	O
적극	적극	NNG	O
형	형	XSN	O
’	’	SS	O
과	과	JC	O
_	_	_	O
‘	‘	SS	O
보수	보수	NNG	O
형	형	XSN	O
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
나눈	나누+ㄴ	VV+ETM	O
_	_	_	O
총	총	MM	O
_	_	_	O
6	6	SN	B-NOH
개	개	NNB	I-NOH
의	의	JKG	O
_	_	_	O
모델	모델	NNG	O
_	_	_	O
포트폴리오	포트폴리오	NNG	O
를	를	JKO	O
_	_	_	O
갖	갖추	VV	O
췄	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 아베 총리는 전날 참의원 예산위원회에서 관련 질문을 받고 “주시하고 있지만 바로 코멘트하는 것은 삼가겠다”며 “각국의 입국 관리 정책은 기본적으로 내정 사항”이라고 답변했다.
## <아베:PER> 총리는 전날 <참의원 예산위원회:ORG>에서 관련 질문을 받고 “주시하고 있지만 바로 코멘트하는 것은 삼가겠다”며 “각국의 입국 관리 정책은 기본적으로 내정 사항”이라고 답변했다.
아베	아베	NNP	B-PER
_	_	_	O
총리	총리	NNG	O
는	는	JX	O
_	_	_	O
전날	전날	NNG	O
_	_	_	O
참의원	참의원	NNG	B-ORG
_	_	_	I-ORG
예산	예산	NNG	I-ORG
위원회	위원회	NNG	I-ORG
에서	에서	JKB	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
질문	질문	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
“	“	SS	O
주시하	주시하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
지만	지만	EC	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
코멘트	코멘트	NNG	O
하	하	XSV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
삼가	삼가	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
각국	각국	NNG	O
의	의	JKG	O
_	_	_	O
입국	입국	NNG	O
_	_	_	O
관리	관리	NNG	O
_	_	_	O
정책	정책	NNG	O
은	은	JX	O
_	_	_	O
기본적	기본적	NNG	O
으로	으로	JKB	O
_	_	_	O
내정	내정	NNG	O
_	_	_	O
사항	사항	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
답변	답변하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 하루 전인 지난달 30일에도 “미국 정부의 입장에 대해 언급하지 않겠다”며 “난민이 생기는 상황을 근절하기 위해 세계가 협력해야 한다”는 원론적 입장만 밝혔다.
## 하루 전인 지난달 <30일:DAT>에도 “<미국 정부:ORG>의 입장에 대해 언급하지 않겠다”며 “난민이 생기는 상황을 근절하기 위해 세계가 협력해야 한다”는 원론적 입장만 밝혔다.
하루	하루	NNG	O
_	_	_	O
전	전	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
30	30	SN	B-DAT
일	일	NNB	I-DAT
에	에	JKB	O
도	도	JX	O
_	_	_	O
“	“	SS	O
미국	미국	NNP	B-ORG
_	_	_	I-ORG
정부	정부	NNG	I-ORG
의	의	JKG	O
_	_	_	O
입장	입장	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
언급하	언급하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
난민	난민	NNG	O
이	이	JKS	O
_	_	_	O
생기	생기	VV	O
는	는	ETM	O
_	_	_	O
상황	상황	NNG	O
을	을	JKO	O
_	_	_	O
근절하	근절하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
세계	세계	NNG	O
가	가	JKS	O
_	_	_	O
협력해야	협력하+여야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
원론적	원론적	NNG	O
_	_	_	O
입장	입장	NNG	O
만	만	JX	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 신동빈 회장은 현재 자신의 축출을 겨냥해 몇몇 친·인척이 결집하는 것을 ‘세키가하라(關ケ原) 전투(도쿠가와 이에야스가 전국통일을 완성한 전투)’와 비슷한 상황으로 여기는 것으로 알려졌다.
## <신동빈:PER> 회장은 현재 자신의 축출을 겨냥해 몇몇 친·인척이 결집하는 것을 ‘<세키가하라(關ケ原) 전투:POH>(<도쿠가와 이에야스:PER>가 전국통일을 완성한 전투)’와 비슷한 상황으로 여기는 것으로 알려졌다.
신동빈	신동빈	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
은	은	JX	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
축출	축출	NNG	O
을	을	JKO	O
_	_	_	O
겨냥해	겨냥하+여	VV+EC	O
_	_	_	O
몇몇	몇몇	MM	O
_	_	_	O
친	친	XPN	O
·	·	SP	O
인척	인척	NNG	O
이	이	JKS	O
_	_	_	O
결집하	결집하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
‘	‘	SS	O
세키가하라	세키가하라	NNP	B-POH
(	(	SS	I-POH
關	關	SH	I-POH
ケ	ケ	SL	I-POH
原	原	SH	I-POH
)	)	SS	I-POH
_	_	_	I-POH
전투	전투	NNG	I-POH
(	(	SS	O
도쿠가와	도쿠가와	NNP	B-PER
_	_	_	I-PER
이에야스	이에야스	NNP	I-PER
가	가	JKS	O
_	_	_	O
전국	전국	NNG	O
통일	통일	NNG	O
을	을	JKO	O
_	_	_	O
완성한	완성하+ㄴ	VV+ETM	O
_	_	_	O
전투	전투	NNG	O
)	)	SS	O
’	’	SS	O
와	와	JKB	O
_	_	_	O
비슷한	비슷하+ㄴ	VA+ETM	O
_	_	_	O
상황	상황	NNG	O
으로	으로	JKB	O
_	_	_	O
여기	여기	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 이에 유재석은 ‘내 딸, 금사월’ 촬영에 합류해 1인 3역을 소화했다.
## 이에 <유재석:PER>은 ‘<내 딸, 금사월:POH>’ 촬영에 합류해 <1인:NOH> <3역:NOH>을 소화했다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
유재석	유재석	NNP	B-PER
은	은	JX	O
_	_	_	O
‘	‘	SS	O
내	나+의	NP+JKG	B-POH
_	_	_	I-POH
딸	딸	NNG	I-POH
,	,	SP	I-POH
_	_	_	I-POH
금	금	NNG	I-POH
사월	사월	NNG	I-POH
’	’	SS	O
_	_	_	O
촬영	촬영	NNG	O
에	에	JKB	O
_	_	_	O
합류해	합류하+여	VV+EC	O
_	_	_	O
1	1	SN	B-NOH
인	인	NNG	I-NOH
_	_	_	O
3	3	SN	B-NOH
역	역	NNG	I-NOH
을	을	JKO	O
_	_	_	O
소화	소화하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 앞서 지난 8일 열린 재판에서 '포레카 강탈'에 연루된 회사인 모스코스 김경태 전 이사는 "차씨가 포레카를 인수하려고 시도하는 과정에서 '뒤에서 도와주는 어르신들이 있다'고 했는데 그게 최씨와 청와대였던 것 같다"고 말한 바 있다.
## 앞서 지난 <8일:DAT> 열린 재판에서 '<포레카 강탈:POH>'에 연루된 회사인 <모스코스:ORG> <김경태:PER> 전 이사는 "<차:PER>씨가 <포레카:ORG>를 인수하려고 시도하는 과정에서 '뒤에서 도와주는 어르신들이 있다'고 했는데 그게 <최:PER>씨와 <청와대:ORG>였던 것 같다"고 말한 바 있다.
앞서	앞서+어	VV+EC	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
8	8	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
재판	재판	NNG	O
에서	에서	JKB	O
_	_	_	O
'	'	SS	O
포레	포레	NNP	B-POH
카	카	NNG	I-POH
_	_	_	I-POH
강탈	강탈	NNG	I-POH
'	'	SS	O
에	에	JKB	O
_	_	_	O
연루된	연루되+ㄴ	VV+ETM	O
_	_	_	O
회사	회사	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
모스	모스	NNP	B-ORG
코스	코스	NNG	I-ORG
_	_	_	O
김경태	김경태	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
이사	이사	NNG	O
는	는	JX	O
_	_	_	O
"	"	SS	O
차	차	NNP	B-PER
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
포레	포레	NNP	B-ORG
카를	카를	NNP	O
_	_	_	O
인수하	인수하	VV	O
려고	려고	EC	O
_	_	_	O
시도하	시도하	VV	O
는	는	ETM	O
_	_	_	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
'	'	SS	O
뒤	뒤	NNG	O
에서	에서	JKB	O
_	_	_	O
도와주	도와주	VV	O
는	는	ETM	O
_	_	_	O
어르신	어르신	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
'	'	SS	O
고	고	JKQ	O
_	_	_	O
했	+였	+EP	O
는데	는데	EC	O
_	_	_	O
그게	그것+이	NP+JKS	O
_	_	_	O
최	최	NNP	B-PER
씨	씨	NNB	O
와	와	JC	O
_	_	_	O
청와대	청와대+이	NNP+VCP	B-ORG
였	었	EP	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
말한	말하+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 김씨는 "배후가 누구냐고 물으면 차씨는 명쾌하게 말을 안 하고 '재단'이라는 표현만 썼다.
## <김:PER>씨는 "배후가 누구냐고 물으면 <차:PER>씨는 명쾌하게 말을 안 하고 '재단'이라는 표현만 썼다.
김	김	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
"	"	SS	O
배후	배후	NNG	O
가	가	JKS	O
_	_	_	O
누구	누구+이	NP+VCP	O
냐고	냐고	EC	O
_	_	_	O
물	묻	VV	O
으면	으면	EC	O
_	_	_	O
차	차	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
명쾌하	명쾌하	VA	O
게	게	EC	O
_	_	_	O
말	말	NNG	O
을	을	JKO	O
_	_	_	O
안	안	MAG	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
'	'	SS	O
재단	재단	NNG	O
'	'	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
표현	표현	NNG	O
만	만	JX	O
_	_	_	O
썼	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 지금 생각해보니 최씨와 안종범 전 수석을 가리키는 것 같다"고 말하기도 했다.
## 지금 생각해보니 <최:PER>씨와 <안종범:PER> 전 수석을 가리키는 것 같다"고 말하기도 했다.
지금	지금	MAG	O
_	_	_	O
생각해	생각하+여	VV+EC	O
보	보	VX	O
니	니	EC	O
_	_	_	O
최	최	NNP	B-PER
씨	씨	NNB	O
와	와	JC	O
_	_	_	O
안종범	안종범	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
수석	수석	NNG	O
을	을	JKO	O
_	_	_	O
가리키	가리키	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
말하	말하	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 13
## 한편 차씨는 최씨의 성격에 대해 "굉장히 폐쇄적"이라며 "본인에 대해 이야기하는 것을 꺼렸다"고 회상했다.
## 한편 <차:PER>씨는 <최:PER>씨의 성격에 대해 "굉장히 폐쇄적"이라며 "본인에 대해 이야기하는 것을 꺼렸다"고 회상했다.
한편	한편	MAG	O
_	_	_	O
차	차	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
최	최	NNP	B-PER
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
성격	성격	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
"	"	SS	O
굉장히	굉장히	MAG	O
_	_	_	O
폐쇄적	폐쇄적	NNG	O
"	"	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
"	"	SS	O
본인	본인	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
이야기하	이야기하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
꺼	꺼리	VV	O
렸	었	EP	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
회상	회상하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 또한 신촌, 광화문까지 출퇴근이 용이한 광역버스 정류장도 도보 2분 거리에 있다.
## 또한 <신촌:LOC>, <광화문:LOC>까지 출퇴근이 용이한 광역버스 정류장도 도보 <2분:NOH> 거리에 있다.
또한	또한	MAG	O
_	_	_	O
신촌	신촌	NNP	B-LOC
,	,	SP	O
_	_	_	O
광화문	광화문	NNP	B-LOC
까지	까지	JX	O
_	_	_	O
출퇴근	출퇴근	NNG	O
이	이	JKS	O
_	_	_	O
용이한	용이하+ㄴ	VA+ETM	O
_	_	_	O
광역	광역	NNG	O
버스	버스	NNG	O
_	_	_	O
정류장	정류장	NNG	O
도	도	JX	O
_	_	_	O
도보	도보	NNG	O
_	_	_	O
2	2	SN	B-NOH
분	분	NNB	I-NOH
_	_	_	O
거리	거리	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

