## 1
## 워싱턴포스트(WP)는 ＂트럼프는 가능하면 숀 스파이서 백악관 대변인의 일일 브리핑을 직접 모니터링하고 있다.
## <워싱턴포스트:ORG>(<WP:ORG>)는 ＂<트럼프:PER>는 가능하면 <숀 스파이서:PER> <백악관:ORG> 대변인의 일일 브리핑을 직접 모니터링하고 있다.
워싱턴포스트	워싱턴포스트	NNP	B-ORG
줘	주+어	VX+EC	O
_	_	_	O
알	알	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
아홉	아홉	NR	B-NOH
살	살	NNB	I-NOH
짜리	짜리	XSN	O
_	_	_	O
조카	조카	NNG	O
도	도	JX	O
_	_	_	O
‘	‘	SS	O
선물	선물	NNG	O
_	_	_	O
사	사+아	VV+EC	O
_	_	_	O
달	달	VX	O
라고	라고	EC	O
_	_	_	O
전해	전하	VV	O
라	라	EF	O
’	’	SS	O
라고	라고	JKQ	O
_	_	_	O
말하	말하	VV	O
더라	더라	EF	O
.	.	SF	O
_	_	_	O
처음	처음	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
인터넷	인터넷	NNG	O
에서	에서	JKB	O
_	_	_	O
돌아다니	돌아다니	VV	O
는	는	ETM	O
_	_	_	O
사진	사진	NNG	O
이	이	JKS	O
_	_	_	O
부끄럽	부끄럽	VA	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
사람	사람	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
좋아해	좋아하+여	VV+EC	O
준다	주+ㄴ다+하	VX+EC+VV	O
기에	기에	EC	O
_	_	_	O
위안	위안	NNG	O
을	을	JKO	O
_	_	_	O
얻	얻	VV	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## ‘달의 연인’은 19일 월요일 밤 10시 8회가 방송 된다.
## ‘<달의 연인:POH>’은 <19일 월요일:DAT> <밤 10시:TIM> <8회:NOH>가 방송 된다.
‘	‘	SS	O
달	달	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
연인	연인	NNG	I-POH
’	’	SS	O
은	은	JX	O
_	_	_	O
19	19	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	I-DAT
월요일	월요일	NNG	I-DAT
_	_	_	O
밤	밤	NNG	B-TIM
_	_	_	I-TIM
10	10	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
8	8	SN	B-NOH
회	회	NNB	I-NOH
가	가	JKS	O
_	_	_	O
방송	방송	NNG	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## [한·중 FTA 共商·共建·共享] 중국 비즈니스 해결사 ‘차이나데스크’
## [<한:ORG>·<중:ORG> <FTA:POH> 共商·共建·共享] <중국:ORG> 비즈니스 해결사 ‘차이나데스크’
[	[	SS	O
한	한	MM	B-ORG
·	·	SP	O
중	중	NNP	B-ORG
_	_	_	O
FTA	FTA	SL	B-POH
_	_	_	O
共商	共商	SH	O
·	·	SP	O
共建	共建	SH	O
·	·	SP	O
共享	共享	SH	O
]	]	SS	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
비즈니스	비즈니스	NNG	O
_	_	_	O
해결사	해결사	NNG	O
_	_	_	O
‘	‘	SS	O
차이나	차이나	NNP	O
데스크	데스크	NNG	O
’	’	SS	O

## 12
## 이날 롯데그룹은 “고바야시 사장이 일본롯데 최고재무책임자(CFO) 업무에 집중하기 위해 롯데캐피탈 사장직을 사임했다”라고 밝혔다.
## 이날 <롯데그룹:ORG>은 “<고바야시:PER> 사장이 <일본롯데:ORG> 최고재무책임자(CFO) 업무에 집중하기 위해 <롯데캐피탈:ORG> 사장직을 사임했다”라고 밝혔다.
이날	이날	NNG	O
_	_	_	O
롯데그룹	롯데그룹	NNP	B-ORG
은	은	JX	O
_	_	_	O
“	“	SS	O
고바야시	고바야시	NNP	B-PER
_	_	_	O
사장	사장	NNG	O
이	이	JKS	O
_	_	_	O
일본	일본	NNP	B-ORG
롯데	롯데	NNP	I-ORG
_	_	_	O
최고	최고	NNG	O
재무	재무	NNG	O
책임자	책임자	NNG	O
(	(	SS	O
CFO	CFO	SL	O
)	)	SS	O
_	_	_	O
업무	업무	NNG	O
에	에	JKB	O
_	_	_	O
집중하	집중하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
롯데	롯데	NNP	B-ORG
캐피탈	캐피탈	NNG	I-ORG
_	_	_	O
사장	사장	NNG	O
직	직	NNG	O
을	을	JKO	O
_	_	_	O
사임	사임하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 더위 때문에 승용차를 이용하는 시민들이 늘면서 교통 체증이 심해지자 대중교통 이용을 유도하기 위해 2006년 나온 아이디어다.
## 더위 때문에 승용차를 이용하는 시민들이 늘면서 교통 체증이 심해지자 대중교통 이용을 유도하기 위해 <2006년:DAT> 나온 아이디어다.
더위	더위	NNG	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
승용차	승용차	NNG	O
를	를	JKO	O
_	_	_	O
이용하	이용하	VV	O
는	는	ETM	O
_	_	_	O
시민	시민	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
늘	늘	VV	O
면서	면서	EC	O
_	_	_	O
교통	교통	NNG	O
_	_	_	O
체증	체증	NNG	O
이	이	JKS	O
_	_	_	O
심해	심하+여	VA+EC	O
지	지	VX	O
자	자	EC	O
_	_	_	O
대중교통	대중교통	NNG	O
_	_	_	O
이용	이용	NNG	O
을	을	JKO	O
_	_	_	O
유도하	유도하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
2006	2006	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
나온	나오+ㄴ	VV+ETM	O
_	_	_	O
아이디어	아이디어+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 그러니까 버스 놓칠까 봐 내려서 뛰고, 횡단보도 막 건너고 그래. 나한테 재촉도 하고. 첫차 시간을 5~10분만 당겨주면 좋겠어. 맘 편하게들 출근하게.” 이날도 버스는 봉천사거리에서 2~3분 지체된 터였다.
## 그러니까 버스 놓칠까 봐 내려서 뛰고, 횡단보도 막 건너고 그래. 나한테 재촉도 하고. 첫차 시간을 <5:NOH>~<10분:NOH>만 당겨주면 좋겠어. 맘 편하게들 출근하게.” 이날도 버스는 <봉천사거리:LOC>에서 <2:NOH>~<3분:NOH> 지체된 터였다.
그러니까	그러니까	MAJ	O
_	_	_	O
버스	버스	NNG	O
_	_	_	O
놓칠까	놓치+ㄹ까	VV+EC	O
_	_	_	O
봐	보+아	VX+EC	O
_	_	_	O
내려서	내리+어서	VV+EC	O
_	_	_	O
뛰	뛰	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
횡단보도	횡단보도	NNG	O
_	_	_	O
막	막	MAG	O
_	_	_	O
건너	건너	VV	O
고	고	EC	O
_	_	_	O
그래	그래	IC	O
.	.	SF	O
_	_	_	O
나	나	NP	O
한테	한테	JKB	O
_	_	_	O
재촉	재촉	NNG	O
도	도	JX	O
_	_	_	O
하	하	XSV	O
고	고	EF	O
.	.	SF	O
_	_	_	O
첫차	첫차	NNG	O
_	_	_	O
시간	시간	NNG	O
을	을	JKO	O
_	_	_	O
5	5	SN	B-NOH
~	~	SO	O
10	10	SN	B-NOH
분	분	NNB	I-NOH
만	만	JX	O
_	_	_	O
당겨	당기+어	VV+EC	O
주	주	VX	O
면	면	EC	O
_	_	_	O
좋	좋	VA	O
겠	겠	EP	O
어	어	EF	O
.	.	SF	O
_	_	_	O
맘	맘	NNG	O
_	_	_	O
편하	편하	VA	O
게	게	EC	O
들	들	JX	O
_	_	_	O
출근하	출근하	VV	O
게	게	EF	O
.	.	SF	O
”	”	SS	O
_	_	_	O
이날	이날	NNG	O
도	도	JX	O
_	_	_	O
버스	버스	NNG	O
는	는	JX	O
_	_	_	O
봉천사거리	봉천사거리	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
2	2	SN	B-NOH
~	~	SO	O
3	3	SN	B-NOH
분	분	NNB	I-NOH
_	_	_	O
지체된	지체되+ㄴ	VV+ETM	O
_	_	_	O
터	터+이	NNB+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 경기지방경찰청 제2청 사이버수사대는 3일 도박공간 개설 혐의로 불법 도박사이트 운영자 이모(51)씨를 구속했다고 밝혔다.
## <경기지방경찰청 제2청 사이버수사대:ORG>는 <3일:DAT> 도박공간 개설 혐의로 불법 도박사이트 운영자 <이모:PER>(<51:NOH>)씨를 구속했다고 밝혔다.
경기지방경찰청	경기지방경찰청	NNP	B-ORG
_	_	_	I-ORG
제	제	XPN	I-ORG
2	2	SN	I-ORG
청	청	NNG	I-ORG
_	_	_	I-ORG
사이버	사이버	NNG	I-ORG
수사대	수사대	NNG	I-ORG
는	는	JX	O
_	_	_	O
3	3	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
도박	도박	NNG	O
공간	공간	NNG	O
_	_	_	O
개설	개설	NNG	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
불법	불법	NNG	O
_	_	_	O
도박	도박	NNG	O
사이트	사이트	NNG	O
_	_	_	O
운영	운영	NNG	O
자	자	XSN	O
_	_	_	O
이모	이모	NNG	B-PER
(	(	SS	O
51	51	SN	B-NOH
)	)	SS	O
씨	씨	NNB	O
를	를	JKO	O
_	_	_	O
구속	구속하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 또 불법 도박 사이트에서 수백만~수천만원을 배팅한 주모(45)씨 등 49명을 도박 혐의로 불구속 입건하고, 불법 도박사이트 운영에 이용된 대포통장을 빌려준 원모(45)씨 5명을 전자금융거래법 위반 혐의로 불구속 입건했다.
## 또 불법 도박 사이트에서 <수백만:MNY>~<수천만원:MNY>을 배팅한 <주모:PER>(<45:NOH>)씨 등 <49명:NOH>을 도박 혐의로 불구속 입건하고, 불법 도박사이트 운영에 이용된 대포통장을 빌려준 <원모:PER>(<45:NOH>)씨 <5명:NOH>을 전자금융거래법 위반 혐의로 불구속 입건했다.
또	또	MAG	O
_	_	_	O
불법	불법	NNG	O
_	_	_	O
도박	도박	NNG	O
_	_	_	O
사이트	사이트	NNG	O
에서	에서	JKB	O
_	_	_	O
수백만	수백만	NR	B-MNY
~	~	SO	O
수천만	수천만	NR	B-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
배팅	배팅	NNG	O
한	한	NNP	O
_	_	_	O
주	주	NNP	B-PER
모	모	NP	I-PER
(	(	SS	O
45	45	SN	B-NOH
)	)	SS	O
씨	씨	NNB	O
_	_	_	O
등	등	NNB	O
_	_	_	O
49	49	SN	B-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
도박	도박	NNG	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
불구속	불구속	NNG	O
_	_	_	O
입건하	입건하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
불법	불법	NNG	O
_	_	_	O
도박	도박	NNG	O
사이트	사이트	NNG	O
_	_	_	O
운영	운영	NNG	O
에	에	JKB	O
_	_	_	O
이용된	이용되+ㄴ	VV+ETM	O
_	_	_	O
대포	대포	NNG	O
통장	통장	NNG	O
을	을	JKO	O
_	_	_	O
빌려	빌리+어	VV+EC	O
준	주+ㄴ	VV+ETM	O
_	_	_	O
원모	원모	NNG	B-PER
(	(	SS	O
45	45	SN	B-NOH
)	)	SS	O
씨	씨	NNB	O
_	_	_	O
5	5	SN	B-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
전자	전자	NNG	O
금융거래	금융거래	NNG	O
법	법	NNG	O
_	_	_	O
위반	위반	NNG	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
불구속	불구속	NNG	O
_	_	_	O
입건	입건하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

