## 1
## 양손을 주머니에 찔러 넣은 차재경은 학생을 앞에 둔 교수처럼 천천히 위엄 있는 목소리로 입을 열었다.
## 양손을 주머니에 찔러 넣은 <차재경:PER>은 학생을 앞에 둔 교수처럼 천천히 위엄 있는 목소리로 입을 열었다.
양손	양손	NNG	O
## 4
## 북핵 6자회담 한국 측 수석대표인 황준국 외교부 한반도평화교섭본부장은 기조연설에서 “이번 북한의 도발과 남북 고위당국자 접촉을 통해 한·중 관계 및 북·중 관계의 변화가 확실히 드러났다”고 말했다.
## <북핵 6자회담:POH> <한국:ORG> 측 수석대표인 <황준국:PER> <외교부:ORG> 한반도평화교섭본부장은 기조연설에서 “이번 <북한:ORG>의 도발과 <남북:ORG> 고위당국자 접촉을 통해 <한·중:ORG> 관계 및 <북·중:ORG> 관계의 변화가 확실히 드러났다”고 말했다.
북	북	NNP	B-POH
핵	핵	NNG	I-POH
_	_	_	I-POH
6	6	SN	I-POH
자	자	NNB	I-POH
회담	회담	NNG	I-POH
_	_	_	O
한국	한국	NNP	B-ORG
_	_	_	O
측	측	NNB	O
_	_	_	O
수석대표	수석대표	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
황준국	황준국	NNP	B-PER
_	_	_	O
외교부	외교부	NNG	B-ORG
_	_	_	O
한반도평화교섭본부	한반도평화교섭본부	NNP	O
장	장	XSN	O
은	은	JX	O
_	_	_	O
기조연설	기조연설	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
이번	이번	NNG	O
_	_	_	O
북한	북한	NNP	B-ORG
의	의	JKG	O
_	_	_	O
도발	도발	NNG	O
과	과	JC	O
_	_	_	O
남북	남북	NNP	B-ORG
_	_	_	O
고위	고위	NNG	O
당국자	당국자	NNG	O
_	_	_	O
접촉	접촉	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
한	한	NNP	B-ORG
·	·	SP	I-ORG
중	중	NNP	I-ORG
_	_	_	O
관계	관계	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
북	북	NNP	B-ORG
·	·	SP	I-ORG
중	중	NNP	I-ORG
_	_	_	O
관계	관계	NNG	O
의	의	JKG	O
_	_	_	O
변화	변화	NNG	O
가	가	JKS	O
_	_	_	O
확실히	확실히	MAG	O
_	_	_	O
드러났	드러나+았	VV+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 올해 한 경기도 나가지 못해 아쉬운 시즌이었다”고 했다.
## 올해 <한 경기:NOH>도 나가지 못해 아쉬운 시즌이었다”고 했다.
올해	올해	NNG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
경기	경기	NNG	I-NOH
도	도	JX	O
_	_	_	O
나가	나가	VV	O
지	지	EC	O
_	_	_	O
못해	못하+여	VX+EC	O
_	_	_	O
아쉬	아쉽	VA	O
운	ㄴ	ETM	O
_	_	_	O
시즌	시즌	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 6
## 경기 광주, 신현리·태전지구 내게 맞는 입지는 어디?
## <경기 광주:LOC>, <신현리:LOC>·<태전지구:LOC> 내게 맞는 입지는 어디?
경기	경기	NNP	B-LOC
_	_	_	I-LOC
광주	광주	NNP	I-LOC
,	,	SP	O
_	_	_	O
신현리	신현리	NNP	B-LOC
·	·	SP	O
태전	태전	NNP	B-LOC
지구	지구	NNG	I-LOC
_	_	_	O
내게	나+에게	NP+JKB	O
_	_	_	O
맞	맞	VV	O
는	는	ETM	O
_	_	_	O
입지	입지	NNG	O
는	는	JX	O
_	_	_	O
어디	어디	NP	O
?	?	SF	O

## 7
## 박 위원장은 이 밖에 사법개혁특별위원회 설치를 제안했다.
## <박:PER> 위원장은 이 밖에 <사법개혁특별위원회:ORG> 설치를 제안했다.
박	박	NNP	B-PER
_	_	_	O
위원장	위원장	NNG	O
은	은	JX	O
_	_	_	O
이	이	MM	O
_	_	_	O
밖	밖	NNG	O
에	에	JKB	O
_	_	_	O
사법	사법	NNG	B-ORG
개혁	개혁	NNG	I-ORG
특별	특별	NNG	I-ORG
위원회	위원회	NNG	I-ORG
_	_	_	O
설치	설치	NNG	O
를	를	JKO	O
_	_	_	O
제안	제안하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 대구시가 성서아웃렛타운(달서구 호림동) 일대를 ‘걷고 싶은 거리’로 조성한다.
## <대구시:ORG>가 <성서아웃렛타운:ORG>(<달서구 호림동:LOC>) 일대를 ‘걷고 싶은 거리’로 조성한다.
대구시	대구시	NNP	B-ORG
가	가	JKS	O
_	_	_	O
성서	성서	NNG	B-ORG
아웃렛	아웃렛	NNG	I-ORG
타운	타운	NNG	I-ORG
(	(	SS	O
달서구	달서구	NNP	B-LOC
_	_	_	I-LOC
호림동	호림동	NNP	I-LOC
)	)	SS	O
_	_	_	O
일대	일대	NNG	O
를	를	JKO	O
_	_	_	O
‘	‘	SS	O
걷	걷	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
은	은	ETM	O
_	_	_	O
거리	거리	NNG	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
조성한다	조성하+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 현지 경찰에 구속된 김 씨의 일행은 김모 씨(44·여)와 김 씨의 아들(21), 딸(19), 박 씨의 아들(15)로 밝혀졌고, 같이 있었던 또 다른 15세 남자는 귀국한 최모 씨(41·여)의 아들인 것으로 알려졌다.
## 현지 경찰에 구속된 <김:PER> 씨의 일행은 <김모:PER> 씨(<44:NOH>·여)와 <김:PER> 씨의 아들(<21:NOH>), 딸(<19:NOH>), <박:PER> 씨의 아들(<15:NOH>)로 밝혀졌고, 같이 있었던 또 다른 <15세:NOH> 남자는 귀국한 <최모:PER> 씨(<41:NOH>·여)의 아들인 것으로 알려졌다.
현지	현지	NNG	O
_	_	_	O
경찰	경찰	NNG	O
에	에	JKB	O
_	_	_	O
구속된	구속되+ㄴ	VV+ETM	O
_	_	_	O
김	김	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
일행	일행	NNG	O
은	은	JX	O
_	_	_	O
김	김	NNP	B-PER
모	모	NP	I-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
44	44	SN	B-NOH
·	·	SP	O
여	여	NNG	O
)	)	SS	O
와	와	JKB	O
_	_	_	O
김	김	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
아들	아들	NNG	O
(	(	SS	O
21	21	SN	B-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
딸	딸	NNG	O
(	(	SS	O
19	19	SN	B-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
아들	아들	NNG	O
(	(	SS	O
15	15	SN	B-NOH
)	)	SS	O
로	로	JKB	O
_	_	_	O
밝혀	밝혀지	VV	O
졌	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
같이	같이	MAG	O
_	_	_	O
있	있	VA	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
또	또	MAG	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
15	15	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
남자	남자	NNG	O
는	는	JX	O
_	_	_	O
귀국한	귀국하+ㄴ	VV+ETM	O
_	_	_	O
최	최	NNP	B-PER
모	모	NP	I-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
41	41	SN	B-NOH
·	·	SP	O
여	여	NNG	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
아들	아들	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 결국 인스타그램 세상에서 성공하는 길은 끊임없이 소통하는 것. 그게 정답이다.
## 결국 <인스타그램:POH> 세상에서 성공하는 길은 끊임없이 소통하는 것. 그게 정답이다.
결국	결국	NNG	O
_	_	_	O
인스타그램	인스타그램	NNP	B-POH
_	_	_	O
세상	세상	NNG	O
에서	에서	JKB	O
_	_	_	O
성공하	성공하	VV	O
는	는	ETM	O
_	_	_	O
길	길	NNG	O
은	은	JX	O
_	_	_	O
끊임없이	끊임없이	MAG	O
_	_	_	O
소통하	소통하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
.	.	SF	O
_	_	_	O
그게	그것+이	NP+JKS	O
_	_	_	O
정답	정답	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## ● 롯데롯데월드, 석촌호수 벚꽃 프로모션 서울 잠실 롯데월드 어드벤처가 4월 꽃구경 나들이를 준비하는 가족방문객을 위한 행사를 연다.
## ● <롯데:ORG><롯데월드:ORG>, <석촌호수:LOC> 벚꽃 프로모션 <서울 잠실:LOC> <롯데월드 어드벤처:ORG>가 <4월:DAT> 꽃구경 나들이를 준비하는 가족방문객을 위한 행사를 연다.
●	●	SW	O
_	_	_	O
롯데	롯데	NNP	B-ORG
롯데월드	롯데월드	NNP	B-ORG
,	,	SP	O
_	_	_	O
석촌호수	석촌호수	NNP	B-LOC
_	_	_	O
벚꽃	벚꽃	NNG	O
_	_	_	O
프로모션	프로모션	NNG	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
잠실	잠실	NNP	I-LOC
_	_	_	O
롯데월드	롯데월드	NNP	B-ORG
_	_	_	I-ORG
어드벤처	어드벤처	NNG	I-ORG
가	가	JKS	O
_	_	_	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
꽃구경	꽃구경	NNG	O
_	_	_	O
나들이	나들이	NNG	O
를	를	JKO	O
_	_	_	O
준비하	준비하	VV	O
는	는	ETM	O
_	_	_	O
가족	가족	NNG	O
방문객	방문객	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
행사	행사	NNG	O
를	를	JKO	O
_	_	_	O
연다	열+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 이에 익명의 청와대 관계자가 햇볕정책을 주도한 박 위원장을 향해 “북한에 약점 잡힌 게 있느냐”고 비판했고, 다시 박 위원장이 “떳떳하게 실명을 밝히라”고 되받는 논란을 벌였다.
## 이에 익명의 <청와대:ORG> 관계자가 <햇볕정책:POH>을 주도한 <박:PER> 위원장을 향해 “<북한:ORG>에 약점 잡힌 게 있느냐”고 비판했고, 다시 <박:PER> 위원장이 “떳떳하게 실명을 밝히라”고 되받는 논란을 벌였다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
익명	익명	NNG	O
의	의	JKG	O
_	_	_	O
청와대	청와대	NNP	B-ORG
_	_	_	O
관계자	관계자	NNG	O
가	가	JKS	O
_	_	_	O
햇볕	햇볕	NNG	B-POH
정책	정책	NNG	I-POH
을	을	JKO	O
_	_	_	O
주도한	주도하+ㄴ	VV+ETM	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
위원장	위원장	NNG	O
을	을	JKO	O
_	_	_	O
향해	향하+여	VV+EC	O
_	_	_	O
“	“	SS	O
북한	북한	NNP	B-ORG
에	에	JKB	O
_	_	_	O
약점	약점	NNG	O
_	_	_	O
잡힌	잡히+ㄴ	VV+ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
있	있	VA	O
느냐	느냐	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
비판	비판하	VV	O
했	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
위원장	위원장	NNG	O
이	이	JKS	O
_	_	_	O
“	“	SS	O
떳떳하	떳떳하	VA	O
게	게	EC	O
_	_	_	O
실명	실명	NNG	O
을	을	JKO	O
_	_	_	O
밝히	밝히	VV	O
라	라	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
되받	되받	VV	O
는	는	ETM	O
_	_	_	O
논란	논란	NNG	O
을	을	JKO	O
_	_	_	O
벌	벌이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 특히 신시장인 태양광 사업은 2011년부터 2015년 상반기까지 긴 침체기에 들어가면서 사업 불확실성이 커졌다.
## 특히 신시장인 태양광 사업은 <2011년부터 2015년:DUR> 상반기까지 긴 침체기에 들어가면서 사업 불확실성이 커졌다.
특히	특히	MAG	O
_	_	_	O
신	신	XPN	O
시장	시장	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
태양광	태양광	NNG	O
_	_	_	O
사업	사업	NNG	O
은	은	JX	O
_	_	_	O
2011	2011	SN	B-DUR
년	년	NNB	I-DUR
부터	부터	JX	I-DUR
_	_	_	I-DUR
2015	2015	SN	I-DUR
년	년	NNB	I-DUR
_	_	_	O
상반기	상반기	NNG	O
까지	까지	JX	O
_	_	_	O
긴	길+ㄴ	VA+ETM	O
_	_	_	O
침체기	침체기	NNG	O
에	에	JKB	O
_	_	_	O
들어가	들어가	VV	O
면서	면서	EC	O
_	_	_	O
사업	사업	NNG	O
_	_	_	O
불확실성	불확실성	NNG	O
이	이	JKS	O
_	_	_	O
커	커지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 일부지점에선 『기관투자가들이 4만원 가까운 응찰가격을 써냈다』는 소문이 돌아 개인신청자들을 긴장시키기도 했다.
## 일부지점에선 『기관투자가들이 <4만원:MNY> 가까운 응찰가격을 써냈다』는 소문이 돌아 개인신청자들을 긴장시키기도 했다.
일부	일부	NNG	O
지점	지점	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
『	『	SS	O
기관	기관	NNG	O
투자가	투자가	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
4	4	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
가까	가깝	VA	O
운	ㄴ	ETM	O
_	_	_	O
응찰	응찰	NNG	O
가격	가격	NNG	O
을	을	JKO	O
_	_	_	O
써냈	써내+었	VV+EP	O
다	다	EF	O
』	』	SS	O
는	는	JX	O
_	_	_	O
소문	소문	NNG	O
이	이	JKS	O
_	_	_	O
돌	돌	VV	O
아	아	EC	O
_	_	_	O
개인	개인	NNG	O
신청자	신청자	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
긴장	긴장	NNG	O
시키	시키	XSV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

