## 1
## 국내 지도자 경험이 없지만 일본이든 한국이든 농구는 똑같다.
## 국내 지도자 경험이 없지만 <일본:ORG>이든 <한국:ORG>이든 농구는 똑같다.
국내	국내	NNG	O
가운데	가운데	NNG	O
,	,	SP	O
_	_	_	O
레이싱	레이싱	NNG	O
을	을	JKO	O
_	_	_	O
벌이	벌이	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
담긴	담기+ㄴ	VV+ETM	O
_	_	_	O
CCTV	CCTV	SL	O
_	_	_	O
영상	영상	NNG	O
이	이	JKS	O
_	_	_	O
공개	공개되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 이에 박맹우 당시 울산시장은 2006년 6월 ‘트램 건설 보류’를 공식 발표했다.
## 이에 <박맹우:PER> 당시 울산시장은 <2006년 6월:DAT> ‘트램 건설 보류’를 공식 발표했다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
박맹우	박맹우	NNP	B-PER
_	_	_	O
당시	당시	NNG	O
_	_	_	O
울산	울산	NNP	O
시장	시장	NNG	O
은	은	JX	O
_	_	_	O
2006	2006	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
6	6	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
‘	‘	SS	O
트램	트램	NNG	O
_	_	_	O
건설	건설	NNG	O
_	_	_	O
보류	보류	NNG	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
발표	발표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 30일 방송된 ‘진짜사나이’에서는 여군특집 3기 멤버들이 특수부대에서 군 생활을 체험하는 모습이 그려졌다.
## <30일:DAT> 방송된 ‘<진짜사나이:POH>’에서는 여군특집 <3기:NOH> 멤버들이 특수부대에서 군 생활을 체험하는 모습이 그려졌다.
30	30	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
진짜	진짜	NNG	B-POH
사나이	사나이	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
여군	여군	NNG	O
특집	특집	NNG	O
_	_	_	O
3	3	SN	B-NOH
기	기	NNG	I-NOH
_	_	_	O
멤버	멤버	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
특수	특수	NNG	O
부대	부대	NNG	O
에서	에서	JKB	O
_	_	_	O
군	군	NNG	O
_	_	_	O
생활	생활	NNG	O
을	을	JKO	O
_	_	_	O
체험하	체험하	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
그려	그리+어+지	VV+EC+VX	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 최문휴 한국골프문화포럼 회장
## <최문휴:PER> <한국골프문화포럼:ORG> 회장
최문휴	최문휴	NNP	B-PER
_	_	_	O
한국	한국	NNP	B-ORG
골프	골프	NNG	I-ORG
문화	문화	NNG	I-ORG
포럼	포럼	NNG	I-ORG
_	_	_	O
회장	회장	NNG	O

## 11
## 부인 멜라니아와 이방카 등 자녀 네 명도 함께 나왔다.
## 부인 <멜라니아:PER>와 <이방카:PER> 등 자녀 <네 명:NOH>도 함께 나왔다.
부인	부인	NNG	O
_	_	_	O
멜라니	멜라니	NNP	B-PER
아	아	XSN	I-PER
와	와	JC	O
_	_	_	O
이	이	MM	B-PER
방카	방카	NNP	I-PER
_	_	_	O
등	등	NNB	O
_	_	_	O
자녀	자녀	NNG	O
_	_	_	O
네	네	MM	B-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
도	도	JX	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 북한의 핵무기 생산능력이 어느 정도인지를 알 수 있는 국가가 있다.
## <북한:ORG>의 핵무기 생산능력이 어느 정도인지를 알 수 있는 국가가 있다.
북한	북한	NNP	B-ORG
의	의	JKG	O
_	_	_	O
핵무기	핵무기	NNG	O
_	_	_	O
생산	생산	NNG	O
능력	능력	NNG	O
이	이	JKS	O
_	_	_	O
어느	어느	MM	O
_	_	_	O
정도	정도	NNG	O
인지	이+ㄴ지	VCP+EC	O
를	를	JKO	O
_	_	_	O
알	알+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
국가	국가	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

