## 1
## 앞서 북한의 중앙방송은 13일 아나운서가 낭송한 김일성추모방송을 통해 북한군은 『세상이 열백번 변한다 해도 추호의 동요없이 최고사령관의 영도를 충성으로 받들어 나갈 것이며 총대로 최고사령관을 결사 옹위할 것』이라고 주장했다.
## 앞서 <북한:ORG>의 <중앙방송:ORG>은 <13일:DAT> 아나운서가 낭송한 <김일성:PER>추모방송을 통해 <북한군:ORG>은 『세상이 <열백번:NOH> 변한다 해도 추호의 동요없이 최고사령관의 영도를 충성으로 받들어 나갈 것이며 총대로 최고사령관을 결사 옹위할 것』이라고 주장했다.
앞서	앞서+어	VV+EC	O
_	_	_	O
100	100	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
엑스트라	엑스트라	NNG	O
_	_	_	O
버진	버진	NNG	O
_	_	_	O
올리브	올리브	NNG	O
_	_	_	O
오일	오일	NNG	O
을	을	JKO	O
_	_	_	O
사용하	사용하	VV	O
는	는	ETM	O
_	_	_	O
웰빙	웰빙	NNG	O
요리	요리	NNG	O
를	를	JKO	O
_	_	_	O
갖추	갖추	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 9
## ‘모범납세자 선정’ 송승헌-윤아, 대통령 표창 수상하고 ‘찰칵’…그 모습은?
## ‘모범납세자 선정’ <송승헌:PER>-<윤아:PER>, 대통령 표창 수상하고 ‘찰칵’…그 모습은?
‘	‘	SS	O
모범	모범	NNG	O
납세자	납세자	NNG	O
_	_	_	O
선정	선정	NNG	O
’	’	SS	O
_	_	_	O
송승헌	송승헌	NNP	B-PER
-	-	SO	O
윤아	윤아	NNP	B-PER
,	,	SP	O
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
표창	표창	NNG	O
_	_	_	O
수상하	수상하	VA	O
고	고	EC	O
_	_	_	O
‘	‘	SS	O
찰칵	찰칵	MAG	O
’	’	SS	O
…	…	SE	O
그	그	MM	O
_	_	_	O
모습	모습	NNG	O
은	은	JX	O
?	?	SF	O

## 10
## 슬럼프가 미치는 영향(복수응답)은 어떨까? 응답자 74.7%는 슬럼프로 인해 직장생활에 지장을 받고 있다고 입을 모았다.
## 슬럼프가 미치는 영향(복수응답)은 어떨까? 응답자 <74.7%:PNT>는 슬럼프로 인해 직장생활에 지장을 받고 있다고 입을 모았다.
슬럼프	슬럼프	NNG	O
가	가	JKC	O
_	_	_	O
미치	미치	VV	O
는	는	ETM	O
_	_	_	O
영향	영향	NNG	O
(	(	SS	O
복수	복수	NNG	O
응답	응답	NNG	O
)	)	SS	O
은	은	JX	O
_	_	_	O
어떨까	어떻+ㄹ까	VA+EF	O
?	?	SF	O
_	_	_	O
응답자	응답자	NNG	O
_	_	_	O
74.7	74.7	SN	B-PNT
%	%	SW	I-PNT
는	는	JX	O
_	_	_	O
슬럼프	슬럼프	NNG	O
로	로	JKB	O
_	_	_	O
인해	인하+여	VV+EC	O
_	_	_	O
직장	직장	NNG	O
생활	생활	NNG	O
에	에	JKB	O
_	_	_	O
지장	지장	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다고	다고	EC	O
_	_	_	O
입	입	NNG	O
을	을	JKO	O
_	_	_	O
모	모으	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 서울지방경찰청 국제범죄수사대는 해외에서 발급된 신용카드로 국내 인터넷 쇼핑몰에서 금이나 홍삼 등을 구입해 싸게 되파는 수법으로 약 16억 원을 챙긴 혐의(특정경제범죄가중처벌법상 사기 등)로 조직 총책 정모 씨(41)등 8명을 구속하고 알선 담당 공모 씨(43) 등 10명을 불구속했다고 25일 밝혔다.
## <서울지방경찰청 국제범죄수사대:ORG>는 해외에서 발급된 신용카드로 국내 인터넷 쇼핑몰에서 금이나 홍삼 등을 구입해 싸게 되파는 수법으로 약 <16억 원:MNY>을 챙긴 혐의(<특정경제범죄가중처벌법상 사기:POH> 등)로 조직 총책 <정모:PER> 씨(<41:NOH>)등 <8명:NOH>을 구속하고 알선 담당 <공모:PER> 씨(<43:NOH>) 등 <10명:NOH>을 불구속했다고 <25일:DAT> 밝혔다.
서울	서울	NNP	B-ORG
지방	지방	NNG	I-ORG
경찰청	경찰청	NNG	I-ORG
_	_	_	I-ORG
국제	국제	NNG	I-ORG
범죄	범죄	NNG	I-ORG
수사대	수사대	NNG	I-ORG
는	는	JX	O
_	_	_	O
해외	해외	NNG	O
에서	에서	JKB	O
_	_	_	O
발급된	발급되+ㄴ	VV+ETM	O
_	_	_	O
신용카드	신용카드	NNG	O
로	로	JKB	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
인터넷	인터넷	NNG	O
_	_	_	O
쇼핑몰	쇼핑몰	NNG	O
에서	에서	JKB	O
_	_	_	O
금	금	NNG	O
이나	이나	JC	O
_	_	_	O
홍삼	홍삼	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
구입해	구입하+여	VV+EC	O
_	_	_	O
싸	싸	VA	O
게	게	EC	O
_	_	_	O
되파	되팔	VV	O
는	는	ETM	O
_	_	_	O
수법	수법	NNG	O
으로	으로	JKB	O
_	_	_	O
약	약	MM	O
_	_	_	O
16	16	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
챙긴	챙기+ㄴ	VV+ETM	O
_	_	_	O
혐의	혐의	NNG	O
(	(	SS	O
특정	특정	NNG	B-POH
경제	경제	NNG	I-POH
범죄	범죄	NNG	I-POH
가중	가중	NNG	I-POH
처벌	처벌	NNG	I-POH
법	법	NNG	I-POH
상	상	XSN	I-POH
_	_	_	I-POH
사기	사기	NNG	I-POH
_	_	_	O
등	등	NNB	O
)	)	SS	O
로	로	JKB	O
_	_	_	O
조직	조직	NNG	O
_	_	_	O
총책	총책	NNG	O
_	_	_	O
정	정	NNP	B-PER
모	모	NP	I-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
41	41	SN	B-NOH
)	)	SS	O
등	등	NNB	O
_	_	_	O
8	8	SN	B-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
구속하	구속하	VV	O
고	고	EC	O
_	_	_	O
알선	알선	NNG	O
_	_	_	O
담당	담당	NNG	O
_	_	_	O
공모	공모	NNG	B-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
43	43	SN	B-NOH
)	)	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
10	10	SN	B-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
불구속	불구속하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
25	25	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 또 기업들을 매달 한자리에 모아 양성평등 실천 내용을 발표하고, 성과를 공유하도록 하죠. 기업 간 경쟁을 유도해 참여도를 높이기 위한 조치죠.”의무와 권리▼ 직장문화라고 하니 ‘맨스플레인’이 떠오르네요. 정치권은 특히 맨스플레인이 강할 거 같은 데 어떻게 처신했습니까(맨스플레인은 ‘남자(man)’와 ‘설명하다(explain)’를 결합한 신조어로, 남성이 여성에게 항상 가르치듯 설명하는 것을 뜻한다).
## 또 기업들을 매달 <한자리:NOH>에 모아 양성평등 실천 내용을 발표하고, 성과를 공유하도록 하죠. 기업 간 경쟁을 유도해 참여도를 높이기 위한 조치죠.”의무와 권리▼ 직장문화라고 하니 ‘맨스플레인’이 떠오르네요. 정치권은 특히 맨스플레인이 강할 거 같은 데 어떻게 처신했습니까(맨스플레인은 ‘남자(man)’와 ‘설명하다(explain)’를 결합한 신조어로, 남성이 여성에게 항상 가르치듯 설명하는 것을 뜻한다).
또	또	MAG	O
_	_	_	O
기업	기업	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
매달	매달	MAG	O
_	_	_	O
한자리	한자리	NNG	B-NOH
에	에	JKB	O
_	_	_	O
모	모으	VV	O
아	아	EC	O
_	_	_	O
양성	양성	NNG	O
평등	평등	NNG	O
_	_	_	O
실천	실천	NNG	O
_	_	_	O
내용	내용	NNG	O
을	을	JKO	O
_	_	_	O
발표하	발표하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
성과	성과	NNG	O
를	를	JKO	O
_	_	_	O
공유하	공유하	VV	O
도록	도록	EC	O
_	_	_	O
하	하	VX	O
죠	죠	EF	O
.	.	SF	O
_	_	_	O
기업	기업	NNG	O
_	_	_	O
간	간	NNB	O
_	_	_	O
경쟁	경쟁	NNG	O
을	을	JKO	O
_	_	_	O
유도해	유도하+여	VV+EC	O
_	_	_	O
참여	참여	NNG	O
도	도	NNG	O
를	를	JKO	O
_	_	_	O
높이	높이	VV	O
기	기	ETN	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
조치	조치+이	NNG+VCP	O
죠	죠	EF	O
.	.	SF	O
”	”	SS	O
의무	의무	NNG	O
와	와	JC	O
_	_	_	O
권리	권리	NNG	O
▼	▼	SW	O
_	_	_	O
직장	직장	NNG	O
문화	문화+이	NNG+VCP	O
라고	라고	EC	O
_	_	_	O
하	하	VV	O
니	니	EC	O
_	_	_	O
‘	‘	SS	O
맨스	맨스	NNP	O
플레인	플레인	NNG	O
’	’	SS	O
이	이	JKS	O
_	_	_	O
떠오르	떠오르	VV	O
네요	네요	EF	O
.	.	SF	O
_	_	_	O
정치권	정치권	NNG	O
은	은	JX	O
_	_	_	O
특히	특히	MAG	O
_	_	_	O
맨스	맨스	NNP	O
플레인	플레인	NNG	O
이	이	JKS	O
_	_	_	O
강할	강하+ㄹ	VA+ETM	O
_	_	_	O
거	것	NNB	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
처신	처신하	VV	O
했	였	EP	O
습니까	습니까	EF	O
(	(	SS	O
맨스	맨스	NNP	O
플레인	플레인	NNG	O
은	은	JX	O
_	_	_	O
‘	‘	SS	O
남자	남자	NNG	O
(	(	SS	O
man	man	SL	O
)	)	SS	O
’	’	SS	O
와	와	JC	O
_	_	_	O
‘	‘	SS	O
설명하	설명하	VV	O
다	다	EF	O
(	(	SS	O
explain	explain	SL	O
)	)	SS	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
결합한	결합하+ㄴ	VV+ETM	O
_	_	_	O
신조어	신조어	NNG	O
로	로	JKB	O
,	,	SP	O
_	_	_	O
남성	남성	NNG	O
이	이	JKS	O
_	_	_	O
여성	여성	NNG	O
에게	에게	JKB	O
_	_	_	O
항상	항상	MAG	O
_	_	_	O
가르치	가르치	VV	O
듯	듯	EC	O
_	_	_	O
설명하	설명하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
뜻한다	뜻하+ㄴ다	VV+EF	O
)	)	SS	O
.	.	SF	O

## 13
## 시 주석과 블라디미르 푸틴 러시아 대통령은 지난달 정상회담에서도 사드 배치에 반대했다.
## <시:PER> 주석과 <블라디미르 푸틴:PER> <러시아:ORG> 대통령은 지난달 정상회담에서도 <사드:POH> 배치에 반대했다.
시	시	NNP	B-PER
_	_	_	O
주석	주석	NNG	O
과	과	JC	O
_	_	_	O
블라디미르	블라디미르	NNP	B-PER
_	_	_	I-PER
푸틴	푸틴	NNP	I-PER
_	_	_	O
러시아	러시아	NNP	B-ORG
_	_	_	O
대통령	대통령	NNG	O
은	은	JX	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
정상	정상	NNG	O
회담	회담	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
사드	사드	NNP	B-POH
_	_	_	O
배치	배치	NNG	O
에	에	JKB	O
_	_	_	O
반대	반대하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 이석수가 감찰 내용을 누설한 것도 법 위반 차원을 떠나 보기에 좋지 않다.
## <이석수:PER>가 감찰 내용을 누설한 것도 법 위반 차원을 떠나 보기에 좋지 않다.
이석수	이석수	NNP	B-PER
가	가	JKS	O
_	_	_	O
감찰	감찰	NNG	O
_	_	_	O
내용	내용	NNG	O
을	을	JKO	O
_	_	_	O
누설한	누설하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
법	법	NNG	O
_	_	_	O
위반	위반	NNG	O
_	_	_	O
차원	차원	NNG	O
을	을	JKO	O
_	_	_	O
떠나	떠나+아	VV+EC	O
_	_	_	O
보	보	VV	O
기	기	ETN	O
에	에	JKB	O
_	_	_	O
좋	좋	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
다	다	EF	O
.	.	SF	O

## 15
## “학자도 언론도 왜 이 문제에 대해 고민이 없나.” 한두 번이 아니었다.
## “학자도 언론도 왜 이 문제에 대해 고민이 없나.” <한:NOH><두 번:NOH>이 아니었다.
“	“	SS	O
학자	학자	NNG	O
도	도	JX	O
_	_	_	O
언론	언론	NNG	O
도	도	JX	O
_	_	_	O
왜	왜	MAG	O
_	_	_	O
이	이	MM	O
_	_	_	O
문제	문제	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
고민	고민	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
나	나	EF	O
.	.	SF	O
”	”	SS	O
_	_	_	O
한두	한두	MM	B-NOH
_	_	_	I-NOH
번	번	NNB	I-NOH
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

