## 1
## 문 후보는 공식선거운동 첫날인이날 대구를 시작으로 22일간의 대선 레이스에 들어갔다.
## <문:PER> 후보는 공식선거운동 첫날인이날 <대구:LOC>를 시작으로 <22일간:DUR>의 대선 레이스에 들어갔다.
문	문	NNP	B-PER
다	다	EF	O
.	.	SF	O

## 5
## 위례 엘포트 한라비발디의 분양홍보관은 경기도 성남시 수정구 위례광장로 21-13 (위례힘찬프라자 2층)에 마련되며, 2월 오픈 예정이다.
## <위례 엘포트 한라비발디:LOC>의 분양홍보관은 <경기도:LOC> <성남시:LOC> <수정구:LOC> <위례광장로 21-13:LOC> (<위례힘찬프라자:LOC> <2층:NOH>)에 마련되며, <2월:DAT> 오픈 예정이다.
위례	위례	NNG	B-LOC
_	_	_	I-LOC
엘포트	엘포트	NNP	I-LOC
_	_	_	I-LOC
한라	한라	NNP	I-LOC
비발디	비발디	NNP	I-LOC
의	의	JKG	O
_	_	_	O
분양	분양	NNG	O
홍보	홍보	NNG	O
관	관	XSN	O
은	은	JX	O
_	_	_	O
경기도	경기도	NNP	B-LOC
_	_	_	O
성남시	성남시	NNP	B-LOC
_	_	_	O
수정구	수정구	NNP	B-LOC
_	_	_	O
위례	위례	NNP	B-LOC
광장	광장	NNG	I-LOC
로	로	JKB	I-LOC
_	_	_	I-LOC
21	21	SN	I-LOC
-	-	SO	I-LOC
13	13	SN	I-LOC
_	_	_	O
(	(	SS	O
위례	위례	NNP	B-LOC
힘	힘	NNG	I-LOC
찬	찬	NNG	I-LOC
프라자	프라자	NNG	I-LOC
_	_	_	O
2	2	SN	B-NOH
층	층	NNG	I-NOH
)	)	SS	O
에	에	JKB	O
_	_	_	O
마련되	마련되	VV	O
며	며	EC	O
,	,	SP	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
오픈	오픈	NNG	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 이에 따라 이번 기업결합 심사 결과를 29일까지 발표해야 한다.
## 이에 따라 이번 기업결합 심사 결과를 <29일:DAT>까지 발표해야 한다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
기업	기업	NNG	O
결합	결합	NNG	O
_	_	_	O
심사	심사	NNG	O
_	_	_	O
결과	결과	NNG	O
를	를	JKO	O
_	_	_	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
발표해야	발표하+여야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 7
## 온라인 중앙일보 ‘이영돈pd가 간다’
## <온라인 중앙일보:POH> ‘<이영돈pd가 간다:POH>’
온라인	온라인	NNG	B-POH
_	_	_	I-POH
중앙일보	중앙일보	NNP	I-POH
_	_	_	O
‘	‘	SS	O
이영돈	이영돈	NNP	B-POH
pd	pd	SL	I-POH
가	가	JKS	I-POH
_	_	_	I-POH
간다	가+ㄴ다	VV+EF	I-POH
’	’	SS	O

## 8
## 청와대의 부처 장악력을 높이는 차원에서 안 비서관의 역할이 크게 축소됐다고 보기 힘들다.
## <청와대:ORG>의 부처 장악력을 높이는 차원에서 <안:PER> 비서관의 역할이 크게 축소됐다고 보기 힘들다.
청와대	청와대	NNP	B-ORG
의	의	JKG	O
_	_	_	O
부처	부처	NNG	O
_	_	_	O
장악력	장악력	NNG	O
을	을	JKO	O
_	_	_	O
높이	높이	VV	O
는	는	ETM	O
_	_	_	O
차원	차원	NNG	O
에서	에서	JKB	O
_	_	_	O
안	안	NNP	B-PER
_	_	_	O
비서관	비서관	NNG	O
의	의	JKG	O
_	_	_	O
역할	역할	NNG	O
이	이	JKS	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
축소	축소되	VV	O
됐	었	EP	O
다고	다고	EC	O
_	_	_	O
보	보	VV	O
기	기	ETN	O
_	_	_	O
힘들	힘들	VA	O
다	다	EF	O
.	.	SF	O

## 9
## 복지부 관계자는 “지침 형식으로 전달한 것이기 때문에 어린이집도 따라야 한다”라며 “이를 어기면 어떤 행정처분을 내릴 수 있는지 검토 중”이라고 말했다.
## <복지부:ORG> 관계자는 “지침 형식으로 전달한 것이기 때문에 어린이집도 따라야 한다”라며 “이를 어기면 어떤 행정처분을 내릴 수 있는지 검토 중”이라고 말했다.
복지부	복지부	NNG	B-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
지침	지침	NNG	O
_	_	_	O
형식	형식	NNG	O
으로	으로	JKB	O
_	_	_	O
전달한	전달하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
어린이집	어린이집	NNG	O
도	도	JX	O
_	_	_	O
따	따르	VV	O
라야	아야	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
어기	어기	VV	O
면	면	EC	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
행정	행정	NNG	O
처분	처분	NNG	O
을	을	JKO	O
_	_	_	O
내릴	내리+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는지	는지	EC	O
_	_	_	O
검토	검토	NNG	O
_	_	_	O
중	중	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 스탠다드차타드은행 관계자는 “호텔·쇼핑·항공·병원·골프 등에서 ‘특급대우’를 제공한다”고 설명했다.
## <스탠다드차타드은행:ORG> 관계자는 “호텔·쇼핑·항공·병원·골프 등에서 ‘특급대우’를 제공한다”고 설명했다.
스탠다드	스탠다드	NNG	B-ORG
차	차	NNG	I-ORG
타드	타드	NNP	I-ORG
은행	은행	NNG	I-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
호텔	호텔	NNG	O
·	·	SP	O
쇼핑	쇼핑	NNG	O
·	·	SP	O
항공	항공	NNG	O
·	·	SP	O
병원	병원	NNG	O
·	·	SP	O
골프	골프	NNG	O
_	_	_	O
등	등	NNB	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
특급	특급	NNG	O
대우	대우	NNG	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
제공한다	제공하+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 조합설립인가 신청일 현재 서울·인천·경기에 6개월 이상 거주한 무주택자이거나 소형주택(전용 85m² 이하 1채) 소유자면 조합원 가입이 가능하다.
## 조합설립인가 신청일 현재 <서울:LOC>·<인천:LOC>·<경기:LOC>에 <6개월:NOH> 이상 거주한 무주택자이거나 소형주택(전용 <85m²:NOH> 이하 <1채:NOH>) 소유자면 조합원 가입이 가능하다.
조합	조합	NNG	O
설립	설립	NNG	O
인가	인가	NNG	O
_	_	_	O
신청	신청	NNG	O
일	일	NNG	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
서울	서울	NNP	B-LOC
·	·	SP	O
인천	인천	NNP	B-LOC
·	·	SP	O
경기	경기	NNG	B-LOC
에	에	JKB	O
_	_	_	O
6	6	SN	B-NOH
개월	개월	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
_	_	_	O
거주한	거주하+ㄴ	VV+ETM	O
_	_	_	O
무주택	무주택	NNG	O
자	자	XSN	O
이	이	VCP	O
거나	거나	EC	O
_	_	_	O
소형	소형	NNG	O
주택	주택	NNG	O
(	(	SS	O
전용	전용	NNG	O
_	_	_	O
85	85	SN	B-NOH
m	m	SL	I-NOH
²	²	SW	I-NOH
_	_	_	O
이하	이하	NNG	O
_	_	_	O
1	1	SN	B-NOH
채	채	NNB	I-NOH
)	)	SS	O
_	_	_	O
소유자	소유자+이	NNG+VCP	O
면	면	EC	O
_	_	_	O
조합원	조합원	NNG	O
_	_	_	O
가입	가입	NNG	O
이	이	JKS	O
_	_	_	O
가능하	가능하	VA	O
다	다	EF	O
.	.	SF	O

## 12
## 지역의 전문 디벨로퍼로 손꼽히고 있는 GT투자개발㈜은 모다아울렛김천구미점과 구미 도량 미소지움, 구미 남통 e-편한세상 등 성공적인 프로젝트 실적을 보유하고 있다.
## 지역의 전문 디벨로퍼로 손꼽히고 있는 <GT투자개발㈜:ORG>은 <모다아울렛김천구미점:LOC>과 <구미:LOC> <도량 미소지움:LOC>, <구미:LOC> <남통 e-편한세상:LOC> 등 성공적인 프로젝트 실적을 보유하고 있다.
지역	지역	NNG	O
의	의	JKG	O
_	_	_	O
전문	전문	NNG	O
_	_	_	O
디벨로퍼	디벨로퍼	NNG	O
로	로	JKB	O
_	_	_	O
손꼽히	손꼽히	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
GT	GT	SL	B-ORG
투자	투자	NNG	I-ORG
개발	개발	NNG	I-ORG
㈜	㈜	SW	I-ORG
은	은	JX	O
_	_	_	O
모다	모다	MAG	B-LOC
아울렛	아울렛	NNG	I-LOC
김천	김천	NNP	I-LOC
구미	구미	NNP	I-LOC
점	점	NNG	I-LOC
과	과	JC	O
_	_	_	O
구미	구미	NNP	B-LOC
_	_	_	O
도량	도량	NNG	B-LOC
_	_	_	I-LOC
미소	미소	NNG	I-LOC
지움	짓+ㅁ	VV+ETN	I-LOC
,	,	SP	O
_	_	_	O
구미	구미	NNP	B-LOC
_	_	_	O
남통	남통	NNP	B-LOC
_	_	_	I-LOC
e	e	SL	I-LOC
-	-	SO	I-LOC
편한세상	편한세상	NNG	I-LOC
_	_	_	O
등	등	NNB	O
_	_	_	O
성공적	성공적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
프로젝트	프로젝트	NNG	O
_	_	_	O
실적	실적	NNG	O
을	을	JKO	O
_	_	_	O
보유하	보유하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

