## 1
## 몸이 완전치 않아 경기에 뛰진 못했어도 올스타전에 임하는 자세를 실천한 김희진이다.
## 몸이 완전치 않아 경기에 뛰진 못했어도 <올스타전:POH>에 임하는 자세를 실천한 <김희진:PER>이다.
몸	몸	NNG	O
‘	‘	SS	O
애플	애플	NNP	B-POH
(	(	SS	O
Apple	Apple	SL	B-POH
)	)	SS	O
’	’	SS	O
은	은	JX	O
_	_	_	O
음원	음원	NNG	O
_	_	_	O
발매	발매	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
멜론	멜론	NNG	B-ORG
,	,	SP	O
_	_	_	O
엠넷	엠넷	NNP	B-ORG
닷컴	닷컴	NNG	I-ORG
,	,	SP	O
_	_	_	O
올레	올레	NNP	B-ORG
뮤직	뮤직	NNG	I-ORG
,	,	SP	O
_	_	_	O
지니	지니	NNP	B-ORG
,	,	SP	O
_	_	_	O
네이버	네이버	NNP	B-ORG
뮤직	뮤직	NNG	I-ORG
_	_	_	O
등	등	NNB	O
에서	에서	JKB	O
_	_	_	O
정상	정상	NNG	O
을	을	JKO	O
_	_	_	O
차지	차지하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 특히 이날 공개된 '파라다이스 로스트' 뮤직비디오에서 가인은 몸매가 강조된 의상을 입고 바닥에 엎드리는 등 과감한 안무를 선보이며 섹시미를 발산했다.
## 특히 이날 공개된 '<파라다이스 로스트:POH>' 뮤직비디오에서 가인은 몸매가 강조된 의상을 입고 바닥에 엎드리는 등 과감한 안무를 선보이며 섹시미를 발산했다.
특히	특히	MAG	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
공개된	공개되+ㄴ	VV+ETM	O
_	_	_	O
'	'	SS	O
파라다이스	파라다이스	NNP	B-POH
_	_	_	I-POH
로스트	로스트	NNG	I-POH
'	'	SS	O
_	_	_	O
뮤직	뮤직	NNG	O
비디오	비디오	NNG	O
에서	에서	JKB	O
_	_	_	O
가인	가인	NNG	O
은	은	JX	O
_	_	_	O
몸매	몸매	NNG	O
가	가	JKS	O
_	_	_	O
강조된	강조되+ㄴ	VV+ETM	O
_	_	_	O
의상	의상	NNG	O
을	을	JKO	O
_	_	_	O
입	입	VV	O
고	고	EC	O
_	_	_	O
바닥	바닥	NNG	O
에	에	JKB	O
_	_	_	O
엎드리	엎드리	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
과감한	과감하+ㄴ	VA+ETM	O
_	_	_	O
안무	안무	NNG	O
를	를	JKO	O
_	_	_	O
선보이	선보이	VV	O
며	며	EC	O
_	_	_	O
섹시	섹시	NNG	O
미	미	NNG	O
를	를	JKO	O
_	_	_	O
발산	발산하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 여기서 제외되는 것은 은행 요구불예금 금리(4단계로 예정) 뿐이다.
## 여기서 제외되는 것은 은행 요구불예금 금리(<4단계:NOH>로 예정) 뿐이다.
여기	여기	NP	O
서	서	JKB	O
_	_	_	O
제외되	제외되	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
은행	은행	NNG	O
_	_	_	O
요구불	요구불	NNG	O
예금	예금	NNG	O
_	_	_	O
금리	금리	NNG	O
(	(	SS	O
4	4	SN	B-NOH
단계	단계	NNG	I-NOH
로	로	JKB	O
_	_	_	O
예정	예정	NNG	O
)	)	SS	O
_	_	_	O
뿐	뿐	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 이런 상황에서 방송 제작진이 출판사에 공문을 보낸 것은 동아일보의 관련 보도(11월 17일자 A26면)에 대한 해명의 의미를 담고 있다.
## 이런 상황에서 방송 제작진이 출판사에 공문을 보낸 것은 <동아일보:POH>의 관련 보도(<11월 17일:DAT>자 <A26면:NOH>)에 대한 해명의 의미를 담고 있다.
이런	이런	MM	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
_	_	_	O
방송	방송	NNG	O
_	_	_	O
제작진	제작진	NNG	O
이	이	JKS	O
_	_	_	O
출판사	출판사	NNG	O
에	에	JKB	O
_	_	_	O
공문	공문	NNG	O
을	을	JKO	O
_	_	_	O
보낸	보내+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
동아일보	동아일보	NNP	B-POH
의	의	JKG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
보도	보도	NNG	O
(	(	SS	O
11	11	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
17	17	SN	I-DAT
일자	일자	NNG	O
_	_	_	O
A	A	SL	B-NOH
26	26	SN	I-NOH
면	면	NNG	I-NOH
)	)	SS	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
해명	해명	NNG	O
의	의	JKG	O
_	_	_	O
의미	의미	NNG	O
를	를	JKO	O
_	_	_	O
담	담	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 현재 MBC 월화드라마 ‘빛나거나 미치거나’에 출연 중인 장혁은 바쁜 촬영일정에도 아내와 함께 출산을 준비중이다.
## 현재 <MBC:POH> 월화드라마 ‘<빛나거나 미치거나:POH>’에 출연 중인 <장혁:PER>은 바쁜 촬영일정에도 아내와 함께 출산을 준비중이다.
현재	현재	MAG	O
_	_	_	O
MBC	MBC	SL	B-POH
_	_	_	O
월	월	NNG	O
화	화	NNG	O
드라마	드라마	NNG	O
_	_	_	O
‘	‘	SS	O
빛나	빛나	VV	B-POH
거나	거나	EC	I-POH
_	_	_	I-POH
미치	미치	VV	I-POH
거나	거나	EF	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
출연	출연	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
장혁	장혁	NNP	B-PER
은	은	JX	O
_	_	_	O
바쁜	바쁘+ㄴ	VA+ETM	O
_	_	_	O
촬영	촬영	NNG	O
일정	일정	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
아내	아내	NNG	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
출산	출산	NNG	O
을	을	JKO	O
_	_	_	O
준비	준비	NNG	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 박 반장은 “운동경기를 좋아하는 연예인이 스트레스를 해소하기 위해 재미삼아 시작하지만 결국 도박에 중독되는 사례가 심심찮다”면서 “하지 않는 게 최선”이라고 다시 한 번 강조했다.
## <박:PER> 반장은 “운동경기를 좋아하는 연예인이 스트레스를 해소하기 위해 재미삼아 시작하지만 결국 도박에 중독되는 사례가 심심찮다”면서 “하지 않는 게 최선”이라고 다시 <한 번:NOH> 강조했다.
박	박	NNP	B-PER
_	_	_	O
반장	반장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
운동	운동	NNG	O
경기	경기	NNG	O
를	를	JKO	O
_	_	_	O
좋아하	좋아하	VV	O
는	는	ETM	O
_	_	_	O
연예인	연예인	NNG	O
이	이	JKS	O
_	_	_	O
스트레스	스트레스	NNG	O
를	를	JKO	O
_	_	_	O
해소하	해소하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
재미	재미	NNG	O
삼	삼	VV	O
아	아	EC	O
_	_	_	O
시작하	시작하	VV	O
지만	지만	EC	O
_	_	_	O
결국	결국	NNG	O
_	_	_	O
도박	도박	NNG	O
에	에	JKB	O
_	_	_	O
중독되	중독되	VV	O
는	는	ETM	O
_	_	_	O
사례	사례	NNG	O
가	가	JKS	O
_	_	_	O
심심찮	심심찮	VA	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
하	하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
최선	최선	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
번	번	NNB	I-NOH
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 63ml 2만1천원.HIT ITEM은 파우더룸(cafe.naver.com/cosmania)과 여성동아 페이스북(www.facebook.com/thewomandonga)에서도 보실 수 있습니다.
## <63ml:NOH> <2만1천원:MNY>.HIT ITEM은 <파우더룸:POH>(<cafe.naver.com/cosmania:POH>)과 <여성동아 페이스북:POH>(<www.facebook.com/thewomandonga:POH>)에서도 보실 수 있습니다.
63	63	SN	B-NOH
ml	ml	SL	I-NOH
_	_	_	O
2	2	SN	B-MNY
만	만	NR	I-MNY
1	1	SN	I-MNY
천	천	NR	I-MNY
원	원	NNB	I-MNY
.	.	SF	O
HIT	HIT	SL	O
_	_	_	O
ITEM	ITEM	SL	O
은	은	JX	O
_	_	_	O
파우더	파우더	NNG	B-POH
룸	룸	NNG	I-POH
(	(	SS	O
cafe	cafe	SL	B-POH
.	.	SF	I-POH
naver	naver	SL	I-POH
.	.	SF	I-POH
com	com	SL	I-POH
/	/	SP	I-POH
cosmania	cosmania	SL	I-POH
)	)	SS	O
과	과	JKB	O
_	_	_	O
여성동아	여성동아	NNP	B-POH
_	_	_	I-POH
페이스북	페이스북	NNP	I-POH
(	(	SS	O
www	www	SL	B-POH
.	.	SF	I-POH
facebook	facebook	SL	I-POH
.	.	SF	I-POH
com	com	SL	I-POH
/	/	SP	I-POH
thewomandonga	thewomandonga	SL	I-POH
)	)	SS	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
보	보	VV	O
실	시+ㄹ	EP+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
습니다	습니다	EF	O
.	.	SF	O

## 10
## 사진제공 랑콤(080-022-3332) 메이크업포에버(080-514-8942) 바비브라운(02-3440-2781) 스킨푸드(080-012-7878) 아리따움(02-6080-9966) 에스쁘아(080-619-8888) 유리아주(070-7091-6635) 이니스프리(080-380-0114) 입생로랑(080-347-0089) 페리페라(080-080-1510)디자인 이지은editor 최은초롱 기자
## 사진제공 <랑콤:ORG>(<080-022-3332:POH>) <메이크업포에버:ORG>(<080-514-8942:POH>) <바비브라운:ORG>(<02-3440-2781:POH>) <스킨푸드:ORG>(<080-012-7878:POH>) <아리따움:ORG>(<02-6080-9966:POH>) <에스쁘아:ORG>(<080-619-8888:POH>) <유리아주:ORG>(<070-7091-6635:POH>) <이니스프리:ORG>(<080-380-0114:POH>) <입생로랑:ORG>(<080-347-0089:POH>) <페리페라:ORG>(<080-080-1510:POH>)디자인 <이지은:PER>editor <최은초롱:PER> 기자
사진	사진	NNG	O
제공	제공	NNG	O
_	_	_	O
랑콤	랑콤	NNP	B-ORG
(	(	SS	O
080	080	SN	B-POH
-	-	SO	I-POH
022	022	SN	I-POH
-	-	SO	I-POH
3332	3332	SN	I-POH
)	)	SS	O
_	_	_	O
메이크업포에버	메이크업포에버	NNP	B-ORG
(	(	SS	O
080	080	SN	B-POH
-	-	SO	I-POH
514	514	SN	I-POH
-	-	SO	I-POH
8942	8942	SN	I-POH
)	)	SS	O
_	_	_	O
바비	바비	NNP	B-ORG
브라운	브라운	NNP	I-ORG
(	(	SS	O
02	02	SN	B-POH
-	-	SO	I-POH
3440	3440	SN	I-POH
-	-	SO	I-POH
2781	2781	SN	I-POH
)	)	SS	O
_	_	_	O
스킨	스킨	NNG	B-ORG
푸드	푸드	NNG	I-ORG
(	(	SS	O
080	080	SN	B-POH
-	-	SO	I-POH
012	012	SN	I-POH
-	-	SO	I-POH
7878	7878	SN	I-POH
)	)	SS	O
_	_	_	O
아리따움	아리땁+ㅁ	VA+ETN	B-ORG
(	(	SS	O
02	02	SN	B-POH
-	-	SO	I-POH
6080	6080	SN	I-POH
-	-	SO	I-POH
9966	9966	SN	I-POH
)	)	SS	O
_	_	_	O
에스	에스	NNG	B-ORG
쁘	쁘	NNG	I-ORG
아	아	NNP	I-ORG
(	(	SS	O
080	080	SN	B-POH
-	-	SO	I-POH
619	619	SN	I-POH
-	-	SO	I-POH
8888	8888	SN	I-POH
)	)	SS	O
_	_	_	O
유리	유리	NNG	B-ORG
아주	아주	MAG	I-ORG
(	(	SS	O
070	070	SN	B-POH
-	-	SO	I-POH
7091	7091	SN	I-POH
-	-	SO	I-POH
6635	6635	SN	I-POH
)	)	SS	O
_	_	_	O
이니스프리	이니스프리	NNP	B-ORG
(	(	SS	O
080	080	SN	B-POH
-	-	SO	I-POH
380	380	SN	I-POH
-	-	SO	I-POH
0114	0114	SN	I-POH
)	)	SS	O
_	_	_	O
입생	입생	NNP	B-ORG
로랑	로랑	NNP	I-ORG
(	(	SS	O
080	080	SN	B-POH
-	-	SO	I-POH
347	347	SN	I-POH
-	-	SO	I-POH
0089	0089	SN	I-POH
)	)	SS	O
_	_	_	O
페리	페리	NNP	B-ORG
페라	페라	NNG	I-ORG
(	(	SS	O
080	080	SN	B-POH
-	-	SO	I-POH
080	080	SN	I-POH
-	-	SO	I-POH
1510	1510	SN	I-POH
)	)	SS	O
디자인	디자인	NNG	O
_	_	_	O
이지은	이지은	NNP	B-PER
editor	editor	SL	O
_	_	_	O
최은	최은	NNP	B-PER
초롱	초롱	NNG	I-PER
_	_	_	O
기자	기자	NNG	O

## 11
## 팬들은 십시일반 정성을 모으고 그 위에 이보미가 온정을 더해 주변의 어려운 이웃들에게 나눔을 실천한다.
## 팬들은 십시일반 정성을 모으고 그 위에 <이보미:PER>가 온정을 더해 주변의 어려운 이웃들에게 나눔을 실천한다.
팬	팬	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
십시일반	십시일반	NNG	O
_	_	_	O
정성	정성	NNG	O
을	을	JKO	O
_	_	_	O
모으	모으	VV	O
고	고	EC	O
_	_	_	O
그	그	MM	O
_	_	_	O
위	위	NNG	O
에	에	JKB	O
_	_	_	O
이보미	이보미	NNP	B-PER
가	가	JKS	O
_	_	_	O
온정	온정	NNG	O
을	을	JKO	O
_	_	_	O
더해	더하+여	VV+EC	O
_	_	_	O
주변	주변	NNG	O
의	의	JKG	O
_	_	_	O
어려	어렵	VA	O
운	ㄴ	ETM	O
_	_	_	O
이웃	이웃	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
나눔	나누+ㅁ	VV+ETN	O
을	을	JKO	O
_	_	_	O
실천한다	실천하+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 2008년 문화재청과 천연기념물 지킴이 협약을 맺고 수달, 두루미, 어름치, 장수하늘소 등 멸종위기 보호종을 선정해 전문 단체의 보호 및 연구 활동을 지원하고 있다.
## <2008년:DAT> <문화재청:ORG>과 천연기념물 지킴이 협약을 맺고 수달, 두루미, 어름치, 장수하늘소 등 멸종위기 보호종을 선정해 전문 단체의 보호 및 연구 활동을 지원하고 있다.
2008	2008	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
문화재청	문화재청	NNG	B-ORG
과	과	JC	O
_	_	_	O
천연기념물	천연기념물	NNG	O
_	_	_	O
지킴이	지킴이	NNG	O
_	_	_	O
협약	협약	NNG	O
을	을	JKO	O
_	_	_	O
맺	맺	VV	O
고	고	EC	O
_	_	_	O
수달	수달	NNG	O
,	,	SP	O
_	_	_	O
두루미	두루미	NNG	O
,	,	SP	O
_	_	_	O
어름치	어름치	NNG	O
,	,	SP	O
_	_	_	O
장수하늘소	장수하늘소	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
멸종	멸종	NNG	O
위기	위기	NNG	O
_	_	_	O
보호	보호	NNG	O
종	종	XSN	O
을	을	JKO	O
_	_	_	O
선정해	선정하+여	VV+EC	O
_	_	_	O
전문	전문	NNG	O
_	_	_	O
단체	단체	NNG	O
의	의	JKG	O
_	_	_	O
보호	보호	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
연구	연구	NNG	O
_	_	_	O
활동	활동	NNG	O
을	을	JKO	O
_	_	_	O
지원하	지원하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 히딩크 감독은 지난 2009년에도 첼시의 임시 감독으로 2009-2010시즌 FA(잉글랜드축구협회)컵 우승을 이끌었다.
## <히딩크:PER> 감독은 지난 <2009년:DAT>에도 <첼시:ORG>의 임시 감독으로 <2009:NOH>-<2010시즌:NOH> <FA:ORG>(<잉글랜드축구협회:ORG>)컵 우승을 이끌었다.
히딩크	히딩크	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2009	2009	SN	B-DAT
년	년	NNB	I-DAT
에	에	JKB	O
도	도	JX	O
_	_	_	O
첼시	첼시	NNP	B-ORG
의	의	JKG	O
_	_	_	O
임시	임시	NNG	O
_	_	_	O
감독	감독	NNG	O
으로	으로	JKB	O
_	_	_	O
2009	2009	SN	B-NOH
-	-	SO	O
2010	2010	SN	B-NOH
시즌	시즌	NNG	I-NOH
_	_	_	O
FA	FA	SL	B-ORG
(	(	SS	O
잉글랜드축구협회	잉글랜드축구협회	NNP	B-ORG
)	)	SS	O
컵	컵	NNG	O
_	_	_	O
우승	우승	NNG	O
을	을	JKO	O
_	_	_	O
이끌	이끌	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 온라인 중앙일보 [사진 다음카카오제공] '다음카카오'
## 온라인 <중앙일보:ORG> [사진 <다음카카오:ORG>제공] '<다음카카오:ORG>'
온라인	온라인	NNG	O
_	_	_	O
중앙일보	중앙일보	NNP	B-ORG
_	_	_	O
[	[	SS	O
사진	사진	NNG	O
_	_	_	O
다음카카오	다음카카오	NNP	B-ORG
제공	제공	NNG	O
]	]	SS	O
_	_	_	O
'	'	SS	O
다음카카오	다음카카오	NNP	B-ORG
'	'	SS	O

## 15
## 지난달 ‘북한 테러지원국 재지정’ 법안을 발의한 미 하원 외교위원회 테드 포 공화당 의원도 최근 “김정남 암살의 배후가 북한으로 드러나면 즉각 테러지원국으로 재지정하는 절차에 나서야 한다”고 압박했다.
## 지난달 ‘<북한:ORG> 테러지원국 재지정’ 법안을 발의한 <미 하원 외교위원회:ORG> <테드 포:PER> <공화당:ORG> 의원도 최근 “<김정남:PER> 암살의 배후가 <북한:ORG>으로 드러나면 즉각 테러지원국으로 재지정하는 절차에 나서야 한다”고 압박했다.
지난달	지난달	NNG	O
_	_	_	O
‘	‘	SS	O
북한	북한	NNP	B-ORG
_	_	_	O
테러	테러	NNG	O
지원	지원	NNG	O
국	국	XSN	O
_	_	_	O
재	재	XPN	O
지정	지정	NNG	O
’	’	SS	O
_	_	_	O
법안	법안	NNG	O
을	을	JKO	O
_	_	_	O
발의한	발의하+ㄴ	VV+ETM	O
_	_	_	O
미	미	NNP	B-ORG
_	_	_	I-ORG
하원	하원	NNG	I-ORG
_	_	_	I-ORG
외교	외교	NNG	I-ORG
위원회	위원회	NNG	I-ORG
_	_	_	O
테드	테드	NNP	B-PER
_	_	_	I-PER
포	포	NNG	I-PER
_	_	_	O
공화당	공화당	NNP	B-ORG
_	_	_	O
의원	의원	NNG	O
도	도	JX	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
“	“	SS	O
김정남	김정남	NNP	B-PER
_	_	_	O
암살	암살	NNG	O
의	의	JKG	O
_	_	_	O
배후	배후	NNG	O
가	가	JKS	O
_	_	_	O
북한	북한	NNP	B-ORG
으로	으로	JKB	O
_	_	_	O
드러나	드러나	VV	O
면	면	EC	O
_	_	_	O
즉각	즉각	MAG	O
_	_	_	O
테러	테러	NNG	O
지원	지원	NNG	O
국	국	XSN	O
으로	으로	JKB	O
_	_	_	O
재	재	XPN	O
지정	지정	NNG	O
하	하	XSV	O
는	는	ETM	O
_	_	_	O
절차	절차	NNG	O
에	에	JKB	O
_	_	_	O
나서야	나서+어야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
압박	압박하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 1차관보 임창렬씨/2차관보 신명호씨/재무부 인사
## <1차관보:NOH> <임창렬:PER>씨/<2차관보:NOH> <신명호:PER>씨/<재무부:ORG> 인사
1	1	SN	B-NOH
차관보	차관보	NNG	I-NOH
_	_	_	O
임창렬	임창렬	NNP	B-PER
씨	씨	NNB	O
/	/	SP	O
2	2	SN	B-NOH
차관보	차관보	NNG	I-NOH
_	_	_	O
신명호	신명호	NNP	B-PER
씨	씨	NNB	O
/	/	SP	O
재무부	재무부	NNG	B-ORG
_	_	_	O
인사	인사	NNG	O

## 17
## 따라서 제3자 뇌물이 성립하려면 박 전 대통령과 최 씨 사이에 경제공동체 관계가 성립하고, 최 씨가 재단의 돈을 개인 용도로 마음대로 꺼내 쓸 수 있다는 두 가지 전제가 충족돼야 한다.
## 따라서 <제3자:NOH> 뇌물이 성립하려면 <박:PER> 전 대통령과 <최:PER> 씨 사이에 경제공동체 관계가 성립하고, <최:PER> 씨가 재단의 돈을 개인 용도로 마음대로 꺼내 쓸 수 있다는 <두 가지:NOH> 전제가 충족돼야 한다.
따라서	따라서	MAJ	O
_	_	_	O
제	제	XPN	B-NOH
3	3	SN	I-NOH
자	자	NNG	I-NOH
_	_	_	O
뇌물	뇌물	NNG	O
이	이	JKS	O
_	_	_	O
성립하	성립하	VV	O
려면	려면	EC	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대통령	대통령	NNG	O
과	과	JC	O
_	_	_	O
최	최	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
_	_	_	O
사이	사이	NNG	O
에	에	JKB	O
_	_	_	O
경제	경제	NNG	O
공동체	공동체	NNG	O
_	_	_	O
관계	관계	NNG	O
가	가	JKS	O
_	_	_	O
성립하	성립하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
최	최	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
재단	재단	NNG	O
의	의	JKG	O
_	_	_	O
돈	돈	NNG	O
을	을	JKO	O
_	_	_	O
개인	개인	NNG	O
_	_	_	O
용도	용도	NNG	O
로	로	JKB	O
_	_	_	O
마음대로	마음대로	MAG	O
_	_	_	O
꺼내	꺼내+어	VV+EC	O
_	_	_	O
쓸	쓰+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다는	다는	ETM	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
가지	가지	NNB	I-NOH
_	_	_	O
전제	전제	NNG	O
가	가	JKS	O
_	_	_	O
충족돼야	충족되+어야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

