## 1
## 블라터 前 FIFA 회장, 여자 월드컵 일정 불참한 이유는? '알고보니…'
## <블라터:PER> 前 <FIFA:ORG> 회장, 여자 월드컵 일정 불참한 이유는? '알고보니…'
블라터	블라터	NNP	B-PER
## 신차의 제원은 아직 밝혀지지 않은 가운데 최근 엑센트를 시작으로 벨로스터, i30, i40에 순차적으로 들어간 7단 더블 클러치 트랜스미션(DCT, Double Clutch Transmission)의 탑재가 유력하다.
## 신차의 제원은 아직 밝혀지지 않은 가운데 최근 <엑센트:POH>를 시작으로 <벨로스터:POH>, <i30:POH>, <i40:POH>에 순차적으로 들어간 <7단:NOH> 더블 클러치 트랜스미션(DCT, Double Clutch Transmission)의 탑재가 유력하다.
신차	신차	NNG	O
의	의	JKG	O
_	_	_	O
제원	제원	NNG	O
은	은	JX	O
_	_	_	O
아직	아직	MAG	O
_	_	_	O
밝혀지	밝혀지	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
엑센트	엑센트	NNG	B-POH
를	를	JKO	O
_	_	_	O
시작	시작	NNG	O
으로	으로	JKB	O
_	_	_	O
벨로스	벨로스	NNP	B-POH
터	터	NNB	I-POH
,	,	SP	O
_	_	_	O
i	i	SL	B-POH
30	30	SN	I-POH
,	,	SP	O
_	_	_	O
i	i	SL	B-POH
40	40	SN	I-POH
에	에	JKB	O
_	_	_	O
순차적	순차적	NNG	O
으로	으로	JKB	O
_	_	_	O
들어간	들어가+ㄴ	VV+ETM	O
_	_	_	O
7	7	SN	B-NOH
단	단	NNG	I-NOH
_	_	_	O
더블	더블	NNG	O
_	_	_	O
클러치	클러치	NNG	O
_	_	_	O
트랜스미션	트랜스미션	NNG	O
(	(	SS	O
DCT	DCT	SL	O
,	,	SP	O
_	_	_	O
Double	Double	SL	O
_	_	_	O
Clutch	Clutch	SL	O
_	_	_	O
Transmission	Transmission	SL	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
탑재	탑재	NNG	O
가	가	JKS	O
_	_	_	O
유력하	유력하	VA	O
다	다	EF	O
.	.	SF	O

## 14
## 애플의 ‘아이폰7’과 ‘아이폰7 플러스’의 출시 당일과 이튿날의 번호이동 건수가 총 6만 건을 넘은 것으로 나타났다.
## <애플:ORG>의 ‘<아이폰7:POH>’과 ‘<아이폰7 플러스:POH>’의 출시 당일과 이튿날의 번호이동 건수가 총 <6만 건:NOH>을 넘은 것으로 나타났다.
애플	애플	NNP	B-ORG
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
아이폰	아이폰	NNG	B-POH
7	7	SN	I-POH
’	’	SS	O
과	과	JC	O
_	_	_	O
‘	‘	SS	O
아이폰	아이폰	NNG	B-POH
7	7	SN	I-POH
_	_	_	I-POH
플러스	플러스	NNG	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
출시	출시	NNG	O
_	_	_	O
당일	당일	NNG	O
과	과	JC	O
_	_	_	O
이튿날	이튿날	NNG	O
의	의	JKG	O
_	_	_	O
번호	번호	NNG	O
이동	이동	NNG	O
_	_	_	O
건수	건수	NNG	O
가	가	JKS	O
_	_	_	O
총	총	NNG	O
_	_	_	O
6	6	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
건	건	NNB	I-NOH
을	을	JKO	O
_	_	_	O
넘	넘	VV	O
은	은	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
나타났	나타나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 15
## 주말 디저트 뷔페에서는 낮 12시부터 5시까지 리치 앤 망고 슈, 망고 앤 코코넛 크럼블, 리치 파나코타, 패션 크림 롤 케이크, 망고 앤 리치 티라미수 등 리치와 망고로 만든 디저트를 즐길 수 있다.
## 주말 디저트 뷔페에서는 <낮 12시부터 5시:DUR>까지 리치 앤 망고 슈, 망고 앤 코코넛 크럼블, 리치 파나코타, 패션 크림 롤 케이크, 망고 앤 리치 티라미수 등 리치와 망고로 만든 디저트를 즐길 수 있다.
주말	주말	NNG	O
_	_	_	O
디저트	디저트	NNG	O
_	_	_	O
뷔페	뷔페	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
낮	낮	NNG	B-DUR
_	_	_	I-DUR
12	12	SN	I-DUR
시	시	NNB	I-DUR
부터	부터	JX	I-DUR
_	_	_	I-DUR
5	5	SN	I-DUR
시	시	NNB	I-DUR
까지	까지	JX	O
_	_	_	O
리치	리치	NNP	O
_	_	_	O
앤	앤	NNP	O
_	_	_	O
망고	망고	NNG	O
_	_	_	O
슈	슈	NNB	O
,	,	SP	O
_	_	_	O
망고	망고	NNG	O
_	_	_	O
앤	앤	NNP	O
_	_	_	O
코코넛	코코넛	NNG	O
_	_	_	O
크럼	크럼	NNP	O
블	을	JKO	O
,	,	SP	O
_	_	_	O
리치	리치	NNP	O
_	_	_	O
파나	파나	NNG	O
코타	코타	NNP	O
,	,	SP	O
_	_	_	O
패션	패션	NNG	O
_	_	_	O
크림	크림	NNG	O
_	_	_	O
롤	롤	NNG	O
_	_	_	O
케이크	케이크	NNG	O
,	,	SP	O
_	_	_	O
망고	망고	NNG	O
_	_	_	O
앤	앤	NNP	O
_	_	_	O
리치	리치	NNP	O
_	_	_	O
티라미수	티라미수	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
리치	리치	NNP	O
와	와	JC	O
_	_	_	O
망고	망고	NNG	O
로	로	JKB	O
_	_	_	O
만든	만들+ㄴ	VV+ETM	O
_	_	_	O
디저트	디저트	NNG	O
를	를	JKO	O
_	_	_	O
즐길	즐기+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

