## 1
## 바로 카멜로드 피노누아이다.
## 바로 <카멜로드 피노누아:PER>이다.
바로	바로	MAG	O
다	다	EF	O
.	.	SF	O

## 7
## 본보기집(인천 남구 도화동 73-3)은 28일 문을 연다.
## <본보기집:LOC>(<인천 남구 도화동 73-3:LOC>)은 <28일:DAT> 문을 연다.
본보기	본보기	NNG	B-LOC
집	집	NNG	I-LOC
(	(	SS	O
인천	인천	NNP	B-LOC
_	_	_	I-LOC
남	남	NNG	I-LOC
구	구	NNG	I-LOC
_	_	_	I-LOC
도화동	도화동	NNP	I-LOC
_	_	_	I-LOC
73	73	SN	I-LOC
-	-	SO	I-LOC
3	3	SN	I-LOC
)	)	SS	O
은	은	JX	O
_	_	_	O
28	28	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
문	문	NNG	O
을	을	JKO	O
_	_	_	O
연다	열+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 최민식은 “170억이 넘는 제작비에 200억 가까운 제작비를 사용한 '라이언킹'이 되지 않으려면, CG라는 생각조차도 없어질 만큼 드라마가 굉장히 중요하다고 느꼈다”며 “그래서 천만덕의 가치관, 세계관 생을 살아가는 천만덕의 태도에 집중할 수밖에 없었다”고 밝혔다.
## <최민식:PER>은 “<170억:MNY>이 넘는 제작비에 <200억:MNY> 가까운 제작비를 사용한 '<라이언킹:POH>'이 되지 않으려면, CG라는 생각조차도 없어질 만큼 드라마가 굉장히 중요하다고 느꼈다”며 “그래서 <천만덕:PER>의 가치관, 세계관 생을 살아가는 <천만덕:PER>의 태도에 집중할 수밖에 없었다”고 밝혔다.
최민식	최민식	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
170	170	SN	B-MNY
억	억	NR	I-MNY
이	이	JKS	O
_	_	_	O
넘	넘	VV	O
는	는	ETM	O
_	_	_	O
제작비	제작비	NNG	O
에	에	JKB	O
_	_	_	O
200	200	SN	B-MNY
억	억	NR	I-MNY
_	_	_	O
가까	가깝	VA	O
운	ㄴ	ETM	O
_	_	_	O
제작비	제작비	NNG	O
를	를	JKO	O
_	_	_	O
사용한	사용하+ㄴ	VV+ETM	O
_	_	_	O
'	'	SS	O
라이언킹	라이언킹	NNP	B-POH
'	'	SS	O
이	이	JKC	O
_	_	_	O
되	되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
으려면	으려면	EC	O
,	,	SP	O
_	_	_	O
CG	CG+이	SL+VCP	O
라는	라는	ETM	O
_	_	_	O
생각	생각	NNG	O
조차	조차	JX	O
도	도	JX	O
_	_	_	O
없어질	없어지+ㄹ	VV+ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
드라마	드라마	NNG	O
가	가	JKS	O
_	_	_	O
굉장히	굉장히	MAG	O
_	_	_	O
중요하	중요하	VA	O
다고	다고	EC	O
_	_	_	O
느	느끼	VV	O
꼈	었	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
그래서	그래서	MAJ	O
_	_	_	O
천만덕	천만덕	NNP	B-PER
의	의	JKG	O
_	_	_	O
가치관	가치관	NNG	O
,	,	SP	O
_	_	_	O
세계관	세계관	NNG	O
_	_	_	O
생	생	NNG	O
을	을	JKO	O
_	_	_	O
살아가	살아가	VV	O
는	는	ETM	O
_	_	_	O
천만덕	천만덕	NNP	B-PER
의	의	JKG	O
_	_	_	O
태도	태도	NNG	O
에	에	JKB	O
_	_	_	O
집중할	집중하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
밖에	밖에	JX	O
_	_	_	O
없	없	VA	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 한편 영화 ‘대호’는 일제 강점기, 더 이상 총을 들지 않으려는 조선 최고의 명포수 천만덕과 조선의 마지막 호랑이 대호에 대한 이야기를 그린 영화로 12월 17일 개봉 예정이다.
## 한편 영화 ‘<대호:POH>’는 <일제 강점기:DUR>, 더 이상 총을 들지 않으려는 <조선:ORG> 최고의 명포수 <천만덕:PER>과 <조선:ORG>의 마지막 호랑이 <대호:PER>에 대한 이야기를 그린 영화로 <12월 17일:DAT> 개봉 예정이다.
한편	한편	MAG	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
‘	‘	SS	O
대호	대호	NNG	B-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
일제	일제	NNG	B-DUR
_	_	_	I-DUR
강점기	강점기	NNG	I-DUR
,	,	SP	O
_	_	_	O
더	더	MAG	O
_	_	_	O
이상	이상	NNG	O
_	_	_	O
총	총	NNG	O
을	을	JKO	O
_	_	_	O
들	들	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
으려는	으려는	ETM	O
_	_	_	O
조선	조선	NNP	B-ORG
_	_	_	O
최고	최고	NNG	O
의	의	JKG	O
_	_	_	O
명포수	명포수	NNG	O
_	_	_	O
천만덕	천만덕	NNP	B-PER
과	과	JC	O
_	_	_	O
조선	조선	NNP	B-ORG
의	의	JKG	O
_	_	_	O
마지막	마지막	NNG	O
_	_	_	O
호랑이	호랑이	NNG	O
_	_	_	O
대호	대호	NNG	B-PER
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
이야기	이야기	NNG	O
를	를	JKO	O
_	_	_	O
그린	그리+ㄴ	VV+ETM	O
_	_	_	O
영화	영화	NNG	O
로	로	JKB	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
17	17	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
개봉	개봉	NNG	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 한편 파이어리츠는 이날 화이트삭스를 11-0으로 대파하고 5연승을 달렸다.
## 한편 <파이어리츠:ORG>는 이날 <화이트삭스:ORG>를 <11-0:NOH>으로 대파하고 <5연승:NOH>을 달렸다.
한편	한편	MAG	O
_	_	_	O
파이어리츠	파이어리츠	NNP	B-ORG
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
화이트삭스	화이트삭스	NNP	B-ORG
를	를	JKO	O
_	_	_	O
11	11	SN	B-NOH
-	-	SO	I-NOH
0	0	SN	I-NOH
으로	으로	JKB	O
_	_	_	O
대파하	대파하	VV	O
고	고	EC	O
_	_	_	O
5	5	SN	B-NOH
연승	연승	NNG	I-NOH
을	을	JKO	O
_	_	_	O
달	달리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 광주민주화운동 진압 실상을 알리기 위한 유인물을 뿌리다
## <광주민주화운동:POH> 진압 실상을 알리기 위한 유인물을 뿌리다
광주	광주	NNP	B-POH
민주화	민주화	NNG	I-POH
운동	운동	NNG	I-POH
_	_	_	O
진압	진압	NNG	O
_	_	_	O
실상	실상	NNG	O
을	을	JKO	O
_	_	_	O
알리	알리	VV	O
기	기	ETN	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
유인물	유인물	NNG	O
을	을	JKO	O
_	_	_	O
뿌리	뿌리	VV	O
다	다	EF	O

## 12
## 다이앤은 15일 워싱턴포스트(WP)와의 인터뷰에서 “남편이 죽음을 맞이한 방식을 절대 용서할 수가 없다.
## <다이앤:PER>은 <15일:DAT> <워싱턴포스트:ORG>(<WP:ORG>)와의 인터뷰에서 “남편이 죽음을 맞이한 방식을 절대 용서할 수가 없다.
다이앤	다이앤	NNP	B-PER
은	은	JX	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
워싱턴	워싱턴	NNP	B-ORG
포스트	포스트	NNG	I-ORG
(	(	SS	O
WP	WP	SL	B-ORG
)	)	SS	O
와	와	JKB	O
의	의	JKG	O
_	_	_	O
인터뷰	인터뷰	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
남편	남편	NNG	O
이	이	JKS	O
_	_	_	O
죽음	죽음	NNG	O
을	을	JKO	O
_	_	_	O
맞이한	맞이하+ㄴ	VV+ETM	O
_	_	_	O
방식	방식	NNG	O
을	을	JKO	O
_	_	_	O
절대	절대	MAG	O
_	_	_	O
용서할	용서하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

## 13
## 수감 중인 이 병장은 국군교도소에서 동료 수감자 3명을 때리고 가혹 행위를 한 혐의로 28일 군사법원에 추가 기소돼 형량이 더 늘어날 수도 있다.
## 수감 중인 <이:PER> 병장은 <국군교도소:ORG>에서 동료 수감자 <3명:NOH>을 때리고 가혹 행위를 한 혐의로 <28일:DAT> <군사법원:ORG>에 추가 기소돼 형량이 더 늘어날 수도 있다.
수감	수감	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
이	이	MM	B-PER
_	_	_	O
병장	병장	NNG	O
은	은	JX	O
_	_	_	O
국군	국군	NNG	B-ORG
교도소	교도소	NNG	I-ORG
에서	에서	JKB	O
_	_	_	O
동료	동료	NNG	O
_	_	_	O
수감자	수감자	NNG	O
_	_	_	O
3	3	SN	B-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
때리	때리	VV	O
고	고	EC	O
_	_	_	O
가혹	가혹	NNG	O
_	_	_	O
행위	행위	NNG	O
를	를	JKO	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
28	28	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
군사	군사	NNG	B-ORG
법원	법원	NNG	I-ORG
에	에	JKB	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
기소돼	기소되+어	VV+EC	O
_	_	_	O
형량	형량	NNG	O
이	이	JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
늘어날	늘어나+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
도	도	JX	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

