## 1
## 지금이야 그럭저럭 버티지만 이 상태로 5년만 지속돼도 고통이 폐부를 찌를 것이다.
## 지금이야 그럭저럭 버티지만 이 상태로 <5년:DUR>만 지속돼도 고통이 폐부를 찌를 것이다.
지금	지금	NNG	O
정체기	정체기	NNG	O
로	로	JKB	O
_	_	_	O
들어서	들어서	VV	O
고	고	EC	O
_	_	_	O
중국	중국	NNP	B-ORG
과	과	JKB	O
의	의	JKG	O
_	_	_	O
가격	가격	NNG	O
_	_	_	O
경쟁	경쟁	NNG	O
이	이	JKS	O
_	_	_	O
심화하	심화하	VV	O
면서	면서	EC	O
_	_	_	O
실적	실적	NNG	O
이	이	JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
악화할	악화하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
예상	예상하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 매일밤 자정쯤이면 그의 팩시밀리가 울려대기 시작하고 사라예보의 피해상황과 군작전상황등이 그의 숙소에 속속 전달된다.
## 매일밤 자정쯤이면 그의 팩시밀리가 울려대기 시작하고 <사라예보:LOC>의 피해상황과 군작전상황등이 그의 숙소에 속속 전달된다.
매일	매일	NNG	O
밤	밤	NNG	O
_	_	_	O
자정	자정	NNG	O
쯤	쯤	XSN	O
이	이	VCP	O
면	면	EC	O
_	_	_	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
팩시밀리	팩시밀리	NNG	O
가	가	JKS	O
_	_	_	O
울려	울리+어	VV+EC	O
대	대	VX	O
기	기	ETN	O
_	_	_	O
시작하	시작하	VV	O
고	고	EC	O
_	_	_	O
사라예보	사라예보	NNP	B-LOC
의	의	JKG	O
_	_	_	O
피해	피해	NNG	O
상황	상황	NNG	O
과	과	JC	O
_	_	_	O
군	군	NNG	O
작전	작전	NNG	O
상황	상황	NNG	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
숙소	숙소	NNG	O
에	에	JKB	O
_	_	_	O
속속	속속	MAG	O
_	_	_	O
전달된다	전달되+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 2014년 관세청 보고서에 따르면 우리나라의 커피 원두 수입량은 6127t으로 1인당 연간 298잔의 커피를 마신 것으로 추정된다.
## <2014년:DAT> <관세청:ORG> 보고서에 따르면 우리나라의 커피 원두 수입량은 <6127t:NOH>으로 <1인:NOH>당 연간 <298잔:NOH>의 커피를 마신 것으로 추정된다.
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
관세청	관세청	NNG	B-ORG
_	_	_	O
보고서	보고서	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
우리나라	우리나라	NNG	O
의	의	JKG	O
_	_	_	O
커피	커피	NNG	O
_	_	_	O
원두	원두	NNG	O
_	_	_	O
수입	수입	NNG	O
량	량	NNG	O
은	은	JX	O
_	_	_	O
6127	6127	SN	B-NOH
t	t	SL	I-NOH
으로	으로	JKB	O
_	_	_	O
1	1	SN	B-NOH
인	인	NNG	I-NOH
당	당	XSN	O
_	_	_	O
연간	연간	NNG	O
_	_	_	O
298	298	SN	B-NOH
잔	잔	NNG	I-NOH
의	의	JKG	O
_	_	_	O
커피	커피	NNG	O
를	를	JKO	O
_	_	_	O
마신	마시+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
추정된다	추정되+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 작년 행사는 처음이라 준비도 부족했고 주민참여도 적어 아쉬움이 많았던 「밝은 집」 사람들은 이번엔 홍보물도 돌리고 동네 부녀회나 상조회, 근처 유지를 찾아 참여와 협조를 부탁할 생각이다.
## 작년 행사는 처음이라 준비도 부족했고 주민참여도 적어 아쉬움이 많았던 「<밝은 집:ORG>」 사람들은 이번엔 홍보물도 돌리고 동네 부녀회나 상조회, 근처 유지를 찾아 참여와 협조를 부탁할 생각이다.
작년	작년	NNG	O
_	_	_	O
행사	행사	NNG	O
는	는	JX	O
_	_	_	O
처음	처음	NNG	O
이	이	VCP	O
라	라	EC	O
_	_	_	O
준비	준비	NNG	O
도	도	JX	O
_	_	_	O
부족	부족하	VA	O
했	였	EP	O
고	고	EC	O
_	_	_	O
주민	주민	NNG	O
참여	참여	NNG	O
도	도	JX	O
_	_	_	O
적	적	VA	O
어	어	EC	O
_	_	_	O
아쉬움	아쉬움	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
았	았	EP	O
던	던	ETM	O
_	_	_	O
「	「	SS	O
밝	밝	VA	B-ORG
은	은	ETM	I-ORG
_	_	_	I-ORG
집	집	NNG	I-ORG
」	」	SS	O
_	_	_	O
사람	사람	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
이번	이번	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
홍보물	홍보물	NNG	O
도	도	JX	O
_	_	_	O
돌리	돌리	VV	O
고	고	EC	O
_	_	_	O
동네	동네	NNG	O
_	_	_	O
부녀회	부녀회	NNG	O
나	나	JC	O
_	_	_	O
상조	상조	NNG	O
회	회	XSN	O
,	,	SP	O
_	_	_	O
근처	근처	NNG	O
_	_	_	O
유지	유지	NNG	O
를	를	JKO	O
_	_	_	O
찾	찾	VV	O
아	아	EC	O
_	_	_	O
참여	참여	NNG	O
와	와	JC	O
_	_	_	O
협조	협조	NNG	O
를	를	JKO	O
_	_	_	O
부탁할	부탁하+ㄹ	VV+ETM	O
_	_	_	O
생각	생각	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 가장 인기 있는 코스는 청산도항에서 이어지는 1코스. 서편제에서 세 식구가 아리랑을 부르며 덩실덩실 춤추며 지나는 장면의 무대가 여기 있다.
## 가장 인기 있는 코스는 <청산도항:LOC>에서 이어지는 <1코스:NOH>. <서편제:POH>에서 <세 식구:NOH>가 <아리랑:POH>을 부르며 덩실덩실 춤추며 지나는 장면의 무대가 여기 있다.
가장	가장	MAG	O
_	_	_	O
인기	인기	NNG	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
코스	코스	NNG	O
는	는	JX	O
_	_	_	O
청산도	청산도	NNP	B-LOC
항	항	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
이어지	이어지	VV	O
는	는	ETM	O
_	_	_	O
1	1	SN	B-NOH
코스	코스	NNG	I-NOH
.	.	SF	O
_	_	_	O
서편제	서편제	NNG	B-POH
에서	에서	JKB	O
_	_	_	O
세	세	MM	B-NOH
_	_	_	I-NOH
식구	식구	NNG	I-NOH
가	가	JKS	O
_	_	_	O
아리랑	아리랑	NNP	B-POH
을	을	JKO	O
_	_	_	O
부르	부르	VV	O
며	며	EC	O
_	_	_	O
덩실덩실	덩실덩실	MAG	O
_	_	_	O
춤추	춤추	VV	O
며	며	EC	O
_	_	_	O
지나	지나	VV	O
는	는	ETM	O
_	_	_	O
장면	장면	NNG	O
의	의	JKG	O
_	_	_	O
무대	무대	NNG	O
가	가	JKS	O
_	_	_	O
여기	여기	NP	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 9
## 음주단속 강화, 괜찮은 줄 알고 마셨다간…실제 걸리는 양은 '이 정도'담배 끊고 대신 술? 낮 시간대 음주 단속 강화 서울지방경찰청은 음주운전 교통사고가 증가하는 행락철을 맞아 오는 6월까지 음주운전 집중·확대 단속에 나서기로 했다고 19일 밝혔다.
## 음주단속 강화, 괜찮은 줄 알고 마셨다간…실제 걸리는 양은 '이 정도'담배 끊고 대신 술? 낮 시간대 음주 단속 <강화 서울지방경찰청:ORG>은 음주운전 교통사고가 증가하는 행락철을 맞아 오는 <6월:DAT>까지 음주운전 집중·확대 단속에 나서기로 했다고 <19일:DAT> 밝혔다.
음주	음주	NNG	O
단속	단속	NNG	O
_	_	_	O
강화	강화	NNG	O
,	,	SP	O
_	_	_	O
괜찮	괜찮	VA	O
은	은	ETM	O
_	_	_	O
줄	줄	NNB	O
_	_	_	O
알	알	VV	O
고	고	EC	O
_	_	_	O
마	마시	VV	O
셨	었	EP	O
다간	다가+ㄴ	EC+JX	O
…	…	SE	O
실제	실제	NNG	O
_	_	_	O
걸리	걸리	VV	O
는	는	ETM	O
_	_	_	O
양	양	NNG	O
은	은	JX	O
_	_	_	O
'	'	SS	O
이	이	MM	O
_	_	_	O
정도	정도	NNG	O
'	'	SS	O
담배	담배	NNG	O
_	_	_	O
끊	끊	VV	O
고	고	EC	O
_	_	_	O
대신	대신	NNG	O
_	_	_	O
술	술	NNG	O
?	?	SF	O
_	_	_	O
낮	낮	NNG	O
_	_	_	O
시간	시간	NNG	O
대	대	NNB	O
_	_	_	O
음주	음주	NNG	O
_	_	_	O
단속	단속	NNG	O
_	_	_	O
강화	강화	NNG	B-ORG
_	_	_	I-ORG
서울지방경찰청	서울지방경찰청	NNP	I-ORG
은	은	JX	O
_	_	_	O
음주	음주	NNG	O
운전	운전	NNG	O
_	_	_	O
교통사고	교통사고	NNG	O
가	가	JKS	O
_	_	_	O
증가하	증가하	VV	O
는	는	ETM	O
_	_	_	O
행락	행락	NNG	O
철	철	NNG	O
을	을	JKO	O
_	_	_	O
맞	맞	VV	O
아	아	EC	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
6	6	SN	B-DAT
월	월	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
음주	음주	NNG	O
운전	운전	NNG	O
_	_	_	O
집중	집중	NNG	O
·	·	SP	O
확대	확대	NNG	O
_	_	_	O
단속	단속	NNG	O
에	에	JKB	O
_	_	_	O
나서	나서	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다고	다고	EC	O
_	_	_	O
19	19	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 인간 대표인 이세돌 9단과의 바둑대결에서 승리한 구글의 인공지능 ‘알파고’에 대한 관심이 높아지고 있다.
## 인간 대표인 <이세돌:PER> <9단:NOH>과의 바둑대결에서 승리한 구글의 인공지능 ‘<알파고:POH>’에 대한 관심이 높아지고 있다.
인간	인간	NNG	O
_	_	_	O
대표	대표	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
이세돌	이세돌	NNP	B-PER
_	_	_	O
9	9	SN	B-NOH
단	단	NNB	I-NOH
과	과	JKB	O
의	의	JKG	O
_	_	_	O
바둑	바둑	NNG	O
대결	대결	NNG	O
에서	에서	JKB	O
_	_	_	O
승리한	승리하+ㄴ	VV+ETM	O
_	_	_	O
구글	구글	NNG	O
의	의	JKG	O
_	_	_	O
인공	인공	NNG	O
지능	지능	NNG	O
_	_	_	O
‘	‘	SS	O
알파	알파	NNP	B-POH
고	고	JKQ	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
관심	관심	NNG	O
이	이	JKS	O
_	_	_	O
높아지	높아지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 펠르랭 전 장관은 1973년 서울에서 태어난 지 6개월 만에 프랑스로 입양됐다.
## <펠르랭:PER> 전 장관은 <1973년:DAT> <서울:LOC>에서 태어난 지 <6개월:DUR> 만에 <프랑스:ORG>로 입양됐다.
펠르랭	펠르랭	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
장관	장관	NNG	O
은	은	JX	O
_	_	_	O
1973	1973	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
태어난	태어나+ㄴ	VV+ETM	O
_	_	_	O
지	지	NNB	O
_	_	_	O
6	6	SN	B-DUR
개월	개월	NNB	I-DUR
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
프랑스	프랑스	NNP	B-ORG
로	로	JKB	O
_	_	_	O
입양	입양되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 효성은 1992년 한국 기업 중 처음으로 스판덱스 개발에 성공한 이후 중국과 베트남, 터키, 브라질 등 세계 주요 시장의 거점 지역에 생산 시설을 빠르게 늘려 나갔다.
## <효성:ORG>은 <1992년:DAT> <한국:LOC> 기업 중 처음으로 스판덱스 개발에 성공한 이후 <중국:LOC>과 <베트남:LOC>, <터키:LOC>, <브라질:LOC> 등 세계 주요 시장의 거점 지역에 생산 시설을 빠르게 늘려 나갔다.
효성	효성	NNP	B-ORG
은	은	JX	O
_	_	_	O
1992	1992	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
한국	한국	NNP	B-LOC
_	_	_	O
기업	기업	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
처음	처음	NNG	O
으로	으로	JKB	O
_	_	_	O
스판덱스	스판덱스	NNG	O
_	_	_	O
개발	개발	NNG	O
에	에	JKB	O
_	_	_	O
성공한	성공하+ㄴ	VV+ETM	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
중국	중국	NNP	B-LOC
과	과	JC	O
_	_	_	O
베트남	베트남	NNP	B-LOC
,	,	SP	O
_	_	_	O
터키	터키	NNP	B-LOC
,	,	SP	O
_	_	_	O
브라질	브라질	NNP	B-LOC
_	_	_	O
등	등	NNB	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
시장	시장	NNG	O
의	의	JKG	O
_	_	_	O
거점	거점	NNG	O
_	_	_	O
지역	지역	NNG	O
에	에	JKB	O
_	_	_	O
생산	생산	NNG	O
_	_	_	O
시설	시설	NNG	O
을	을	JKO	O
_	_	_	O
빠르	빠르	VA	O
게	게	EC	O
_	_	_	O
늘려	늘리+어	VV+EC	O
_	_	_	O
나갔	나가+았	VX+EP	O
다	다	EF	O
.	.	SF	O

## 13
## 각각의 시스템을 별도로 적용했을 때와 비교하면 IBU는 무게가 60%, 크기는 50% 줄었고 원가는 40%가량 낮췄다.
## 각각의 시스템을 별도로 적용했을 때와 비교하면 IBU는 무게가 <60%:PNT>, 크기는 <50%:PNT> 줄었고 원가는 <40%:PNT>가량 낮췄다.
각각	각각	NNG	O
의	의	JKG	O
_	_	_	O
시스템	시스템	NNG	O
을	을	JKO	O
_	_	_	O
별도	별도	NNG	O
로	로	JKB	O
_	_	_	O
적용	적용하	VV	O
했	였	EP	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
와	와	JKB	O
_	_	_	O
비교하	비교하	VV	O
면	면	EC	O
_	_	_	O
IBU	IBU	SL	O
는	는	JX	O
_	_	_	O
무게	무게	NNG	O
가	가	JKS	O
_	_	_	O
60	60	SN	B-PNT
%	%	SW	I-PNT
,	,	SP	O
_	_	_	O
크기	크기	NNG	O
는	는	JX	O
_	_	_	O
50	50	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
줄	줄	VV	O
었	었	EP	O
고	고	EC	O
_	_	_	O
원가	원가	NNG	O
는	는	JX	O
_	_	_	O
40	40	SN	B-PNT
%	%	SW	I-PNT
가량	가량	XSN	O
_	_	_	O
낮	낮추	VV	O
췄	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 요우커 맞춤형 비자, 내년 1월부터 모든 중국인 단체 관광객을 대상으로 확대 시행법무부가 요우커(중국인 관광객)유치를 위해 맞춤형 비자 서비스를 시행한다고 6일 밝혔다.법무부는 “요우커 유치를 위해 전자비자(e-VISA) 발급을 단체관광객 전체로 확대하는 등 맞춤형 비자 서비스를 한다”고 밝혀, 이에 내년 1월부터 모든 중국인 단체 관광객을 대상으로 맞춤형 비자 서비스가 확대 시행될 예정이다.
## 요우커 맞춤형 비자, 내년 <1월:DAT>부터 모든 중국인 단체 관광객을 대상으로 확대 시행<법무부:ORG>가 <요우커:POH>(중국인 관광객)유치를 위해 맞춤형 비자 서비스를 시행한다고 <6일:DAT> 밝혔다.<법무부:ORG>는 “<요우커:POH> 유치를 위해 전자비자(e-VISA) 발급을 단체관광객 전체로 확대하는 등 맞춤형 비자 서비스를 한다”고 밝혀, 이에 내년 <1월:DAT>부터 모든 중국인 단체 관광객을 대상으로 맞춤형 비자 서비스가 확대 시행될 예정이다.
요우	요우	NNG	O
커	커	NNP	O
_	_	_	O
맞춤	맞춤	NNG	O
형	형	XSN	O
_	_	_	O
비자	비자	NNG	O
,	,	SP	O
_	_	_	O
내년	내년	NNG	O
_	_	_	O
1	1	SN	B-DAT
월	월	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
중국인	중국인	NNG	O
_	_	_	O
단체	단체	NNG	O
_	_	_	O
관광객	관광객	NNG	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
확대	확대	NNG	O
_	_	_	O
시행	시행	NNG	O
법무부	법무부	NNG	B-ORG
가	가	JKS	O
_	_	_	O
요우	요우	NNG	B-POH
커	커	NNP	I-POH
(	(	SS	O
중국인	중국인	NNG	O
_	_	_	O
관광객	관광객	NNG	O
)	)	SS	O
유치	유치	NNG	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
맞춤	맞춤	NNG	O
형	형	XSN	O
_	_	_	O
비자	비자	NNG	O
_	_	_	O
서비스	서비스	NNG	O
를	를	JKO	O
_	_	_	O
시행한다고	시행하+ㄴ다고	VV+EC	O
_	_	_	O
6	6	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O
법무부	법무부	NNG	B-ORG
는	는	JX	O
_	_	_	O
“	“	SS	O
요우	요우	NNG	B-POH
커	커	NNP	I-POH
_	_	_	O
유치	유치	NNG	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
전자	전자	NNG	O
비자	비자	NNG	O
(	(	SS	O
e	e	SL	O
-	-	SO	O
VISA	VISA	SL	O
)	)	SS	O
_	_	_	O
발급	발급	NNG	O
을	을	JKO	O
_	_	_	O
단체	단체	NNG	O
관광객	관광객	NNG	O
_	_	_	O
전체	전체	NNG	O
로	로	JKB	O
_	_	_	O
확대하	확대하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
맞춤	맞춤	NNG	O
형	형	XSN	O
_	_	_	O
비자	비자	NNG	O
_	_	_	O
서비스	서비스	NNG	O
를	를	JKO	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝혀	밝히+어	VV+EC	O
,	,	SP	O
_	_	_	O
이	이	NP	O
에	에	JKB	O
_	_	_	O
내년	내년	NNG	O
_	_	_	O
1	1	SN	B-DAT
월	월	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
중국인	중국인	NNG	O
_	_	_	O
단체	단체	NNG	O
_	_	_	O
관광객	관광객	NNG	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
맞춤	맞춤	NNG	O
형	형	XSN	O
_	_	_	O
비자	비자	NNG	O
_	_	_	O
서비스	서비스	NNG	O
가	가	JKS	O
_	_	_	O
확대	확대	NNG	O
_	_	_	O
시행될	시행되+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

