## 1
## 장기이식 수술은 서울아산병원이 세계를 이끄는 분야다.
## 장기이식 수술은 <서울아산병원:ORG>이 세계를 이끄는 분야다.
장기	장기	NNG	O
발의할	발의하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 니엘, 엘조 질투나서 뮤비 주인공 맡았다?…유승옥과 '스킨십' 깜짝 그룹 틴탑의 멤버 창조가 동료 멤버 니엘의 솔로 앨범 뮤직비디오를 언급했다.
## <니엘:PER>, <엘조:PER> 질투나서 뮤비 주인공 맡았다?…<유승옥:PER>과 '스킨십' 깜짝 그룹 <틴탑:ORG>의 멤버 <창조:PER>가 동료 멤버 <니엘:PER>의 솔로 앨범 뮤직비디오를 언급했다.
니엘	니엘	NNP	B-PER
,	,	SP	O
_	_	_	O
엘	엘	NNP	B-PER
조	조	NNG	I-PER
_	_	_	O
질투	질투	NNG	O
나서	나+아서	VV+EC	O
_	_	_	O
뮤	뮤	NNG	O
비	비	XSN	O
_	_	_	O
주인공	주인공	NNG	O
_	_	_	O
맡	맡	VV	O
았	았	EP	O
다	다	EF	O
?	?	SF	O
…	…	SE	O
유승옥	유승옥	NNP	B-PER
과	과	JC	O
_	_	_	O
'	'	SS	O
스킨십	스킨십	NNG	O
'	'	SS	O
_	_	_	O
깜짝	깜짝	MAG	O
_	_	_	O
그룹	그룹	NNG	O
_	_	_	O
틴탑	틴탑	NNP	B-ORG
의	의	JKG	O
_	_	_	O
멤버	멤버	NNG	O
_	_	_	O
창조	창조	NNG	B-PER
가	가	JKS	O
_	_	_	O
동료	동료	NNG	O
_	_	_	O
멤버	멤버	NNG	O
_	_	_	O
니엘	니엘	NNP	B-PER
의	의	JKG	O
_	_	_	O
솔로	솔로	NNG	O
_	_	_	O
앨범	앨범	NNG	O
_	_	_	O
뮤직	뮤직	NNG	O
비디오	비디오	NNG	O
를	를	JKO	O
_	_	_	O
언급	언급하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 영화 ‘투모로우’에서처럼 어느 한순간에 급격한 변화가 일어나기보다는 아마도 점진적 둔화를 보게 될 듯하다.
## 영화 ‘<투모로우:POH>’에서처럼 어느 한순간에 급격한 변화가 일어나기보다는 아마도 점진적 둔화를 보게 될 듯하다.
영화	영화	NNG	O
_	_	_	O
‘	‘	SS	O
투모로	투모로	NNP	B-POH
우	우	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
처럼	처럼	JKB	O
_	_	_	O
어느	어느	MM	O
_	_	_	O
한순간	한순간	NNG	O
에	에	JKB	O
_	_	_	O
급격한	급격하+ㄴ	VA+ETM	O
_	_	_	O
변화	변화	NNG	O
가	가	JKS	O
_	_	_	O
일어나	일어나	VV	O
기	기	ETN	O
보다	보다	JKB	O
는	는	JX	O
_	_	_	O
아마도	아마도	MAG	O
_	_	_	O
점진적	점진적	NNG	O
_	_	_	O
둔화	둔화	NNG	O
를	를	JKO	O
_	_	_	O
보	보	VV	O
게	게	EC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
듯하	듯하	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 한편 이희준 소속사 BH엔터테인먼트 관계자는 24일 "이희준과 이혜정이 이달 초부터 좋은 감정으로 만남을 시작했다"고 열애 사실을 공식 인정했다.
## 한편 <이희준:PER> 소속사 <BH엔터테인먼트:ORG> 관계자는 <24일:DAT> "<이희준:PER>과 <이혜정:PER>이 이달 초부터 좋은 감정으로 만남을 시작했다"고 열애 사실을 공식 인정했다.
한편	한편	NNG	O
_	_	_	O
이희준	이희준	NNP	B-PER
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
BH	BH	SL	B-ORG
엔터테인먼트	엔터테인먼트	NNG	I-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
24	24	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
"	"	SS	O
이희준	이희준	NNP	B-PER
과	과	JC	O
_	_	_	O
이혜정	이혜정	NNP	B-PER
이	이	JKS	O
_	_	_	O
이달	이달	NNG	O
_	_	_	O
초	초	NNB	O
부터	부터	JX	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
감정	감정	NNG	O
으로	으로	JKB	O
_	_	_	O
만남	만남	NNG	O
을	을	JKO	O
_	_	_	O
시작	시작하	VV	O
했	였	EP	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
열애	열애	NNG	O
_	_	_	O
사실	사실	NNG	O
을	을	JKO	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
인정	인정하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

