## 1
## 인근 중국(1만4679원)만 해도 자국 삼겹살이 우리의 절반 수준이다.
## 인근 <중국:ORG>(<1만4679원:MNY>)만 해도 자국 삼겹살이 우리의 절반 수준이다.
인근	인근	NNG	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
지만	지만	EC	O
_	_	_	O
시위	시위	NNG	O
를	를	JKO	O
_	_	_	O
파괴적	파괴적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
방향	방향	NNG	O
으로	으로	JKB	O
_	_	_	O
몰	몰	VV	O
고	고	EC	O
_	_	_	O
가	가	VV	O
거나	거나	EC	O
_	_	_	O
청와대	청와대	NNP	B-ORG
를	를	JKO	O
_	_	_	O
점령하	점령하	VV	O
자고	자고	EC	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
건	것+ㄴ	NNB+JX	O
_	_	_	O
헌법	헌법	NNG	O
에	에	JKB	O
_	_	_	O
보장된	보장되+ㄴ	VV+ETM	O
_	_	_	O
표현	표현	NNG	O
의	의	JKG	O
_	_	_	O
자유	자유	NNG	O
와	와	JKB	O
는	는	JX	O
_	_	_	O
거리	거리	NNG	O
가	가	JKS	O
_	_	_	O
멀	멀	VA	O
다	다	EF	O
.	.	SF	O

## 4
## 7146억원에 산 ASML지분 중 절반… 4년만에 6000억원대에 되팔아
## <7146억원:MNY>에 산 <ASML:ORG>지분 중 절반… <4년:NOH>만에 <6000억원:MNY>대에 되팔아
7146	7146	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
에	에	JKB	O
_	_	_	O
산	사+ㄴ	VV+ETM	O
_	_	_	O
ASML	ASML	SL	B-ORG
지분	지분	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
절반	절반	NNG	O
…	…	SE	O
_	_	_	O
4	4	SN	B-NOH
년	년	NNB	I-NOH
만	만	NNB	O
에	에	JKB	O
_	_	_	O
6000	6000	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
대	대	XSN	O
에	에	JKB	O
_	_	_	O
되팔	되팔	VV	O
아	아	EC	O

## 5
## 수출 회복 등으로 지난달 제조업 취업자 감소 폭이 9만2000명으로 줄어든 점도 강조했다.
## 수출 회복 등으로 지난달 제조업 취업자 감소 폭이 <9만2000명:NOH>으로 줄어든 점도 강조했다.
수출	수출	NNG	O
_	_	_	O
회복	회복	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
제조업	제조업	NNG	O
_	_	_	O
취업자	취업자	NNG	O
_	_	_	O
감소	감소	NNG	O
_	_	_	O
폭	폭	NNG	O
이	이	JKS	O
_	_	_	O
9	9	SN	B-NOH
만	만	NR	I-NOH
2000	2000	SN	I-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
줄어든	줄어들+ㄴ	VV+ETM	O
_	_	_	O
점	점	NNG	O
도	도	JX	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 서울메트로가 지하철 2호선에 투입할 전동차 200량을 제작할 업체로 로윈·다원시스 컨소시엄을 선정한 것을 두고 입찰에 참여했던 현대로템이 입찰 후속 절차 금지 가처분신청을 제기하는 등 잡음이 끊이지 않고 있다.
## <서울메트로:ORG>가 지하철 <2호선:NOH>에 투입할 전동차 <200량:NOH>을 제작할 업체로 로윈·다원시스 컨소시엄을 선정한 것을 두고 입찰에 참여했던 <현대로템:ORG>이 입찰 후속 절차 금지 가처분신청을 제기하는 등 잡음이 끊이지 않고 있다.
서울메트로	서울메트로	NNP	B-ORG
가	가	JKS	O
_	_	_	O
지하철	지하철	NNG	O
_	_	_	O
2	2	SN	B-NOH
호	호	NNB	I-NOH
선	선	XSN	I-NOH
에	에	JKB	O
_	_	_	O
투입할	투입하+ㄹ	VV+ETM	O
_	_	_	O
전동차	전동차	NNG	O
_	_	_	O
200	200	SN	B-NOH
량	량	NNB	I-NOH
을	을	JKO	O
_	_	_	O
제작할	제작하+ㄹ	VV+ETM	O
_	_	_	O
업체	업체	NNG	O
로	로	JKB	O
_	_	_	O
로	로	XSN	O
윈	윈	NNG	O
·	·	SP	O
다원	다원	NNG	O
시스	시스	NNP	O
_	_	_	O
컨소시엄	컨소시엄	NNG	O
을	을	JKO	O
_	_	_	O
선정한	선정하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
두	두	VV	O
고	고	EC	O
_	_	_	O
입찰	입찰	NNG	O
에	에	JKB	O
_	_	_	O
참여	참여하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
현대	현대	NNP	B-ORG
로템	로템	NNP	I-ORG
이	이	JKS	O
_	_	_	O
입찰	입찰	NNG	O
_	_	_	O
후속	후속	NNG	O
_	_	_	O
절차	절차	NNG	O
_	_	_	O
금지	금지	NNG	O
_	_	_	O
가처분	가처분	NNG	O
신청	신청	NNG	O
을	을	JKO	O
_	_	_	O
제기하	제기하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
잡음	잡음	NNG	O
이	이	JKS	O
_	_	_	O
끊이	끊이	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## ‘시럽 페이’의 2분기(4∼6월) 결제거래액과 거래건수가 전 분기(1∼3월) 대비 모두 70% 이상 증가했다.
## ‘<시럽 페이:ORG>’의 <2분기:NOH>(<4∼6월:DUR>) 결제거래액과 거래건수가 전 분기(<1∼3월:DUR>) 대비 모두 <70%:PNT> 이상 증가했다.
‘	‘	SS	O
시럽	시럽	NNG	B-ORG
_	_	_	I-ORG
페이	페이	NNG	I-ORG
’	’	SS	O
의	의	JKG	O
_	_	_	O
2	2	SN	B-NOH
분기	분기	NNG	I-NOH
(	(	SS	O
4	4	SN	B-DUR
∼	∼	SO	I-DUR
6	6	SN	I-DUR
월	월	NNB	I-DUR
)	)	SS	O
_	_	_	O
결제	결제	NNG	O
거래	거래	NNG	O
액	액	XSN	O
과	과	JKB	O
_	_	_	O
거래	거래	NNG	O
건수	건수	NNG	O
가	가	JKS	O
_	_	_	O
전	전	MM	O
_	_	_	O
분기	분기	NNG	O
(	(	SS	O
1	1	SN	B-DUR
∼	∼	SO	I-DUR
3	3	SN	I-DUR
월	월	NNB	I-DUR
)	)	SS	O
_	_	_	O
대비	대비	NNG	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
70	70	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
이상	이상	NNG	O
_	_	_	O
증가	증가하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## HDBaseT 기술을 지원하는 기기가 아직 많지 않고, 고가의 전문가용 제품 위주로만 나와있지만, 그렇기 때문에 이런 전문가용 프로젝터가 필요한 것이기도 하다.
## <HDBaseT:POH> 기술을 지원하는 기기가 아직 많지 않고, 고가의 전문가용 제품 위주로만 나와있지만, 그렇기 때문에 이런 전문가용 프로젝터가 필요한 것이기도 하다.
HDBaseT	HDBaseT	SL	B-POH
_	_	_	O
기술	기술	NNG	O
을	을	JKO	O
_	_	_	O
지원하	지원하	VV	O
는	는	ETM	O
_	_	_	O
기기	기기	NNG	O
가	가	JKS	O
_	_	_	O
아직	아직	MAG	O
_	_	_	O
많	많	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
,	,	SP	O
_	_	_	O
고가	고가	NNG	O
의	의	JKG	O
_	_	_	O
전문	전문	NNG	O
가용	가용	NNG	O
_	_	_	O
제품	제품	NNG	O
_	_	_	O
위주	위주	NNG	O
로	로	JKB	O
만	만	JX	O
_	_	_	O
나	나오	VV	O
와	아	EC	O
있	있	VX	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
그렇	그렇	VA	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
전문	전문	NNG	O
가용	가용	NNG	O
_	_	_	O
프로젝터	프로젝터	NNG	O
가	가	JKS	O
_	_	_	O
필요한	필요하+ㄴ	VA+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
하	하	VX	O
다	다	EF	O
.	.	SF	O

## 9
## 자체적인 콘텐츠 재생 능력 부재, 무난한 리모컨참고로 옵토마 ZU510T의 USB 포트는 외부기기에 전력을 공급하는 용도로 쓰며, USB 메모리나 외장하드를 연결해 자체적으로 콘텐츠(동영상, 사진, 음악 등)를 재생하는 기능은 없다.
## 자체적인 콘텐츠 재생 능력 부재, 무난한 리모컨참고로 <옵토마 ZU510T:POH>의 USB 포트는 외부기기에 전력을 공급하는 용도로 쓰며, USB 메모리나 외장하드를 연결해 자체적으로 콘텐츠(동영상, 사진, 음악 등)를 재생하는 기능은 없다.
자체	자체	NNG	O
적	적	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
콘텐츠	콘텐츠	NNG	O
_	_	_	O
재생	재생	NNG	O
_	_	_	O
능력	능력	NNG	O
_	_	_	O
부재	부재	NNG	O
,	,	SP	O
_	_	_	O
무난한	무난하+ㄴ	VA+ETM	O
_	_	_	O
리모컨	리모컨	NNG	O
참고	참고	NNG	O
로	로	JKB	O
_	_	_	O
옵	옵	NNG	B-POH
토마	토마	NNP	I-POH
_	_	_	I-POH
ZU	ZU	SL	I-POH
510	510	SN	I-POH
T	T	SL	I-POH
의	의	JKG	O
_	_	_	O
USB	USB	SL	O
_	_	_	O
포트	포트	NNB	O
는	는	JX	O
_	_	_	O
외부	외부	NNG	O
기기	기기	NNG	O
에	에	JKB	O
_	_	_	O
전력	전력	NNG	O
을	을	JKO	O
_	_	_	O
공급하	공급하	VV	O
는	는	ETM	O
_	_	_	O
용도	용도	NNG	O
로	로	JKB	O
_	_	_	O
쓰	쓰	VV	O
며	며	EC	O
,	,	SP	O
_	_	_	O
USB	USB	SL	O
_	_	_	O
메모리	메모리	NNG	O
나	나	JC	O
_	_	_	O
외장	외장	NNG	O
하드	하드	NNG	O
를	를	JKO	O
_	_	_	O
연결해	연결하+여	VV+EC	O
_	_	_	O
자체	자체	NNG	O
적	적	XSN	O
으로	으로	JKB	O
_	_	_	O
콘텐츠	콘텐츠	NNG	O
(	(	SS	O
동영상	동영상	NNG	O
,	,	SP	O
_	_	_	O
사진	사진	NNG	O
,	,	SP	O
_	_	_	O
음악	음악	NNG	O
_	_	_	O
등	등	NNB	O
)	)	SS	O
를	를	JKO	O
_	_	_	O
재생하	재생하	VV	O
는	는	ETM	O
_	_	_	O
기능	기능	NNG	O
은	은	JX	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

## 10
## 내 딸 금사월 전인화.‘내 딸 금사월’ 전인화 “며느리로 절대 안 받아들여”…박세영, 결국 무릎전인화가 내 딸 금사월에서 박세영의 악행을 폭로했다.
## <내 딸 금사월:POH> <전인화:PER>.‘<내 딸 금사월:POH>’ <전인화:PER> “며느리로 절대 안 받아들여”…<박세영:PER>, 결국 무릎<전인화:PER>가 <내 딸 금사월:POH>에서 <박세영:PER>의 악행을 폭로했다.
내	나+의	NP+JKG	B-POH
_	_	_	I-POH
딸	딸	NNG	I-POH
_	_	_	I-POH
금	금	NNG	I-POH
사월	사월	NNG	I-POH
_	_	_	O
전인화	전인화	NNP	B-PER
.	.	SF	O
‘	‘	SS	O
내	나+의	NP+JKG	B-POH
_	_	_	I-POH
딸	딸	NNG	I-POH
_	_	_	I-POH
금	금	NNG	I-POH
사월	사월	NNG	I-POH
’	’	SS	O
_	_	_	O
전인화	전인화	NNP	B-PER
_	_	_	O
“	“	SS	O
며느리	며느리	NNG	O
로	로	JKB	O
_	_	_	O
절대	절대	MAG	O
_	_	_	O
안	안	MAG	O
_	_	_	O
받아들	받아들이	VV	O
여	어	EF	O
”	”	SS	O
…	…	SE	O
박세영	박세영	NNP	B-PER
,	,	SP	O
_	_	_	O
결국	결국	NNG	O
_	_	_	O
무릎	무릎	NNG	O
전인화	전인화	NNP	B-PER
가	가	JKS	O
_	_	_	O
내	나+의	NP+JKG	B-POH
_	_	_	I-POH
딸	딸	NNG	I-POH
_	_	_	I-POH
금사	금사	NNG	I-POH
월	월	NNB	I-POH
에서	에서	JKB	O
_	_	_	O
박세영	박세영	NNP	B-PER
의	의	JKG	O
_	_	_	O
악행	악행	NNG	O
을	을	JKO	O
_	_	_	O
폭로	폭로하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 19일 방송된 MBC ‘내 딸 금사월’에선 혜상(박세영)이 강찬빈(윤현민 분)의 집에 무단으로 들어가 가족들이 먹을 식사를 준비하는 모습이 그려졌다.
## <19일:DAT> 방송된 <MBC:POH> ‘<내 딸 금사월:POH>’에선 <혜상:PER>(<박세영:PER>)이 <강찬빈:PER>(<윤현민:PER> 분)의 집에 무단으로 들어가 가족들이 먹을 식사를 준비하는 모습이 그려졌다.
19	19	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
MBC	MBC	SL	B-POH
_	_	_	O
‘	‘	SS	O
내	나+의	NP+JKG	B-POH
_	_	_	I-POH
딸	딸	NNG	I-POH
_	_	_	I-POH
금	금	NNG	I-POH
사월	사월	NNG	I-POH
’	’	SS	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
혜	혜	NNG	B-PER
상	상	XSN	I-PER
(	(	SS	O
박세영	박세영	NNP	B-PER
)	)	SS	O
이	이	JKS	O
_	_	_	O
강	강	NNG	B-PER
찬빈	찬빈	NNG	I-PER
(	(	SS	O
윤현민	윤현민	NNP	B-PER
_	_	_	O
분	분	NNB	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
집	집	NNG	O
에	에	JKB	O
_	_	_	O
무단	무단	NNG	O
으로	으로	JKB	O
_	_	_	O
들어가	들어가+아	VV+EC	O
_	_	_	O
가족	가족	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
먹	먹	VV	O
을	을	ETM	O
_	_	_	O
식사	식사	NNG	O
를	를	JKO	O
_	_	_	O
준비하	준비하	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
그려	그리+어+지	VV+EC+VX	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 이 모습을 지켜본 득예(전인화 분)는 혜상에게 “찬빈이가 너한테 눈곱만큼도 관심이 없는데 부끄러운 줄 알아야지”라고 말했다.
## 이 모습을 지켜본 득예(<전인화:PER> 분)는 <혜상:PER>에게 “<찬빈:PER>이가 너한테 눈곱만큼도 관심이 없는데 부끄러운 줄 알아야지”라고 말했다.
이	이	MM	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
지켜본	지켜보+ㄴ	VV+ETM	O
_	_	_	O
득	득	NNG	O
예	예	NNG	O
(	(	SS	O
전인화	전인화	NNP	B-PER
_	_	_	O
분	분	NNB	O
)	)	SS	O
는	는	JX	O
_	_	_	O
혜	혜	NNG	B-PER
상	상	XSN	I-PER
에게	에게	JKB	O
_	_	_	O
“	“	SS	O
찬빈	찬빈	NNG	B-PER
이	이	NNB	O
가	가	JKS	O
_	_	_	O
너	너	NP	O
한테	한테	JKB	O
_	_	_	O
눈곱	눈곱	NNG	O
만큼	만큼	JX	O
도	도	JX	O
_	_	_	O
관심	관심	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
는데	는데	EC	O
_	_	_	O
부끄러	부끄럽	VA	O
운	은	ETM	O
_	_	_	O
줄	줄	NNB	O
_	_	_	O
알	알	VV	O
아야지	아야지	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

