## 1
## 그때는 퇴계와 율곡이 활약한 유교 문화의 전성기였다.
## 그때는 <퇴계:PER>와 <율곡:PER>이 활약한 유교 문화의 전성기였다.
그때	그때	NNG	O
습니다	습니다	EF	O
.	.	SF	O

## 4
## 이어 경마공원·과천과학관과 주공아파트가 줄줄이 들어서면서 도시 모양새가 갖춰졌다.
## 이어 <경마공원:LOC>·<과천과학관:LOC>과 주공아파트가 줄줄이 들어서면서 도시 모양새가 갖춰졌다.
이어	이어	MAG	O
_	_	_	O
경마	경마	NNG	B-LOC
공원	공원	NNG	I-LOC
·	·	SP	O
과천	과천	NNP	B-LOC
과학관	과학관	NNG	I-LOC
과	과	JC	O
_	_	_	O
주공	주공	NNP	O
아파트	아파트	NNG	O
가	가	JKS	O
_	_	_	O
줄줄이	줄줄이	MAG	O
_	_	_	O
들어서	들어서	VV	O
면서	면서	EC	O
_	_	_	O
도시	도시	NNG	O
_	_	_	O
모양새	모양새	NNG	O
가	가	JKS	O
_	_	_	O
갖춰	갖추+어+지	VV+EC+VX	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 과천은 서울 서초구와 산을 사이에 두고 맞닿아 있다.
## <과천:LOC>은 <서울:LOC> <서초구:LOC>와 산을 사이에 두고 맞닿아 있다.
과천	과천	NNP	B-LOC
은	은	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
서초구	서초구	NNP	B-LOC
와	와	JC	O
_	_	_	O
산	산	NNG	O
을	을	JKO	O
_	_	_	O
사이	사이	NNG	O
에	에	JKB	O
_	_	_	O
두	두	VV	O
고	고	EC	O
_	_	_	O
맞닿	맞닿	VV	O
아	아	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 35.9㎢ 규모에 인구 7만여 명이 사는 작은 도시다.
## <35.9㎢:NOH> 규모에 인구 <7만여 명:NOH>이 사는 작은 도시다.
35.9	35.9	SN	B-NOH
㎢	㎢	SW	I-NOH
_	_	_	O
규모	규모	NNG	O
에	에	JKB	O
_	_	_	O
인구	인구	NNG	O
_	_	_	O
7	7	SN	B-NOH
만	만	NR	I-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
사	살	VV	O
는	는	ETM	O
_	_	_	O
작	작	VA	O
은	은	ETM	O
_	_	_	O
도시	도시+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 관악산·청계산에 에워싸여 있고 전체 면적의 70% 이상이 녹지다.
## <관악산:LOC>·<청계산:LOC>에 에워싸여 있고 전체 면적의 <70%:PNT> 이상이 녹지다.
관악산	관악산	NNP	B-LOC
·	·	SP	O
청계산	청계산	NNP	B-LOC
에	에	JKB	O
_	_	_	O
에워싸	에워싸이	VV	O
여	어	EC	O
_	_	_	O
있	있	VX	O
고	고	EC	O
_	_	_	O
전체	전체	NNG	O
_	_	_	O
면적	면적	NNG	O
의	의	JKG	O
_	_	_	O
70	70	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
이상	이상	NNG	O
이	이	JKS	O
_	_	_	O
녹	녹	VV	O
지	지	EC	O
다	다	EF	O
.	.	SF	O

## 8
## 이번에 나온 메달은 금메달(330만 원·300개), 은메달(187만 원·500개) 등이다.
## 이번에 나온 메달은 금메달(<330만 원:MNY>·<300개:NOH>), 은메달(<187만 원:MNY>·<500개:NOH>) 등이다.
이번	이번	NNG	O
에	에	JKB	O
_	_	_	O
나온	나오+ㄴ	VV+ETM	O
_	_	_	O
메달	메달	NNG	O
은	은	JX	O
_	_	_	O
금메달	금메달	NNG	O
(	(	SS	O
330	330	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
·	·	SP	O
300	300	SN	B-NOH
개	개	NNB	I-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
은메달	은메달	NNG	O
(	(	SS	O
187	187	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
·	·	SP	O
500	500	SN	B-NOH
개	개	NNB	I-NOH
)	)	SS	O
_	_	_	O
등	등	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 하지만 개정된 법안은 유디치과의 성장과 반값 임플란트 정책에 위기를 느낀 일부 치과의사가 기득권을 지키기 위해 개정됐다는 주장도 부르면서 논란이 더욱 커졌다.
## 하지만 개정된 법안은 <유디치과:ORG>의 성장과 반값 임플란트 정책에 위기를 느낀 일부 치과의사가 기득권을 지키기 위해 개정됐다는 주장도 부르면서 논란이 더욱 커졌다.
하지만	하지만	MAJ	O
_	_	_	O
개정된	개정되+ㄴ	VV+ETM	O
_	_	_	O
법안	법안	NNG	O
은	은	JX	O
_	_	_	O
유디치	유디치	NNG	B-ORG
과	과	JKB	I-ORG
의	의	JKG	O
_	_	_	O
성장	성장	NNG	O
과	과	JC	O
_	_	_	O
반값	반값	NNG	O
_	_	_	O
임플란트	임플란트	NNG	O
_	_	_	O
정책	정책	NNG	O
에	에	JKB	O
_	_	_	O
위기	위기	NNG	O
를	를	JKO	O
_	_	_	O
느낀	느끼+ㄴ	VV+ETM	O
_	_	_	O
일부	일부	NNG	O
_	_	_	O
치과	치과	NNG	O
의사	의사	NNG	O
가	가	JKS	O
_	_	_	O
기득권	기득권	NNG	O
을	을	JKO	O
_	_	_	O
지키	지키	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
개정	개정되	VV	O
됐	었	EP	O
다는	다는	ETM	O
_	_	_	O
주장	주장	NNG	O
도	도	JX	O
_	_	_	O
부르	부르	VV	O
면서	면서	EC	O
_	_	_	O
논란	논란	NNG	O
이	이	JKS	O
_	_	_	O
더욱	더욱	MAG	O
_	_	_	O
커	커지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 손호준, 정글의 법칙 재출연 확정…'새로운 모습 보여줄 것" ‘손호준 정글의 법칙’ 손호준이 ‘정글의 법칙’에 재출연한다.
## <손호준:PER>, <정글의 법칙:POH> 재출연 확정…'새로운 모습 보여줄 것" ‘<손호준:PER> <정글의 법칙:POH>’ <손호준:PER>이 ‘<정글의 법칙:POH>’에 재출연한다.
손호준	손호준	NNP	B-PER
,	,	SP	O
_	_	_	O
정글	정글	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
법칙	법칙	NNG	I-POH
_	_	_	O
재	재	XPN	O
출연	출연	NNG	O
_	_	_	O
확정	확정	NNG	O
…	…	SE	O
'	'	SS	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
모습	모습	NNG	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
줄	주+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
"	"	SS	O
_	_	_	O
‘	‘	SS	O
손호준	손호준	NNP	B-PER
_	_	_	O
정글	정글	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
법칙	법칙	NNG	I-POH
’	’	SS	O
_	_	_	O
손호준	손호준	NNP	B-PER
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
정글	정글	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
법칙	법칙	NNG	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
재	재	XPN	O
출연	출연	NNG	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 현대차가 제18호 태풍 차바의 영향으로 울산공장 2공장 생산라인이 중단되는 등 피해를 입었다.
## <현대차:ORG>가 <제18호:NOH> 태풍 <차바:POH>의 영향으로 <울산:LOC>공장 <2공장:NOH> 생산라인이 중단되는 등 피해를 입었다.
현대차	현대차	NNP	B-ORG
가	가	JKS	O
_	_	_	O
제	제	XPN	B-NOH
18	18	SN	I-NOH
호	호	NNB	I-NOH
_	_	_	O
태풍	태풍	NNG	O
_	_	_	O
차바	차바	NNP	B-POH
의	의	JKG	O
_	_	_	O
영향	영향	NNG	O
으로	으로	JKB	O
_	_	_	O
울산	울산	NNP	B-LOC
공장	공장	NNG	O
_	_	_	O
2	2	SN	B-NOH
공장	공장	NNG	I-NOH
_	_	_	O
생산	생산	NNG	O
라인	라인	NNG	O
이	이	JKS	O
_	_	_	O
중단되	중단되	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
피해	피해	NNG	O
를	를	JKO	O
_	_	_	O
입	입	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 태풍 차바의 영향을 받은 현대차 울산2공장은 5일 오전11시10분경 안전상의 이유로 생산라인 가동을 일시 중단했다.
## 태풍 <차바:POH>의 영향을 받은 <현대차 울산2공장:LOC>은 <5일:DAT> <오전11시10분:TIM>경 안전상의 이유로 생산라인 가동을 일시 중단했다.
태풍	태풍	NNG	O
_	_	_	O
차바	차바	NNP	B-POH
의	의	JKG	O
_	_	_	O
영향	영향	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
현대	현대	NNP	B-LOC
차	차	NNB	I-LOC
_	_	_	I-LOC
울산	울산	NNP	I-LOC
2	2	SN	I-LOC
공장	공장	NNG	I-LOC
은	은	JX	O
_	_	_	O
5	5	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	B-TIM
11	11	SN	I-TIM
시	시	NNB	I-TIM
10	10	SN	I-TIM
분	분	NNB	I-TIM
경	경	XSN	O
_	_	_	O
안전	안전	NNG	O
상	상	XSN	O
의	의	JKG	O
_	_	_	O
이유	이유	NNG	O
로	로	JKB	O
_	_	_	O
생산	생산	NNG	O
라인	라인	NNG	O
_	_	_	O
가동	가동	NNG	O
을	을	JKO	O
_	_	_	O
일시	일시	MAG	O
_	_	_	O
중단	중단하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 블룸버그는 “CPI 상승세가 약해지면서 정부 목표치(3%)와 격차가 커진 만큼 중국 인민은행이 금리 인하 등 경기 부양 조치에 나설 여지가 커졌다”고 보도했다.
## <블룸버그:ORG>는 “CPI 상승세가 약해지면서 정부 목표치(<3%:PNT>)와 격차가 커진 만큼 <중국 인민은행:ORG>이 금리 인하 등 <경기:LOC> 부양 조치에 나설 여지가 커졌다”고 보도했다.
블룸버그	블룸버그	NNP	B-ORG
는	는	JX	O
_	_	_	O
“	“	SS	O
CPI	CPI	SL	O
_	_	_	O
상승세	상승세	NNG	O
가	가	JKS	O
_	_	_	O
약해	약하+여	VA+EC	O
지	지	VX	O
면서	면서	EC	O
_	_	_	O
정부	정부	NNG	O
_	_	_	O
목표치	목표치	NNG	O
(	(	SS	O
3	3	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
와	와	JKB	O
_	_	_	O
격차	격차	NNG	O
가	가	JKS	O
_	_	_	O
커진	커지+ㄴ	VV+ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	I-ORG
인민	인민	NNG	I-ORG
은행	은행	NNG	I-ORG
이	이	JKS	O
_	_	_	O
금리	금리	NNG	O
_	_	_	O
인하	인하	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
경기	경기	NNG	B-LOC
_	_	_	O
부양	부양	NNG	O
_	_	_	O
조치	조치	NNG	O
에	에	JKB	O
_	_	_	O
나설	나서+ㄹ	VV+ETM	O
_	_	_	O
여지	여지	NNB	O
가	가	JKS	O
_	_	_	O
커	커지	VV	O
졌	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
보도	보도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 가수 겸 소울샵 엔터테인먼트 대표인 김태우가 1일 오후 서울시 서초구 가빛섬 플로팅 아일랜드에서 열린 가수 길건과의 전속계약 분쟁 관련 기자회견에서 입장을 발표했다.
## 가수 겸 <소울샵 엔터테인먼트:ORG> 대표인 <김태우:PER>가 <1일:DAT> 오후 <서울시:LOC> <서초구:LOC> <가빛섬:LOC> <플로팅 아일랜드:LOC>에서 열린 가수 <길건:PER>과의 전속계약 분쟁 관련 기자회견에서 입장을 발표했다.
가수	가수	NNG	O
_	_	_	O
겸	겸	NNB	O
_	_	_	O
소울	소울	NNG	B-ORG
샵	샵	NNG	I-ORG
_	_	_	I-ORG
엔터테인먼트	엔터테인먼트	NNG	I-ORG
_	_	_	O
대표	대표	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
김태우	김태우	NNP	B-PER
가	가	JKS	O
_	_	_	O
1	1	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	O
_	_	_	O
서울	서울	NNP	B-LOC
시	시	NNG	I-LOC
_	_	_	O
서초구	서초구	NNP	B-LOC
_	_	_	O
가	가	XPN	B-LOC
빛	빛	NNG	I-LOC
섬	섬	NNG	I-LOC
_	_	_	O
플로팅	플로팅	NNG	B-LOC
_	_	_	I-LOC
아일랜드	아일랜드	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
가수	가수	NNG	O
_	_	_	O
길	길	VA	B-PER
건	건	EC	I-PER
과	과	JKB	O
의	의	JKG	O
_	_	_	O
전속	전속	NNG	O
계약	계약	NNG	O
_	_	_	O
분쟁	분쟁	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
기자	기자	NNG	O
회견	회견	NNG	O
에서	에서	JKB	O
_	_	_	O
입장	입장	NNG	O
을	을	JKO	O
_	_	_	O
발표	발표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 그는 “소울샵이라는 회사를 만들 때 행복하게 음악을 하기 위해 만들었다.
## 그는 “<소울샵:ORG>이라는 회사를 만들 때 행복하게 음악을 하기 위해 만들었다.
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
소울샵	소울샵	NNG	B-ORG
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
회사	회사	NNG	O
를	를	JKO	O
_	_	_	O
만들	만들+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
행복하	행복하	VA	O
게	게	EC	O
_	_	_	O
음악	음악	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
만들	만들	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 중앙선거관리위원회 관계자는 “이번 대선에선 개표가 늦게 시작되는 만큼 당일 밤 12시경에 당선자를 가릴 수 있을 것으로 보인다”고 전했다.
## <중앙선거관리위원회:ORG> 관계자는 “이번 대선에선 개표가 늦게 시작되는 만큼 당일 <밤 12시:TIM>경에 당선자를 가릴 수 있을 것으로 보인다”고 전했다.
중앙선거관리위원회	중앙선거관리위원회	NNG	B-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
이번	이번	NNG	O
_	_	_	O
대선	대선	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
개표	개표	NNG	O
가	가	JKS	O
_	_	_	O
늦	늦	VA	O
게	게	EC	O
_	_	_	O
시작되	시작되	VV	O
는	는	ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
당일	당일	NNG	O
_	_	_	O
밤	밤	NNG	B-TIM
_	_	_	I-TIM
12	12	SN	I-TIM
시	시	NNB	I-TIM
경	경	XSN	O
에	에	JKB	O
_	_	_	O
당선자	당선자	NNG	O
를	를	JKO	O
_	_	_	O
가릴	가리+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

