## 1
## 질병관리본부는 설 연휴기간 중 해외여행을 하는 경우, 인플루엔자, 세균성이질 등 수인성 감염병, 말라리아, 뎅기열, 황열 등 모기매개 감염병과 동물인플루엔자 인체감염증(AI), 중동호흡기증후군(MERS) 등에 주의할 것을 밝혔다.
## <질병관리본부:ORG>는 <설:DAT> 연휴기간 중 해외여행을 하는 경우, 인플루엔자, 세균성이질 등 수인성 감염병, 말라리아, 뎅기열, 황열 등 모기매개 감염병과 <동물인플루엔자 인체감염증:POH>(<AI:POH>), <중동호흡기증후군:POH>(<MERS:POH>) 등에 주의할 것을 밝혔다.
질병	질병	NNG	B-ORG
실력자	실력자	NNG	O
로	로	JKB	O
_	_	_	O
급속히	급속히	MAG	O
_	_	_	O
떠오르	떠오르	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
14	14	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 대우조선 사장 바뀐 뒤 감사… ‘호화 외유’ 포착
## <대우조선:ORG> 사장 바뀐 뒤 감사… ‘호화 외유’ 포착
대우조선	대우조선	NNP	B-ORG
_	_	_	O
사장	사장	NNG	O
_	_	_	O
바뀐	바뀌+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
감사	감사	NNG	O
…	…	SE	O
_	_	_	O
‘	‘	SS	O
호화	호화	NNG	O
_	_	_	O
외유	외유	NNG	O
’	’	SS	O
_	_	_	O
포착	포착	NNG	O

## 13
## 급여통장에도 고금리를 받고 싶다면, 스탠다드차타드은행의 ‘내지갑통장’으로 옮기는 것도 좋은 방법이다.
## 급여통장에도 고금리를 받고 싶다면, <스탠다드차타드은행:ORG>의 ‘내지갑통장’으로 옮기는 것도 좋은 방법이다.
급여	급여	NNG	O
통장	통장	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
고금리	고금리	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
다면	다면	EC	O
,	,	SP	O
_	_	_	O
스탠다드	스탠다드	NNG	B-ORG
차	차	NNG	I-ORG
타드	타드	NNP	I-ORG
은행	은행	NNG	I-ORG
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
내	내	NNB	O
지갑	지갑	NNG	O
통장	통장	NNG	O
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
옮기	옮기	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
방법	방법	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 이 씨는 19세기 초 ‘규합총서(閨閤叢書)’를 통해 음식 조리부터 누에치기, 옷 짓는 방법, 응급처치, 약물 제조법 등 다양한 실용 지식을 총망라했다.
## <이:PER> 씨는 <19세기:DUR> 초 ‘<규합총서:POH>(<閨閤叢書:POH>)’를 통해 음식 조리부터 누에치기, 옷 짓는 방법, 응급처치, 약물 제조법 등 다양한 실용 지식을 총망라했다.
이	이	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
19	19	SN	B-DUR
세기	세기	NNG	I-DUR
_	_	_	O
초	초	NNB	O
_	_	_	O
‘	‘	SS	O
규합총서	규합총서	NNP	B-POH
(	(	SS	O
閨閤叢書	閨閤叢書	SH	B-POH
)	)	SS	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
음식	음식	NNG	O
_	_	_	O
조리	조리	NNG	O
부터	부터	JX	O
_	_	_	O
누에치기	누에치기	NNG	O
,	,	SP	O
_	_	_	O
옷	옷	NNG	O
_	_	_	O
짓	짓	VV	O
는	는	ETM	O
_	_	_	O
방법	방법	NNG	O
,	,	SP	O
_	_	_	O
응급	응급	NNG	O
처치	처치	NNG	O
,	,	SP	O
_	_	_	O
약물	약물	NNG	O
_	_	_	O
제조법	제조법	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
실용	실용	NNG	O
_	_	_	O
지식	지식	NNG	O
을	을	JKO	O
_	_	_	O
총망라	총망라하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 건보공단 “자택서 사망은 18% 그쳐” 生마감전까지 심폐소생 등 연명치료
## <건보공단:ORG> “자택서 사망은 <18%:PNT> 그쳐” 生마감전까지 심폐소생 등 연명치료
건보	건보	NNG	B-ORG
공단	공단	NNG	I-ORG
_	_	_	O
“	“	SS	O
자택	자택	NNG	O
서	서	JKB	O
_	_	_	O
사망	사망	NNG	O
은	은	JX	O
_	_	_	O
18	18	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
그쳐	그치+어	VV+EF	O
”	”	SS	O
_	_	_	O
生	生	SH	O
마감	마감	NNG	O
전	전	NNG	O
까지	까지	JX	O
_	_	_	O
심폐	심폐	NNG	O
소생	소생	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
연명	연명	NNG	O
치료	치료	NNG	O

## 16
## 한편 이날 ‘캣츠걸’은 8표차로 ‘코스모스’를 누르고 가왕에 올랐다.
## 한편 이날 ‘<캣츠걸:PER>’은 <8표:NOH>차로 ‘<코스모스:PER>’를 누르고 가왕에 올랐다.
한편	한편	MAG	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
‘	‘	SS	O
캣츠	캣츠	NNP	B-PER
걸	것+ㄹ	NNB+JKO	I-PER
’	’	SS	O
은	은	JX	O
_	_	_	O
8	8	SN	B-NOH
표	표	NNG	I-NOH
차	차	NNG	O
로	로	JKB	O
_	_	_	O
‘	‘	SS	O
코스모스	코스모스	NNG	B-PER
’	’	SS	O
를	를	JKO	O
_	_	_	O
누르	누르	VV	O
고	고	EC	O
_	_	_	O
가왕	가왕	NNG	O
에	에	JKB	O
_	_	_	O
올	오르	VV	O
랐	았	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 대표팀에서 (심)석희나 (최)민정이나 잘 타는 선수들이 많아서 배울 점이 많다.
## 대표팀에서 (<심:PER>)<석희:PER>나 (<최:PER>)<민정:PER>이나 잘 타는 선수들이 많아서 배울 점이 많다.
대표	대표	NNG	O
팀	팀	NNG	O
에서	에서	JKB	O
_	_	_	O
(	(	SS	O
심	심	NNP	B-PER
)	)	SS	O
석희	석희	NNP	B-PER
나	나	JC	O
_	_	_	O
(	(	SS	O
최	최	NNP	B-PER
)	)	SS	O
민정	민정	NNP	B-PER
이나	이나	JC	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
타	타	VV	O
는	는	ETM	O
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
아서	아서	EC	O
_	_	_	O
배울	배우+ㄹ	VV+ETM	O
_	_	_	O
점	점	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
다	다	EF	O
.	.	SF	O

